C19037I_001E,C19037I_001EA,C19037I_001M,C19037I_001MA,C19037I_002E,C19037I_002EA,C19037I_002M,C19037I_002MA,C19037I_003E,C19037I_003EA,C19037I_003M,C19037I_003MA,C19037I_004E,C19037I_004EA,C19037I_004M,C19037I_004MA,C19037I_005E,C19037I_005EA,C19037I_005M,C19037I_005MA,C19037I_006E,C19037I_006EA,C19037I_006M,C19037I_006MA,C19037I_007E,C19037I_007EA,C19037I_007M,C19037I_007MA,C19037I_008E,C19037I_008EA,C19037I_008M,C19037I_008MA,C19037I_009E,C19037I_009EA,C19037I_009M,C19037I_009MA,C19037I_010E,C19037I_010EA,C19037I_010M,C19037I_010MA,C19037I_011E,C19037I_011EA,C19037I_011M,C19037I_011MA,C19037I_012E,C19037I_012EA,C19037I_012M,C19037I_012MA,C19037I_013E,C19037I_013EA,C19037I_013M,C19037I_013MA,C19037I_014E,C19037I_014EA,C19037I_014M,C19037I_014MA,C19037I_015E,C19037I_015EA,C19037I_015M,C19037I_015MA,C19037I_016E,C19037I_016EA,C19037I_016M,C19037I_016MA,C19037I_017E,C19037I_017EA,C19037I_017M,C19037I_017MA,C19037I_018E,C19037I_018EA,C19037I_018M,C19037I_018MA,C19037I_019E,C19037I_019EA,C19037I_019M,C19037I_019MA,C19037I_020E,C19037I_020EA,C19037I_020M,C19037I_020MA,C19037I_021E,C19037I_021EA,C19037I_021M,C19037I_021MA,C19037I_022E,C19037I_022EA,C19037I_022M,C19037I_022MA,C19037I_023E,C19037I_023EA,C19037I_023M,C19037I_023MA,C19037I_024E,C19037I_024EA,C19037I_024M,C19037I_024MA,C19037I_025E,C19037I_025EA,C19037I_025M,C19037I_025MA,C19037I_026E,C19037I_026EA,C19037I_026M,C19037I_026MA,C19037I_027E,C19037I_027EA,C19037I_027M,C19037I_027MA,C19037I_028E,C19037I_028EA,C19037I_028M,C19037I_028MA,C19037I_029E,C19037I_029EA,C19037I_029M,C19037I_029MA,C19037I_030E,C19037I_030EA,C19037I_030M,C19037I_030MA,C19037I_031E,C19037I_031EA,C19037I_031M,C19037I_031MA,C19037I_032E,C19037I_032EA,C19037I_032M,C19037I_032MA,C19037I_033E,C19037I_033EA,C19037I_033M,C19037I_033MA,C19037I_034E,C19037I_034EA,C19037I_034M,C19037I_034MA,C19037I_035E,C19037I_035EA,C19037I_035M,C19037I_035MA,C19037I_036E,C19037I_036EA,C19037I_036M,C19037I_036MA,C19037I_037E,C19037I_037EA,C19037I_037M,C19037I_037MA,C19037I_038E,C19037I_038EA,C19037I_038M,C19037I_038MA,C19037I_039E,C19037I_039EA,C19037I_039M,C19037I_039MA,C19037I_040E,C19037I_040EA,C19037I_040M,C19037I_040MA,C19037I_041E,C19037I_041EA,C19037I_041M,C19037I_041MA,C19037I_042E,C19037I_042EA,C19037I_042M,C19037I_042MA,C19037I_043E,C19037I_043EA,C19037I_043M,C19037I_043MA,C19037I_044E,C19037I_044EA,C19037I_044M,C19037I_044MA,C19037I_045E,C19037I_045EA,C19037I_045M,C19037I_045MA,GEO_ID,NAME,state
178642,null,5303,null,15398,null,1898,null,2075,null,855,null,1220,null,546,null,3252,null,994,null,3506,null,1066,null,2148,null,755,null,2057,null,681,null,619,null,343,null,347,null,269,null,105,null,128,null,69,null,106,null,115128,null,4758,null,6162,null,1402,null,4791,null,1208,null,19751,null,2438,null,19340,null,2682,null,22750,null,2722,null,23509,null,3043,null,10214,null,1858,null,5696,null,1209,null,1757,null,639,null,1158,null,524,null,41167,null,3353,null,2496,null,1129,null,1919,null,811,null,4476,null,1164,null,5674,null,1521,null,6487,null,1606,null,9831,null,1781,null,4620,null,1093,null,3404,null,920,null,1412,null,680,null,848,null,500,null,6949,null,1448,null,1159,null,591,null,768,null,337,null,1527,null,841,null,1724,null,817,null,609,null,405,null,391,null,325,null,284,null,292,null,332,null,272,null,117,null,139,null,38,null,64,null,0400000US13,Georgia,13
28479,null,1846,null,2465,null,854,null,151,null,157,null,335,null,417,null,15,null,25,null,368,null,407,null,406,null,400,null,682,null,520,null,311,null,349,null,197,null,310,null,0,null,271,null,0,null,271,null,14507,null,1408,null,401,null,316,null,800,null,472,null,842,null,514,null,2204,null,825,null,2369,null,925,null,3917,null,1073,null,1765,null,669,null,1978,null,809,null,139,null,159,null,92,null,107,null,8781,null,1084,null,457,null,339,null,738,null,393,null,602,null,391,null,791,null,454,null,1203,null,536,null,1853,null,563,null,1439,null,572,null,1112,null,485,null,461,null,274,null,125,null,104,null,2726,null,612,null,137,null,137,null,148,null,152,null,361,null,336,null,252,null,241,null,405,null,240,null,415,null,279,null,308,null,235,null,344,null,326,null,150,null,216,null,206,null,187,null,0400000US15,Hawaii,15
39693,null,1753,null,3803,null,861,null,355,null,256,null,258,null,183,null,1175,null,633,null,562,null,315,null,689,null,357,null,611,null,294,null,153,null,236,null,0,null,257,null,0,null,257,null,0,null,257,null,22430,null,1723,null,1404,null,584,null,1165,null,622,null,3519,null,940,null,3999,null,1005,null,5431,null,1020,null,3775,null,969,null,1652,null,616,null,773,null,387,null,486,null,328,null,226,null,239,null,10786,null,1415,null,768,null,456,null,803,null,535,null,1697,null,676,null,1187,null,492,null,2004,null,484,null,2282,null,800,null,1279,null,742,null,386,null,256,null,90,null,150,null,290,null,262,null,2674,null,768,null,712,null,422,null,189,null,198,null,439,null,295,null,505,null,339,null,388,null,332,null,54,null,93,null,15,null,28,null,29,null,60,null,84,null,144,null,259,null,248,null,0400000US16,Idaho,16
489613,null,6726,null,28424,null,2672,null,4071,null,1098,null,2164,null,809,null,4140,null,1191,null,5925,null,1230,null,5385,null,1310,null,3559,null,1095,null,2310,null,809,null,483,null,335,null,387,null,463,null,0,null,265,null,280956,null,5771,null,10661,null,2005,null,10168,null,1763,null,35665,null,3751,null,39565,null,3481,null,53901,null,4120,null,65083,null,3613,null,34912,null,3508,null,23840,null,2702,null,4474,null,1050,null,2687,null,821,null,146080,null,4469,null,7383,null,1627,null,5341,null,1155,null,13803,null,2056,null,14944,null,2227,null,23195,null,2666,null,34578,null,3111,null,22455,null,2351,null,17192,null,2110,null,4915,null,1233,null,2274,null,596,null,34153,null,2052,null,4672,null,1185,null,3968,null,1008,null,6439,null,1203,null,4707,null,1039,null,4644,null,991,null,5264,null,1143,null,2051,null,799,null,1882,null,675,null,290,null,299,null,236,null,201,null,0400000US17,Illinois,17
90459,null,3061,null,8034,null,1795,null,1513,null,620,null,564,null,446,null,1477,null,705,null,1932,null,786,null,1814,null,850,null,510,null,325,null,40,null,68,null,184,null,252,null,0,null,265,null,0,null,265,null,55613,null,3028,null,4016,null,1008,null,2291,null,850,null,10765,null,1976,null,10658,null,1865,null,10577,null,1739,null,10700,null,1562,null,3580,null,918,null,2326,null,679,null,312,null,271,null,388,null,246,null,21310,null,2002,null,1210,null,509,null,1194,null,590,null,2334,null,723,null,3823,null,936,null,3083,null,1027,null,4177,null,1229,null,3347,null,878,null,1648,null,703,null,266,null,205,null,228,null,193,null,5502,null,912,null,186,null,143,null,1035,null,502,null,1419,null,533,null,947,null,479,null,712,null,356,null,718,null,314,null,296,null,287,null,119,null,136,null,70,null,112,null,0,null,265,null,0400000US18,Indiana,18
32013,null,1696,null,2966,null,881,null,408,null,318,null,958,null,610,null,556,null,392,null,399,null,238,null,444,null,263,null,186,null,218,null,0,null,226,null,0,null,226,null,0,null,226,null,15,null,25,null,17698,null,1528,null,1302,null,712,null,770,null,574,null,3220,null,1122,null,2757,null,709,null,3559,null,1007,null,3712,null,888,null,1300,null,560,null,957,null,416,null,26,null,49,null,95,null,112,null,9313,null,1563,null,671,null,541,null,288,null,250,null,1629,null,776,null,973,null,470,null,1260,null,586,null,3088,null,982,null,1009,null,453,null,347,null,245,null,48,null,84,null,0,null,226,null,2036,null,699,null,194,null,233,null,156,null,142,null,675,null,467,null,189,null,143,null,213,null,197,null,476,null,362,null,133,null,220,null,0,null,226,null,0,null,226,null,0,null,226,null,0400000US19,Iowa,19
67667,null,2612,null,6494,null,1287,null,1287,null,688,null,733,null,456,null,1710,null,776,null,484,null,296,null,1159,null,480,null,1052,null,441,null,69,null,156,null,0,null,242,null,0,null,242,null,0,null,242,null,40155,null,2207,null,3132,null,871,null,2038,null,876,null,8619,null,1680,null,8036,null,1618,null,6501,null,1395,null,7281,null,1066,null,3332,null,1038,null,1006,null,461,null,0,null,242,null,210,null,183,null,16756,null,1792,null,884,null,446,null,720,null,401,null,2708,null,852,null,1693,null,497,null,3429,null,893,null,3228,null,882,null,1929,null,701,null,1612,null,857,null,338,null,229,null,215,null,176,null,4262,null,875,null,641,null,325,null,628,null,367,null,1324,null,564,null,289,null,198,null,419,null,226,null,669,null,378,null,186,null,150,null,54,null,99,null,0,null,242,null,52,null,90,null,0400000US20,Kansas,20
23261,null,1731,null,2523,null,911,null,453,null,305,null,93,null,153,null,510,null,388,null,462,null,330,null,766,null,567,null,44,null,57,null,195,null,228,null,0,null,271,null,0,null,271,null,0,null,271,null,14302,null,1512,null,1416,null,714,null,997,null,616,null,2548,null,961,null,2336,null,690,null,2161,null,644,null,2013,null,690,null,1630,null,755,null,837,null,577,null,66,null,111,null,298,null,300,null,5191,null,1013,null,226,null,237,null,160,null,211,null,443,null,342,null,600,null,426,null,1039,null,450,null,821,null,514,null,744,null,405,null,469,null,321,null,482,null,298,null,207,null,222,null,1245,null,443,null,53,null,87,null,343,null,253,null,134,null,130,null,190,null,223,null,207,null,210,null,51,null,108,null,242,null,279,null,25,null,48,null,0,null,271,null,0,null,271,null,0400000US21,Kentucky,21
40835,null,2482,null,3250,null,817,null,922,null,559,null,302,null,256,null,382,null,389,null,119,null,157,null,721,null,415,null,182,null,136,null,271,null,249,null,121,null,130,null,230,null,184,null,0,null,269,null,19176,null,2015,null,1103,null,528,null,239,null,213,null,2915,null,1036,null,4180,null,1257,null,3525,null,1068,null,3451,null,995,null,1969,null,699,null,1384,null,624,null,268,null,238,null,142,null,171,null,12494,null,1422,null,997,null,542,null,1157,null,668,null,1224,null,575,null,1335,null,577,null,1916,null,662,null,2305,null,749,null,1491,null,582,null,1440,null,590,null,221,null,190,null,408,null,216,null,5915,null,1021,null,439,null,251,null,1002,null,578,null,1640,null,543,null,1115,null,584,null,478,null,263,null,749,null,391,null,263,null,200,null,127,null,146,null,0,null,269,null,102,null,168,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
92675,null,3638,null,4246,null,1146,null,60,null,70,null,100,null,167,null,505,null,339,null,836,null,484,null,624,null,412,null,1428,null,620,null,181,null,186,null,286,null,303,null,96,null,161,null,130,null,143,null,56247,null,3619,null,1752,null,876,null,1090,null,632,null,3367,null,934,null,4538,null,1205,null,9899,null,1750,null,15312,null,2242,null,9125,null,1670,null,6843,null,1232,null,2717,null,906,null,1604,null,607,null,25885,null,2059,null,570,null,337,null,821,null,422,null,1491,null,623,null,2148,null,781,null,3076,null,1003,null,5633,null,1143,null,4652,null,1046,null,4331,null,1102,null,1733,null,587,null,1430,null,512,null,6297,null,982,null,957,null,417,null,175,null,220,null,1067,null,571,null,585,null,352,null,912,null,510,null,1289,null,518,null,412,null,263,null,362,null,255,null,416,null,239,null,122,null,141,null,0400000US24,Maryland,24
160138,null,4548,null,10575,null,1673,null,2449,null,852,null,842,null,628,null,1953,null,786,null,1726,null,844,null,1309,null,606,null,937,null,528,null,902,null,498,null,457,null,394,null,0,null,281,null,0,null,281,null,89802,null,3408,null,11336,null,1823,null,7470,null,1756,null,14026,null,2011,null,11121,null,2060,null,12613,null,2024,null,14852,null,2251,null,8968,null,1638,null,6779,null,1442,null,1245,null,527,null,1392,null,567,null,46869,null,2175,null,9493,null,1292,null,4514,null,1143,null,6288,null,1186,null,5131,null,1124,null,5294,null,1079,null,5854,null,1309,null,4757,null,1005,null,2993,null,880,null,1406,null,645,null,1139,null,633,null,12892,null,1130,null,5540,null,923,null,1632,null,669,null,2238,null,680,null,938,null,481,null,735,null,388,null,813,null,420,null,495,null,376,null,362,null,269,null,56,null,100,null,83,null,114,null,0400000US25,Massachusetts,25
110194,null,3369,null,7557,null,1246,null,1196,null,549,null,602,null,351,null,1418,null,601,null,1760,null,540,null,1089,null,498,null,1276,null,611,null,62,null,79,null,84,null,141,null,14,null,28,null,56,null,100,null,61049,null,2919,null,4890,null,1317,null,4158,null,1193,null,10300,null,1660,null,11526,null,2010,null,8504,null,1416,null,10160,null,1698,null,7159,null,1437,null,3313,null,805,null,575,null,404,null,464,null,241,null,32415,null,2309,null,2919,null,1004,null,2007,null,829,null,4286,null,1119,null,3436,null,896,null,4743,null,977,null,5185,null,1070,null,4479,null,972,null,3177,null,834,null,1324,null,541,null,859,null,414,null,9173,null,1142,null,600,null,310,null,1577,null,580,null,1617,null,516,null,957,null,390,null,1493,null,466,null,1894,null,571,null,297,null,236,null,436,null,339,null,158,null,177,null,144,null,153,null,0400000US26,Michigan,26
56672,null,2635,null,5337,null,1238,null,683,null,402,null,709,null,569,null,1521,null,744,null,401,null,260,null,729,null,380,null,957,null,533,null,132,null,193,null,205,null,201,null,0,null,211,null,0,null,211,null,36236,null,2089,null,2619,null,837,null,1747,null,774,null,6986,null,1563,null,5450,null,1229,null,6583,null,1284,null,6581,null,1150,null,3566,null,1011,null,1918,null,607,null,429,null,307,null,357,null,271,null,12325,null,1407,null,594,null,385,null,526,null,352,null,1144,null,609,null,1583,null,720,null,1868,null,712,null,2835,null,706,null,1582,null,611,null,1600,null,644,null,283,null,211,null,310,null,239,null,2774,null,702,null,348,null,248,null,476,null,306,null,406,null,274,null,96,null,101,null,353,null,250,null,751,null,387,null,248,null,162,null,96,null,120,null,0,null,211,null,0,null,211,null,0400000US27,Minnesota,27
14499,null,1605,null,2772,null,1211,null,86,null,119,null,1185,null,975,null,130,null,183,null,556,null,452,null,456,null,345,null,271,null,265,null,0,null,289,null,88,null,131,null,0,null,289,null,0,null,289,null,6552,null,1057,null,351,null,285,null,641,null,531,null,945,null,582,null,685,null,437,null,1373,null,603,null,998,null,589,null,1003,null,532,null,278,null,220,null,278,null,294,null,0,null,289,null,3779,null,1055,null,299,null,253,null,0,null,289,null,827,null,545,null,598,null,470,null,599,null,330,null,552,null,346,null,382,null,441,null,315,null,274,null,172,null,158,null,35,null,69,null,1396,null,682,null,543,null,506,null,118,null,170,null,49,null,79,null,150,null,233,null,119,null,124,null,347,null,352,null,0,null,289,null,70,null,104,null,0,null,289,null,0,null,289,null,0400000US28,Mississippi,28
46872,null,2286,null,3561,null,875,null,503,null,321,null,721,null,592,null,375,null,321,null,531,null,395,null,604,null,340,null,300,null,229,null,427,null,318,null,100,null,135,null,0,null,255,null,0,null,255,null,26448,null,1878,null,1270,null,671,null,2535,null,928,null,4369,null,888,null,5484,null,946,null,3495,null,962,null,4625,null,1088,null,2121,null,645,null,1911,null,800,null,310,null,267,null,328,null,359,null,13193,null,1416,null,1127,null,522,null,873,null,696,null,1109,null,503,null,1647,null,549,null,2481,null,816,null,2079,null,642,null,2303,null,762,null,1222,null,450,null,63,null,69,null,289,null,222,null,3670,null,830,null,526,null,381,null,413,null,248,null,734,null,417,null,295,null,260,null,451,null,309,null,711,null,372,null,349,null,279,null,155,null,154,null,36,null,63,null,0,null,255,null,0400000US29,Missouri,29
