B23002G_001E,B23002G_001EA,B23002G_001M,B23002G_001MA,B23002G_002E,B23002G_002EA,B23002G_002M,B23002G_002MA,B23002G_003E,B23002G_003EA,B23002G_003M,B23002G_003MA,B23002G_004E,B23002G_004EA,B23002G_004M,B23002G_004MA,B23002G_005E,B23002G_005EA,B23002G_005M,B23002G_005MA,B23002G_006E,B23002G_006EA,B23002G_006M,B23002G_006MA,B23002G_007E,B23002G_007EA,B23002G_007M,B23002G_007MA,B23002G_008E,B23002G_008EA,B23002G_008M,B23002G_008MA,B23002G_009E,B23002G_009EA,B23002G_009M,B23002G_009MA,B23002G_010E,B23002G_010EA,B23002G_010M,B23002G_010MA,B23002G_011E,B23002G_011EA,B23002G_011M,B23002G_011MA,B23002G_012E,B23002G_012EA,B23002G_012M,B23002G_012MA,B23002G_013E,B23002G_013EA,B23002G_013M,B23002G_013MA,B23002G_014E,B23002G_014EA,B23002G_014M,B23002G_014MA,B23002G_015E,B23002G_015EA,B23002G_015M,B23002G_015MA,B23002G_016E,B23002G_016EA,B23002G_016M,B23002G_016MA,B23002G_017E,B23002G_017EA,B23002G_017M,B23002G_017MA,B23002G_018E,B23002G_018EA,B23002G_018M,B23002G_018MA,B23002G_019E,B23002G_019EA,B23002G_019M,B23002G_019MA,B23002G_020E,B23002G_020EA,B23002G_020M,B23002G_020MA,B23002G_021E,B23002G_021EA,B23002G_021M,B23002G_021MA,B23002G_022E,B23002G_022EA,B23002G_022M,B23002G_022MA,B23002G_023E,B23002G_023EA,B23002G_023M,B23002G_023MA,B23002G_024E,B23002G_024EA,B23002G_024M,B23002G_024MA,B23002G_025E,B23002G_025EA,B23002G_025M,B23002G_025MA,B23002G_026E,B23002G_026EA,B23002G_026M,B23002G_026MA,B23002G_027E,B23002G_027EA,B23002G_027M,B23002G_027MA,B23002G_028E,B23002G_028EA,B23002G_028M,B23002G_028MA,B23002G_029E,B23002G_029EA,B23002G_029M,B23002G_029MA,B23002G_030E,B23002G_030EA,B23002G_030M,B23002G_030MA,B23002G_031E,B23002G_031EA,B23002G_031M,B23002G_031MA,B23002G_032E,B23002G_032EA,B23002G_032M,B23002G_032MA,B23002G_033E,B23002G_033EA,B23002G_033M,B23002G_033MA,B23002G_034E,B23002G_034EA,B23002G_034M,B23002G_034MA,B23002G_035E,B23002G_035EA,B23002G_035M,B23002G_035MA,B23002G_036E,B23002G_036EA,B23002G_036M,B23002G_036MA,B23002G_037E,B23002G_037EA,B23002G_037M,B23002G_037MA,B23002G_038E,B23002G_038EA,B23002G_038M,B23002G_038MA,B23002G_039E,B23002G_039EA,B23002G_039M,B23002G_039MA,B23002G_040E,B23002G_040EA,B23002G_040M,B23002G_040MA,B23002G_041E,B23002G_041EA,B23002G_041M,B23002G_041MA,B23002G_042E,B23002G_042EA,B23002G_042M,B23002G_042MA,B23002G_043E,B23002G_043EA,B23002G_043M,B23002G_043MA,B23002G_044E,B23002G_044EA,B23002G_044M,B23002G_044MA,B23002G_045E,B23002G_045EA,B23002G_045M,B23002G_045MA,B23002G_046E,B23002G_046EA,B23002G_046M,B23002G_046MA,B23002G_047E,B23002G_047EA,B23002G_047M,B23002G_047MA,B23002G_048E,B23002G_048EA,B23002G_048M,B23002G_048MA,B23002G_049E,B23002G_049EA,B23002G_049M,B23002G_049MA,B23002G_050E,B23002G_050EA,B23002G_050M,B23002G_050MA,B23002G_051E,B23002G_051EA,B23002G_051M,B23002G_051MA,B23002G_052E,B23002G_052EA,B23002G_052M,B23002G_052MA,B23002G_053E,B23002G_053EA,B23002G_053M,B23002G_053MA,B23002G_054E,B23002G_054EA,B23002G_054M,B23002G_054MA,B23002G_055E,B23002G_055EA,B23002G_055M,B23002G_055MA,B23002G_056E,B23002G_056EA,B23002G_056M,B23002G_056MA,B23002G_057E,B23002G_057EA,B23002G_057M,B23002G_057MA,B23002G_058E,B23002G_058EA,B23002G_058M,B23002G_058MA,B23002G_059E,B23002G_059EA,B23002G_059M,B23002G_059MA,B23002G_060E,B23002G_060EA,B23002G_060M,B23002G_060MA,B23002G_061E,B23002G_061EA,B23002G_061M,B23002G_061MA,B23002G_062E,B23002G_062EA,B23002G_062M,B23002G_062MA,B23002G_063E,B23002G_063EA,B23002G_063M,B23002G_063MA,B23002G_064E,B23002G_064EA,B23002G_064M,B23002G_064MA,B23002G_065E,B23002G_065EA,B23002G_065M,B23002G_065MA,B23002G_066E,B23002G_066EA,B23002G_066M,B23002G_066MA,B23002G_067E,B23002G_067EA,B23002G_067M,B23002G_067MA,B23002G_068E,B23002G_068EA,B23002G_068M,B23002G_068MA,B23002G_069E,B23002G_069EA,B23002G_069M,B23002G_069MA,B23002G_070E,B23002G_070EA,B23002G_070M,B23002G_070MA,B23002G_071E,B23002G_071EA,B23002G_071M,B23002G_071MA,B23002G_072E,B23002G_072EA,B23002G_072M,B23002G_072MA,B23002G_073E,B23002G_073EA,B23002G_073M,B23002G_073MA,B23002G_074E,B23002G_074EA,B23002G_074M,B23002G_074MA,B23002G_075E,B23002G_075EA,B23002G_075M,B23002G_075MA,B23002G_076E,B23002G_076EA,B23002G_076M,B23002G_076MA,B23002G_077E,B23002G_077EA,B23002G_077M,B23002G_077MA,B23002G_078E,B23002G_078EA,B23002G_078M,B23002G_078MA,B23002G_079E,B23002G_079EA,B23002G_079M,B23002G_079MA,GEO_ID,NAME,state
61340,null,4851,null,27288,null,3440,null,3687,null,931,null,1131,null,435,null,143,null,136,null,988,null,415,null,650,null,381,null,338,null,174,null,2556,null,792,null,4134,null,1302,null,3449,null,1214,null,492,null,400,null,2957,null,1205,null,2312,null,1021,null,645,null,437,null,685,null,482,null,13772,null,2436,null,10890,null,2180,null,326,null,275,null,10564,null,2159,null,9719,null,2090,null,845,null,400,null,2882,null,988,null,3356,null,971,null,1780,null,583,null,0,null,296,null,1780,null,583,null,1698,null,589,null,82,null,108,null,1576,null,726,null,762,null,389,null,275,null,232,null,275,null,232,null,0,null,296,null,487,null,292,null,1577,null,594,null,107,null,181,null,107,null,181,null,0,null,296,null,1470,null,574,null,34052,null,3201,null,5159,null,1036,null,2183,null,730,null,0,null,296,null,2183,null,730,null,1740,null,718,null,443,null,286,null,2976,null,970,null,3392,null,1111,null,1986,null,711,null,98,null,116,null,1888,null,700,null,1201,null,618,null,687,null,459,null,1406,null,794,null,17400,null,2042,null,14068,null,1969,null,155,null,175,null,13913,null,1967,null,12739,null,1923,null,1174,null,539,null,3332,null,807,null,4457,null,1448,null,1866,null,676,null,0,null,296,null,1866,null,676,null,1866,null,676,null,0,null,296,null,2591,null,1267,null,1399,null,524,null,83,null,116,null,83,null,116,null,0,null,296,null,1316,null,521,null,2245,null,841,null,224,null,224,null,131,null,174,null,93,null,121,null,2021,null,828,null,0400000US13,Georgia,13
185102,null,8442,null,92680,null,5082,null,11472,null,1668,null,4874,null,1026,null,60,null,97,null,4814,null,1035,null,3083,null,765,null,1731,null,689,null,6598,null,1224,null,12196,null,1759,null,10329,null,1810,null,456,null,290,null,9873,null,1762,null,8766,null,1691,null,1107,null,581,null,1867,null,641,null,54376,null,3722,null,47765,null,3770,null,1669,null,1063,null,46096,null,3675,null,43328,null,3347,null,2768,null,1009,null,6611,null,1043,null,8988,null,1262,null,6120,null,995,null,41,null,68,null,6079,null,1011,null,5684,null,998,null,395,null,314,null,2868,null,874,null,2048,null,535,null,795,null,399,null,775,null,395,null,20,null,35,null,1253,null,436,null,3600,null,880,null,576,null,308,null,576,null,308,null,0,null,271,null,3024,null,808,null,92422,null,5499,null,11180,null,1635,null,6548,null,1348,null,200,null,304,null,6348,null,1297,null,5319,null,1297,null,1029,null,551,null,4632,null,890,null,11193,null,1781,null,7416,null,1644,null,6,null,9,null,7410,null,1643,null,6644,null,1540,null,766,null,478,null,3777,null,1093,null,52355,null,3501,null,40283,null,3190,null,145,null,157,null,40138,null,3205,null,38041,null,3175,null,2097,null,826,null,12072,null,1933,null,9282,null,1178,null,5870,null,1066,null,0,null,271,null,5870,null,1066,null,5684,null,1036,null,186,null,157,null,3412,null,653,null,2861,null,738,null,1040,null,450,null,996,null,437,null,44,null,75,null,1821,null,527,null,5551,null,1187,null,437,null,275,null,437,null,275,null,0,null,271,null,5114,null,1136,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
103375,null,7140,null,49593,null,4499,null,7961,null,1332,null,3725,null,968,null,0,null,265,null,3725,null,968,null,2313,null,805,null,1412,null,726,null,4236,null,1001,null,7103,null,1444,null,5611,null,1395,null,0,null,265,null,5611,null,1395,null,4763,null,1300,null,848,null,445,null,1492,null,725,null,26502,null,3088,null,22496,null,2694,null,0,null,265,null,22496,null,2694,null,20988,null,2605,null,1508,null,524,null,4006,null,1073,null,4748,null,1022,null,2777,null,741,null,89,null,145,null,2688,null,722,null,2374,null,683,null,314,null,212,null,1971,null,632,null,1548,null,603,null,584,null,423,null,584,null,423,null,0,null,265,null,964,null,462,null,1731,null,502,null,445,null,250,null,313,null,184,null,132,null,156,null,1286,null,462,null,53782,null,4070,null,8184,null,1713,null,4945,null,1379,null,0,null,265,null,4945,null,1379,null,3292,null,1244,null,1653,null,588,null,3239,null,783,null,6775,null,1263,null,5811,null,1197,null,195,null,221,null,5616,null,1193,null,5032,null,1159,null,584,null,336,null,964,null,534,null,29588,null,2332,null,21986,null,2314,null,53,null,87,null,21933,null,2327,null,19734,null,2002,null,2199,null,833,null,7602,null,1164,null,4535,null,981,null,2289,null,707,null,0,null,265,null,2289,null,707,null,2215,null,691,null,74,null,121,null,2246,null,691,null,2301,null,940,null,1188,null,787,null,1188,null,787,null,0,null,265,null,1113,null,486,null,2399,null,635,null,0,null,265,null,0,null,265,null,0,null,265,null,2399,null,635,null,0400000US17,Illinois,17
55387,null,3913,null,25983,null,2221,null,5245,null,1119,null,3024,null,1019,null,0,null,265,null,3024,null,1019,null,1965,null,700,null,1059,null,553,null,2221,null,682,null,4292,null,923,null,3324,null,870,null,0,null,265,null,3324,null,870,null,2569,null,786,null,755,null,532,null,968,null,451,null,13188,null,1455,null,11152,null,1402,null,68,null,115,null,11084,null,1405,null,10428,null,1382,null,656,null,349,null,2036,null,493,null,1573,null,534,null,759,null,375,null,0,null,265,null,759,null,375,null,612,null,331,null,147,null,141,null,814,null,398,null,789,null,400,null,437,null,326,null,437,null,326,null,0,null,265,null,352,null,258,null,896,null,408,null,13,null,26,null,13,null,26,null,0,null,265,null,883,null,403,null,29404,null,2860,null,5937,null,1474,null,3753,null,1195,null,0,null,265,null,3753,null,1195,null,3023,null,1058,null,730,null,470,null,2184,null,703,null,4917,null,1316,null,3511,null,908,null,0,null,265,null,3511,null,908,null,2998,null,869,null,513,null,327,null,1406,null,655,null,14661,null,1779,null,10667,null,1567,null,0,null,265,null,10667,null,1567,null,9634,null,1448,null,1033,null,461,null,3994,null,1045,null,2448,null,586,null,1677,null,529,null,0,null,265,null,1677,null,529,null,1355,null,442,null,322,null,269,null,771,null,310,null,581,null,337,null,312,null,247,null,187,null,144,null,125,null,198,null,269,null,212,null,860,null,471,null,9,null,15,null,9,null,15,null,0,null,265,null,851,null,471,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
39561,null,3323,null,19206,null,2039,null,3494,null,920,null,1966,null,755,null,0,null,242,null,1966,null,755,null,1184,null,543,null,782,null,509,null,1528,null,602,null,2005,null,583,null,1390,null,612,null,89,null,121,null,1301,null,598,null,997,null,484,null,304,null,330,null,615,null,333,null,10614,null,1501,null,8530,null,1371,null,102,null,139,null,8428,null,1356,null,7886,null,1335,null,542,null,377,null,2084,null,613,null,2021,null,704,null,1282,null,469,null,0,null,242,null,1282,null,469,null,1282,null,469,null,0,null,242,null,739,null,488,null,248,null,169,null,16,null,30,null,16,null,30,null,0,null,242,null,232,null,166,null,824,null,367,null,199,null,139,null,199,null,139,null,0,null,242,null,625,null,342,null,20355,null,2413,null,2724,null,749,null,1647,null,668,null,0,null,242,null,1647,null,668,null,1476,null,664,null,171,null,167,null,1077,null,480,null,2848,null,917,null,2360,null,864,null,0,null,242,null,2360,null,864,null,2191,null,854,null,169,null,164,null,488,null,387,null,11134,null,1599,null,8481,null,1406,null,0,null,242,null,8481,null,1406,null,7661,null,1345,null,820,null,581,null,2653,null,726,null,2036,null,618,null,997,null,456,null,0,null,242,null,997,null,456,null,814,null,381,null,183,null,263,null,1039,null,408,null,699,null,342,null,237,null,203,null,237,null,203,null,0,null,242,null,462,null,235,null,914,null,409,null,82,null,102,null,75,null,101,null,7,null,14,null,832,null,396,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
29120,null,3534,null,12583,null,1821,null,1601,null,649,null,1071,null,600,null,0,null,269,null,1071,null,600,null,731,null,523,null,340,null,247,null,530,null,357,null,1930,null,857,null,1164,null,603,null,0,null,269,null,1164,null,603,null,1129,null,604,null,35,null,63,null,766,null,650,null,6566,null,1474,null,5708,null,1410,null,414,null,311,null,5294,null,1413,null,4673,null,1329,null,621,null,496,null,858,null,354,null,1206,null,372,null,502,null,221,null,0,null,269,null,502,null,221,null,502,null,221,null,0,null,269,null,704,null,337,null,520,null,325,null,137,null,142,null,97,null,124,null,40,null,72,null,383,null,294,null,760,null,417,null,0,null,269,null,0,null,269,null,0,null,269,null,760,null,417,null,16537,null,2565,null,2320,null,955,null,1394,null,833,null,0,null,269,null,1394,null,833,null,823,null,535,null,571,null,427,null,926,null,468,null,2256,null,1417,null,1095,null,680,null,0,null,269,null,1095,null,680,null,982,null,689,null,113,null,181,null,1161,null,1214,null,8578,null,1514,null,6062,null,1167,null,0,null,269,null,6062,null,1167,null,5367,null,1022,null,695,null,519,null,2516,null,1020,null,1307,null,507,null,701,null,331,null,0,null,269,null,701,null,331,null,701,null,331,null,0,null,269,null,606,null,385,null,509,null,320,null,127,null,151,null,127,null,151,null,0,null,269,null,382,null,286,null,1567,null,598,null,14,null,25,null,14,null,25,null,0,null,269,null,1553,null,595,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
62435,null,4934,null,29745,null,2703,null,3362,null,975,null,1367,null,513,null,0,null,281,null,1367,null,513,null,1162,null,503,null,205,null,164,null,1995,null,787,null,4182,null,937,null,3403,null,897,null,187,null,233,null,3216,null,858,null,2998,null,839,null,218,null,262,null,779,null,353,null,17662,null,2180,null,15116,null,1965,null,285,null,288,null,14831,null,1928,null,14344,null,1901,null,487,null,376,null,2546,null,997,null,2859,null,831,null,1836,null,634,null,73,null,117,null,1763,null,622,null,1674,null,616,null,89,null,101,null,1023,null,570,null,587,null,358,null,211,null,209,null,211,null,209,null,0,null,281,null,376,null,267,null,1093,null,382,null,53,null,81,null,53,null,81,null,0,null,281,null,1040,null,378,null,32690,null,3158,null,4168,null,976,null,1721,null,572,null,0,null,281,null,1721,null,572,null,1265,null,467,null,456,null,351,null,2447,null,776,null,3895,null,1149,null,2995,null,913,null,0,null,281,null,2995,null,913,null,2659,null,875,null,336,null,366,null,900,null,481,null,19921,null,2812,null,15590,null,2311,null,132,null,129,null,15458,null,2300,null,13939,null,2204,null,1519,null,740,null,4331,null,1152,null,2633,null,772,null,1478,null,500,null,0,null,281,null,1478,null,500,null,1478,null,500,null,0,null,281,null,1155,null,584,null,698,null,308,null,270,null,208,null,270,null,208,null,0,null,281,null,428,null,244,null,1375,null,575,null,85,null,139,null,85,null,139,null,0,null,281,null,1290,null,558,null,0400000US24,Maryland,24
68019,null,5446,null,33148,null,3811,null,4269,null,1097,null,1777,null,667,null,80,null,132,null,1697,null,662,null,1268,null,499,null,429,null,368,null,2492,null,831,null,5162,null,1437,null,3849,null,1332,null,0,null,281,null,3849,null,1332,null,2515,null,1004,null,1334,null,740,null,1313,null,615,null,19626,null,2844,null,16824,null,2664,null,126,null,176,null,16698,null,2623,null,15586,null,2641,null,1112,null,552,null,2802,null,778,null,2683,null,868,null,1665,null,651,null,0,null,281,null,1665,null,651,null,1626,null,648,null,39,null,64,null,1018,null,451,null,519,null,298,null,92,null,111,null,92,null,111,null,0,null,281,null,427,null,277,null,889,null,331,null,199,null,146,null,136,null,103,null,63,null,99,null,690,null,305,null,34871,null,3132,null,4177,null,1162,null,2559,null,946,null,0,null,281,null,2559,null,946,null,1819,null,812,null,740,null,496,null,1618,null,636,null,5919,null,1278,null,4428,null,1186,null,0,null,281,null,4428,null,1186,null,3712,null,1070,null,716,null,435,null,1491,null,616,null,20236,null,2169,null,15081,null,1972,null,0,null,281,null,15081,null,1972,null,13944,null,1954,null,1137,null,472,null,5155,null,1034,null,2558,null,752,null,1087,null,411,null,0,null,281,null,1087,null,411,null,1026,null,412,null,61,null,101,null,1471,null,644,null,451,null,310,null,96,null,117,null,49,null,84,null,47,null,78,null,355,null,286,null,1530,null,729,null,95,null,119,null,47,null,81,null,48,null,91,null,1435,null,719,null,0400000US25,Massachusetts,25
104349,null,5473,null,48258,null,3588,null,7398,null,1893,null,2927,null,638,null,0,null,237,null,2927,null,638,null,1787,null,483,null,1140,null,481,null,4471,null,1736,null,6650,null,1208,null,5175,null,1171,null,0,null,237,null,5175,null,1171,null,3635,null,943,null,1540,null,638,null,1475,null,507,null,27037,null,2352,null,21202,null,2165,null,0,null,237,null,21202,null,2165,null,18840,null,2025,null,2362,null,760,null,5835,null,1056,null,4613,null,941,null,2694,null,791,null,0,null,237,null,2694,null,791,null,2288,null,740,null,406,null,328,null,1919,null,586,null,689,null,288,null,169,null,151,null,110,null,111,null,59,null,100,null,520,null,228,null,1871,null,492,null,413,null,254,null,413,null,254,null,0,null,237,null,1458,null,466,null,56091,null,3967,null,9246,null,1753,null,4712,null,1238,null,0,null,237,null,4712,null,1238,null,3588,null,1020,null,1124,null,558,null,4534,null,1046,null,6776,null,1376,null,5124,null,1126,null,0,null,237,null,5124,null,1126,null,3833,null,920,null,1291,null,586,null,1652,null,768,null,29196,null,2560,null,21248,null,2498,null,41,null,65,null,21207,null,2499,null,18815,null,2392,null,2392,null,679,null,7948,null,1066,null,6107,null,1074,null,2952,null,826,null,0,null,237,null,2952,null,826,null,2717,null,771,null,235,null,168,null,3155,null,656,null,1364,null,526,null,457,null,299,null,412,null,290,null,45,null,77,null,907,null,380,null,3402,null,757,null,232,null,216,null,232,null,216,null,0,null,237,null,3170,null,708,null,0400000US26,Michigan,26
45470,null,4181,null,23461,null,2948,null,4668,null,1107,null,2256,null,769,null,0,null,211,null,2256,null,769,null,1487,null,611,null,769,null,423,null,2412,null,733,null,3174,null,973,null,2681,null,869,null,0,null,211,null,2681,null,869,null,2446,null,844,null,235,null,189,null,493,null,331,null,13220,null,1748,null,11581,null,1682,null,0,null,211,null,11581,null,1682,null,10458,null,1513,null,1123,null,498,null,1639,null,618,null,1495,null,565,null,877,null,440,null,0,null,211,null,877,null,440,null,848,null,438,null,29,null,46,null,618,null,310,null,552,null,316,null,255,null,225,null,255,null,225,null,0,null,211,null,297,null,228,null,352,null,236,null,0,null,211,null,0,null,211,null,0,null,211,null,352,null,236,null,22009,null,2348,null,4020,null,1075,null,2383,null,679,null,0,null,211,null,2383,null,679,null,1753,null,584,null,630,null,383,null,1637,null,684,null,3118,null,870,null,2767,null,822,null,0,null,211,null,2767,null,822,null,2300,null,726,null,467,null,425,null,351,null,204,null,11519,null,1580,null,9269,null,1432,null,0,null,211,null,9269,null,1432,null,8275,null,1351,null,994,null,576,null,2250,null,706,null,1939,null,711,null,1301,null,638,null,0,null,211,null,1301,null,638,null,1173,null,617,null,128,null,150,null,638,null,339,null,573,null,416,null,249,null,302,null,249,null,302,null,0,null,211,null,324,null,286,null,840,null,376,null,170,null,170,null,170,null,170,null,0,null,211,null,670,null,337,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
65040,null,4391,null,33202,null,2895,null,6197,null,1291,null,2562,null,826,null,0,null,255,null,2562,null,826,null,1754,null,687,null,808,null,508,null,3635,null,1187,null,3825,null,841,null,2676,null,723,null,67,null,109,null,2609,null,704,null,2199,null,686,null,410,null,301,null,1149,null,539,null,17464,null,1971,null,13009,null,1739,null,196,null,200,null,12813,null,1755,null,11786,null,1568,null,1027,null,508,null,4455,null,934,null,2943,null,645,null,1478,null,428,null,0,null,255,null,1478,null,428,null,1478,null,428,null,0,null,255,null,1465,null,505,null,738,null,317,null,80,null,133,null,80,null,133,null,0,null,255,null,658,null,299,null,2035,null,566,null,282,null,252,null,282,null,252,null,0,null,255,null,1753,null,556,null,31838,null,2961,null,4509,null,1037,null,2412,null,805,null,0,null,255,null,2412,null,805,null,2123,null,784,null,289,null,203,null,2097,null,711,null,3723,null,1022,null,2701,null,914,null,0,null,255,null,2701,null,914,null,2282,null,821,null,419,null,340,null,1022,null,455,null,17746,null,2267,null,12264,null,1879,null,152,null,154,null,12112,null,1905,null,10980,null,1732,null,1132,null,518,null,5482,null,1186,null,2794,null,674,null,1443,null,381,null,0,null,255,null,1443,null,381,null,1256,null,366,null,187,null,135,null,1351,null,630,null,1009,null,406,null,314,null,226,null,314,null,226,null,0,null,255,null,695,null,328,null,2057,null,658,null,136,null,172,null,136,null,172,null,0,null,255,null,1921,null,615,null,0400000US29,Missouri,29
