B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
16468,null,2819,null,9293,null,2207,null,3205,null,1242,null,0,null,296,null,3205,null,1242,null,3989,null,1653,null,495,null,339,null,3494,null,1608,null,1577,null,605,null,898,null,432,null,679,null,491,null,275,null,202,null,275,null,202,null,0,null,296,null,247,null,262,null,39,null,64,null,208,null,256,null,7175,null,1269,null,2224,null,753,null,61,null,134,null,2163,null,732,null,3075,null,719,null,114,null,129,null,2961,null,717,null,1073,null,549,null,0,null,296,null,1073,null,549,null,611,null,315,null,0,null,296,null,611,null,315,null,192,null,187,null,0,null,296,null,192,null,187,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
12259,null,1630,null,6239,null,1006,null,1831,null,697,null,0,null,257,null,1831,null,697,null,2986,null,793,null,427,null,273,null,2559,null,731,null,875,null,334,null,363,null,249,null,512,null,304,null,391,null,248,null,288,null,230,null,103,null,111,null,156,null,135,null,156,null,135,null,0,null,257,null,6020,null,1095,null,2132,null,832,null,0,null,257,null,2132,null,832,null,2770,null,775,null,198,null,241,null,2572,null,700,null,421,null,230,null,0,null,257,null,421,null,230,null,484,null,289,null,0,null,257,null,484,null,289,null,213,null,201,null,22,null,40,null,191,null,203,null,0400000US16,Idaho,16
17741,null,2349,null,9493,null,1544,null,3112,null,900,null,250,null,381,null,2862,null,813,null,4259,null,1009,null,987,null,526,null,3272,null,851,null,1541,null,522,null,912,null,421,null,629,null,323,null,463,null,371,null,300,null,343,null,163,null,133,null,118,null,112,null,20,null,37,null,98,null,121,null,8248,null,1446,null,2397,null,705,null,0,null,265,null,2397,null,705,null,3965,null,909,null,138,null,116,null,3827,null,915,null,1106,null,438,null,0,null,265,null,1106,null,438,null,507,null,270,null,0,null,265,null,507,null,270,null,273,null,185,null,0,null,265,null,273,null,185,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
17763,null,2123,null,9384,null,1341,null,4110,null,835,null,276,null,216,null,3834,null,805,null,3578,null,791,null,517,null,235,null,3061,null,738,null,860,null,268,null,344,null,171,null,516,null,211,null,609,null,243,null,465,null,226,null,144,null,127,null,227,null,162,null,151,null,129,null,76,null,104,null,8379,null,1264,null,3160,null,834,null,0,null,242,null,3160,null,834,null,3157,null,715,null,37,null,67,null,3120,null,696,null,1237,null,393,null,0,null,242,null,1237,null,393,null,534,null,326,null,60,null,90,null,474,null,303,null,291,null,216,null,0,null,242,null,291,null,216,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
16659,null,1283,null,9122,null,1170,null,3155,null,784,null,23,null,43,null,3132,null,783,null,3312,null,875,null,890,null,628,null,2422,null,575,null,1526,null,562,null,873,null,507,null,653,null,334,null,766,null,320,null,114,null,113,null,652,null,302,null,363,null,278,null,175,null,182,null,188,null,198,null,7537,null,963,null,2095,null,584,null,120,null,188,null,1975,null,556,null,3760,null,844,null,152,null,181,null,3608,null,849,null,985,null,416,null,33,null,59,null,952,null,408,null,355,null,184,null,0,null,269,null,355,null,184,null,342,null,207,null,0,null,269,null,342,null,207,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
10738,null,1369,null,4987,null,918,null,1615,null,611,null,0,null,281,null,1615,null,611,null,2192,null,694,null,262,null,266,null,1930,null,656,null,616,null,288,null,253,null,215,null,363,null,228,null,462,null,293,null,239,null,215,null,223,null,199,null,102,null,113,null,31,null,51,null,71,null,103,null,5751,null,1175,null,1455,null,567,null,82,null,83,null,1373,null,541,null,2539,null,712,null,42,null,70,null,2497,null,703,null,920,null,438,null,47,null,77,null,873,null,429,null,219,null,177,null,0,null,281,null,219,null,177,null,618,null,396,null,0,null,281,null,618,null,396,null,0400000US24,Maryland,24
9498,null,1361,null,5136,null,946,null,2037,null,681,null,184,null,222,null,1853,null,655,null,1721,null,526,null,560,null,353,null,1161,null,412,null,696,null,371,null,224,null,191,null,472,null,316,null,256,null,204,null,38,null,65,null,218,null,197,null,426,null,217,null,291,null,193,null,135,null,117,null,4362,null,900,null,1078,null,496,null,0,null,281,null,1078,null,496,null,2027,null,621,null,122,null,142,null,1905,null,619,null,450,null,300,null,0,null,281,null,450,null,300,null,350,null,303,null,0,null,281,null,350,null,303,null,457,null,237,null,0,null,281,null,457,null,237,null,0400000US25,Massachusetts,25
39597,null,2236,null,22033,null,1694,null,8343,null,1300,null,377,null,260,null,7966,null,1256,null,8255,null,1026,null,1700,null,503,null,6555,null,978,null,2956,null,722,null,1760,null,670,null,1196,null,394,null,1872,null,565,null,882,null,434,null,990,null,359,null,607,null,267,null,442,null,217,null,165,null,169,null,17564,null,1454,null,5901,null,920,null,0,null,237,null,5901,null,920,null,7248,null,1097,null,56,null,68,null,7192,null,1101,null,2637,null,605,null,45,null,77,null,2592,null,602,null,1211,null,461,null,57,null,62,null,1154,null,447,null,567,null,287,null,48,null,77,null,519,null,279,null,0400000US26,Michigan,26
36619,null,2053,null,18105,null,1437,null,7020,null,961,null,522,null,433,null,6498,null,893,null,7657,null,995,null,1343,null,471,null,6314,null,929,null,1721,null,521,null,571,null,323,null,1150,null,417,null,1153,null,344,null,780,null,339,null,373,null,208,null,554,null,198,null,329,null,170,null,225,null,186,null,18514,null,1601,null,5184,null,988,null,120,null,157,null,5064,null,975,null,9019,null,1123,null,174,null,156,null,8845,null,1124,null,2628,null,645,null,0,null,211,null,2628,null,645,null,859,null,344,null,28,null,55,null,831,null,342,null,824,null,385,null,14,null,22,null,810,null,386,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
18107,null,1903,null,8372,null,1357,null,2011,null,651,null,92,null,108,null,1919,null,632,null,3395,null,759,null,766,null,419,null,2629,null,628,null,2173,null,849,null,768,null,373,null,1405,null,814,null,599,null,379,null,448,null,373,null,151,null,124,null,194,null,127,null,91,null,95,null,103,null,88,null,9735,null,1248,null,3073,null,835,null,53,null,74,null,3020,null,833,null,3952,null,871,null,176,null,166,null,3776,null,894,null,2020,null,611,null,166,null,211,null,1854,null,567,null,319,null,196,null,0,null,255,null,319,null,196,null,371,null,205,null,0,null,255,null,371,null,205,null,0400000US29,Missouri,29
38048,null,1706,null,17425,null,1209,null,7934,null,861,null,365,null,241,null,7569,null,867,null,6629,null,773,null,760,null,297,null,5869,null,739,null,1518,null,425,null,768,null,316,null,750,null,278,null,639,null,237,null,183,null,91,null,456,null,209,null,705,null,259,null,407,null,210,null,298,null,169,null,20623,null,1068,null,8011,null,834,null,28,null,44,null,7983,null,831,null,8081,null,747,null,282,null,274,null,7799,null,801,null,2871,null,587,null,0,null,233,null,2871,null,587,null,1198,null,360,null,0,null,233,null,1198,null,360,null,462,null,239,null,0,null,233,null,462,null,239,null,0400000US30,Montana,30
7972,null,1228,null,3802,null,809,null,1959,null,703,null,0,null,218,null,1959,null,703,null,1124,null,490,null,411,null,299,null,713,null,379,null,364,null,233,null,106,null,73,null,258,null,223,null,278,null,165,null,56,null,58,null,222,null,155,null,77,null,104,null,77,null,104,null,0,null,218,null,4170,null,857,null,1226,null,421,null,0,null,218,null,1226,null,421,null,1890,null,555,null,20,null,32,null,1870,null,553,null,786,null,321,null,0,null,218,null,786,null,321,null,117,null,103,null,0,null,218,null,117,null,103,null,151,null,146,null,0,null,218,null,151,null,146,null,0400000US31,Nebraska,31
22958,null,1701,null,10271,null,1297,null,3548,null,984,null,39,null,64,null,3509,null,974,null,4454,null,1143,null,1055,null,392,null,3399,null,1067,null,1100,null,357,null,364,null,256,null,736,null,352,null,584,null,297,null,307,null,206,null,277,null,253,null,585,null,343,null,316,null,265,null,269,null,224,null,12687,null,1172,null,4838,null,1001,null,0,null,298,null,4838,null,1001,null,5007,null,1231,null,0,null,298,null,5007,null,1231,null,1734,null,482,null,0,null,298,null,1734,null,482,null,1021,null,405,null,0,null,298,null,1021,null,405,null,87,null,82,null,0,null,298,null,87,null,82,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
14180,null,1977,null,6955,null,1475,null,3263,null,1164,null,108,null,124,null,3155,null,1133,null,2542,null,627,null,290,null,235,null,2252,null,607,null,528,null,293,null,209,null,164,null,319,null,213,null,478,null,364,null,251,null,289,null,227,null,244,null,144,null,116,null,144,null,116,null,0,null,277,null,7225,null,1124,null,1851,null,680,null,0,null,277,null,1851,null,680,null,2971,null,801,null,57,null,99,null,2914,null,783,null,1546,null,542,null,0,null,277,null,1546,null,542,null,607,null,393,null,0,null,277,null,607,null,393,null,250,null,181,null,0,null,277,null,250,null,181,null,0400000US34,New Jersey,34
123641,null,2267,null,59186,null,1701,null,26028,null,1413,null,706,null,421,null,25322,null,1430,null,21500,null,1257,null,3372,null,1139,null,18128,null,1579,null,5728,null,532,null,2074,null,658,null,3654,null,661,null,3493,null,523,null,1577,null,524,null,1916,null,354,null,2437,null,415,null,988,null,321,null,1449,null,336,null,64455,null,1276,null,24425,null,1198,null,74,null,90,null,24351,null,1211,null,24745,null,1044,null,288,null,199,null,24457,null,1048,null,7522,null,432,null,114,null,127,null,7408,null,440,null,4163,null,411,null,45,null,73,null,4118,null,393,null,3600,null,413,null,0,null,281,null,3600,null,413,null,0400000US35,New Mexico,35
49172,null,3132,null,24247,null,2186,null,7242,null,1519,null,185,null,192,null,7057,null,1512,null,10974,null,1604,null,1885,null,762,null,9089,null,1530,null,2884,null,677,null,1363,null,535,null,1521,null,561,null,1631,null,660,null,516,null,354,null,1115,null,570,null,1516,null,704,null,671,null,445,null,845,null,561,null,24925,null,1869,null,7563,null,1430,null,67,null,96,null,7496,null,1450,null,9417,null,1346,null,98,null,151,null,9319,null,1356,null,3836,null,833,null,39,null,53,null,3797,null,831,null,1812,null,596,null,83,null,141,null,1729,null,566,null,2297,null,703,null,66,null,111,null,2231,null,673,null,0400000US36,New York,36
72323,null,3164,null,33733,null,2395,null,11352,null,1695,null,717,null,585,null,10635,null,1733,null,14333,null,1430,null,1565,null,580,null,12768,null,1461,null,4906,null,710,null,1195,null,505,null,3711,null,692,null,2507,null,542,null,516,null,323,null,1991,null,521,null,635,null,297,null,188,null,145,null,447,null,306,null,38590,null,2090,null,11583,null,1193,null,49,null,83,null,11534,null,1179,null,16469,null,1778,null,74,null,92,null,16395,null,1765,null,6051,null,689,null,63,null,112,null,5988,null,688,null,2759,null,467,null,0,null,287,null,2759,null,467,null,1728,null,620,null,4,null,9,null,1724,null,621,null,0400000US37,North Carolina,37
20881,null,1101,null,10298,null,882,null,3941,null,588,null,87,null,96,null,3854,null,595,null,4331,null,650,null,587,null,377,null,3744,null,613,null,1366,null,417,null,442,null,283,null,924,null,378,null,524,null,171,null,241,null,185,null,283,null,103,null,136,null,104,null,103,null,95,null,33,null,41,null,10583,null,742,null,3655,null,543,null,0,null,203,null,3655,null,543,null,4851,null,687,null,154,null,211,null,4697,null,656,null,1462,null,363,null,47,null,80,null,1415,null,372,null,310,null,179,null,15,null,28,null,295,null,175,null,305,null,170,null,0,null,203,null,305,null,170,null,0400000US38,North Dakota,38
15772,null,1915,null,8879,null,1535,null,2786,null,847,null,170,null,227,null,2616,null,831,null,4029,null,850,null,677,null,374,null,3352,null,821,null,929,null,409,null,249,null,144,null,680,null,365,null,1016,null,455,null,676,null,408,null,340,null,255,null,119,null,117,null,103,null,115,null,16,null,29,null,6893,null,1257,null,2162,null,717,null,53,null,100,null,2109,null,713,null,3101,null,1007,null,133,null,148,null,2968,null,971,null,1071,null,461,null,0,null,265,null,1071,null,461,null,251,null,163,null,0,null,265,null,251,null,163,null,308,null,265,null,0,null,265,null,308,null,265,null,0400000US39,Ohio,39
171107,null,4975,null,80808,null,3371,null,32951,null,1989,null,1520,null,520,null,31431,null,1993,null,28755,null,2338,null,4386,null,905,null,24369,null,2190,null,10609,null,939,null,5475,null,943,null,5134,null,833,null,5474,null,825,null,2492,null,472,null,2982,null,618,null,3019,null,478,null,2065,null,448,null,954,null,313,null,90299,null,2978,null,33599,null,1867,null,367,null,286,null,33232,null,1840,null,32406,null,1686,null,397,null,236,null,32009,null,1676,null,11636,null,984,null,351,null,222,null,11285,null,1014,null,7670,null,1054,null,13,null,23,null,7657,null,1057,null,4988,null,858,null,88,null,88,null,4900,null,858,null,0400000US40,Oklahoma,40
48949,null,4626,null,25448,null,2900,null,9687,null,1777,null,44,null,68,null,9643,null,1772,null,10651,null,1612,null,1385,null,512,null,9266,null,1595,null,3690,null,962,null,1032,null,469,null,2658,null,874,null,1020,null,419,null,643,null,384,null,377,null,223,null,400,null,251,null,143,null,146,null,257,null,204,null,23501,null,2710,null,10712,null,2156,null,0,null,273,null,10712,null,2156,null,9364,null,1516,null,28,null,52,null,9336,null,1519,null,2046,null,615,null,0,null,273,null,2046,null,615,null,934,null,378,null,0,null,273,null,934,null,378,null,445,null,246,null,0,null,273,null,445,null,246,null,0400000US41,Oregon,41
13067,null,1654,null,6565,null,1401,null,2389,null,915,null,40,null,55,null,2349,null,918,null,2762,null,784,null,954,null,375,null,1808,null,732,null,500,null,237,null,53,null,64,null,447,null,229,null,742,null,456,null,361,null,326,null,381,null,289,null,172,null,187,null,58,null,99,null,114,null,156,null,6502,null,832,null,2078,null,543,null,20,null,35,null,2058,null,543,null,2194,null,512,null,12,null,23,null,2182,null,513,null,1326,null,456,null,13,null,27,null,1313,null,454,null,742,null,410,null,0,null,242,null,742,null,410,null,162,null,147,null,0,null,242,null,162,null,147,null,0400000US42,Pennsylvania,42
