C17010B_001E,C17010B_001EA,C17010B_001M,C17010B_001MA,C17010B_002E,C17010B_002EA,C17010B_002M,C17010B_002MA,C17010B_003E,C17010B_003EA,C17010B_003M,C17010B_003MA,C17010B_004E,C17010B_004EA,C17010B_004M,C17010B_004MA,C17010B_005E,C17010B_005EA,C17010B_005M,C17010B_005MA,C17010B_006E,C17010B_006EA,C17010B_006M,C17010B_006MA,C17010B_007E,C17010B_007EA,C17010B_007M,C17010B_007MA,C17010B_008E,C17010B_008EA,C17010B_008M,C17010B_008MA,C17010B_009E,C17010B_009EA,C17010B_009M,C17010B_009MA,C17010B_010E,C17010B_010EA,C17010B_010M,C17010B_010MA,C17010B_011E,C17010B_011EA,C17010B_011M,C17010B_011MA,C17010B_012E,C17010B_012EA,C17010B_012M,C17010B_012MA,C17010B_013E,C17010B_013EA,C17010B_013M,C17010B_013MA,C17010B_014E,C17010B_014EA,C17010B_014M,C17010B_014MA,C17010B_015E,C17010B_015EA,C17010B_015M,C17010B_015MA,C17010B_016E,C17010B_016EA,C17010B_016M,C17010B_016MA,C17010B_017E,C17010B_017EA,C17010B_017M,C17010B_017MA,GEO_ID,NAME,state
632381,null,9950,null,124727,null,5763,null,17735,null,2398,null,9806,null,1819,null,106992,null,5651,null,9511,null,1762,null,7121,null,1741,null,97481,null,5390,null,86649,null,5178,null,507654,null,8752,null,278987,null,7808,null,156203,null,7471,null,228667,null,7579,null,43845,null,3859,null,22815,null,2840,null,184822,null,6476,null,125008,null,6086,null,0400000US13,Georgia,13
6175,null,1425,null,247,null,269,null,0,null,271,null,0,null,271,null,247,null,269,null,0,null,271,null,0,null,271,null,247,null,269,null,110,null,133,null,5928,null,1471,null,4535,null,1364,null,2622,null,1195,null,1393,null,827,null,458,null,420,null,336,null,385,null,935,null,792,null,787,null,781,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
419071,null,6877,null,97628,null,5550,null,12983,null,2010,null,8411,null,1710,null,84645,null,4947,null,9542,null,1683,null,7433,null,1489,null,75103,null,4631,null,66326,null,4517,null,321443,null,7251,null,152159,null,5808,null,77862,null,4409,null,169284,null,7292,null,31318,null,3041,null,15673,null,2644,null,137966,null,6592,null,91819,null,5328,null,0400000US17,Illinois,17
126529,null,3919,null,27733,null,2947,null,2667,null,853,null,1715,null,729,null,25066,null,2924,null,2612,null,1180,null,2062,null,1081,null,22454,null,2516,null,20500,null,2602,null,98796,null,3481,null,51849,null,2921,null,25529,null,2616,null,46947,null,3196,null,8875,null,1779,null,5064,null,1409,null,38072,null,3143,null,27530,null,2887,null,0400000US18,Indiana,18
14948,null,1411,null,5987,null,1241,null,929,null,555,null,580,null,439,null,5058,null,1165,null,339,null,287,null,339,null,287,null,4719,null,1083,null,4279,null,1010,null,8961,null,1415,null,5765,null,1184,null,3354,null,972,null,3196,null,825,null,641,null,381,null,449,null,309,null,2555,null,724,null,1908,null,678,null,0400000US19,Iowa,19
37185,null,2633,null,6463,null,1349,null,531,null,317,null,330,null,218,null,5932,null,1296,null,599,null,441,null,228,null,275,null,5333,null,1237,null,5046,null,1265,null,30722,null,2521,null,17030,null,1898,null,9067,null,1367,null,13692,null,1737,null,2944,null,1001,null,1935,null,818,null,10748,null,1638,null,7744,null,1442,null,0400000US20,Kansas,20
72737,null,3522,null,20119,null,2500,null,1453,null,636,null,1171,null,611,null,18666,null,2336,null,2529,null,834,null,1579,null,768,null,16137,null,2053,null,14689,null,2033,null,52618,null,2999,null,28306,null,2550,null,13198,null,1805,null,24312,null,2406,null,5357,null,1255,null,3308,null,1087,null,18955,null,1927,null,13313,null,1845,null,0400000US21,Kentucky,21
311902,null,6057,null,94639,null,4228,null,13903,null,1780,null,7841,null,1501,null,80736,null,3878,null,6106,null,1391,null,4360,null,1217,null,74630,null,3976,null,66675,null,4030,null,217263,null,5964,null,122385,null,5355,null,62050,null,4059,null,94878,null,5263,null,23443,null,2666,null,12025,null,2189,null,71435,null,4494,null,44752,null,3907,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
371633,null,6120,null,37730,null,3391,null,5662,null,1573,null,3837,null,1289,null,32068,null,2974,null,3840,null,1147,null,2914,null,1048,null,28228,null,2863,null,25052,null,2673,null,333903,null,5962,null,181811,null,5753,null,95234,null,5217,null,152092,null,5101,null,31273,null,2736,null,17668,null,2073,null,120819,null,4392,null,82662,null,4173,null,0400000US24,Maryland,24
79774,null,3520,null,14268,null,2048,null,1957,null,779,null,1530,null,716,null,12311,null,1898,null,855,null,482,null,479,null,321,null,11456,null,1821,null,10419,null,1789,null,65506,null,3219,null,35098,null,2859,null,20301,null,2056,null,30408,null,2397,null,6770,null,1513,null,3431,null,1055,null,23638,null,2305,null,16259,null,2025,null,0400000US25,Massachusetts,25
306293,null,6054,null,81541,null,4432,null,10918,null,1935,null,7407,null,1592,null,70623,null,3973,null,7239,null,1467,null,4291,null,1136,null,63384,null,3649,null,57058,null,3581,null,224752,null,5295,null,110333,null,4022,null,53605,null,3577,null,114419,null,4180,null,21209,null,2406,null,10963,null,1799,null,93210,null,3992,null,61289,null,3733,null,0400000US26,Michigan,26
51070,null,2360,null,16191,null,2035,null,2054,null,758,null,1681,null,710,null,14137,null,1968,null,1829,null,880,null,1573,null,852,null,12308,null,1599,null,11571,null,1664,null,34879,null,2510,null,18458,null,1939,null,12371,null,1572,null,16421,null,2237,null,3805,null,1131,null,2867,null,905,null,12616,null,1844,null,9745,null,1699,null,0400000US27,Minnesota,27
254829,null,5751,null,81368,null,4232,null,13709,null,1776,null,8077,null,1449,null,67659,null,3656,null,6331,null,1587,null,4583,null,1367,null,61328,null,3464,null,52731,null,3499,null,173461,null,4515,null,94134,null,4333,null,45910,null,3807,null,79327,null,3898,null,16036,null,1889,null,8412,null,1677,null,63291,null,3714,null,40385,null,3138,null,0400000US28,Mississippi,28
156570,null,4301,null,36514,null,3045,null,2887,null,939,null,2344,null,944,null,33627,null,2969,null,4152,null,1158,null,3217,null,1136,null,29475,null,2645,null,26714,null,2586,null,120056,null,4290,null,56772,null,3428,null,28581,null,2571,null,63284,null,3774,null,12385,null,1875,null,5818,null,1419,null,50899,null,3278,null,35092,null,2933,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
17580,null,1360,null,6180,null,1170,null,1092,null,506,null,536,null,409,null,5088,null,1007,null,592,null,501,null,592,null,501,null,4496,null,936,null,4047,null,868,null,11400,null,1301,null,5662,null,986,null,3004,null,817,null,5738,null,1114,null,1416,null,545,null,810,null,425,null,4322,null,969,null,2708,null,830,null,0400000US31,Nebraska,31
43060,null,2309,null,6688,null,1386,null,1097,null,641,null,676,null,530,null,5591,null,1264,null,551,null,377,null,203,null,200,null,5040,null,1204,null,4633,null,1180,null,36372,null,2425,null,20219,null,1814,null,9666,null,1416,null,16153,null,1888,null,3494,null,1140,null,2973,null,1034,null,12659,null,1776,null,9269,null,1623,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
269106,null,5931,null,37539,null,3201,null,5290,null,1319,null,3682,null,1145,null,32249,null,3005,null,2554,null,835,null,1826,null,730,null,29695,null,2873,null,26445,null,2790,null,231567,null,5409,null,117462,null,4391,null,64500,null,3897,null,114105,null,5188,null,23600,null,2536,null,13382,null,2256,null,90505,null,4392,null,62372,null,3961,null,0400000US34,New Jersey,34
9386,null,1396,null,1093,null,706,null,510,null,516,null,267,null,337,null,583,null,444,null,0,null,281,null,0,null,281,null,583,null,444,null,583,null,444,null,8293,null,1327,null,5561,null,1156,null,3651,null,1050,null,2732,null,955,null,800,null,441,null,330,null,340,null,1932,null,865,null,1439,null,728,null,0400000US35,New Mexico,35
647739,null,8407,null,114483,null,4725,null,15561,null,2008,null,10315,null,1572,null,98922,null,4755,null,10199,null,1750,null,7682,null,1633,null,88723,null,4274,null,76663,null,4181,null,533256,null,8770,null,246988,null,6503,null,127757,null,5778,null,286268,null,6923,null,59371,null,4353,null,31117,null,3209,null,226897,null,5848,null,142919,null,4930,null,0400000US36,New York,36
465769,null,7920,null,97559,null,5274,null,13974,null,2346,null,8862,null,2050,null,83585,null,5007,null,8345,null,1601,null,5686,null,1481,null,75240,null,4416,null,68485,null,4017,null,368210,null,6802,null,213367,null,6028,null,106230,null,4455,null,154843,null,6298,null,30740,null,3371,null,18034,null,2699,null,124103,null,5570,null,83243,null,4679,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
312916,null,6835,null,85515,null,4044,null,10874,null,1739,null,8207,null,1608,null,74641,null,3598,null,7356,null,1704,null,5709,null,1477,null,67285,null,3360,null,60187,null,3268,null,227401,null,7066,null,115251,null,4784,null,52733,null,3972,null,112150,null,5603,null,20662,null,2767,null,11376,null,2130,null,91488,null,4611,null,62989,null,4123,null,0400000US39,Ohio,39
63928,null,2771,null,16295,null,2048,null,1948,null,773,null,1756,null,781,null,14347,null,1930,null,2201,null,879,null,1891,null,840,null,12146,null,1654,null,10811,null,1606,null,47633,null,2400,null,27235,null,2104,null,13970,null,1826,null,20398,null,1929,null,4759,null,1109,null,2510,null,827,null,15639,null,1473,null,10182,null,1352,null,0400000US40,Oklahoma,40
12424,null,1572,null,3182,null,964,null,385,null,331,null,339,null,320,null,2797,null,825,null,409,null,368,null,307,null,330,null,2388,null,763,null,2206,null,755,null,9242,null,1417,null,5753,null,1208,null,2932,null,920,null,3489,null,921,null,1232,null,654,null,751,null,550,null,2257,null,687,null,1910,null,678,null,0400000US41,Oregon,41
281167,null,5788,null,63666,null,4507,null,8124,null,1473,null,4876,null,1186,null,55542,null,4407,null,6267,null,1475,null,4631,null,1268,null,49275,null,4093,null,43182,null,3721,null,217501,null,5090,null,106233,null,4222,null,53916,null,3721,null,111268,null,4882,null,22343,null,3015,null,11990,null,2383,null,88925,null,4128,null,57015,null,3253,null,0400000US42,Pennsylvania,42
13132,null,1532,null,2550,null,764,null,743,null,469,null,474,null,355,null,1807,null,635,null,240,null,229,null,153,null,178,null,1567,null,562,null,1481,null,556,null,10582,null,1539,null,5246,null,1104,null,3154,null,831,null,5336,null,1158,null,1613,null,602,null,847,null,451,null,3723,null,988,null,2904,null,958,null,0400000US44,Rhode Island,44
304488,null,6002,null,71170,null,4751,null,13309,null,2054,null,6736,null,1554,null,57861,null,4229,null,4121,null,1064,null,2092,null,820,null,53740,null,4154,null,46728,null,3753,null,233318,null,6080,null,126412,null,5117,null,60795,null,3476,null,106906,null,5250,null,19953,null,2288,null,9711,null,1942,null,86953,null,4781,null,55514,null,4195,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
241372,null,5710,null,61640,null,4441,null,7356,null,1514,null,5397,null,1375,null,54284,null,4285,null,5806,null,1384,null,4681,null,1317,null,48478,null,4054,null,43331,null,3826,null,179732,null,5563,null,95772,null,3815,null,45905,null,3418,null,83960,null,4494,null,18825,null,2325,null,10089,null,1909,null,65135,null,3708,null,42968,null,3669,null,0400000US47,Tennessee,47
628008,null,7580,null,129651,null,6161,null,21057,null,2597,null,13887,null,2238,null,108594,null,5749,null,13336,null,1966,null,10137,null,1664,null,95258,null,4979,null,85603,null,4684,null,498357,null,8607,null,287549,null,7506,null,151899,null,6472,null,210808,null,8149,null,41273,null,4120,null,22273,null,3280,null,169535,null,7306,null,116174,null,6392,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
362454,null,6786,null,56049,null,3921,null,9315,null,1572,null,5887,null,1335,null,46734,null,3402,null,4580,null,1181,null,3789,null,1221,null,42154,null,3399,null,36787,null,3035,null,306405,null,6857,null,173929,null,5424,null,88689,null,4679,null,132476,null,5510,null,30551,null,2999,null,15430,null,2593,null,101925,null,4617,null,70033,null,4150,null,0400000US51,Virginia,51
49176,null,2611,null,10208,null,1667,null,1902,null,568,null,1221,null,477,null,8306,null,1528,null,923,null,626,null,705,null,522,null,7383,null,1450,null,6805,null,1336,null,38968,null,2425,null,21831,null,2019,null,11441,null,1632,null,17137,null,2107,null,5159,null,1271,null,2991,null,986,null,11978,null,1749,null,8893,null,1652,null,0400000US53,Washington,53
14366,null,1276,null,3596,null,979,null,784,null,380,null,0,null,265,null,2812,null,896,null,247,null,260,null,223,null,257,null,2565,null,892,null,2435,null,848,null,10770,null,1236,null,5419,null,973,null,1959,null,685,null,5351,null,1087,null,1434,null,569,null,964,null,533,null,3917,null,975,null,2961,null,853,null,0400000US54,West Virginia,54
70075,null,2816,null,20898,null,2064,null,1757,null,622,null,1131,null,559,null,19141,null,2062,null,2262,null,840,null,1922,null,788,null,16879,null,1850,null,15923,null,1822,null,49177,null,2618,null,21324,null,2211,null,10927,null,1653,null,27853,null,2035,null,4993,null,1000,null,3061,null,842,null,22860,null,1751,null,17480,null,1909,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
66046,null,3402,null,29138,null,2375,null,11385,null,1219,null,5401,null,1156,null,17753,null,1969,null,2928,null,719,null,1734,null,603,null,14825,null,1837,null,11354,null,1537,null,36908,null,2452,null,25254,null,2149,null,10328,null,1324,null,11654,null,1328,null,2930,null,742,null,1334,null,519,null,8724,null,1197,null,3644,null,836,null,0400000US72,Puerto Rico,72
