B21001B_001E,B21001B_001EA,B21001B_001M,B21001B_001MA,B21001B_002E,B21001B_002EA,B21001B_002M,B21001B_002MA,B21001B_003E,B21001B_003EA,B21001B_003M,B21001B_003MA,B21001B_004E,B21001B_004EA,B21001B_004M,B21001B_004MA,B21001B_005E,B21001B_005EA,B21001B_005M,B21001B_005MA,B21001B_006E,B21001B_006EA,B21001B_006M,B21001B_006MA,B21001B_007E,B21001B_007EA,B21001B_007M,B21001B_007MA,B21001B_008E,B21001B_008EA,B21001B_008M,B21001B_008MA,B21001B_009E,B21001B_009EA,B21001B_009M,B21001B_009MA,B21001B_010E,B21001B_010EA,B21001B_010M,B21001B_010MA,B21001B_011E,B21001B_011EA,B21001B_011M,B21001B_011MA,B21001B_012E,B21001B_012EA,B21001B_012M,B21001B_012MA,B21001B_013E,B21001B_013EA,B21001B_013M,B21001B_013MA,B21001B_014E,B21001B_014EA,B21001B_014M,B21001B_014MA,B21001B_015E,B21001B_015EA,B21001B_015M,B21001B_015MA,B21001B_016E,B21001B_016EA,B21001B_016M,B21001B_016MA,B21001B_017E,B21001B_017EA,B21001B_017M,B21001B_017MA,B21001B_018E,B21001B_018EA,B21001B_018M,B21001B_018MA,B21001B_019E,B21001B_019EA,B21001B_019M,B21001B_019MA,B21001B_020E,B21001B_020EA,B21001B_020M,B21001B_020MA,B21001B_021E,B21001B_021EA,B21001B_021M,B21001B_021MA,B21001B_022E,B21001B_022EA,B21001B_022M,B21001B_022MA,B21001B_023E,B21001B_023EA,B21001B_023M,B21001B_023MA,B21001B_024E,B21001B_024EA,B21001B_024M,B21001B_024MA,B21001B_025E,B21001B_025EA,B21001B_025M,B21001B_025MA,B21001B_026E,B21001B_026EA,B21001B_026M,B21001B_026MA,B21001B_027E,B21001B_027EA,B21001B_027M,B21001B_027MA,B21001B_028E,B21001B_028EA,B21001B_028M,B21001B_028MA,B21001B_029E,B21001B_029EA,B21001B_029M,B21001B_029MA,B21001B_030E,B21001B_030EA,B21001B_030M,B21001B_030MA,B21001B_031E,B21001B_031EA,B21001B_031M,B21001B_031MA,B21001B_032E,B21001B_032EA,B21001B_032M,B21001B_032MA,B21001B_033E,B21001B_033EA,B21001B_033M,B21001B_033MA,GEO_ID,NAME,state
1995328,null,6128,null,905652,null,4695,null,353214,null,4483,null,18246,null,2823,null,334968,null,5684,null,381044,null,3275,null,83632,null,4594,null,297412,null,5656,null,101913,null,2064,null,34225,null,2385,null,67688,null,2750,null,44242,null,1875,null,14166,null,1673,null,30076,null,1941,null,25239,null,1407,null,10551,null,1253,null,14688,null,1499,null,1089676,null,4433,null,384380,null,4450,null,6797,null,1659,null,377583,null,4981,null,450526,null,3166,null,20645,null,2898,null,429881,null,4089,null,131659,null,2091,null,2118,null,832,null,129541,null,2203,null,68294,null,2013,null,683,null,419,null,67611,null,2116,null,54817,null,1927,null,205,null,224,null,54612,null,1932,null,0400000US13,Georgia,13
14885,null,1938,null,8530,null,1523,null,4096,null,1198,null,2328,null,997,null,1768,null,909,null,2932,null,871,null,1966,null,707,null,966,null,569,null,1073,null,367,null,929,null,329,null,144,null,164,null,71,null,131,null,71,null,131,null,0,null,271,null,358,null,272,null,358,null,272,null,0,null,271,null,6355,null,1049,null,2580,null,1007,null,912,null,758,null,1668,null,830,null,2440,null,655,null,638,null,398,null,1802,null,659,null,870,null,327,null,156,null,137,null,714,null,320,null,266,null,232,null,0,null,271,null,266,null,232,null,199,null,194,null,0,null,271,null,199,null,194,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1318740,null,5231,null,594147,null,3751,null,221777,null,3024,null,7096,null,1641,null,214681,null,2922,null,235167,null,2331,null,36864,null,3185,null,198303,null,3769,null,71250,null,885,null,22036,null,1953,null,49214,null,1816,null,40130,null,889,null,14365,null,1638,null,25765,null,1779,null,25823,null,720,null,14824,null,1353,null,10999,null,1468,null,724593,null,3264,null,241107,null,2556,null,2029,null,770,null,239078,null,2607,null,281152,null,1777,null,4805,null,1146,null,276347,null,2231,null,95990,null,1117,null,946,null,442,null,95044,null,1237,null,58487,null,1300,null,373,null,273,null,58114,null,1293,null,47857,null,868,null,213,null,178,null,47644,null,868,null,0400000US17,Illinois,17
382145,null,3070,null,179138,null,1982,null,66628,null,1998,null,2617,null,914,null,64011,null,2005,null,73877,null,1826,null,14218,null,1902,null,59659,null,2421,null,20525,null,941,null,7813,null,1174,null,12712,null,1378,null,10737,null,767,null,5064,null,794,null,5673,null,847,null,7371,null,594,null,3814,null,746,null,3557,null,674,null,203007,null,2451,null,70374,null,2154,null,703,null,500,null,69671,null,2173,null,78593,null,1382,null,1415,null,628,null,77178,null,1509,null,25809,null,1078,null,331,null,250,null,25478,null,1078,null,15340,null,706,null,209,null,335,null,15131,null,784,null,12891,null,661,null,46,null,79,null,12845,null,670,null,0400000US18,Indiana,18
45199,null,1950,null,23804,null,1741,null,10213,null,1297,null,708,null,501,null,9505,null,1207,null,9870,null,1247,null,931,null,431,null,8939,null,1277,null,2052,null,532,null,616,null,315,null,1436,null,499,null,1094,null,392,null,409,null,307,null,685,null,321,null,575,null,405,null,469,null,402,null,106,null,125,null,21395,null,1314,null,9399,null,1080,null,12,null,22,null,9387,null,1075,null,8192,null,1184,null,441,null,414,null,7751,null,1165,null,1615,null,347,null,107,null,133,null,1508,null,330,null,1038,null,433,null,0,null,226,null,1038,null,433,null,1151,null,410,null,0,null,226,null,1151,null,410,null,0400000US19,Iowa,19
107317,null,3049,null,53810,null,1983,null,20927,null,1633,null,991,null,492,null,19936,null,1691,null,21842,null,1273,null,5229,null,1160,null,16613,null,1453,null,6184,null,719,null,3292,null,797,null,2892,null,746,null,3176,null,549,null,1729,null,483,null,1447,null,433,null,1681,null,417,null,821,null,341,null,860,null,334,null,53507,null,2114,null,17698,null,1501,null,708,null,493,null,16990,null,1528,null,21308,null,1106,null,912,null,573,null,20396,null,1122,null,6653,null,574,null,133,null,130,null,6520,null,571,null,4503,null,580,null,154,null,177,null,4349,null,590,null,3345,null,466,null,0,null,242,null,3345,null,466,null,0400000US20,Kansas,20
225744,null,3596,null,106054,null,3196,null,41784,null,2212,null,1650,null,621,null,40134,null,2297,null,42019,null,2406,null,9680,null,1590,null,32339,null,2299,null,12454,null,1126,null,4396,null,810,null,8058,null,1051,null,6252,null,718,null,2827,null,735,null,3425,null,834,null,3545,null,494,null,2111,null,537,null,1434,null,572,null,119690,null,2704,null,41188,null,1950,null,668,null,520,null,40520,null,1883,null,46644,null,1865,null,1431,null,577,null,45213,null,1910,null,15080,null,1324,null,108,null,130,null,14972,null,1334,null,8971,null,1047,null,99,null,179,null,8872,null,1016,null,7807,null,890,null,75,null,121,null,7732,null,881,null,0400000US21,Kentucky,21
945529,null,3460,null,430826,null,2492,null,167871,null,2714,null,8637,null,1981,null,159234,null,3275,null,164335,null,2055,null,25500,null,2919,null,138835,null,3163,null,54653,null,1319,null,17492,null,1796,null,37161,null,2160,null,26093,null,1329,null,6953,null,1073,null,19140,null,1619,null,17874,null,1212,null,7653,null,1318,null,10221,null,1281,null,514703,null,1867,null,183413,null,2707,null,2514,null,909,null,180899,null,2566,null,193013,null,2740,null,4540,null,1043,null,188473,null,3009,null,66976,null,1115,null,403,null,463,null,66573,null,1179,null,38486,null,1483,null,301,null,255,null,38185,null,1496,null,32815,null,1114,null,170,null,175,null,32645,null,1106,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1179394,null,4597,null,528756,null,3093,null,185250,null,2255,null,10361,null,1977,null,174889,null,2843,null,223040,null,2316,null,46348,null,3451,null,176692,null,3622,null,66940,null,1136,null,25393,null,1891,null,41547,null,2032,null,33561,null,1087,null,14337,null,1573,null,19224,null,1489,null,19965,null,932,null,12020,null,1018,null,7945,null,1176,null,650638,null,3477,null,205878,null,2453,null,3885,null,1599,null,201993,null,2615,null,272351,null,2229,null,12501,null,2258,null,259850,null,3260,null,88733,null,909,null,2191,null,899,null,86542,null,1358,null,46848,null,1182,null,226,null,205,null,46622,null,1216,null,36828,null,1205,null,166,null,147,null,36662,null,1219,null,0400000US24,Maryland,24
274522,null,4398,null,130662,null,2910,null,52208,null,2203,null,1277,null,775,null,50931,null,2251,null,53436,null,2021,null,5185,null,1307,null,48251,null,2033,null,14160,null,980,null,2779,null,851,null,11381,null,1232,null,6449,null,527,null,2152,null,659,null,4297,null,625,null,4409,null,576,null,1977,null,518,null,2432,null,551,null,143860,null,2777,null,50519,null,1832,null,57,null,94,null,50462,null,1843,null,58708,null,1643,null,565,null,360,null,58143,null,1691,null,17269,null,800,null,131,null,163,null,17138,null,787,null,9671,null,569,null,33,null,59,null,9638,null,560,null,7693,null,1132,null,67,null,118,null,7626,null,1118,null,0400000US25,Massachusetts,25
994287,null,4034,null,453858,null,2620,null,167424,null,2107,null,3883,null,1164,null,163541,null,2150,null,180649,null,2149,null,24606,null,2612,null,156043,null,3062,null,58420,null,1056,null,17624,null,1711,null,40796,null,1757,null,26272,null,761,null,8772,null,1096,null,17500,null,1152,null,21093,null,661,null,11900,null,1125,null,9193,null,1232,null,540429,null,2750,null,179073,null,2330,null,1099,null,578,null,177974,null,2392,null,212548,null,1626,null,4093,null,971,null,208455,null,1753,null,72013,null,804,null,864,null,442,null,71149,null,911,null,39872,null,909,null,925,null,385,null,38947,null,961,null,36923,null,844,null,277,null,188,null,36646,null,855,null,0400000US26,Michigan,26
147518,null,2737,null,76659,null,2014,null,34743,null,1775,null,603,null,445,null,34140,null,1743,null,33184,null,1275,null,3706,null,961,null,29478,null,1379,null,5923,null,609,null,1407,null,600,null,4516,null,774,null,1849,null,291,null,295,null,209,null,1554,null,324,null,960,null,181,null,364,null,222,null,596,null,175,null,70859,null,1709,null,32308,null,1353,null,55,null,93,null,32253,null,1351,null,27900,null,1101,null,157,null,191,null,27743,null,1112,null,6149,null,581,null,46,null,76,null,6103,null,588,null,2996,null,275,null,0,null,211,null,2996,null,275,null,1506,null,243,null,0,null,211,null,1506,null,243,null,0400000US27,Minnesota,27
748967,null,4179,null,339733,null,2822,null,134734,null,3490,null,5676,null,1352,null,129058,null,3604,null,129396,null,2984,null,18910,null,2142,null,110486,null,3391,null,42868,null,1765,null,10858,null,1651,null,32010,null,1906,null,19971,null,1341,null,4651,null,798,null,15320,null,1431,null,12764,null,1394,null,5317,null,1014,null,7447,null,1030,null,409234,null,1840,null,146131,null,2392,null,2284,null,755,null,143847,null,2439,null,157554,null,2598,null,3481,null,1043,null,154073,null,2668,null,49177,null,994,null,824,null,374,null,48353,null,1108,null,29929,null,1338,null,125,null,150,null,29804,null,1361,null,26443,null,1446,null,34,null,55,null,26409,null,1439,null,0400000US28,Mississippi,28
460604,null,3655,null,208595,null,2457,null,78930,null,2026,null,4909,null,1522,null,74021,null,2042,null,82401,null,1753,null,15426,null,1843,null,66975,null,2255,null,25154,null,944,null,9452,null,1354,null,15702,null,1480,null,13709,null,690,null,5153,null,869,null,8556,null,916,null,8401,null,633,null,5489,null,818,null,2912,null,747,null,252009,null,2822,null,85085,null,2172,null,1225,null,694,null,83860,null,2282,null,99164,null,1750,null,3094,null,906,null,96070,null,1920,null,32376,null,784,null,430,null,342,null,31946,null,772,null,19196,null,809,null,389,null,286,null,18807,null,823,null,16188,null,581,null,235,null,241,null,15953,null,636,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
47315,null,1542,null,23038,null,942,null,8923,null,824,null,372,null,327,null,8551,null,870,null,9761,null,486,null,2548,null,787,null,7213,null,836,null,2423,null,181,null,803,null,288,null,1620,null,302,null,1528,null,329,null,867,null,470,null,661,null,464,null,403,null,286,null,143,null,166,null,260,null,191,null,24277,null,1052,null,9251,null,747,null,381,null,392,null,8870,null,656,null,9327,null,463,null,322,null,303,null,9005,null,486,null,2703,null,370,null,33,null,54,null,2670,null,370,null,1600,null,135,null,0,null,218,null,1600,null,135,null,1396,null,151,null,0,null,218,null,1396,null,151,null,0400000US31,Nebraska,31
130726,null,2747,null,64299,null,1627,null,24326,null,1061,null,2060,null,787,null,22266,null,1252,null,24882,null,1072,null,5305,null,1150,null,19577,null,1380,null,7723,null,398,null,3262,null,727,null,4461,null,767,null,4685,null,276,null,2948,null,540,null,1737,null,589,null,2683,null,281,null,2101,null,300,null,582,null,349,null,66427,null,1656,null,23033,null,943,null,744,null,530,null,22289,null,977,null,26165,null,932,null,842,null,340,null,25323,null,1003,null,8961,null,369,null,411,null,284,null,8550,null,418,null,4981,null,427,null,61,null,108,null,4920,null,434,null,3287,null,287,null,137,null,165,null,3150,null,356,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
853472,null,5008,null,392323,null,3418,null,143253,null,2989,null,4315,null,1235,null,138938,null,3271,null,163114,null,2226,null,20646,null,2404,null,142468,null,2990,null,44710,null,1378,null,11752,null,1300,null,32958,null,1631,null,25821,null,1251,null,8943,null,1259,null,16878,null,1373,null,15425,null,1233,null,8124,null,1149,null,7301,null,1274,null,461149,null,3268,null,146632,null,2411,null,1292,null,707,null,145340,null,2541,null,187733,null,2161,null,2481,null,742,null,185252,null,2385,null,61347,null,983,null,825,null,687,null,60522,null,1102,null,37710,null,853,null,52,null,68,null,37658,null,850,null,27727,null,643,null,81,null,99,null,27646,null,651,null,0400000US34,New Jersey,34
30029,null,1989,null,15962,null,1735,null,6189,null,1652,null,454,null,439,null,5735,null,1593,null,6959,null,1295,null,2602,null,743,null,4357,null,1162,null,1590,null,392,null,1147,null,378,null,443,null,244,null,641,null,274,null,477,null,232,null,164,null,155,null,583,null,344,null,314,null,250,null,269,null,280,null,14067,null,1357,null,5153,null,1178,null,149,null,178,null,5004,null,1197,null,5130,null,1310,null,418,null,336,null,4712,null,1220,null,1246,null,270,null,0,null,281,null,1246,null,270,null,1332,null,521,null,0,null,281,null,1332,null,521,null,1206,null,733,null,0,null,281,null,1206,null,733,null,0400000US35,New Mexico,35
2191290,null,8316,null,982938,null,5618,null,367208,null,4367,null,8270,null,1623,null,358938,null,4549,null,388758,null,3486,null,35036,null,2607,null,353722,null,4211,null,121491,null,1987,null,22059,null,1836,null,99432,null,2549,null,65609,null,1157,null,16185,null,1696,null,49424,null,1988,null,39872,null,873,null,14302,null,1607,null,25570,null,1594,null,1208352,null,5567,null,387662,null,3702,null,2109,null,805,null,385553,null,3612,null,468460,null,3837,null,6087,null,1217,null,462373,null,3941,null,163903,null,2110,null,885,null,512,null,163018,null,2221,null,103470,null,1556,null,181,null,175,null,103289,null,1580,null,84857,null,1367,null,772,null,364,null,84085,null,1504,null,0400000US36,New York,36
1377966,null,5606,null,621630,null,4458,null,220019,null,4922,null,14011,null,2570,null,206008,null,4961,null,254533,null,3412,null,56885,null,3851,null,197648,null,4847,null,79658,null,1772,null,28289,null,2265,null,51369,null,2360,null,43250,null,1967,null,13156,null,1501,null,30094,null,1860,null,24170,null,1766,null,11332,null,1440,null,12838,null,1206,null,756336,null,3468,null,242200,null,3164,null,4418,null,1189,null,237782,null,3440,null,304404,null,2925,null,10556,null,1535,null,293848,null,3521,null,99598,null,1721,null,1510,null,512,null,98088,null,1825,null,57330,null,1943,null,215,null,208,null,57115,null,1957,null,52804,null,1939,null,0,null,287,null,52804,null,1939,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
948977,null,4051,null,433648,null,2935,null,159523,null,2570,null,4384,null,1325,null,155139,null,2822,null,170349,null,2431,null,31092,null,2508,null,139257,null,3067,null,53548,null,1327,null,20751,null,2011,null,32797,null,2012,null,30025,null,1156,null,14116,null,1506,null,15909,null,1272,null,20203,null,872,null,12197,null,1036,null,8006,null,1090,null,515329,null,2738,null,171173,null,2222,null,1812,null,1032,null,169361,null,2455,null,198219,null,2012,null,4955,null,1268,null,193264,null,2066,null,66461,null,1270,null,1167,null,509,null,65294,null,1356,null,42117,null,1162,null,204,null,157,null,41913,null,1156,null,37359,null,915,null,241,null,205,null,37118,null,907,null,0400000US39,Ohio,39
184795,null,3241,null,90898,null,2716,null,35713,null,2393,null,2118,null,976,null,33595,null,2356,null,37133,null,1665,null,8640,null,1362,null,28493,null,1900,null,10050,null,894,null,4738,null,855,null,5312,null,698,null,4781,null,614,null,2141,null,543,null,2640,null,626,null,3221,null,786,null,1952,null,765,null,1269,null,375,null,93897,null,2248,null,30800,null,1543,null,423,null,284,null,30377,null,1559,null,38017,null,1779,null,1398,null,663,null,36619,null,1733,null,11255,null,1065,null,305,null,206,null,10950,null,1051,null,7462,null,720,null,69,null,105,null,7393,null,716,null,6363,null,727,null,146,null,188,null,6217,null,710,null,0400000US40,Oklahoma,40
