B19101F_001E,B19101F_001EA,B19101F_001M,B19101F_001MA,B19101F_002E,B19101F_002EA,B19101F_002M,B19101F_002MA,B19101F_003E,B19101F_003EA,B19101F_003M,B19101F_003MA,B19101F_004E,B19101F_004EA,B19101F_004M,B19101F_004MA,B19101F_005E,B19101F_005EA,B19101F_005M,B19101F_005MA,B19101F_006E,B19101F_006EA,B19101F_006M,B19101F_006MA,B19101F_007E,B19101F_007EA,B19101F_007M,B19101F_007MA,B19101F_008E,B19101F_008EA,B19101F_008M,B19101F_008MA,B19101F_009E,B19101F_009EA,B19101F_009M,B19101F_009MA,B19101F_010E,B19101F_010EA,B19101F_010M,B19101F_010MA,B19101F_011E,B19101F_011EA,B19101F_011M,B19101F_011MA,B19101F_012E,B19101F_012EA,B19101F_012M,B19101F_012MA,B19101F_013E,B19101F_013EA,B19101F_013M,B19101F_013MA,B19101F_014E,B19101F_014EA,B19101F_014M,B19101F_014MA,B19101F_015E,B19101F_015EA,B19101F_015M,B19101F_015MA,B19101F_016E,B19101F_016EA,B19101F_016M,B19101F_016MA,B19101F_017E,B19101F_017EA,B19101F_017M,B19101F_017MA,GEO_ID,NAME,state
67027,null,4198,null,5120,null,1284,null,4265,null,1184,null,5275,null,1527,null,6409,null,1416,null,5414,null,1280,null,7335,null,1489,null,3584,null,1095,null,4260,null,1316,null,3264,null,1224,null,6509,null,1577,null,6943,null,1533,null,5324,null,1319,null,1359,null,633,null,825,null,533,null,723,null,505,null,418,null,312,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
8149,null,1251,null,557,null,320,null,590,null,325,null,706,null,409,null,435,null,249,null,928,null,461,null,404,null,272,null,913,null,633,null,370,null,217,null,771,null,375,null,701,null,331,null,840,null,416,null,458,null,318,null,309,null,318,null,144,null,140,null,23,null,47,null,0,null,257,null,0400000US16,Idaho,16
242610,null,5859,null,11644,null,2152,null,11143,null,1623,null,13840,null,2028,null,17777,null,2605,null,15457,null,2431,null,19508,null,2697,null,14521,null,2252,null,13572,null,1881,null,16269,null,2383,null,25051,null,2436,null,27593,null,2882,null,30618,null,3002,null,13293,null,1989,null,6581,null,1595,null,4386,null,1317,null,1357,null,604,null,0400000US17,Illinois,17
32870,null,2297,null,3047,null,1010,null,1997,null,838,null,2180,null,755,null,2333,null,793,null,3039,null,1012,null,2155,null,713,null,2503,null,887,null,1949,null,787,null,1624,null,656,null,3292,null,958,null,3539,null,874,null,2714,null,923,null,1180,null,550,null,807,null,353,null,151,null,156,null,360,null,292,null,0400000US18,Indiana,18
10971,null,1529,null,918,null,460,null,818,null,477,null,865,null,447,null,758,null,428,null,334,null,267,null,1256,null,534,null,1281,null,671,null,503,null,428,null,353,null,276,null,781,null,404,null,1679,null,606,null,805,null,381,null,395,null,278,null,225,null,228,null,0,null,226,null,0,null,226,null,0400000US19,Iowa,19
19635,null,1950,null,1133,null,524,null,1709,null,676,null,2150,null,987,null,2039,null,656,null,1797,null,626,null,1597,null,652,null,1764,null,585,null,1125,null,534,null,1001,null,536,null,1805,null,790,null,1350,null,528,null,1650,null,557,null,379,null,273,null,65,null,101,null,71,null,119,null,0,null,242,null,0400000US20,Kansas,20
5991,null,1091,null,537,null,389,null,366,null,286,null,897,null,598,null,386,null,248,null,174,null,167,null,436,null,366,null,182,null,216,null,455,null,311,null,49,null,81,null,332,null,298,null,873,null,522,null,598,null,390,null,433,null,315,null,147,null,183,null,126,null,161,null,0,null,271,null,0400000US21,Kentucky,21
8102,null,1340,null,494,null,428,null,113,null,165,null,595,null,448,null,213,null,222,null,746,null,397,null,708,null,430,null,693,null,371,null,336,null,315,null,95,null,114,null,964,null,456,null,1450,null,633,null,1069,null,524,null,304,null,222,null,285,null,222,null,37,null,61,null,0,null,269,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
37833,null,2510,null,771,null,397,null,1371,null,674,null,1027,null,529,null,1894,null,869,null,2322,null,784,null,2796,null,944,null,2658,null,1025,null,1997,null,720,null,1483,null,818,null,5252,null,1171,null,5668,null,1415,null,5061,null,1247,null,2549,null,804,null,545,null,382,null,1327,null,629,null,1112,null,684,null,0400000US24,Maryland,24
65165,null,4215,null,9603,null,1728,null,6562,null,1538,null,5925,null,1426,null,4482,null,1167,null,5121,null,1223,null,3820,null,1133,null,3407,null,1083,null,3638,null,1008,null,2121,null,834,null,4236,null,1211,null,5932,null,1560,null,5104,null,1342,null,2984,null,900,null,680,null,480,null,820,null,462,null,730,null,510,null,0400000US25,Massachusetts,25
36898,null,2608,null,3139,null,935,null,2291,null,936,null,3214,null,784,null,3245,null,1018,null,3223,null,987,null,3428,null,1155,null,2371,null,725,null,1794,null,614,null,1574,null,524,null,3034,null,896,null,3910,null,1132,null,3331,null,702,null,1058,null,637,null,753,null,463,null,399,null,305,null,134,null,116,null,0400000US26,Michigan,26
15110,null,1635,null,1625,null,746,null,109,null,104,null,801,null,463,null,667,null,417,null,1372,null,630,null,933,null,567,null,658,null,431,null,858,null,524,null,905,null,592,null,1740,null,746,null,1968,null,612,null,1727,null,640,null,1009,null,530,null,289,null,275,null,365,null,303,null,84,null,142,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
12240,null,1569,null,631,null,425,null,510,null,385,null,973,null,533,null,914,null,500,null,1433,null,718,null,1218,null,643,null,211,null,154,null,910,null,590,null,808,null,542,null,1107,null,523,null,1405,null,560,null,1239,null,461,null,706,null,450,null,32,null,49,null,143,null,232,null,0,null,255,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
9625,null,1295,null,902,null,490,null,559,null,364,null,379,null,328,null,328,null,251,null,1209,null,650,null,967,null,418,null,595,null,414,null,706,null,482,null,292,null,188,null,1212,null,508,null,1593,null,690,null,399,null,222,null,279,null,324,null,46,null,91,null,159,null,256,null,0,null,218,null,0400000US31,Nebraska,31
45085,null,3078,null,2246,null,844,null,1579,null,596,null,2915,null,910,null,2832,null,1035,null,3177,null,1406,null,2897,null,1052,null,2238,null,711,null,3388,null,907,null,2020,null,694,null,5339,null,1339,null,5877,null,1257,null,6080,null,1220,null,2132,null,530,null,1074,null,480,null,400,null,435,null,891,null,599,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
146791,null,5249,null,11127,null,1829,null,8220,null,1590,null,9521,null,1531,null,7573,null,1798,null,10397,null,2185,null,9023,null,1801,null,7766,null,1562,null,9099,null,1659,null,8104,null,1523,null,14898,null,1874,null,15283,null,1989,null,16164,null,2156,null,9033,null,2024,null,4256,null,1195,null,4375,null,1241,null,1952,null,762,null,0400000US34,New Jersey,34
76347,null,3879,null,6963,null,1410,null,4638,null,947,null,4575,null,1004,null,5182,null,1275,null,5748,null,1366,null,6094,null,1269,null,5630,null,1274,null,3803,null,1028,null,4542,null,1211,null,6661,null,1132,null,7682,null,1353,null,7329,null,1338,null,4003,null,926,null,2013,null,719,null,986,null,427,null,498,null,292,null,0400000US35,New Mexico,35
398882,null,9052,null,46086,null,3420,null,31396,null,3252,null,31792,null,2980,null,31009,null,2804,null,27842,null,2715,null,26369,null,2834,null,21984,null,2577,null,23160,null,2450,null,19391,null,2478,null,32501,null,3358,null,34034,null,3379,null,38036,null,3739,null,15183,null,2280,null,10074,null,1649,null,6144,null,1336,null,3881,null,925,null,0400000US36,New York,36
78759,null,5040,null,5786,null,1372,null,5982,null,1452,null,8596,null,2112,null,9578,null,2278,null,5692,null,1498,null,5527,null,1312,null,7144,null,1672,null,5365,null,1623,null,4772,null,1254,null,6208,null,1562,null,5625,null,1105,null,4954,null,1304,null,1318,null,561,null,1096,null,555,null,787,null,445,null,329,null,241,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
21417,null,1674,null,2104,null,686,null,1271,null,572,null,1861,null,657,null,1318,null,522,null,1681,null,791,null,2089,null,761,null,911,null,611,null,766,null,411,null,862,null,441,null,1721,null,504,null,2312,null,748,null,2465,null,858,null,1033,null,469,null,292,null,218,null,445,null,384,null,286,null,255,null,0400000US39,Ohio,39
23611,null,2434,null,2471,null,779,null,2271,null,847,null,1382,null,630,null,3100,null,863,null,1033,null,376,null,1633,null,589,null,1699,null,674,null,2284,null,889,null,1378,null,612,null,2153,null,727,null,1371,null,502,null,1414,null,607,null,919,null,599,null,308,null,220,null,76,null,97,null,119,null,124,null,0400000US40,Oklahoma,40
25207,null,2620,null,1138,null,480,null,1169,null,557,null,1567,null,686,null,1717,null,647,null,2443,null,776,null,2847,null,1100,null,1180,null,473,null,2559,null,909,null,1455,null,757,null,2446,null,841,null,2993,null,976,null,2312,null,661,null,906,null,540,null,407,null,280,null,68,null,118,null,0,null,273,null,0400000US41,Oregon,41
54054,null,3248,null,8987,null,1723,null,4642,null,1147,null,5992,null,1531,null,5226,null,1264,null,3525,null,1024,null,3011,null,893,null,4075,null,1151,null,3044,null,1059,null,1863,null,799,null,2423,null,781,null,4296,null,1164,null,3432,null,987,null,1872,null,704,null,392,null,336,null,279,null,225,null,995,null,488,null,0400000US42,Pennsylvania,42
13784,null,1510,null,2097,null,887,null,1292,null,572,null,1179,null,551,null,1452,null,592,null,735,null,449,null,1224,null,583,null,1267,null,620,null,659,null,511,null,1161,null,674,null,515,null,259,null,1167,null,555,null,663,null,496,null,150,null,143,null,0,null,285,null,173,null,207,null,50,null,86,null,0400000US44,Rhode Island,44
12081,null,1439,null,635,null,395,null,612,null,400,null,558,null,379,null,1258,null,468,null,966,null,467,null,1423,null,477,null,1365,null,889,null,1142,null,559,null,452,null,369,null,1207,null,581,null,1013,null,578,null,1001,null,493,null,102,null,118,null,139,null,172,null,154,null,153,null,54,null,88,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
14823,null,1957,null,1609,null,814,null,1238,null,723,null,1277,null,837,null,1271,null,717,null,429,null,221,null,1170,null,627,null,1304,null,685,null,941,null,594,null,497,null,387,null,2342,null,999,null,891,null,414,null,1362,null,644,null,416,null,301,null,76,null,125,null,0,null,281,null,0,null,281,null,0400000US47,Tennessee,47
658608,null,13343,null,48196,null,3734,null,44087,null,3737,null,50436,null,3669,null,58394,null,4224,null,57096,null,4459,null,44368,null,3845,null,43807,null,3640,null,44971,null,4100,null,33944,null,3209,null,61626,null,4672,null,62593,null,4171,null,60920,null,4605,null,25068,null,2711,null,10267,null,1740,null,8591,null,1847,null,4244,null,1076,null,0400000US48,Texas,48
16168,null,2018,null,780,null,450,null,975,null,523,null,1043,null,521,null,1163,null,590,null,1442,null,579,null,1226,null,556,null,1134,null,530,null,666,null,442,null,552,null,268,null,1985,null,628,null,1719,null,512,null,1775,null,608,null,1003,null,464,null,492,null,346,null,110,null,128,null,103,null,114,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
39605,null,3003,null,1099,null,547,null,1140,null,539,null,1896,null,1030,null,2614,null,958,null,2580,null,912,null,1830,null,624,null,2587,null,1055,null,2840,null,956,null,1655,null,687,null,4981,null,1172,null,4217,null,1099,null,5013,null,1291,null,3021,null,870,null,1631,null,595,null,1258,null,583,null,1243,null,612,null,0400000US51,Virginia,51
53826,null,3783,null,5081,null,1132,null,2540,null,825,null,4529,null,1105,null,4225,null,1070,null,3718,null,1047,null,4550,null,1239,null,3575,null,1043,null,3037,null,855,null,2739,null,894,null,5959,null,1334,null,4637,null,1297,null,5302,null,1260,null,1821,null,725,null,583,null,565,null,826,null,366,null,704,null,525,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
28551,null,2178,null,1748,null,745,null,1483,null,619,null,1844,null,700,null,2974,null,875,null,2397,null,823,null,1867,null,682,null,1825,null,680,null,1892,null,726,null,2179,null,828,null,2993,null,816,null,3671,null,1076,null,2112,null,608,null,836,null,459,null,287,null,278,null,193,null,196,null,250,null,242,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
106124,null,4762,null,31945,null,2397,null,12428,null,1593,null,10811,null,1501,null,9120,null,1319,null,7173,null,1292,null,7097,null,1248,null,4859,null,1071,null,3999,null,979,null,3768,null,825,null,4706,null,941,null,4703,null,1140,null,3315,null,760,null,1542,null,623,null,347,null,264,null,270,null,277,null,41,null,68,null,0400000US72,Puerto Rico,72
