B19001D_001E,B19001D_001EA,B19001D_001M,B19001D_001MA,B19001D_002E,B19001D_002EA,B19001D_002M,B19001D_002MA,B19001D_003E,B19001D_003EA,B19001D_003M,B19001D_003MA,B19001D_004E,B19001D_004EA,B19001D_004M,B19001D_004MA,B19001D_005E,B19001D_005EA,B19001D_005M,B19001D_005MA,B19001D_006E,B19001D_006EA,B19001D_006M,B19001D_006MA,B19001D_007E,B19001D_007EA,B19001D_007M,B19001D_007MA,B19001D_008E,B19001D_008EA,B19001D_008M,B19001D_008MA,B19001D_009E,B19001D_009EA,B19001D_009M,B19001D_009MA,B19001D_010E,B19001D_010EA,B19001D_010M,B19001D_010MA,B19001D_011E,B19001D_011EA,B19001D_011M,B19001D_011MA,B19001D_012E,B19001D_012EA,B19001D_012M,B19001D_012MA,B19001D_013E,B19001D_013EA,B19001D_013M,B19001D_013MA,B19001D_014E,B19001D_014EA,B19001D_014M,B19001D_014MA,B19001D_015E,B19001D_015EA,B19001D_015M,B19001D_015MA,B19001D_016E,B19001D_016EA,B19001D_016M,B19001D_016MA,B19001D_017E,B19001D_017EA,B19001D_017M,B19001D_017MA,GEO_ID,NAME,state
78869,null,2993,null,3655,null,867,null,2640,null,792,null,1719,null,698,null,3804,null,948,null,3591,null,1080,null,4352,null,1148,null,3570,null,953,null,3878,null,1021,null,3548,null,959,null,6782,null,1316,null,10263,null,1621,null,11122,null,1509,null,6815,null,1324,null,4289,null,807,null,4777,null,1060,null,4064,null,958,null,0400000US13,Georgia,13
179542,null,3908,null,10116,null,1903,null,5228,null,966,null,7223,null,1269,null,7121,null,1342,null,7114,null,1194,null,7815,null,1365,null,7709,null,1426,null,6394,null,1041,null,7149,null,1284,null,13666,null,1707,null,21850,null,2360,null,26641,null,2582,null,18086,null,1820,null,13421,null,1485,null,11741,null,1750,null,8268,null,1219,null,0400000US15,Hawaii,15
5405,null,1057,null,570,null,506,null,453,null,301,null,293,null,266,null,441,null,288,null,427,null,401,null,180,null,132,null,592,null,436,null,226,null,222,null,168,null,118,null,484,null,400,null,531,null,318,null,370,null,286,null,140,null,159,null,34,null,45,null,192,null,171,null,304,null,228,null,0400000US16,Idaho,16
179084,null,4613,null,12811,null,1782,null,5337,null,1175,null,7085,null,1392,null,6829,null,1436,null,3763,null,1049,null,7063,null,1249,null,6472,null,1201,null,7586,null,1443,null,5802,null,1288,null,11891,null,1858,null,18841,null,2100,null,26351,null,2762,null,21208,null,2059,null,12953,null,1839,null,12929,null,1582,null,12163,null,1444,null,0400000US17,Illinois,17
27491,null,1957,null,2999,null,786,null,1046,null,475,null,1256,null,504,null,977,null,413,null,1277,null,728,null,987,null,463,null,1087,null,485,null,1330,null,533,null,1250,null,500,null,1735,null,639,null,3143,null,853,null,4614,null,1076,null,2149,null,582,null,1032,null,539,null,780,null,362,null,1829,null,599,null,0400000US18,Indiana,18
16255,null,1416,null,2079,null,838,null,610,null,369,null,765,null,515,null,1262,null,688,null,677,null,494,null,596,null,419,null,723,null,486,null,816,null,461,null,197,null,169,null,2225,null,699,null,2292,null,937,null,1501,null,727,null,813,null,392,null,682,null,365,null,269,null,248,null,748,null,448,null,0400000US19,Iowa,19
18458,null,1634,null,2052,null,894,null,477,null,295,null,782,null,498,null,1064,null,511,null,299,null,198,null,824,null,421,null,603,null,393,null,545,null,356,null,671,null,428,null,1572,null,501,null,2896,null,718,null,2584,null,848,null,1661,null,570,null,680,null,345,null,1046,null,492,null,702,null,314,null,0400000US20,Kansas,20
12772,null,1089,null,1491,null,649,null,560,null,383,null,1123,null,594,null,748,null,347,null,171,null,156,null,349,null,280,null,362,null,291,null,481,null,324,null,660,null,500,null,887,null,515,null,1028,null,421,null,1287,null,571,null,1032,null,514,null,389,null,240,null,230,null,220,null,1974,null,559,null,0400000US21,Kentucky,21
18385,null,1550,null,1840,null,812,null,640,null,405,null,1193,null,670,null,1589,null,773,null,575,null,359,null,1076,null,605,null,1101,null,452,null,438,null,256,null,217,null,156,null,1632,null,591,null,1374,null,497,null,1930,null,693,null,1585,null,560,null,787,null,423,null,951,null,406,null,1457,null,608,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
86971,null,2666,null,2881,null,629,null,2016,null,730,null,2048,null,869,null,2660,null,878,null,2458,null,809,null,2321,null,737,null,2215,null,747,null,3940,null,1064,null,3195,null,889,null,5582,null,1025,null,8186,null,1586,null,14727,null,1773,null,11774,null,1655,null,6005,null,1337,null,8925,null,1548,null,8038,null,1088,null,0400000US24,Maryland,24
95602,null,2873,null,8065,null,1452,null,4123,null,1029,null,3495,null,841,null,2458,null,878,null,2820,null,850,null,3977,null,1111,null,3831,null,1088,null,2733,null,915,null,3239,null,994,null,5891,null,1233,null,8711,null,1541,null,12793,null,1572,null,10648,null,1303,null,6195,null,1074,null,7823,null,1390,null,8800,null,1675,null,0400000US25,Massachusetts,25
76429,null,2355,null,5911,null,1180,null,2203,null,626,null,2613,null,915,null,3043,null,840,null,2273,null,706,null,2723,null,762,null,2048,null,658,null,3280,null,808,null,1898,null,602,null,5196,null,1215,null,9218,null,1456,null,11166,null,1546,null,6736,null,975,null,5429,null,1029,null,7470,null,1024,null,5222,null,1028,null,0400000US26,Michigan,26
52397,null,2208,null,3301,null,929,null,1406,null,492,null,2660,null,967,null,2604,null,771,null,2019,null,801,null,2205,null,776,null,2355,null,748,null,2230,null,849,null,2909,null,906,null,4760,null,1102,null,6298,null,1267,null,6715,null,1373,null,4157,null,962,null,3174,null,871,null,2117,null,798,null,3487,null,902,null,0400000US27,Minnesota,27
6178,null,1232,null,424,null,526,null,642,null,349,null,708,null,538,null,774,null,488,null,350,null,342,null,366,null,426,null,107,null,123,null,176,null,188,null,379,null,337,null,185,null,188,null,598,null,397,null,688,null,412,null,187,null,137,null,250,null,192,null,234,null,303,null,110,null,111,null,0400000US28,Mississippi,28
28136,null,1843,null,2835,null,825,null,1338,null,636,null,2238,null,891,null,1376,null,715,null,1089,null,440,null,1590,null,702,null,1039,null,551,null,1243,null,553,null,1290,null,526,null,1662,null,650,null,2464,null,737,null,3865,null,931,null,1662,null,605,null,2265,null,719,null,1111,null,504,null,1069,null,395,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
8605,null,874,null,375,null,280,null,331,null,282,null,477,null,437,null,292,null,251,null,694,null,548,null,525,null,372,null,170,null,184,null,513,null,524,null,534,null,338,null,380,null,268,null,1015,null,451,null,1089,null,465,null,966,null,408,null,227,null,260,null,793,null,391,null,224,null,237,null,0400000US31,Nebraska,31
50985,null,2115,null,1572,null,578,null,2154,null,796,null,1404,null,740,null,2593,null,654,null,1906,null,755,null,2216,null,752,null,1602,null,645,null,3093,null,787,null,3581,null,1052,null,5296,null,979,null,6337,null,1276,null,6842,null,1198,null,5410,null,980,null,2833,null,923,null,2005,null,690,null,2141,null,753,null,0400000US32,Nevada,32
8297,null,1005,null,284,null,266,null,57,null,100,null,296,null,310,null,235,null,161,null,307,null,308,null,698,null,537,null,457,null,353,null,436,null,406,null,316,null,216,null,640,null,348,null,1207,null,635,null,653,null,345,null,903,null,480,null,699,null,418,null,700,null,373,null,409,null,354,null,0400000US33,New Hampshire,33
205931,null,3906,null,7644,null,1540,null,5136,null,1184,null,4067,null,1138,null,4100,null,1109,null,5071,null,1311,null,5565,null,1165,null,4891,null,1174,null,4994,null,1142,null,5794,null,1357,null,11954,null,1609,null,17991,null,1973,null,30370,null,2630,null,26147,null,2183,null,19830,null,1969,null,25491,null,2095,null,26886,null,2250,null,0400000US34,New Jersey,34
10006,null,1149,null,473,null,368,null,431,null,339,null,395,null,314,null,658,null,384,null,352,null,239,null,682,null,381,null,410,null,324,null,538,null,307,null,685,null,586,null,524,null,301,null,827,null,507,null,2020,null,655,null,589,null,338,null,318,null,177,null,734,null,358,null,370,null,271,null,0400000US35,New Mexico,35
411983,null,7127,null,32879,null,3060,null,20784,null,2397,null,18247,null,2700,null,22516,null,2620,null,18896,null,2613,null,21255,null,2592,null,16710,null,2287,null,17620,null,2242,null,15095,null,2188,null,29676,null,2444,null,41533,null,3536,null,48608,null,3007,null,33551,null,3162,null,20749,null,2146,null,23932,null,2586,null,29932,null,2933,null,0400000US36,New York,36
52985,null,2648,null,3245,null,793,null,1831,null,719,null,2353,null,888,null,2456,null,831,null,2582,null,720,null,2495,null,769,null,2032,null,721,null,2678,null,702,null,2103,null,642,null,5113,null,1133,null,5624,null,1460,null,7507,null,1414,null,4248,null,1186,null,2928,null,965,null,3458,null,658,null,2332,null,685,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
62976,null,2933,null,6253,null,1369,null,1456,null,535,null,2146,null,718,null,3147,null,1218,null,1798,null,654,null,2967,null,949,null,2971,null,921,null,2932,null,1038,null,2434,null,650,null,4799,null,935,null,6730,null,1428,null,8948,null,1559,null,5201,null,1157,null,3363,null,810,null,4399,null,1033,null,3432,null,728,null,0400000US39,Ohio,39
18179,null,1551,null,1064,null,540,null,1107,null,676,null,832,null,418,null,1760,null,710,null,865,null,580,null,930,null,561,null,1034,null,524,null,1265,null,574,null,1008,null,526,null,1767,null,594,null,1795,null,602,null,2112,null,713,null,600,null,350,null,836,null,451,null,644,null,348,null,560,null,348,null,0400000US40,Oklahoma,40
45409,null,2112,null,4661,null,1067,null,1416,null,547,null,2042,null,837,null,2265,null,962,null,1587,null,769,null,989,null,461,null,2332,null,834,null,2725,null,944,null,1900,null,640,null,4616,null,1220,null,3630,null,875,null,6003,null,1221,null,5051,null,1108,null,1832,null,667,null,2741,null,794,null,1619,null,538,null,0400000US41,Oregon,41
94679,null,3428,null,9426,null,1699,null,4405,null,1087,null,5430,null,946,null,5044,null,1102,null,2627,null,852,null,3048,null,850,null,4166,null,1042,null,4136,null,1030,null,3171,null,837,null,6933,null,1164,null,8768,null,1344,null,12098,null,1615,null,7712,null,1203,null,5424,null,1041,null,5776,null,996,null,6515,null,1132,null,0400000US42,Pennsylvania,42
9217,null,1144,null,1193,null,672,null,214,null,206,null,1130,null,735,null,516,null,336,null,0,null,285,null,572,null,449,null,83,null,96,null,767,null,493,null,190,null,200,null,789,null,498,null,776,null,418,null,1036,null,612,null,805,null,376,null,404,null,469,null,335,null,272,null,407,null,283,null,0400000US44,Rhode Island,44
18590,null,1884,null,1337,null,709,null,802,null,674,null,685,null,465,null,650,null,360,null,918,null,634,null,1550,null,715,null,862,null,486,null,1506,null,776,null,1127,null,684,null,777,null,397,null,1635,null,582,null,3098,null,1013,null,1621,null,577,null,259,null,217,null,1036,null,596,null,727,null,369,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
25250,null,1589,null,1768,null,691,null,964,null,437,null,711,null,365,null,1203,null,600,null,1068,null,569,null,1512,null,693,null,1066,null,530,null,1233,null,515,null,1073,null,731,null,2779,null,1109,null,2764,null,784,null,3336,null,903,null,2480,null,882,null,980,null,384,null,979,null,418,null,1334,null,591,null,0400000US47,Tennessee,47
252436,null,4533,null,19294,null,2052,null,7106,null,1075,null,9668,null,1448,null,12362,null,1921,null,11644,null,2097,null,12305,null,1819,null,7805,null,1501,null,10637,null,1631,null,9989,null,1658,null,18222,null,2092,null,27244,null,2131,null,36349,null,3022,null,24955,null,2564,null,14556,null,1632,null,15856,null,1818,null,14444,null,1829,null,0400000US48,Texas,48
15148,null,1191,null,1204,null,459,null,976,null,622,null,646,null,514,null,1007,null,523,null,621,null,380,null,594,null,324,null,359,null,241,null,845,null,400,null,1536,null,690,null,1742,null,715,null,1327,null,491,null,1715,null,664,null,1061,null,539,null,364,null,251,null,903,null,460,null,248,null,221,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
117557,null,3178,null,5565,null,1311,null,1979,null,695,null,3419,null,1055,null,3523,null,1122,null,3773,null,894,null,3379,null,1043,null,3622,null,1089,null,4273,null,1072,null,4451,null,1071,null,8087,null,1470,null,14352,null,1974,null,16211,null,2080,null,15359,null,1874,null,9212,null,1327,null,10594,null,1534,null,9758,null,1249,null,0400000US51,Virginia,51
140918,null,3990,null,12164,null,1997,null,6443,null,1392,null,4795,null,1119,null,6147,null,1428,null,4936,null,1240,null,6390,null,1248,null,5906,null,1243,null,5228,null,1270,null,5524,null,1220,null,10635,null,1636,null,14875,null,2003,null,20760,null,2165,null,15668,null,1714,null,6968,null,1157,null,9126,null,1602,null,5353,null,1103,null,0400000US53,Washington,53
3665,null,768,null,258,null,233,null,147,null,153,null,468,null,438,null,88,null,122,null,0,null,265,null,258,null,228,null,91,null,98,null,113,null,156,null,130,null,173,null,501,null,434,null,35,null,64,null,167,null,139,null,162,null,132,null,291,null,242,null,252,null,174,null,704,null,376,null,0400000US54,West Virginia,54
29044,null,1953,null,2822,null,879,null,1496,null,593,null,1406,null,649,null,1080,null,508,null,1775,null,642,null,1368,null,571,null,1105,null,513,null,1350,null,484,null,455,null,255,null,2618,null,817,null,3479,null,875,null,3718,null,943,null,2098,null,705,null,1389,null,692,null,1516,null,469,null,1369,null,495,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
