C19101B_001E,C19101B_001EA,C19101B_001M,C19101B_001MA,C19101B_002E,C19101B_002EA,C19101B_002M,C19101B_002MA,C19101B_003E,C19101B_003EA,C19101B_003M,C19101B_003MA,C19101B_004E,C19101B_004EA,C19101B_004M,C19101B_004MA,C19101B_005E,C19101B_005EA,C19101B_005M,C19101B_005MA,C19101B_006E,C19101B_006EA,C19101B_006M,C19101B_006MA,C19101B_007E,C19101B_007EA,C19101B_007M,C19101B_007MA,C19101B_008E,C19101B_008EA,C19101B_008M,C19101B_008MA,C19101B_009E,C19101B_009EA,C19101B_009M,C19101B_009MA,C19101B_010E,C19101B_010EA,C19101B_010M,C19101B_010MA,C19101B_011E,C19101B_011EA,C19101B_011M,C19101B_011MA,GEO_ID,NAME,state
311902,null,6057,null,45317,null,3273,null,32624,null,3195,null,57056,null,4230,null,41030,null,3396,null,45124,null,3765,null,45995,null,3347,null,23795,null,2131,null,16038,null,2084,null,2847,null,765,null,2076,null,704,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
371633,null,6120,null,19230,null,2402,null,11683,null,2036,null,31840,null,2930,null,34080,null,2632,null,48498,null,3425,null,72297,null,4247,null,53163,null,4117,null,63191,null,4007,null,22333,null,2462,null,15318,null,1790,null,0400000US24,Maryland,24
79774,null,3520,null,8413,null,1529,null,4037,null,1037,null,8611,null,1641,null,8205,null,1597,null,11423,null,1744,null,16408,null,2037,null,10765,null,1741,null,8745,null,1737,null,1965,null,685,null,1202,null,472,null,0400000US25,Massachusetts,25
306293,null,6054,null,45518,null,3651,null,22105,null,2525,null,44733,null,3634,null,35864,null,2969,null,46232,null,3291,null,47428,null,3747,null,30399,null,2366,null,24206,null,2273,null,5760,null,1068,null,4048,null,942,null,0400000US26,Michigan,26
51070,null,2360,null,9765,null,1623,null,3139,null,1048,null,7067,null,1612,null,7346,null,1534,null,6314,null,1258,null,9410,null,1516,null,3934,null,1064,null,2777,null,790,null,966,null,540,null,352,null,210,null,0400000US27,Minnesota,27
254829,null,5751,null,41912,null,3570,null,27347,null,2566,null,49873,null,3647,null,35599,null,2938,null,38995,null,3156,null,34674,null,2698,null,13566,null,2003,null,9339,null,1703,null,1920,null,785,null,1604,null,620,null,0400000US28,Mississippi,28
156570,null,4301,null,21191,null,2355,null,10602,null,1688,null,24783,null,2659,null,22518,null,2640,null,22293,null,2273,null,28774,null,2646,null,14065,null,1743,null,8718,null,1601,null,2838,null,789,null,788,null,392,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
17580,null,1360,null,3809,null,977,null,1800,null,752,null,3035,null,962,null,1490,null,691,null,2645,null,820,null,2215,null,592,null,1521,null,514,null,832,null,395,null,124,null,142,null,109,null,126,null,0400000US31,Nebraska,31
43060,null,2309,null,4158,null,1106,null,791,null,392,null,6377,null,1343,null,4323,null,1122,null,7081,null,1441,null,8603,null,1596,null,5717,null,1457,null,4562,null,1116,null,797,null,299,null,651,null,429,null,0400000US32,Nevada,32
2333,null,596,null,452,null,384,null,0,null,253,null,234,null,234,null,36,null,71,null,257,null,403,null,332,null,259,null,351,null,275,null,307,null,230,null,364,null,294,null,0,null,253,null,0400000US33,New Hampshire,33
269106,null,5931,null,21811,null,2820,null,11129,null,1890,null,26486,null,2599,null,27405,null,2793,null,41106,null,3115,null,49562,null,3106,null,38046,null,3850,null,36320,null,2849,null,10759,null,1586,null,6482,null,1063,null,0400000US34,New Jersey,34
9386,null,1396,null,856,null,692,null,125,null,222,null,1423,null,719,null,667,null,408,null,1308,null,656,null,1540,null,546,null,1406,null,497,null,1385,null,966,null,513,null,302,null,163,null,196,null,0400000US35,New Mexico,35
647739,null,8407,null,64259,null,3553,null,33668,null,3025,null,68587,null,4151,null,69236,null,4529,null,100714,null,5370,null,121800,null,5603,null,79324,null,4380,null,75043,null,4059,null,21523,null,2149,null,13585,null,1665,null,0400000US36,New York,36
465769,null,7920,null,49562,null,3448,null,33550,null,2986,null,70729,null,4287,null,65427,null,4859,null,76083,null,4682,null,87648,null,5198,null,42757,null,3653,null,29070,null,2960,null,6639,null,1290,null,4304,null,998,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
312916,null,6835,null,49325,null,3538,null,24113,null,2465,null,44179,null,3392,null,41517,null,3650,null,47186,null,3260,null,54023,null,3889,null,26471,null,2554,null,17887,null,1898,null,5029,null,1168,null,3186,null,904,null,0400000US39,Ohio,39
63928,null,2771,null,9071,null,1655,null,5140,null,1203,null,10028,null,1581,null,8736,null,1308,null,11145,null,1561,null,9476,null,1516,null,5275,null,1031,null,4318,null,1002,null,590,null,361,null,149,null,169,null,0400000US40,Oklahoma,40
12424,null,1572,null,2421,null,836,null,624,null,359,null,1388,null,577,null,1598,null,711,null,1530,null,622,null,2114,null,902,null,1073,null,506,null,1477,null,698,null,128,null,193,null,71,null,117,null,0400000US41,Oregon,41
281167,null,5788,null,33797,null,3387,null,21471,null,2963,null,39313,null,3091,null,38570,null,3290,null,43628,null,3041,null,48761,null,3634,null,27070,null,2711,null,20899,null,2203,null,4099,null,874,null,3559,null,922,null,0400000US42,Pennsylvania,42
13132,null,1532,null,1047,null,452,null,981,null,528,null,1702,null,762,null,1800,null,801,null,1740,null,722,null,2551,null,706,null,1580,null,659,null,1209,null,517,null,359,null,323,null,163,null,268,null,0400000US44,Rhode Island,44
304488,null,6002,null,37565,null,3018,null,22152,null,2734,null,53144,null,4147,null,45976,null,3832,null,47926,null,3809,null,51920,null,3652,null,25076,null,2529,null,16115,null,2041,null,3523,null,1096,null,1091,null,576,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
241372,null,5710,null,31582,null,3392,null,18738,null,2571,null,36051,null,3506,null,33174,null,3356,null,33824,null,2855,null,44034,null,3104,null,21727,null,2644,null,17445,null,1973,null,3089,null,938,null,1708,null,681,null,0400000US47,Tennessee,47
628008,null,7580,null,69286,null,4420,null,40961,null,3565,null,87667,null,4484,null,80940,null,4172,null,93452,null,5531,null,109231,null,5802,null,68219,null,3979,null,55484,null,4568,null,14265,null,2174,null,8503,null,1471,null,0400000US48,Texas,48
3762,null,801,null,0,null,261,null,83,null,126,null,582,null,395,null,665,null,422,null,648,null,494,null,950,null,428,null,396,null,368,null,281,null,238,null,110,null,171,null,47,null,86,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
362454,null,6786,null,28623,null,3068,null,17265,null,2310,null,41782,null,3105,null,44035,null,3682,null,56003,null,4054,null,74829,null,4241,null,44382,null,3682,null,36729,null,2933,null,11900,null,1601,null,6906,null,1288,null,0400000US51,Virginia,51
49176,null,2611,null,4525,null,1152,null,3606,null,990,null,6569,null,1514,null,5253,null,1316,null,7188,null,1259,null,8483,null,1681,null,5374,null,1181,null,6139,null,1234,null,1764,null,796,null,275,null,209,null,0400000US53,Washington,53
14366,null,1276,null,2360,null,757,null,1184,null,644,null,2701,null,805,null,2145,null,839,null,1170,null,399,null,2794,null,734,null,1224,null,495,null,641,null,399,null,83,null,100,null,64,null,87,null,0400000US54,West Virginia,54
70075,null,2816,null,9658,null,1532,null,6805,null,1329,null,13125,null,1917,null,12122,null,1835,null,9679,null,1582,null,9573,null,1703,null,4917,null,1034,null,3078,null,931,null,1004,null,664,null,114,null,136,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
66046,null,3402,null,19259,null,1942,null,7891,null,1191,null,12172,null,1431,null,8962,null,1108,null,8019,null,1317,null,6688,null,1120,null,1820,null,464,null,669,null,355,null,288,null,235,null,278,null,236,null,0400000US72,Puerto Rico,72
