B16005B_001E,B16005B_001EA,B16005B_001M,B16005B_001MA,B16005B_002E,B16005B_002EA,B16005B_002M,B16005B_002MA,B16005B_003E,B16005B_003EA,B16005B_003M,B16005B_003MA,B16005B_004E,B16005B_004EA,B16005B_004M,B16005B_004MA,B16005B_005E,B16005B_005EA,B16005B_005M,B16005B_005MA,B16005B_006E,B16005B_006EA,B16005B_006M,B16005B_006MA,B16005B_007E,B16005B_007EA,B16005B_007M,B16005B_007MA,B16005B_008E,B16005B_008EA,B16005B_008M,B16005B_008MA,B16005B_009E,B16005B_009EA,B16005B_009M,B16005B_009MA,B16005B_010E,B16005B_010EA,B16005B_010M,B16005B_010MA,B16005B_011E,B16005B_011EA,B16005B_011M,B16005B_011MA,B16005B_012E,B16005B_012EA,B16005B_012M,B16005B_012MA,B16005B_013E,B16005B_013EA,B16005B_013M,B16005B_013MA,B16005B_014E,B16005B_014EA,B16005B_014M,B16005B_014MA,B16005B_015E,B16005B_015EA,B16005B_015M,B16005B_015MA,B16005B_016E,B16005B_016EA,B16005B_016M,B16005B_016MA,B16005B_017E,B16005B_017EA,B16005B_017M,B16005B_017MA,B16005B_018E,B16005B_018EA,B16005B_018M,B16005B_018MA,B16005B_019E,B16005B_019EA,B16005B_019M,B16005B_019MA,B16005B_020E,B16005B_020EA,B16005B_020M,B16005B_020MA,B16005B_021E,B16005B_021EA,B16005B_021M,B16005B_021MA,B16005B_022E,B16005B_022EA,B16005B_022M,B16005B_022MA,B16005B_023E,B16005B_023EA,B16005B_023M,B16005B_023MA,B16005B_024E,B16005B_024EA,B16005B_024M,B16005B_024MA,B16005B_025E,B16005B_025EA,B16005B_025M,B16005B_025MA,B16005B_026E,B16005B_026EA,B16005B_026M,B16005B_026MA,B16005B_027E,B16005B_027EA,B16005B_027M,B16005B_027MA,B16005B_028E,B16005B_028EA,B16005B_028M,B16005B_028MA,B16005B_029E,B16005B_029EA,B16005B_029M,B16005B_029MA,B16005B_030E,B16005B_030EA,B16005B_030M,B16005B_030MA,B16005B_031E,B16005B_031EA,B16005B_031M,B16005B_031MA,B16005B_032E,B16005B_032EA,B16005B_032M,B16005B_032MA,B16005B_033E,B16005B_033EA,B16005B_033M,B16005B_033MA,B16005B_034E,B16005B_034EA,B16005B_034M,B16005B_034MA,B16005B_035E,B16005B_035EA,B16005B_035M,B16005B_035MA,B16005B_036E,B16005B_036EA,B16005B_036M,B16005B_036MA,B16005B_037E,B16005B_037EA,B16005B_037M,B16005B_037MA,B16005B_038E,B16005B_038EA,B16005B_038M,B16005B_038MA,B16005B_039E,B16005B_039EA,B16005B_039M,B16005B_039MA,B16005B_040E,B16005B_040EA,B16005B_040M,B16005B_040MA,B16005B_041E,B16005B_041EA,B16005B_041M,B16005B_041MA,B16005B_042E,B16005B_042EA,B16005B_042M,B16005B_042MA,B16005B_043E,B16005B_043EA,B16005B_043M,B16005B_043MA,B16005B_044E,B16005B_044EA,B16005B_044M,B16005B_044MA,B16005B_045E,B16005B_045EA,B16005B_045M,B16005B_045MA,GEO_ID,NAME,state
2622638,null,8687,null,2496785,null,13525,null,2447074,null,14196,null,28314,null,4119,null,21761,null,3886,null,3992,null,1245,null,2561,null,911,null,0,null,296,null,14863,null,2747,null,13294,null,2624,null,738,null,398,null,831,null,678,null,0,null,296,null,1683,null,1036,null,1619,null,1023,null,29,null,48,null,35,null,60,null,0,null,296,null,4851,null,1302,null,4736,null,1299,null,115,null,140,null,0,null,296,null,0,null,296,null,125853,null,9624,null,62514,null,7110,null,3758,null,1139,null,2511,null,865,null,728,null,555,null,358,null,442,null,161,null,116,null,25869,null,4801,null,16222,null,3732,null,6134,null,1562,null,3122,null,1260,null,391,null,341,null,746,null,549,null,359,null,396,null,305,null,291,null,82,null,133,null,0,null,296,null,32966,null,5503,null,20921,null,4151,null,9527,null,2977,null,1806,null,926,null,712,null,400,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1735232,null,7262,null,1677636,null,9278,null,1636631,null,9072,null,25932,null,3768,null,19399,null,3180,null,3958,null,1144,null,2425,null,966,null,150,null,246,null,8377,null,2077,null,7569,null,2022,null,600,null,341,null,147,null,177,null,61,null,103,null,1359,null,712,null,1120,null,685,null,169,null,197,null,70,null,118,null,0,null,265,null,5337,null,2055,null,4636,null,1905,null,508,null,495,null,193,null,225,null,0,null,265,null,57596,null,6097,null,19249,null,3781,null,3439,null,1529,null,1091,null,645,null,642,null,412,null,1214,null,973,null,492,null,365,null,10726,null,2814,null,5574,null,1669,null,3385,null,1315,null,1642,null,850,null,125,null,207,null,91,null,104,null,43,null,71,null,0,null,265,null,48,null,81,null,0,null,265,null,24091,null,4389,null,15458,null,3039,null,5582,null,1729,null,2584,null,1646,null,467,null,480,null,0400000US17,Illinois,17
504178,null,5216,null,488010,null,6054,null,476692,null,6151,null,7964,null,1811,null,6598,null,1618,null,902,null,470,null,464,null,296,null,0,null,265,null,1569,null,602,null,1157,null,546,null,356,null,268,null,56,null,99,null,0,null,265,null,652,null,498,null,559,null,477,null,0,null,265,null,93,null,158,null,0,null,265,null,1133,null,508,null,1057,null,494,null,76,null,125,null,0,null,265,null,0,null,265,null,16168,null,3282,null,4025,null,1101,null,1047,null,591,null,352,null,279,null,369,null,261,null,256,null,255,null,70,null,95,null,5042,null,2058,null,3035,null,1257,null,1359,null,955,null,648,null,596,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,6054,null,2142,null,4652,null,1667,null,576,null,342,null,320,null,376,null,506,null,486,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1507012,null,6012,null,1347564,null,10126,null,1302982,null,11263,null,23292,null,3308,null,18730,null,3007,null,2285,null,720,null,2277,null,827,null,0,null,281,null,10757,null,2435,null,8642,null,2357,null,892,null,470,null,1100,null,530,null,123,null,142,null,1717,null,1079,null,1047,null,709,null,611,null,857,null,59,null,100,null,0,null,281,null,8816,null,2150,null,8300,null,2092,null,381,null,256,null,47,null,76,null,88,null,147,null,159448,null,8702,null,68360,null,6535,null,4295,null,1374,null,2098,null,779,null,1304,null,679,null,822,null,497,null,71,null,114,null,28588,null,3902,null,18802,null,2998,null,6303,null,1538,null,3212,null,1223,null,271,null,249,null,632,null,616,null,154,null,184,null,316,null,520,null,83,null,139,null,79,null,131,null,57573,null,6370,null,41679,null,5229,null,12076,null,2830,null,3394,null,1241,null,424,null,397,null,0400000US24,Maryland,24
354905,null,6157,null,230813,null,8245,null,199806,null,8917,null,10233,null,2126,null,8354,null,1984,null,1291,null,543,null,367,null,256,null,221,null,194,null,17402,null,3266,null,15855,null,3207,null,1090,null,672,null,457,null,457,null,0,null,281,null,238,null,266,null,238,null,266,null,0,null,281,null,0,null,281,null,0,null,281,null,3134,null,1645,null,2557,null,1499,null,577,null,460,null,0,null,281,null,0,null,281,null,124092,null,6534,null,36262,null,4114,null,6218,null,2120,null,2288,null,873,null,1574,null,739,null,1720,null,822,null,636,null,609,null,54750,null,5567,null,23480,null,3260,null,19261,null,2803,null,9533,null,2561,null,2476,null,905,null,226,null,196,null,121,null,158,null,0,null,281,null,105,null,193,null,0,null,281,null,26636,null,5136,null,16308,null,3481,null,5271,null,1463,null,3605,null,1728,null,1452,null,926,null,0400000US25,Massachusetts,25
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
