C20005B_001E,C20005B_001EA,C20005B_001M,C20005B_001MA,C20005B_002E,C20005B_002EA,C20005B_002M,C20005B_002MA,C20005B_003E,C20005B_003EA,C20005B_003M,C20005B_003MA,C20005B_004E,C20005B_004EA,C20005B_004M,C20005B_004MA,C20005B_005E,C20005B_005EA,C20005B_005M,C20005B_005MA,C20005B_006E,C20005B_006EA,C20005B_006M,C20005B_006MA,C20005B_007E,C20005B_007EA,C20005B_007M,C20005B_007MA,C20005B_008E,C20005B_008EA,C20005B_008M,C20005B_008MA,C20005B_009E,C20005B_009EA,C20005B_009M,C20005B_009MA,C20005B_010E,C20005B_010EA,C20005B_010M,C20005B_010MA,C20005B_011E,C20005B_011EA,C20005B_011M,C20005B_011MA,C20005B_012E,C20005B_012EA,C20005B_012M,C20005B_012MA,C20005B_013E,C20005B_013EA,C20005B_013M,C20005B_013MA,C20005B_014E,C20005B_014EA,C20005B_014M,C20005B_014MA,C20005B_015E,C20005B_015EA,C20005B_015M,C20005B_015MA,C20005B_016E,C20005B_016EA,C20005B_016M,C20005B_016MA,C20005B_017E,C20005B_017EA,C20005B_017M,C20005B_017MA,C20005B_018E,C20005B_018EA,C20005B_018M,C20005B_018MA,C20005B_019E,C20005B_019EA,C20005B_019M,C20005B_019MA,C20005B_020E,C20005B_020EA,C20005B_020M,C20005B_020MA,C20005B_021E,C20005B_021EA,C20005B_021M,C20005B_021MA,C20005B_022E,C20005B_022EA,C20005B_022M,C20005B_022MA,C20005B_023E,C20005B_023EA,C20005B_023M,C20005B_023MA,C20005B_024E,C20005B_024EA,C20005B_024M,C20005B_024MA,C20005B_025E,C20005B_025EA,C20005B_025M,C20005B_025MA,C20005B_026E,C20005B_026EA,C20005B_026M,C20005B_026MA,C20005B_027E,C20005B_027EA,C20005B_027M,C20005B_027MA,C20005B_028E,C20005B_028EA,C20005B_028M,C20005B_028MA,C20005B_029E,C20005B_029EA,C20005B_029M,C20005B_029MA,C20005B_030E,C20005B_030EA,C20005B_030M,C20005B_030MA,C20005B_031E,C20005B_031EA,C20005B_031M,C20005B_031MA,C20005B_032E,C20005B_032EA,C20005B_032M,C20005B_032MA,C20005B_033E,C20005B_033EA,C20005B_033M,C20005B_033MA,C20005B_034E,C20005B_034EA,C20005B_034M,C20005B_034MA,C20005B_035E,C20005B_035EA,C20005B_035M,C20005B_035MA,C20005B_036E,C20005B_036EA,C20005B_036M,C20005B_036MA,C20005B_037E,C20005B_037EA,C20005B_037M,C20005B_037MA,C20005B_038E,C20005B_038EA,C20005B_038M,C20005B_038MA,C20005B_039E,C20005B_039EA,C20005B_039M,C20005B_039MA,GEO_ID,NAME,state
2108618,null,6716,null,966982,null,4888,null,412530,null,9524,null,0,null,296,null,412530,null,9524,null,9072,null,1998,null,49625,null,4835,null,95503,null,6189,null,147720,null,6930,null,75334,null,4382,null,35276,null,3326,null,554452,null,9251,null,299222,null,8390,null,255230,null,7268,null,121205,null,6219,null,55968,null,4550,null,32368,null,3389,null,24824,null,2541,null,13906,null,2261,null,6959,null,1369,null,1141636,null,5259,null,431635,null,8801,null,44,null,72,null,431591,null,8810,null,9213,null,1758,null,85557,null,5776,null,108559,null,5831,null,146879,null,7656,null,59102,null,4047,null,22281,null,2892,null,710001,null,9779,null,370683,null,7324,null,339318,null,7437,null,164772,null,6087,null,81098,null,4529,null,39300,null,3218,null,31916,null,3403,null,16453,null,2013,null,5779,null,1367,null,0400000US13,Georgia,13
20777,null,1670,null,12765,null,1264,null,8364,null,1425,null,0,null,271,null,8364,null,1425,null,142,null,220,null,860,null,760,null,1540,null,889,null,3852,null,1195,null,1212,null,769,null,758,null,337,null,4401,null,1370,null,1849,null,973,null,2552,null,1041,null,939,null,644,null,303,null,254,null,466,null,378,null,417,null,391,null,392,null,346,null,35,null,61,null,8012,null,989,null,3389,null,1051,null,0,null,271,null,3389,null,1051,null,0,null,271,null,151,null,177,null,1559,null,893,null,722,null,522,null,886,null,504,null,71,null,115,null,4623,null,1099,null,1478,null,634,null,3145,null,984,null,1361,null,769,null,736,null,670,null,124,null,206,null,484,null,562,null,156,null,222,null,284,null,248,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1390971,null,6447,null,632289,null,4341,null,216625,null,6481,null,0,null,265,null,216625,null,6481,null,5384,null,1166,null,24104,null,2904,null,39237,null,3842,null,73312,null,4991,null,46522,null,3835,null,28066,null,2927,null,415664,null,6616,null,246978,null,6728,null,168686,null,6689,null,90601,null,4904,null,31803,null,2723,null,16778,null,2331,null,16222,null,2328,null,8045,null,1696,null,5237,null,1150,null,758682,null,4077,null,262366,null,7044,null,140,null,167,null,262226,null,7039,null,8542,null,1604,null,37906,null,3059,null,60776,null,4453,null,90438,null,5016,null,45031,null,3418,null,19533,null,2498,null,496316,null,7773,null,283906,null,7199,null,212410,null,6511,null,113664,null,5564,null,44264,null,3857,null,20109,null,2183,null,19315,null,2329,null,10750,null,1670,null,4308,null,955,null,0400000US17,Illinois,17
404306,null,3640,null,190485,null,2400,null,68677,null,3739,null,0,null,265,null,68677,null,3739,null,1404,null,654,null,7198,null,1638,null,15327,null,2165,null,23406,null,2940,null,15089,null,2021,null,6253,null,1356,null,121808,null,4128,null,67449,null,3543,null,54359,null,3822,null,26547,null,2823,null,12649,null,2031,null,6206,null,1324,null,4681,null,1078,null,2883,null,786,null,1393,null,580,null,213821,null,2880,null,75911,null,4216,null,0,null,265,null,75911,null,4216,null,959,null,472,null,14630,null,2425,null,22881,null,2792,null,25826,null,2708,null,8763,null,1609,null,2852,null,946,null,137910,null,4358,null,70808,null,2859,null,67102,null,3868,null,34062,null,3218,null,17614,null,2043,null,6611,null,1228,null,5617,null,1369,null,1811,null,602,null,1387,null,611,null,0400000US18,Indiana,18
48821,null,2206,null,25938,null,1792,null,8649,null,1450,null,0,null,226,null,8649,null,1450,null,64,null,103,null,1210,null,725,null,2152,null,855,null,2518,null,713,null,1248,null,589,null,1457,null,724,null,17289,null,1823,null,7245,null,1086,null,10044,null,1339,null,6417,null,1080,null,1679,null,757,null,786,null,525,null,738,null,409,null,145,null,184,null,279,null,290,null,22883,null,1435,null,6963,null,1183,null,0,null,226,null,6963,null,1183,null,115,null,130,null,2289,null,897,null,2714,null,770,null,1616,null,559,null,73,null,84,null,156,null,153,null,15920,null,1660,null,6654,null,1113,null,9266,null,1317,null,5301,null,1050,null,2453,null,930,null,838,null,449,null,284,null,205,null,309,null,281,null,81,null,100,null,0400000US19,Iowa,19
115143,null,3435,null,58584,null,2144,null,22130,null,2444,null,0,null,242,null,22130,null,2444,null,329,null,263,null,2985,null,844,null,7036,null,1689,null,6039,null,1502,null,3647,null,981,null,2094,null,789,null,36454,null,2710,null,18297,null,1982,null,18157,null,2054,null,9982,null,1542,null,4555,null,1400,null,938,null,451,null,1800,null,685,null,581,null,338,null,301,null,263,null,56559,null,2542,null,20349,null,1876,null,0,null,242,null,20349,null,1876,null,152,null,190,null,3106,null,822,null,6773,null,1315,null,7005,null,1250,null,3066,null,925,null,247,null,199,null,36210,null,2605,null,18087,null,1752,null,18123,null,2046,null,8982,null,1471,null,4428,null,1175,null,2027,null,818,null,1988,null,882,null,635,null,500,null,63,null,111,null,0400000US20,Kansas,20
239929,null,4092,null,113415,null,3607,null,40709,null,3161,null,0,null,271,null,40709,null,3161,null,771,null,468,null,6937,null,1673,null,10663,null,1695,null,14312,null,2401,null,6114,null,1231,null,1912,null,743,null,72706,null,3318,null,36491,null,3040,null,36215,null,2888,null,21314,null,2343,null,6343,null,1554,null,3269,null,1012,null,3019,null,1020,null,1321,null,558,null,949,null,579,null,126514,null,3025,null,45085,null,3163,null,0,null,271,null,45085,null,3163,null,1994,null,754,null,10287,null,1659,null,14553,null,1879,null,12600,null,1813,null,4524,null,1250,null,1127,null,535,null,81429,null,3734,null,41052,null,3016,null,40377,null,3143,null,23820,null,2360,null,8811,null,1459,null,4201,null,1149,null,2324,null,742,null,971,null,461,null,250,null,216,null,0400000US21,Kentucky,21
995731,null,4378,null,458230,null,2989,null,171962,null,6488,null,0,null,269,null,171962,null,6488,null,4345,null,1349,null,36171,null,3527,null,40589,null,3902,null,53594,null,3995,null,26399,null,3359,null,10864,null,1687,null,286268,null,7009,null,167232,null,6592,null,119036,null,5975,null,64658,null,4731,null,26530,null,3078,null,11672,null,2003,null,8892,null,1327,null,5255,null,1069,null,2029,null,658,null,537501,null,2474,null,166633,null,6183,null,0,null,269,null,166633,null,6183,null,12554,null,1828,null,61271,null,4171,null,42084,null,3629,null,35767,null,2859,null,12014,null,1765,null,2943,null,826,null,370868,null,6481,null,212175,null,6576,null,158693,null,6837,null,89897,null,5718,null,39098,null,3459,null,13256,null,2176,null,11657,null,2137,null,3670,null,972,null,1115,null,609,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1240425,null,4724,null,559855,null,2981,null,259131,null,7089,null,0,null,281,null,259131,null,7089,null,3508,null,1092,null,16353,null,2487,null,39921,null,3484,null,82673,null,5603,null,69439,null,4811,null,47237,null,3568,null,300724,null,6907,null,147985,null,5231,null,152739,null,6403,null,62977,null,4478,null,33693,null,3041,null,18636,null,2922,null,20481,null,2707,null,9282,null,1531,null,7670,null,1669,null,680570,null,3591,null,298834,null,7461,null,0,null,281,null,298834,null,7461,null,6306,null,1588,null,26565,null,2773,null,49150,null,3857,null,103562,null,5259,null,70589,null,4159,null,42662,null,3115,null,381736,null,8253,null,187278,null,6137,null,194458,null,7040,null,84960,null,5061,null,39660,null,3316,null,20684,null,2642,null,26326,null,3028,null,14246,null,1838,null,8582,null,1406,null,0400000US24,Maryland,24
288715,null,4944,null,138491,null,3214,null,57758,null,4142,null,0,null,281,null,57758,null,4142,null,554,null,366,null,5713,null,1365,null,9836,null,1887,null,22331,null,2956,null,11976,null,1975,null,7348,null,1519,null,80733,null,4050,null,37092,null,3059,null,43641,null,3505,null,20474,null,2311,null,11675,null,1881,null,2712,null,848,null,5529,null,1460,null,2100,null,909,null,1151,null,517,null,150224,null,3040,null,51745,null,3711,null,0,null,281,null,51745,null,3711,null,220,null,183,null,6835,null,1460,null,13389,null,2262,null,17035,null,2180,null,9753,null,1835,null,4513,null,1099,null,98479,null,4308,null,46334,null,3586,null,52145,null,3643,null,23075,null,2449,null,13216,null,2300,null,6589,null,1574,null,5743,null,1405,null,2680,null,872,null,842,null,427,null,0400000US25,Massachusetts,25
1052881,null,5058,null,484065,null,3180,null,142554,null,5364,null,0,null,237,null,142554,null,5364,null,4013,null,1202,null,18350,null,2695,null,30643,null,3895,null,38058,null,3422,null,31853,null,2734,null,19637,null,2664,null,341511,null,6252,null,206663,null,5019,null,134848,null,4933,null,70698,null,4095,null,25787,null,2705,null,12829,null,2007,null,13129,null,1844,null,7186,null,1349,null,5219,null,997,null,568816,null,3437,null,163389,null,4971,null,0,null,237,null,163389,null,4971,null,7561,null,1796,null,24084,null,2746,null,37796,null,3507,null,55723,null,4022,null,27454,null,2400,null,10771,null,1675,null,405427,null,6030,null,235983,null,5751,null,169444,null,5641,null,82055,null,4064,null,35362,null,3255,null,19758,null,2310,null,18221,null,1939,null,10963,null,1564,null,3085,null,882,null,0400000US26,Michigan,26
156527,null,2884,null,81802,null,2141,null,30852,null,2744,null,0,null,211,null,30852,null,2744,null,522,null,291,null,3112,null,1124,null,7549,null,1680,null,12302,null,1876,null,4619,null,1249,null,2748,null,1057,null,50950,null,3112,null,23259,null,2516,null,27691,null,2518,null,13468,null,1897,null,6920,null,1545,null,2564,null,784,null,3453,null,1075,null,683,null,434,null,603,null,350,null,74725,null,1889,null,22033,null,2009,null,0,null,211,null,22033,null,2009,null,371,null,356,null,2911,null,855,null,8047,null,1517,null,7377,null,1418,null,2207,null,632,null,1120,null,424,null,52692,null,2372,null,22711,null,2367,null,29981,null,2416,null,14528,null,1781,null,7278,null,1546,null,4159,null,1130,null,2490,null,733,null,1366,null,634,null,160,null,155,null,0400000US27,Minnesota,27
793450,null,4871,null,362499,null,3328,null,121110,null,5091,null,0,null,289,null,121110,null,5091,null,3616,null,1093,null,26973,null,2819,null,34055,null,3615,null,38328,null,3236,null,11424,null,2252,null,6714,null,1483,null,241389,null,5057,null,138297,null,4765,null,103092,null,4581,null,57734,null,3789,null,21523,null,2438,null,10535,null,1865,null,8583,null,1666,null,2826,null,865,null,1891,null,828,null,430951,null,2830,null,125755,null,5871,null,49,null,87,null,125706,null,5887,null,8017,null,1836,null,46348,null,4438,null,35507,null,3458,null,24029,null,2699,null,9139,null,1653,null,2666,null,934,null,305196,null,6623,null,173243,null,5734,null,131953,null,5429,null,81193,null,4422,null,28308,null,2990,null,11444,null,1805,null,8542,null,1575,null,1942,null,733,null,524,null,301,null,0400000US28,Mississippi,28
488020,null,4000,null,223361,null,2925,null,77697,null,4432,null,0,null,255,null,77697,null,4432,null,1629,null,708,null,12675,null,2142,null,18450,null,2367,null,29556,null,3374,null,10391,null,1573,null,4996,null,1264,null,145664,null,4919,null,75936,null,4251,null,69728,null,4328,null,37112,null,3353,null,14345,null,2203,null,8732,null,1836,null,6316,null,1397,null,2415,null,730,null,808,null,336,null,264659,null,2950,null,93578,null,4531,null,0,null,255,null,93578,null,4531,null,2598,null,847,null,17700,null,2440,null,26559,null,2734,null,32274,null,3353,null,10438,null,1778,null,4009,null,1111,null,171081,null,5043,null,90842,null,4658,null,80239,null,4755,null,43829,null,3073,null,16215,null,1957,null,9211,null,1727,null,6700,null,1220,null,2975,null,872,null,1309,null,676,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
51413,null,1712,null,25383,null,1023,null,10033,null,1570,null,0,null,218,null,10033,null,1570,null,45,null,80,null,1617,null,834,null,3177,null,1157,null,3442,null,1022,null,1253,null,517,null,499,null,408,null,15350,null,1557,null,6740,null,1159,null,8610,null,1393,null,4234,null,1140,null,2375,null,892,null,1016,null,520,null,510,null,288,null,411,null,291,null,64,null,107,null,26030,null,1084,null,8324,null,1453,null,0,null,218,null,8324,null,1453,null,249,null,248,null,2083,null,744,null,2022,null,674,null,2976,null,1057,null,650,null,413,null,344,null,261,null,17706,null,1475,null,8134,null,1560,null,9572,null,1336,null,5264,null,1063,null,2678,null,781,null,857,null,432,null,559,null,335,null,173,null,171,null,41,null,70,null,0400000US31,Nebraska,31
139132,null,2829,null,68594,null,1694,null,30090,null,2548,null,0,null,298,null,30090,null,2548,null,90,null,113,null,1964,null,701,null,7337,null,1659,null,12715,null,2060,null,4477,null,1091,null,3507,null,896,null,38504,null,2218,null,20848,null,2133,null,17656,null,1726,null,7149,null,1292,null,3587,null,931,null,2134,null,754,null,2270,null,799,null,1681,null,764,null,835,null,574,null,70538,null,1842,null,27457,null,2501,null,0,null,298,null,27457,null,2501,null,551,null,573,null,3312,null,946,null,8539,null,1601,null,11007,null,1745,null,3434,null,987,null,614,null,426,null,43081,null,2309,null,23124,null,2040,null,19957,null,2004,null,8642,null,1377,null,4114,null,1049,null,3134,null,951,null,2770,null,922,null,1169,null,517,null,128,null,119,null,0400000US32,Nevada,32
