C19037F_001E,C19037F_001EA,C19037F_001M,C19037F_001MA,C19037F_002E,C19037F_002EA,C19037F_002M,C19037F_002MA,C19037F_003E,C19037F_003EA,C19037F_003M,C19037F_003MA,C19037F_004E,C19037F_004EA,C19037F_004M,C19037F_004MA,C19037F_005E,C19037F_005EA,C19037F_005M,C19037F_005MA,C19037F_006E,C19037F_006EA,C19037F_006M,C19037F_006MA,C19037F_007E,C19037F_007EA,C19037F_007M,C19037F_007MA,C19037F_008E,C19037F_008EA,C19037F_008M,C19037F_008MA,C19037F_009E,C19037F_009EA,C19037F_009M,C19037F_009MA,C19037F_010E,C19037F_010EA,C19037F_010M,C19037F_010MA,C19037F_011E,C19037F_011EA,C19037F_011M,C19037F_011MA,C19037F_012E,C19037F_012EA,C19037F_012M,C19037F_012MA,C19037F_013E,C19037F_013EA,C19037F_013M,C19037F_013MA,C19037F_014E,C19037F_014EA,C19037F_014M,C19037F_014MA,C19037F_015E,C19037F_015EA,C19037F_015M,C19037F_015MA,C19037F_016E,C19037F_016EA,C19037F_016M,C19037F_016MA,C19037F_017E,C19037F_017EA,C19037F_017M,C19037F_017MA,C19037F_018E,C19037F_018EA,C19037F_018M,C19037F_018MA,C19037F_019E,C19037F_019EA,C19037F_019M,C19037F_019MA,C19037F_020E,C19037F_020EA,C19037F_020M,C19037F_020MA,C19037F_021E,C19037F_021EA,C19037F_021M,C19037F_021MA,C19037F_022E,C19037F_022EA,C19037F_022M,C19037F_022MA,C19037F_023E,C19037F_023EA,C19037F_023M,C19037F_023MA,C19037F_024E,C19037F_024EA,C19037F_024M,C19037F_024MA,C19037F_025E,C19037F_025EA,C19037F_025M,C19037F_025MA,C19037F_026E,C19037F_026EA,C19037F_026M,C19037F_026MA,C19037F_027E,C19037F_027EA,C19037F_027M,C19037F_027MA,C19037F_028E,C19037F_028EA,C19037F_028M,C19037F_028MA,C19037F_029E,C19037F_029EA,C19037F_029M,C19037F_029MA,C19037F_030E,C19037F_030EA,C19037F_030M,C19037F_030MA,C19037F_031E,C19037F_031EA,C19037F_031M,C19037F_031MA,C19037F_032E,C19037F_032EA,C19037F_032M,C19037F_032MA,C19037F_033E,C19037F_033EA,C19037F_033M,C19037F_033MA,C19037F_034E,C19037F_034EA,C19037F_034M,C19037F_034MA,C19037F_035E,C19037F_035EA,C19037F_035M,C19037F_035MA,C19037F_036E,C19037F_036EA,C19037F_036M,C19037F_036MA,C19037F_037E,C19037F_037EA,C19037F_037M,C19037F_037MA,C19037F_038E,C19037F_038EA,C19037F_038M,C19037F_038MA,C19037F_039E,C19037F_039EA,C19037F_039M,C19037F_039MA,C19037F_040E,C19037F_040EA,C19037F_040M,C19037F_040MA,C19037F_041E,C19037F_041EA,C19037F_041M,C19037F_041MA,C19037F_042E,C19037F_042EA,C19037F_042M,C19037F_042MA,C19037F_043E,C19037F_043EA,C19037F_043M,C19037F_043MA,C19037F_044E,C19037F_044EA,C19037F_044M,C19037F_044MA,C19037F_045E,C19037F_045EA,C19037F_045M,C19037F_045MA,GEO_ID,NAME,state
89519,null,4758,null,7139,null,1171,null,780,null,480,null,871,null,496,null,1557,null,646,null,1288,null,627,null,1449,null,600,null,908,null,551,null,159,null,185,null,93,null,159,null,34,null,57,null,0,null,296,null,61845,null,3786,null,3638,null,1071,null,2284,null,908,null,10461,null,1893,null,11227,null,1935,null,11679,null,1872,null,13212,null,2242,null,5500,null,1416,null,2773,null,990,null,529,null,380,null,542,null,355,null,18770,null,2706,null,1389,null,912,null,1701,null,797,null,1737,null,794,null,3092,null,955,null,3339,null,1348,null,4322,null,1182,null,2182,null,891,null,500,null,320,null,316,null,433,null,192,null,242,null,1765,null,766,null,327,null,274,null,240,null,181,null,329,null,328,null,604,null,531,null,78,null,102,null,64,null,106,null,0,null,296,null,123,null,169,null,0,null,296,null,0,null,296,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
288885,null,5982,null,16338,null,2058,null,2110,null,774,null,1291,null,585,null,2265,null,785,null,3134,null,946,null,4028,null,1226,null,2382,null,964,null,798,null,546,null,227,null,259,null,103,null,165,null,0,null,265,null,171111,null,5788,null,5401,null,1433,null,7804,null,1631,null,25821,null,3180,null,24560,null,2876,null,33778,null,3097,null,37050,null,3028,null,21105,null,2966,null,12789,null,2042,null,1813,null,685,null,990,null,572,null,85324,null,4182,null,4778,null,1189,null,3355,null,983,null,9112,null,1802,null,9094,null,1713,null,13255,null,2086,null,20870,null,2793,null,12448,null,1725,null,9322,null,1816,null,2687,null,1047,null,403,null,289,null,16112,null,1656,null,3071,null,923,null,2133,null,911,null,2101,null,757,null,2112,null,781,null,1650,null,680,null,1836,null,795,null,1422,null,678,null,1423,null,732,null,259,null,248,null,105,null,120,null,0400000US17,Illinois,17
43990,null,2416,null,3514,null,929,null,503,null,340,null,76,null,105,null,1061,null,654,null,657,null,438,null,724,null,382,null,309,null,222,null,0,null,265,null,184,null,252,null,0,null,265,null,0,null,265,null,28156,null,2360,null,2399,null,864,null,1807,null,707,null,3859,null,1157,null,4625,null,1347,null,6033,null,1359,null,5999,null,1192,null,1887,null,711,null,1122,null,484,null,59,null,101,null,366,null,300,null,10112,null,1355,null,571,null,347,null,390,null,340,null,1465,null,611,null,1620,null,741,null,1218,null,601,null,2596,null,1029,null,1125,null,573,null,993,null,512,null,92,null,118,null,42,null,77,null,2208,null,756,null,98,null,118,null,576,null,412,null,438,null,357,null,404,null,399,null,297,null,295,null,303,null,265,null,92,null,154,null,0,null,265,null,0,null,265,null,0,null,265,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
24868,null,2306,null,1615,null,649,null,122,null,128,null,398,null,323,null,437,null,373,null,264,null,196,null,268,null,236,null,126,null,147,null,0,null,242,null,0,null,242,null,0,null,242,null,0,null,242,null,14875,null,2036,null,781,null,531,null,1243,null,617,null,3083,null,1082,null,3060,null,1038,null,3293,null,859,null,1969,null,624,null,1076,null,646,null,370,null,273,null,0,null,242,null,0,null,242,null,6491,null,1130,null,406,null,255,null,288,null,262,null,1143,null,515,null,872,null,418,null,1204,null,545,null,1238,null,540,null,1006,null,430,null,263,null,216,null,71,null,119,null,0,null,242,null,1887,null,549,null,280,null,250,null,405,null,312,null,394,null,278,null,329,null,272,null,100,null,122,null,288,null,193,null,91,null,111,null,0,null,242,null,0,null,242,null,0,null,242,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
46214,null,2960,null,2063,null,881,null,0,null,281,null,100,null,167,null,226,null,272,null,244,null,270,null,407,null,422,null,767,null,461,null,113,null,141,null,206,null,279,null,0,null,281,null,0,null,281,null,30597,null,2616,null,211,null,287,null,806,null,573,null,1974,null,839,null,2963,null,1053,null,5829,null,1403,null,9243,null,1545,null,4890,null,1207,null,2812,null,999,null,969,null,581,null,900,null,587,null,11275,null,1580,null,343,null,283,null,214,null,253,null,533,null,427,null,793,null,510,null,1417,null,678,null,3923,null,994,null,2265,null,754,null,1032,null,498,null,557,null,366,null,198,null,226,null,2279,null,749,null,413,null,332,null,175,null,251,null,623,null,433,null,171,null,210,null,328,null,386,null,320,null,290,null,165,null,197,null,70,null,115,null,0,null,281,null,14,null,23,null,0400000US24,Maryland,24
90147,null,5035,null,6523,null,1447,null,896,null,537,null,487,null,459,null,1196,null,664,null,998,null,653,null,878,null,518,null,1143,null,608,null,462,null,338,null,463,null,396,null,0,null,281,null,0,null,281,null,53008,null,4151,null,6173,null,1455,null,4121,null,1111,null,7894,null,1753,null,7445,null,1436,null,8364,null,1518,null,10377,null,1983,null,4167,null,1142,null,3705,null,1113,null,408,null,284,null,354,null,383,null,23889,null,2137,null,5070,null,1097,null,1943,null,848,null,3363,null,983,null,2746,null,752,null,3173,null,988,null,3119,null,980,null,2675,null,825,null,947,null,483,null,550,null,418,null,303,null,340,null,6727,null,1242,null,2728,null,832,null,1070,null,519,null,1343,null,609,null,540,null,313,null,374,null,319,null,358,null,277,null,151,null,175,null,90,null,110,null,0,null,281,null,73,null,122,null,0400000US25,Massachusetts,25
47360,null,3105,null,3139,null,812,null,439,null,277,null,134,null,143,null,524,null,402,null,820,null,434,null,140,null,137,null,826,null,511,null,41,null,73,null,215,null,250,null,0,null,237,null,0,null,237,null,29095,null,2670,null,2594,null,1104,null,1536,null,738,null,5885,null,1411,null,6480,null,1601,null,4166,null,1149,null,4703,null,1293,null,2552,null,708,null,851,null,594,null,157,null,200,null,171,null,138,null,12376,null,1578,null,1310,null,645,null,736,null,469,null,1343,null,627,null,1633,null,739,null,1793,null,611,null,2588,null,800,null,1742,null,602,null,1031,null,520,null,187,null,185,null,13,null,22,null,2750,null,687,null,150,null,183,null,530,null,358,null,361,null,275,null,325,null,251,null,755,null,402,null,460,null,212,null,94,null,84,null,20,null,33,null,55,null,89,null,0,null,237,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
