B17010G_001E,B17010G_001EA,B17010G_001M,B17010G_001MA,B17010G_002E,B17010G_002EA,B17010G_002M,B17010G_002MA,B17010G_003E,B17010G_003EA,B17010G_003M,B17010G_003MA,B17010G_004E,B17010G_004EA,B17010G_004M,B17010G_004MA,B17010G_005E,B17010G_005EA,B17010G_005M,B17010G_005MA,B17010G_006E,B17010G_006EA,B17010G_006M,B17010G_006MA,B17010G_007E,B17010G_007EA,B17010G_007M,B17010G_007MA,B17010G_008E,B17010G_008EA,B17010G_008M,B17010G_008MA,B17010G_009E,B17010G_009EA,B17010G_009M,B17010G_009MA,B17010G_010E,B17010G_010EA,B17010G_010M,B17010G_010MA,B17010G_011E,B17010G_011EA,B17010G_011M,B17010G_011MA,B17010G_012E,B17010G_012EA,B17010G_012M,B17010G_012MA,B17010G_013E,B17010G_013EA,B17010G_013M,B17010G_013MA,B17010G_014E,B17010G_014EA,B17010G_014M,B17010G_014MA,B17010G_015E,B17010G_015EA,B17010G_015M,B17010G_015MA,B17010G_016E,B17010G_016EA,B17010G_016M,B17010G_016MA,B17010G_017E,B17010G_017EA,B17010G_017M,B17010G_017MA,B17010G_018E,B17010G_018EA,B17010G_018M,B17010G_018MA,B17010G_019E,B17010G_019EA,B17010G_019M,B17010G_019MA,B17010G_020E,B17010G_020EA,B17010G_020M,B17010G_020MA,B17010G_021E,B17010G_021EA,B17010G_021M,B17010G_021MA,B17010G_022E,B17010G_022EA,B17010G_022M,B17010G_022MA,B17010G_023E,B17010G_023EA,B17010G_023M,B17010G_023MA,B17010G_024E,B17010G_024EA,B17010G_024M,B17010G_024MA,B17010G_025E,B17010G_025EA,B17010G_025M,B17010G_025MA,B17010G_026E,B17010G_026EA,B17010G_026M,B17010G_026MA,B17010G_027E,B17010G_027EA,B17010G_027M,B17010G_027MA,B17010G_028E,B17010G_028EA,B17010G_028M,B17010G_028MA,B17010G_029E,B17010G_029EA,B17010G_029M,B17010G_029MA,B17010G_030E,B17010G_030EA,B17010G_030M,B17010G_030MA,B17010G_031E,B17010G_031EA,B17010G_031M,B17010G_031MA,B17010G_032E,B17010G_032EA,B17010G_032M,B17010G_032MA,B17010G_033E,B17010G_033EA,B17010G_033M,B17010G_033MA,B17010G_034E,B17010G_034EA,B17010G_034M,B17010G_034MA,B17010G_035E,B17010G_035EA,B17010G_035M,B17010G_035MA,B17010G_036E,B17010G_036EA,B17010G_036M,B17010G_036MA,B17010G_037E,B17010G_037EA,B17010G_037M,B17010G_037MA,B17010G_038E,B17010G_038EA,B17010G_038M,B17010G_038MA,B17010G_039E,B17010G_039EA,B17010G_039M,B17010G_039MA,B17010G_040E,B17010G_040EA,B17010G_040M,B17010G_040MA,B17010G_041E,B17010G_041EA,B17010G_041M,B17010G_041MA,GEO_ID,NAME,state
17586,null,2391,null,2396,null,775,null,702,null,443,null,277,null,272,null,0,null,296,null,80,null,139,null,197,null,244,null,425,null,370,null,1694,null,712,null,95,null,157,null,95,null,157,null,95,null,157,null,0,null,296,null,0,null,296,null,0,null,296,null,1599,null,694,null,1472,null,676,null,298,null,445,null,520,null,402,null,654,null,338,null,127,null,121,null,15190,null,2270,null,11112,null,1880,null,6050,null,1243,null,1105,null,540,null,1214,null,473,null,3731,null,902,null,5062,null,1007,null,4078,null,1206,null,563,null,343,null,314,null,249,null,133,null,181,null,0,null,296,null,181,null,181,null,249,null,231,null,3515,null,1147,null,2013,null,832,null,183,null,178,null,318,null,298,null,1512,null,705,null,1502,null,768,null,0400000US13,Georgia,13
49381,null,2923,null,4546,null,1074,null,934,null,484,null,669,null,462,null,50,null,82,null,401,null,360,null,218,null,284,null,265,null,214,null,3612,null,1069,null,360,null,244,null,210,null,214,null,20,null,32,null,47,null,79,null,143,null,195,null,150,null,151,null,3252,null,1036,null,2987,null,1012,null,469,null,330,null,1094,null,635,null,1424,null,700,null,265,null,195,null,44835,null,2949,null,32169,null,2569,null,19566,null,2206,null,3023,null,877,null,5548,null,991,null,10995,null,1899,null,12603,null,1724,null,12666,null,2082,null,4093,null,1122,null,2970,null,1047,null,68,null,87,null,607,null,447,null,2295,null,971,null,1123,null,418,null,8573,null,1687,null,5713,null,1391,null,679,null,549,null,751,null,404,null,4283,null,1184,null,2860,null,819,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
26972,null,2776,null,3312,null,856,null,829,null,380,null,576,null,296,null,57,null,79,null,242,null,244,null,277,null,266,null,253,null,219,null,2483,null,726,null,284,null,206,null,243,null,195,null,45,null,73,null,58,null,100,null,140,null,150,null,41,null,59,null,2199,null,698,null,2024,null,692,null,422,null,309,null,349,null,261,null,1253,null,505,null,175,null,193,null,23660,null,2601,null,16009,null,1800,null,9080,null,1491,null,1999,null,777,null,2272,null,889,null,4809,null,1151,null,6929,null,1163,null,7651,null,1497,null,1986,null,837,null,1421,null,678,null,458,null,352,null,426,null,393,null,537,null,324,null,565,null,421,null,5665,null,1259,null,3553,null,1189,null,394,null,275,null,583,null,359,null,2576,null,1098,null,2112,null,758,null,0400000US17,Illinois,17
16015,null,2008,null,3150,null,843,null,352,null,231,null,327,null,226,null,72,null,125,null,34,null,60,null,221,null,156,null,25,null,36,null,2798,null,833,null,259,null,294,null,252,null,293,null,126,null,186,null,0,null,265,null,126,null,212,null,7,null,14,null,2539,null,815,null,2197,null,754,null,463,null,417,null,732,null,442,null,1002,null,551,null,342,null,241,null,12865,null,1732,null,8244,null,1272,null,3703,null,959,null,828,null,439,null,852,null,623,null,2023,null,674,null,4541,null,828,null,4621,null,1074,null,1653,null,646,null,1117,null,530,null,336,null,331,null,187,null,197,null,594,null,337,null,536,null,410,null,2968,null,1012,null,2139,null,957,null,207,null,271,null,256,null,293,null,1676,null,773,null,829,null,430,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
18718,null,2041,null,3173,null,905,null,883,null,508,null,605,null,405,null,193,null,327,null,152,null,184,null,260,null,191,null,278,null,256,null,2290,null,846,null,312,null,257,null,235,null,228,null,46,null,87,null,88,null,148,null,101,null,169,null,77,null,105,null,1978,null,809,null,1858,null,796,null,439,null,392,null,535,null,396,null,884,null,461,null,120,null,151,null,15545,null,1993,null,10530,null,1651,null,6163,null,1351,null,2353,null,877,null,1281,null,661,null,2529,null,681,null,4367,null,1028,null,5015,null,1189,null,1450,null,676,null,640,null,427,null,68,null,114,null,152,null,190,null,420,null,387,null,810,null,480,null,3565,null,1035,null,3054,null,1005,null,452,null,423,null,191,null,203,null,2411,null,941,null,511,null,234,null,0400000US25,Massachusetts,25
29562,null,2315,null,6626,null,1522,null,1505,null,489,null,1058,null,383,null,269,null,259,null,319,null,199,null,470,null,274,null,447,null,299,null,5121,null,1444,null,791,null,449,null,733,null,437,null,566,null,408,null,42,null,72,null,125,null,143,null,58,null,99,null,4330,null,1428,null,3543,null,1103,null,1302,null,730,null,685,null,490,null,1556,null,635,null,787,null,589,null,22936,null,2027,null,15320,null,1649,null,8192,null,1255,null,1210,null,422,null,2030,null,690,null,4952,null,962,null,7128,null,939,null,7616,null,1421,null,2102,null,686,null,1127,null,482,null,675,null,384,null,58,null,82,null,394,null,334,null,975,null,556,null,5514,null,1117,null,3641,null,939,null,546,null,342,null,573,null,339,null,2522,null,658,null,1873,null,522,null,0400000US26,Michigan,26
11762,null,1589,null,1998,null,766,null,172,null,150,null,172,null,150,null,0,null,211,null,172,null,150,null,0,null,211,null,0,null,211,null,1826,null,753,null,59,null,59,null,59,null,59,null,17,null,27,null,6,null,12,null,36,null,52,null,0,null,211,null,1767,null,752,null,1734,null,756,null,499,null,326,null,774,null,613,null,461,null,329,null,33,null,56,null,9764,null,1472,null,6404,null,1090,null,3230,null,851,null,580,null,387,null,921,null,493,null,1729,null,545,null,3174,null,720,null,3360,null,1095,null,1003,null,508,null,613,null,356,null,101,null,97,null,52,null,86,null,460,null,316,null,390,null,354,null,2357,null,907,null,1750,null,754,null,500,null,465,null,98,null,122,null,1152,null,619,null,607,null,492,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
18826,null,2043,null,2560,null,665,null,465,null,334,null,354,null,310,null,222,null,271,null,65,null,103,null,67,null,93,null,111,null,98,null,2095,null,622,null,160,null,167,null,160,null,167,null,0,null,255,null,89,null,135,null,71,null,98,null,0,null,255,null,1935,null,608,null,1838,null,595,null,439,null,311,null,685,null,394,null,714,null,408,null,97,null,100,null,16266,null,2038,null,11634,null,1786,null,5957,null,1265,null,1078,null,577,null,1128,null,573,null,3751,null,1002,null,5677,null,936,null,4632,null,1099,null,2125,null,712,null,804,null,408,null,225,null,207,null,228,null,269,null,351,null,239,null,1321,null,565,null,2507,null,951,null,1742,null,915,null,56,null,75,null,232,null,232,null,1454,null,799,null,765,null,302,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
21537,null,2016,null,2817,null,936,null,650,null,404,null,142,null,167,null,0,null,277,null,0,null,277,null,142,null,167,null,508,null,361,null,2167,null,814,null,376,null,260,null,261,null,245,null,0,null,277,null,47,null,76,null,214,null,230,null,115,null,137,null,1791,null,748,null,1749,null,758,null,550,null,466,null,0,null,277,null,1199,null,615,null,42,null,70,null,18720,null,1893,null,13551,null,1591,null,7251,null,1074,null,1362,null,595,null,1524,null,467,null,4365,null,857,null,6300,null,1144,null,5169,null,1063,null,1620,null,624,null,840,null,495,null,376,null,364,null,134,null,158,null,330,null,275,null,780,null,406,null,3549,null,943,null,2104,null,820,null,500,null,405,null,0,null,277,null,1604,null,670,null,1445,null,534,null,0400000US34,New Jersey,34
