B16005H_001E,B16005H_001EA,B16005H_001M,B16005H_001MA,B16005H_002E,B16005H_002EA,B16005H_002M,B16005H_002MA,B16005H_003E,B16005H_003EA,B16005H_003M,B16005H_003MA,B16005H_004E,B16005H_004EA,B16005H_004M,B16005H_004MA,B16005H_005E,B16005H_005EA,B16005H_005M,B16005H_005MA,B16005H_006E,B16005H_006EA,B16005H_006M,B16005H_006MA,B16005H_007E,B16005H_007EA,B16005H_007M,B16005H_007MA,B16005H_008E,B16005H_008EA,B16005H_008M,B16005H_008MA,B16005H_009E,B16005H_009EA,B16005H_009M,B16005H_009MA,B16005H_010E,B16005H_010EA,B16005H_010M,B16005H_010MA,B16005H_011E,B16005H_011EA,B16005H_011M,B16005H_011MA,B16005H_012E,B16005H_012EA,B16005H_012M,B16005H_012MA,B16005H_013E,B16005H_013EA,B16005H_013M,B16005H_013MA,B16005H_014E,B16005H_014EA,B16005H_014M,B16005H_014MA,B16005H_015E,B16005H_015EA,B16005H_015M,B16005H_015MA,B16005H_016E,B16005H_016EA,B16005H_016M,B16005H_016MA,B16005H_017E,B16005H_017EA,B16005H_017M,B16005H_017MA,B16005H_018E,B16005H_018EA,B16005H_018M,B16005H_018MA,B16005H_019E,B16005H_019EA,B16005H_019M,B16005H_019MA,B16005H_020E,B16005H_020EA,B16005H_020M,B16005H_020MA,B16005H_021E,B16005H_021EA,B16005H_021M,B16005H_021MA,B16005H_022E,B16005H_022EA,B16005H_022M,B16005H_022MA,B16005H_023E,B16005H_023EA,B16005H_023M,B16005H_023MA,B16005H_024E,B16005H_024EA,B16005H_024M,B16005H_024MA,B16005H_025E,B16005H_025EA,B16005H_025M,B16005H_025MA,B16005H_026E,B16005H_026EA,B16005H_026M,B16005H_026MA,B16005H_027E,B16005H_027EA,B16005H_027M,B16005H_027MA,B16005H_028E,B16005H_028EA,B16005H_028M,B16005H_028MA,B16005H_029E,B16005H_029EA,B16005H_029M,B16005H_029MA,B16005H_030E,B16005H_030EA,B16005H_030M,B16005H_030MA,B16005H_031E,B16005H_031EA,B16005H_031M,B16005H_031MA,B16005H_032E,B16005H_032EA,B16005H_032M,B16005H_032MA,B16005H_033E,B16005H_033EA,B16005H_033M,B16005H_033MA,B16005H_034E,B16005H_034EA,B16005H_034M,B16005H_034MA,B16005H_035E,B16005H_035EA,B16005H_035M,B16005H_035MA,B16005H_036E,B16005H_036EA,B16005H_036M,B16005H_036MA,B16005H_037E,B16005H_037EA,B16005H_037M,B16005H_037MA,B16005H_038E,B16005H_038EA,B16005H_038M,B16005H_038MA,B16005H_039E,B16005H_039EA,B16005H_039M,B16005H_039MA,B16005H_040E,B16005H_040EA,B16005H_040M,B16005H_040MA,B16005H_041E,B16005H_041EA,B16005H_041M,B16005H_041MA,B16005H_042E,B16005H_042EA,B16005H_042M,B16005H_042MA,B16005H_043E,B16005H_043EA,B16005H_043M,B16005H_043MA,B16005H_044E,B16005H_044EA,B16005H_044M,B16005H_044MA,B16005H_045E,B16005H_045EA,B16005H_045M,B16005H_045MA,GEO_ID,NAME,state
5215414,null,3933,null,5079755,null,8042,null,4976271,null,10755,null,52390,null,4601,null,41208,null,4091,null,5227,null,1078,null,5841,null,1304,null,114,null,131,null,41813,null,4059,null,35186,null,3732,null,4549,null,1137,null,1999,null,644,null,79,null,129,null,4571,null,1180,null,3553,null,1082,null,407,null,292,null,611,null,352,null,0,null,296,null,4710,null,1518,null,4441,null,1509,null,144,null,171,null,125,null,144,null,0,null,296,null,135659,null,7822,null,47692,null,3836,null,5007,null,1934,null,3389,null,1545,null,1113,null,746,null,505,null,442,null,0,null,296,null,70624,null,7443,null,43076,null,4843,null,17037,null,2913,null,9262,null,2240,null,1249,null,615,null,3051,null,1529,null,1325,null,551,null,788,null,605,null,416,null,488,null,522,null,832,null,9285,null,2698,null,6462,null,2099,null,2536,null,1154,null,287,null,319,null,0,null,296,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
7874898,null,3263,null,7391827,null,15469,null,7100089,null,19770,null,79788,null,4594,null,65613,null,4089,null,7064,null,1085,null,7065,null,1184,null,46,null,75,null,180293,null,9301,null,152998,null,8366,null,16011,null,2319,null,10001,null,1806,null,1283,null,583,null,4750,null,1132,null,3927,null,1050,null,617,null,362,null,206,null,160,null,0,null,265,null,26907,null,4987,null,24492,null,4716,null,1221,null,610,null,1070,null,558,null,124,null,146,null,483071,null,15595,null,98574,null,5702,null,6820,null,1613,null,3388,null,1128,null,2036,null,805,null,999,null,556,null,397,null,405,null,333924,null,13420,null,153523,null,8030,null,100738,null,6192,null,62809,null,4930,null,16854,null,2978,null,3688,null,1220,null,1792,null,857,null,1506,null,584,null,390,null,390,null,0,null,265,null,40065,null,5790,null,20390,null,3611,null,13582,null,2829,null,5066,null,1456,null,1027,null,684,null,0400000US17,Illinois,17
4961434,null,2987,null,4899613,null,4901,null,4775414,null,9324,null,43696,null,3411,null,34114,null,3013,null,4568,null,1013,null,5013,null,1111,null,1,null,3,null,74297,null,6303,null,57584,null,5305,null,12034,null,2433,null,4368,null,978,null,311,null,275,null,2909,null,714,null,2262,null,665,null,338,null,292,null,204,null,207,null,105,null,146,null,3297,null,1169,null,2940,null,1129,null,233,null,226,null,124,null,143,null,0,null,265,null,61821,null,4358,null,26364,null,2420,null,750,null,499,null,268,null,232,null,413,null,409,null,42,null,68,null,27,null,44,null,28494,null,3509,null,17336,null,2302,null,8102,null,1648,null,2181,null,901,null,875,null,672,null,573,null,415,null,475,null,391,null,18,null,32,null,80,null,131,null,0,null,265,null,5640,null,1563,null,3842,null,1144,null,881,null,497,null,917,null,574,null,0,null,265,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
2099859,null,736,null,2077838,null,2813,null,2036049,null,4377,null,22648,null,2208,null,18138,null,1940,null,2224,null,628,null,2221,null,703,null,65,null,107,null,15721,null,1670,null,13701,null,1583,null,1088,null,350,null,853,null,357,null,79,null,112,null,1828,null,694,null,1778,null,686,null,50,null,84,null,0,null,242,null,0,null,242,null,1592,null,957,null,1408,null,900,null,184,null,176,null,0,null,242,null,0,null,242,null,22021,null,2658,null,9705,null,1413,null,974,null,515,null,332,null,237,null,465,null,373,null,177,null,177,null,0,null,242,null,8899,null,2049,null,6075,null,1387,null,1828,null,689,null,996,null,498,null,0,null,242,null,266,null,222,null,74,null,121,null,144,null,168,null,48,null,81,null,0,null,242,null,2177,null,927,null,1747,null,799,null,281,null,320,null,149,null,242,null,0,null,242,null,0400000US20,Kansas,20
3504383,null,2394,null,3472614,null,4349,null,3412798,null,7288,null,30149,null,2986,null,19337,null,2758,null,4284,null,826,null,6387,null,1333,null,141,null,170,null,26081,null,3997,null,17129,null,2627,null,5751,null,1964,null,2900,null,1059,null,301,null,279,null,2392,null,940,null,1801,null,796,null,450,null,378,null,141,null,135,null,0,null,271,null,1194,null,643,null,1002,null,603,null,165,null,160,null,27,null,46,null,0,null,271,null,31769,null,3691,null,13643,null,1973,null,626,null,443,null,626,null,443,null,0,null,271,null,0,null,271,null,0,null,271,null,15183,null,2639,null,9038,null,1727,null,4427,null,1333,null,1505,null,674,null,213,null,281,null,1154,null,1089,null,654,null,758,null,263,null,210,null,237,null,328,null,0,null,271,null,1163,null,581,null,728,null,431,null,260,null,284,null,175,null,178,null,0,null,271,null,0400000US21,Kentucky,21
2510482,null,1134,null,2479162,null,4250,null,2333518,null,7045,null,22889,null,2665,null,18715,null,2186,null,2248,null,738,null,1872,null,721,null,54,null,91,null,118863,null,4343,null,98526,null,4545,null,15585,null,1816,null,4752,null,995,null,0,null,269,null,1451,null,727,null,1451,null,727,null,0,null,269,null,0,null,269,null,0,null,269,null,2441,null,1271,null,1830,null,1109,null,199,null,252,null,412,null,502,null,0,null,269,null,31320,null,4210,null,14614,null,2544,null,1773,null,1028,null,871,null,539,null,902,null,940,null,0,null,269,null,0,null,269,null,10046,null,2735,null,6115,null,1565,null,1712,null,800,null,1985,null,1443,null,234,null,359,null,294,null,279,null,62,null,104,null,232,null,214,null,0,null,269,null,0,null,269,null,4593,null,1975,null,2472,null,1145,null,586,null,411,null,812,null,639,null,723,null,922,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
3073514,null,3567,null,2945380,null,7775,null,2850022,null,10329,null,34913,null,3042,null,27016,null,2710,null,3326,null,882,null,4511,null,1016,null,60,null,99,null,50122,null,4461,null,42663,null,4027,null,4868,null,1143,null,2473,null,563,null,118,null,140,null,3598,null,1162,null,3314,null,1155,null,104,null,109,null,67,null,87,null,113,null,131,null,6725,null,1959,null,6369,null,1907,null,124,null,176,null,232,null,204,null,0,null,281,null,128134,null,7159,null,46180,null,3574,null,1932,null,801,null,1409,null,572,null,370,null,390,null,0,null,281,null,153,null,249,null,65158,null,5597,null,41088,null,3541,null,14192,null,2331,null,8046,null,1831,null,1832,null,676,null,3085,null,1404,null,1308,null,613,null,952,null,722,null,426,null,648,null,399,null,602,null,11779,null,2751,null,8775,null,2223,null,1576,null,735,null,1010,null,616,null,418,null,425,null,0400000US24,Maryland,24
4844068,null,5514,null,4484611,null,15399,null,4280087,null,17697,null,33822,null,3210,null,26292,null,2733,null,3929,null,941,null,3549,null,1300,null,52,null,86,null,155126,null,6246,null,133571,null,6356,null,14711,null,1882,null,6455,null,1406,null,389,null,316,null,3401,null,1087,null,2805,null,928,null,468,null,321,null,128,null,148,null,0,null,281,null,12175,null,2576,null,11104,null,2398,null,804,null,493,null,267,null,228,null,0,null,281,null,359457,null,15056,null,101768,null,5194,null,4805,null,2162,null,2877,null,1375,null,307,null,276,null,1621,null,1543,null,0,null,281,null,226113,null,13835,null,106949,null,7727,null,61025,null,5443,null,40155,null,4684,null,17984,null,3461,null,6065,null,1862,null,3167,null,1309,null,1165,null,491,null,1249,null,915,null,484,null,425,null,20706,null,3348,null,14431,null,2538,null,4370,null,1167,null,1498,null,735,null,407,null,444,null,0400000US25,Massachusetts,25
7363464,null,1989,null,7078455,null,11495,null,6858618,null,14467,null,61520,null,3639,null,46585,null,3055,null,6478,null,1078,null,8005,null,992,null,452,null,257,null,110111,null,5076,null,92785,null,4815,null,10738,null,1454,null,6291,null,1360,null,297,null,214,null,4377,null,1027,null,3765,null,952,null,226,null,180,null,386,null,277,null,0,null,237,null,43829,null,4495,null,38597,null,4140,null,4117,null,1377,null,968,null,431,null,147,null,139,null,285009,null,11477,null,88176,null,5237,null,1315,null,563,null,670,null,361,null,538,null,351,null,107,null,127,null,0,null,237,null,111897,null,7554,null,61564,null,4860,null,28491,null,3134,null,18804,null,2310,null,3038,null,1100,null,2664,null,1140,null,1448,null,664,null,556,null,398,null,476,null,520,null,184,null,296,null,80957,null,7411,null,37732,null,4542,null,24905,null,3114,null,14159,null,2836,null,4161,null,1232,null,0400000US26,Michigan,26
4185199,null,1694,null,4112594,null,5689,null,4011557,null,7799,null,41603,null,3217,null,31142,null,2789,null,4960,null,1078,null,5367,null,1038,null,134,null,127,null,50428,null,2712,null,40952,null,2430,null,5170,null,916,null,4009,null,766,null,297,null,216,null,1874,null,567,null,1607,null,503,null,237,null,186,null,30,null,54,null,0,null,211,null,7132,null,2132,null,6353,null,2097,null,477,null,246,null,302,null,179,null,0,null,211,null,72605,null,5606,null,31393,null,2986,null,682,null,557,null,277,null,181,null,191,null,274,null,153,null,248,null,61,null,101,null,32879,null,4135,null,19558,null,2691,null,7695,null,1473,null,4223,null,1286,null,1403,null,652,null,441,null,240,null,418,null,233,null,23,null,38,null,0,null,211,null,0,null,211,null,7210,null,2340,null,4478,null,1523,null,1703,null,783,null,1029,null,823,null,0,null,211,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
4537586,null,2011,null,4469660,null,5987,null,4374553,null,7674,null,45302,null,3913,null,34973,null,3435,null,4712,null,1202,null,5605,null,985,null,12,null,22,null,44927,null,4570,null,35119,null,3943,null,7060,null,2034,null,2434,null,655,null,314,null,205,null,2453,null,793,null,2138,null,768,null,233,null,183,null,82,null,116,null,0,null,255,null,2425,null,741,null,1955,null,598,null,273,null,271,null,148,null,240,null,49,null,85,null,67926,null,5543,null,25084,null,2839,null,764,null,737,null,649,null,723,null,115,null,121,null,0,null,255,null,0,null,255,null,36285,null,4704,null,19242,null,2793,null,10304,null,2020,null,5268,null,1345,null,1471,null,839,null,1728,null,1074,null,543,null,324,null,538,null,419,null,647,null,648,null,0,null,255,null,4065,null,1415,null,2336,null,884,null,1259,null,561,null,355,null,295,null,115,null,187,null,0400000US29,Missouri,29
