B16003_001E,B16003_001EA,B16003_001M,B16003_001MA,B16003_002E,B16003_002EA,B16003_002M,B16003_002MA,B16003_003E,B16003_003EA,B16003_003M,B16003_003MA,B16003_004E,B16003_004EA,B16003_004M,B16003_004MA,B16003_005E,B16003_005EA,B16003_005M,B16003_005MA,B16003_006E,B16003_006EA,B16003_006M,B16003_006MA,B16003_007E,B16003_007EA,B16003_007M,B16003_007MA,B16003_008E,B16003_008EA,B16003_008M,B16003_008MA,B16003_009E,B16003_009EA,B16003_009M,B16003_009MA,B16003_010E,B16003_010EA,B16003_010M,B16003_010MA,B16003_011E,B16003_011EA,B16003_011M,B16003_011MA,B16003_012E,B16003_012EA,B16003_012M,B16003_012MA,GEO_ID,NAME,state
179720,null,10329,null,41016,null,3955,null,1962,null,913,null,36437,null,3999,null,714,null,519,null,1647,null,608,null,256,null,265,null,138704,null,7854,null,110393,null,7130,null,8255,null,2517,null,17669,null,3004,null,2387,null,906,null,0400000US32,Nevada,32
15711,null,3397,null,2623,null,1302,null,0,null,253,null,1220,null,754,null,716,null,777,null,687,null,488,null,0,null,253,null,13088,null,2624,null,5376,null,1587,null,4989,null,1576,null,2561,null,1067,null,162,null,185,null,0400000US33,New Hampshire,33
556886,null,20461,null,88142,null,6221,null,4558,null,1327,null,55045,null,4888,null,14251,null,2370,null,11619,null,1816,null,2669,null,1095,null,468744,null,17747,null,274044,null,13606,null,114623,null,8222,null,68379,null,5528,null,11698,null,2090,null,0400000US34,New Jersey,34
99077,null,8058,null,19841,null,3112,null,1264,null,493,null,16900,null,3040,null,52,null,92,null,461,null,352,null,1164,null,997,null,79236,null,5985,null,66294,null,5480,null,1474,null,564,null,3009,null,1349,null,8459,null,1634,null,0400000US35,New Mexico,35
1437051,null,32887,null,228069,null,10261,null,17573,null,2889,null,121595,null,6801,null,41216,null,5266,null,38351,null,3407,null,9334,null,2352,null,1208982,null,26698,null,618565,null,19375,null,301198,null,11282,null,253265,null,10364,null,35954,null,5030,null,0400000US36,New York,36
269670,null,12238,null,59781,null,4552,null,2973,null,907,null,50420,null,4273,null,1568,null,732,null,3524,null,1227,null,1296,null,774,null,209889,null,9584,null,173115,null,7772,null,12527,null,2839,null,19887,null,3240,null,4360,null,1426,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
124101,null,8572,null,19620,null,3509,null,1042,null,503,null,7439,null,1889,null,6330,null,2383,null,3161,null,1130,null,1648,null,1278,null,104481,null,6879,null,38563,null,4411,null,35778,null,4091,null,21201,null,3018,null,8939,null,2111,null,0400000US39,Ohio,39
83906,null,6036,null,20051,null,2236,null,1374,null,598,null,16392,null,2156,null,507,null,480,null,1611,null,705,null,167,null,236,null,63855,null,4704,null,50216,null,4195,null,1697,null,850,null,10814,null,2168,null,1128,null,701,null,0400000US40,Oklahoma,40
149959,null,11232,null,36245,null,3795,null,521,null,279,null,27107,null,2875,null,3394,null,1440,null,5112,null,1473,null,111,null,188,null,113714,null,8741,null,79346,null,7335,null,11397,null,2706,null,21017,null,3337,null,1954,null,937,null,0400000US41,Oregon,41
239342,null,11461,null,48556,null,4263,null,5102,null,1791,null,22266,null,2927,null,9958,null,2472,null,9894,null,2164,null,1336,null,826,null,190786,null,9022,null,78606,null,6215,null,55418,null,5161,null,48025,null,4892,null,8737,null,2368,null,0400000US42,Pennsylvania,42
55749,null,6425,null,11723,null,2624,null,874,null,606,null,7904,null,1772,null,1014,null,680,null,1223,null,764,null,708,null,816,null,44026,null,4751,null,25394,null,3339,null,12974,null,2503,null,4225,null,1439,null,1433,null,832,null,0400000US44,Rhode Island,44
73223,null,8114,null,16179,null,3170,null,373,null,341,null,11646,null,2017,null,2652,null,1549,null,977,null,612,null,531,null,542,null,57044,null,5807,null,43096,null,4584,null,6002,null,1905,null,6986,null,2191,null,960,null,863,null,0400000US45,South Carolina,45
4840,null,1453,null,1230,null,640,null,146,null,174,null,926,null,529,null,83,null,133,null,75,null,92,null,0,null,221,null,3610,null,1074,null,1417,null,675,null,1339,null,718,null,289,null,258,null,565,null,558,null,0400000US46,South Dakota,46
94791,null,8344,null,21729,null,2998,null,964,null,540,null,15840,null,2373,null,2202,null,1213,null,1707,null,792,null,1016,null,982,null,73062,null,6662,null,54334,null,5130,null,6593,null,2090,null,9559,null,2149,null,2576,null,1180,null,0400000US47,Tennessee,47
1961039,null,38452,null,464183,null,15042,null,21180,null,2982,null,410367,null,13826,null,7723,null,2049,null,20295,null,3101,null,4618,null,1987,null,1496856,null,29613,null,1337448,null,27066,null,34533,null,4269,null,109704,null,7280,null,15171,null,3387,null,0400000US48,Texas,48
98826,null,8158,null,26724,null,3476,null,1041,null,600,null,22635,null,3274,null,577,null,612,null,2325,null,973,null,146,null,178,null,72102,null,5874,null,58893,null,5695,null,4626,null,1456,null,7760,null,1833,null,823,null,461,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
212910,null,11927,null,38450,null,4697,null,2871,null,1217,null,21414,null,3308,null,3243,null,1231,null,8816,null,1988,null,2106,null,940,null,174460,null,9276,null,98058,null,7244,null,21495,null,3755,null,45092,null,4868,null,9815,null,2458,null,0400000US51,Virginia,51
276870,null,18591,null,66759,null,7435,null,2982,null,1191,null,37834,null,5235,null,10197,null,2983,null,13700,null,2797,null,2046,null,1316,null,210111,null,12679,null,99252,null,8062,null,30082,null,3983,null,73624,null,6417,null,7153,null,2072,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
90138,null,6913,null,20861,null,3068,null,1006,null,554,null,12956,null,2122,null,1423,null,568,null,5433,null,1753,null,43,null,71,null,69277,null,5061,null,45918,null,4052,null,11648,null,2631,null,10887,null,2186,null,824,null,416,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
