B19001B_001E,B19001B_001EA,B19001B_001M,B19001B_001MA,B19001B_002E,B19001B_002EA,B19001B_002M,B19001B_002MA,B19001B_003E,B19001B_003EA,B19001B_003M,B19001B_003MA,B19001B_004E,B19001B_004EA,B19001B_004M,B19001B_004MA,B19001B_005E,B19001B_005EA,B19001B_005M,B19001B_005MA,B19001B_006E,B19001B_006EA,B19001B_006M,B19001B_006MA,B19001B_007E,B19001B_007EA,B19001B_007M,B19001B_007MA,B19001B_008E,B19001B_008EA,B19001B_008M,B19001B_008MA,B19001B_009E,B19001B_009EA,B19001B_009M,B19001B_009MA,B19001B_010E,B19001B_010EA,B19001B_010M,B19001B_010MA,B19001B_011E,B19001B_011EA,B19001B_011M,B19001B_011MA,B19001B_012E,B19001B_012EA,B19001B_012M,B19001B_012MA,B19001B_013E,B19001B_013EA,B19001B_013M,B19001B_013MA,B19001B_014E,B19001B_014EA,B19001B_014M,B19001B_014MA,B19001B_015E,B19001B_015EA,B19001B_015M,B19001B_015MA,B19001B_016E,B19001B_016EA,B19001B_016M,B19001B_016MA,B19001B_017E,B19001B_017EA,B19001B_017M,B19001B_017MA,GEO_ID,NAME,state
982620,null,9462,null,135334,null,6504,null,72667,null,4364,null,68817,null,5295,null,69349,null,4833,null,64960,null,4331,null,61349,null,4105,null,63391,null,4529,null,54324,null,4300,null,44872,null,3806,null,81714,null,4547,null,88876,null,5599,null,87969,null,4801,null,45024,null,3384,null,20613,null,2478,null,14177,null,2308,null,9184,null,1614,null,0400000US13,Georgia,13
8849,null,1509,null,534,null,468,null,272,null,286,null,80,null,105,null,222,null,316,null,723,null,640,null,452,null,373,null,785,null,701,null,603,null,516,null,446,null,552,null,1274,null,640,null,714,null,400,null,1038,null,519,null,762,null,446,null,315,null,252,null,629,null,405,null,0,null,271,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
655837,null,7848,null,109447,null,5307,null,54336,null,3808,null,48423,null,3507,null,43109,null,3192,null,39304,null,3761,null,40189,null,3500,null,35476,null,3535,null,31457,null,3143,null,25570,null,2628,null,48048,null,3649,null,54485,null,4491,null,61577,null,3194,null,29138,null,2771,null,15380,null,1869,null,12840,null,1630,null,7058,null,1112,null,0400000US17,Illinois,17
213730,null,4672,null,34940,null,3061,null,18413,null,2663,null,17561,null,2081,null,15606,null,2177,null,17347,null,1884,null,13597,null,1771,null,12186,null,1923,null,13879,null,2454,null,8022,null,1373,null,15648,null,1873,null,16757,null,1957,null,16159,null,2185,null,7391,null,1259,null,2911,null,823,null,1943,null,713,null,1370,null,650,null,0400000US18,Indiana,18
24963,null,1445,null,4826,null,1144,null,3847,null,1060,null,1908,null,730,null,3018,null,1034,null,1128,null,603,null,1428,null,669,null,816,null,442,null,1072,null,572,null,300,null,221,null,2273,null,891,null,1170,null,533,null,2077,null,856,null,673,null,387,null,0,null,226,null,427,null,389,null,0,null,226,null,0400000US19,Iowa,19
58695,null,2669,null,8917,null,1702,null,3423,null,932,null,4554,null,1273,null,5227,null,1081,null,4543,null,1102,null,3840,null,1128,null,4438,null,1146,null,2500,null,770,null,2779,null,904,null,4659,null,1097,null,6223,null,1432,null,3213,null,773,null,2635,null,870,null,890,null,404,null,455,null,294,null,399,null,264,null,0400000US20,Kansas,20
125056,null,3719,null,25482,null,2584,null,11502,null,1967,null,9843,null,1458,null,11953,null,2030,null,10205,null,1835,null,8129,null,1623,null,6278,null,1306,null,5539,null,1192,null,5094,null,1175,null,8364,null,1574,null,8571,null,1600,null,7558,null,1152,null,4012,null,1258,null,1383,null,620,null,706,null,383,null,437,null,324,null,0400000US21,Kentucky,21
468453,null,5624,null,90331,null,4243,null,56501,null,3646,null,45050,null,3539,null,40074,null,3473,null,31328,null,2906,null,29268,null,3270,null,23153,null,2907,null,23765,null,2915,null,19099,null,2338,null,30035,null,2656,null,28622,null,2438,null,27298,null,2445,null,12833,null,1873,null,5386,null,1371,null,3377,null,787,null,2333,null,753,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
577473,null,7019,null,45640,null,3698,null,28122,null,3203,null,24779,null,2821,null,28069,null,3087,null,26535,null,3160,null,29707,null,2937,null,28046,null,3199,null,30632,null,3196,null,24988,null,2681,null,52971,null,3949,null,62193,null,4139,null,74837,null,4542,null,47813,null,3831,null,28948,null,2431,null,26103,null,2524,null,18090,null,2038,null,0400000US24,Maryland,24
127752,null,3956,null,19076,null,2162,null,9264,null,1593,null,8760,null,1766,null,6740,null,1509,null,7019,null,1610,null,7319,null,1482,null,5423,null,1400,null,7286,null,1493,null,3807,null,1092,null,12485,null,1904,null,10368,null,1639,null,14872,null,1788,null,7668,null,1775,null,3293,null,920,null,3076,null,947,null,1296,null,487,null,0400000US25,Massachusetts,25
500363,null,6569,null,91845,null,4453,null,43683,null,3458,null,38043,null,3021,null,39163,null,3428,null,33316,null,3453,null,30541,null,3217,null,25787,null,3065,null,22796,null,2369,null,22931,null,2949,null,31787,null,2892,null,41461,null,2368,null,39836,null,2632,null,18480,null,1908,null,9557,null,1697,null,6329,null,1121,null,4808,null,998,null,0400000US26,Michigan,26
78458,null,2649,null,16278,null,2273,null,6414,null,1291,null,5538,null,1225,null,4863,null,1321,null,5646,null,1357,null,6221,null,1412,null,3745,null,966,null,3888,null,1016,null,3020,null,937,null,5824,null,1349,null,7010,null,1540,null,4880,null,1098,null,2559,null,706,null,1149,null,450,null,1071,null,558,null,352,null,210,null,0400000US27,Minnesota,27
375449,null,5370,null,79685,null,4297,null,44653,null,3306,null,41117,null,3720,null,30960,null,2847,null,28157,null,2626,null,24421,null,2980,null,21276,null,2722,null,17377,null,2223,null,13093,null,2024,null,21470,null,1798,null,22657,null,2708,null,15875,null,2206,null,7308,null,1467,null,3071,null,1049,null,2492,null,781,null,1837,null,645,null,0400000US28,Mississippi,28
248659,null,4513,null,45139,null,3722,null,24636,null,2597,null,18809,null,1804,null,21273,null,2669,null,15399,null,1938,null,17887,null,2535,null,12470,null,1439,null,12184,null,2405,null,11234,null,1884,null,17779,null,1907,null,19605,null,2546,null,18081,null,2064,null,6792,null,1416,null,3329,null,855,null,3119,null,889,null,923,null,441,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
27087,null,1661,null,5541,null,1253,null,2459,null,778,null,2302,null,696,null,1988,null,744,null,2257,null,907,null,1218,null,496,null,1250,null,486,null,1184,null,727,null,1863,null,797,null,2121,null,626,null,1660,null,772,null,2008,null,628,null,729,null,371,null,195,null,159,null,124,null,142,null,188,null,198,null,0400000US31,Nebraska,31
73366,null,3014,null,8546,null,1570,null,3021,null,785,null,4928,null,1300,null,6035,null,1318,null,4156,null,1122,null,5178,null,1382,null,5366,null,1337,null,4721,null,1367,null,3514,null,998,null,5898,null,1346,null,6735,null,1457,null,7616,null,1757,null,4148,null,1108,null,1543,null,682,null,1310,null,536,null,651,null,429,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
416032,null,5665,null,47007,null,3529,null,24337,null,2508,null,23345,null,2150,null,24150,null,2476,null,22844,null,2527,null,23286,null,2845,null,23935,null,2521,null,19801,null,2749,null,19233,null,2451,null,34725,null,2945,null,38431,null,2793,null,48906,null,4263,null,30941,null,2701,null,14898,null,2097,null,12279,null,1714,null,7914,null,1221,null,0400000US34,New Jersey,34
15843,null,1825,null,2047,null,913,null,1580,null,810,null,1316,null,690,null,1074,null,668,null,497,null,364,null,739,null,442,null,775,null,517,null,1555,null,843,null,640,null,434,null,1071,null,501,null,776,null,468,null,1521,null,522,null,1325,null,958,null,200,null,185,null,513,null,302,null,214,null,216,null,0400000US35,New Mexico,35
1004008,null,9401,null,146201,null,5909,null,69174,null,4267,null,59958,null,4856,null,60909,null,3976,null,55560,null,3434,null,56719,null,4049,null,54873,null,3481,null,55082,null,3987,null,44243,null,3461,null,76063,null,5136,null,92398,null,4830,null,100773,null,4923,null,56329,null,3089,null,32991,null,3043,null,26027,null,2272,null,16708,null,1956,null,0400000US36,New York,36
735532,null,8195,null,115996,null,5591,null,70436,null,4881,null,61033,null,4098,null,57999,null,4230,null,54660,null,4132,null,48583,null,4155,null,39070,null,3272,null,39784,null,3818,null,33020,null,3331,null,56769,null,3964,null,59539,null,4478,null,53193,null,4686,null,21101,null,2282,null,11873,null,1976,null,7430,null,1354,null,5046,null,1034,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
520378,null,7120,null,102848,null,5231,null,47840,null,3440,null,44911,null,3496,null,35964,null,3639,null,37704,null,3057,null,36566,null,3155,null,25590,null,2685,null,25213,null,2969,null,24047,null,2634,null,37658,null,3490,null,39045,null,3206,null,32357,null,2933,null,14748,null,1921,null,6613,null,1250,null,5712,null,1361,null,3562,null,929,null,0400000US39,Ohio,39
101355,null,3472,null,19711,null,2578,null,9654,null,1456,null,9858,null,1519,null,7094,null,1482,null,9212,null,1779,null,6636,null,1471,null,4904,null,1112,null,5339,null,1129,null,4389,null,1164,null,6606,null,1457,null,6212,null,1324,null,5964,null,1102,null,3258,null,962,null,1740,null,611,null,629,null,364,null,149,null,169,null,0400000US40,Oklahoma,40
23403,null,1567,null,4833,null,1091,null,1932,null,762,null,1302,null,644,null,1573,null,665,null,2218,null,811,null,1361,null,657,null,531,null,306,null,489,null,314,null,1677,null,772,null,1097,null,619,null,2633,null,852,null,1886,null,733,null,1144,null,594,null,428,null,361,null,181,null,218,null,118,null,142,null,0400000US41,Oregon,41
464424,null,6497,null,80009,null,5352,null,44784,null,3395,null,35936,null,3165,null,31388,null,2687,null,31591,null,2891,null,33098,null,3172,null,26225,null,3152,null,22035,null,2571,null,17823,null,2267,null,32598,null,3111,null,40872,null,3709,null,34381,null,2865,null,16724,null,2217,null,8225,null,1691,null,4725,null,912,null,4010,null,935,null,0400000US42,Pennsylvania,42
19626,null,1614,null,2220,null,782,null,1785,null,679,null,1206,null,540,null,1879,null,704,null,1832,null,799,null,612,null,412,null,1587,null,982,null,788,null,505,null,686,null,428,null,1620,null,543,null,1766,null,624,null,1882,null,714,null,1052,null,518,null,157,null,154,null,359,null,323,null,195,null,272,null,0400000US44,Rhode Island,44
456391,null,6352,null,81200,null,4409,null,43426,null,3057,null,44348,null,4108,null,36498,null,3539,null,35173,null,3226,null,31488,null,3841,null,27810,null,2728,null,21829,null,2675,null,17005,null,2251,null,33680,null,2843,null,31670,null,3349,null,29343,null,2996,null,12699,null,1751,null,5013,null,1354,null,3984,null,1271,null,1225,null,598,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
382926,null,6551,null,65829,null,4830,null,36427,null,3008,null,32155,null,3231,null,27177,null,3519,null,28017,null,2976,null,27973,null,3201,null,18737,null,2366,null,19400,null,2283,null,15502,null,2025,null,29434,null,2533,null,30708,null,3153,null,26623,null,2872,null,13637,null,1909,null,5923,null,1352,null,3676,null,984,null,1708,null,681,null,0400000US47,Tennessee,47
975783,null,9081,null,140675,null,6313,null,82807,null,5043,null,69083,null,5011,null,73048,null,4399,null,66991,null,4580,null,67037,null,5210,null,52844,null,4335,null,50125,null,4023,null,46923,null,4379,null,71646,null,4572,null,82757,null,5364,null,82444,null,4176,null,43351,null,4133,null,21012,null,2372,null,15780,null,2264,null,9260,null,1483,null,0400000US48,Texas,48
6629,null,993,null,468,null,443,null,200,null,197,null,654,null,414,null,547,null,387,null,755,null,423,null,527,null,459,null,164,null,191,null,388,null,468,null,192,null,189,null,637,null,414,null,995,null,579,null,620,null,452,null,117,null,120,null,150,null,236,null,168,null,188,null,47,null,86,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
549143,null,8224,null,62745,null,4341,null,38070,null,2850,null,34488,null,3162,null,32749,null,2913,null,35520,null,3241,null,29808,null,2989,null,29277,null,3047,null,30114,null,3127,null,28540,null,3258,null,47087,null,3594,null,57414,null,3804,null,56009,null,3996,null,29871,null,2771,null,15574,null,1945,null,13500,null,2045,null,8377,null,1470,null,0400000US51,Virginia,51
78404,null,3321,null,10646,null,2010,null,6577,null,1524,null,4460,null,1383,null,5910,null,1622,null,5010,null,1314,null,4506,null,1172,null,3152,null,836,null,4958,null,1051,null,3342,null,926,null,6732,null,1362,null,6348,null,1521,null,7129,null,1145,null,4319,null,1012,null,2797,null,977,null,1903,null,803,null,615,null,338,null,0400000US53,Washington,53
24462,null,1441,null,5142,null,1182,null,2794,null,954,null,3069,null,935,null,2091,null,651,null,1504,null,668,null,464,null,249,null,628,null,477,null,862,null,415,null,912,null,401,null,1468,null,585,null,2395,null,781,null,1971,null,741,null,638,null,421,null,167,null,176,null,83,null,100,null,274,null,261,null,0400000US54,West Virginia,54
111052,null,3155,null,19219,null,2190,null,12174,null,1865,null,10501,null,1631,null,9934,null,1518,null,8180,null,1582,null,10164,null,1727,null,5595,null,1315,null,6009,null,1277,null,4758,null,1088,null,6233,null,1113,null,7211,null,1186,null,5703,null,1134,null,2935,null,932,null,1154,null,432,null,1125,null,677,null,157,null,173,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
93708,null,3684,null,32131,null,2426,null,11645,null,1285,null,8707,null,1206,null,8213,null,1249,null,6225,null,1018,null,5324,null,1099,null,4630,null,1016,null,3823,null,790,null,1601,null,406,null,4283,null,754,null,3849,null,838,null,1852,null,482,null,495,null,244,null,326,null,247,null,326,null,235,null,278,null,236,null,0400000US72,Puerto Rico,72
