B15002B_001E,B15002B_001EA,B15002B_001M,B15002B_001MA,B15002B_002E,B15002B_002EA,B15002B_002M,B15002B_002MA,B15002B_003E,B15002B_003EA,B15002B_003M,B15002B_003MA,B15002B_004E,B15002B_004EA,B15002B_004M,B15002B_004MA,B15002B_005E,B15002B_005EA,B15002B_005M,B15002B_005MA,B15002B_006E,B15002B_006EA,B15002B_006M,B15002B_006MA,B15002B_007E,B15002B_007EA,B15002B_007M,B15002B_007MA,B15002B_008E,B15002B_008EA,B15002B_008M,B15002B_008MA,B15002B_009E,B15002B_009EA,B15002B_009M,B15002B_009MA,B15002B_010E,B15002B_010EA,B15002B_010M,B15002B_010MA,B15002B_011E,B15002B_011EA,B15002B_011M,B15002B_011MA,B15002B_012E,B15002B_012EA,B15002B_012M,B15002B_012MA,B15002B_013E,B15002B_013EA,B15002B_013M,B15002B_013MA,B15002B_014E,B15002B_014EA,B15002B_014M,B15002B_014MA,B15002B_015E,B15002B_015EA,B15002B_015M,B15002B_015MA,B15002B_016E,B15002B_016EA,B15002B_016M,B15002B_016MA,B15002B_017E,B15002B_017EA,B15002B_017M,B15002B_017MA,GEO_ID,NAME,state
1678964,null,6077,null,748792,null,5452,null,45667,null,3398,null,111568,null,5674,null,272263,null,8807,null,146541,null,6681,null,46020,null,4405,null,90932,null,4942,null,35801,null,3110,null,930172,null,4321,null,51458,null,3574,null,115498,null,5439,null,298841,null,9509,null,200845,null,8314,null,71600,null,4921,null,125731,null,6118,null,66199,null,4041,null,0400000US13,Georgia,13
14722,null,1518,null,9124,null,1218,null,222,null,316,null,110,null,185,null,2347,null,885,null,3268,null,1086,null,1394,null,681,null,1164,null,542,null,619,null,325,null,5598,null,807,null,0,null,271,null,275,null,298,null,453,null,329,null,1464,null,802,null,1191,null,651,null,1384,null,649,null,831,null,391,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1106778,null,5063,null,489653,null,3928,null,27555,null,2263,null,74922,null,4210,null,169866,null,6476,null,107558,null,4982,null,29848,null,3461,null,54295,null,3870,null,25609,null,2774,null,617125,null,2770,null,28633,null,2971,null,81265,null,4138,null,180323,null,5913,null,157904,null,5859,null,49706,null,3834,null,74226,null,4428,null,45068,null,3295,null,0400000US17,Illinois,17
323216,null,2907,null,150487,null,2072,null,6174,null,1139,null,22486,null,2609,null,58818,null,3227,null,31425,null,2667,null,9747,null,1585,null,14535,null,2457,null,7302,null,1621,null,172729,null,2214,null,7077,null,1156,null,26169,null,2199,null,57841,null,3415,null,42608,null,2803,null,13696,null,2202,null,16240,null,2112,null,9098,null,1379,null,0400000US18,Indiana,18
36805,null,2077,null,19217,null,1723,null,609,null,419,null,2753,null,756,null,6201,null,1169,null,4071,null,1103,null,1089,null,559,null,3105,null,954,null,1389,null,747,null,17588,null,1329,null,463,null,294,null,3391,null,1156,null,5643,null,1237,null,3758,null,859,null,1649,null,670,null,1967,null,663,null,717,null,319,null,0400000US19,Iowa,19
90660,null,2941,null,44336,null,1942,null,1375,null,525,null,4833,null,1187,null,15150,null,1704,null,10918,null,1843,null,4604,null,1111,null,4635,null,1275,null,2821,null,931,null,46324,null,1656,null,1644,null,721,null,6180,null,1288,null,13026,null,1798,null,12183,null,1408,null,4936,null,1040,null,4981,null,1114,null,3374,null,1006,null,0400000US20,Kansas,20
188917,null,3628,null,86150,null,2885,null,4062,null,1194,null,14848,null,1899,null,32643,null,2663,null,18870,null,2512,null,5070,null,1203,null,6873,null,1630,null,3784,null,1280,null,102767,null,2765,null,4907,null,837,null,13621,null,1913,null,37068,null,2698,null,26436,null,2539,null,8356,null,1704,null,7772,null,1375,null,4607,null,904,null,0400000US21,Kentucky,21
776090,null,4628,null,350159,null,3020,null,34126,null,2798,null,69592,null,4609,null,143231,null,6037,null,61050,null,4318,null,11463,null,1847,null,22431,null,2698,null,8266,null,1399,null,425931,null,3078,null,34094,null,2511,null,73894,null,4460,null,155589,null,5324,null,80783,null,4744,null,21296,null,2470,null,39916,null,3497,null,20359,null,2229,null,0400000US22,Louisiana,22
5326,null,1146,null,3104,null,916,null,346,null,296,null,188,null,220,null,724,null,500,null,887,null,398,null,75,null,107,null,689,null,524,null,195,null,165,null,2222,null,599,null,321,null,356,null,105,null,192,null,503,null,327,null,685,null,539,null,7,null,19,null,310,null,336,null,291,null,296,null,0400000US23,Maine,23
1009317,null,3978,null,447233,null,2417,null,16858,null,1975,null,53829,null,4614,null,155627,null,5766,null,86264,null,4591,null,31331,null,3367,null,63328,null,3889,null,39996,null,3035,null,562084,null,2833,null,18450,null,1894,null,60009,null,5414,null,167882,null,6413,null,128391,null,5424,null,41355,null,3698,null,84898,null,3883,null,61099,null,3825,null,0400000US24,Maryland,24
226117,null,4441,null,105912,null,3433,null,7652,null,1431,null,13531,null,1840,null,31272,null,2630,null,21312,null,2330,null,8681,null,1957,null,16188,null,2400,null,7276,null,1479,null,120205,null,2474,null,10963,null,1990,null,12085,null,2124,null,36421,null,3045,null,24117,null,2634,null,10152,null,1697,null,16748,null,2428,null,9719,null,1757,null,0400000US25,Massachusetts,25
846245,null,3769,null,380050,null,2451,null,16876,null,2068,null,64711,null,4468,null,142278,null,5891,null,88284,null,4958,null,22977,null,2666,null,29766,null,2599,null,15158,null,1991,null,466195,null,2758,null,15793,null,1772,null,64152,null,3472,null,148455,null,4495,null,123041,null,5437,null,39788,null,3287,null,47128,null,3110,null,27838,null,2410,null,0400000US26,Michigan,26
119031,null,2312,null,60836,null,1852,null,4116,null,1283,null,5790,null,1343,null,20159,null,1924,null,12981,null,1575,null,3733,null,1188,null,9260,null,1442,null,4797,null,1175,null,58195,null,1340,null,5728,null,1071,null,7317,null,1142,null,16514,null,1923,null,14800,null,1722,null,4552,null,967,null,6535,null,1212,null,2749,null,761,null,0400000US27,Minnesota,27
612846,null,4240,null,272432,null,3103,null,31076,null,3032,null,57391,null,4131,null,96882,null,5368,null,52456,null,4642,null,11345,null,2209,null,15503,null,2186,null,7779,null,1355,null,340414,null,2435,null,32709,null,2676,null,59990,null,3366,null,106089,null,4551,null,66504,null,3913,null,27048,null,3236,null,32320,null,3073,null,15754,null,2007,null,0400000US28,Mississippi,28
388487,null,3212,null,173381,null,2246,null,8702,null,1533,null,27444,null,2270,null,65988,null,3575,null,38891,null,2505,null,10979,null,1753,null,14780,null,2038,null,6597,null,1308,null,215106,null,2257,null,11213,null,2077,null,31510,null,3078,null,68427,null,3863,null,54902,null,3678,null,15642,null,2250,null,21546,null,2732,null,11866,null,1637,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
39734,null,1333,null,19419,null,833,null,613,null,367,null,2533,null,751,null,6224,null,1328,null,5754,null,1104,null,1897,null,615,null,1664,null,647,null,734,null,411,null,20315,null,922,null,1786,null,481,null,2058,null,708,null,7411,null,1186,null,4953,null,1103,null,1085,null,496,null,2122,null,696,null,900,null,474,null,0400000US31,Nebraska,31
111689,null,2405,null,53940,null,1384,null,1780,null,735,null,4665,null,1034,null,21356,null,2181,null,15291,null,1783,null,3161,null,808,null,5696,null,1287,null,1991,null,697,null,57749,null,1566,null,1416,null,473,null,7280,null,1377,null,20212,null,2254,null,16370,null,2013,null,3510,null,901,null,4731,null,1015,null,4230,null,1037,null,0400000US32,Nevada,32
6183,null,925,null,3395,null,550,null,46,null,82,null,267,null,206,null,1111,null,565,null,599,null,343,null,568,null,457,null,653,null,361,null,151,null,186,null,2788,null,649,null,282,null,198,null,103,null,174,null,627,null,425,null,418,null,302,null,469,null,367,null,161,null,161,null,728,null,395,null,0400000US33,New Hampshire,33
722314,null,4779,null,325807,null,3306,null,17144,null,2382,null,41820,null,3321,null,125325,null,5083,null,59944,null,4327,null,17932,null,2310,null,44197,null,3267,null,19445,null,1849,null,396507,null,2984,null,17171,null,2291,null,48228,null,4349,null,136534,null,4789,null,83553,null,5125,null,28213,null,2465,null,55516,null,3980,null,27292,null,3023,null,0400000US34,New Jersey,34
27331,null,1629,null,15082,null,1624,null,176,null,216,null,803,null,604,null,5240,null,1534,null,3870,null,1250,null,1651,null,1048,null,1767,null,932,null,1575,null,711,null,12249,null,1335,null,896,null,655,null,1194,null,695,null,2068,null,724,null,3934,null,840,null,1410,null,574,null,1831,null,860,null,916,null,344,null,0400000US35,New Mexico,35
1844153,null,7889,null,812062,null,5179,null,61824,null,4860,null,114290,null,5987,null,279724,null,9301,null,151541,null,6680,null,53792,null,3576,null,101498,null,4669,null,49393,null,3903,null,1032091,null,5368,null,72289,null,4496,null,130223,null,5820,null,332734,null,8448,null,177091,null,6132,null,95928,null,4846,null,146550,null,5717,null,77276,null,4903,null,0400000US36,New York,36
1171804,null,6197,null,521680,null,4637,null,32193,null,2620,null,77060,null,4697,null,204013,null,7082,null,99784,null,5736,null,31897,null,2815,null,53818,null,3996,null,22915,null,3027,null,650124,null,4132,null,37316,null,2900,null,86753,null,4655,null,213762,null,7067,null,138545,null,6279,null,55527,null,3915,null,82758,null,4335,null,35463,null,2736,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
799275,null,4029,null,358757,null,2933,null,15139,null,2208,null,56006,null,3691,null,145846,null,4998,null,71613,null,4472,null,20699,null,2372,null,33625,null,3553,null,15829,null,2057,null,440518,null,2591,null,14496,null,1651,null,67708,null,3173,null,152468,null,5450,null,106278,null,4425,null,36673,null,3229,null,39504,null,3155,null,23391,null,2334,null,0400000US39,Ohio,39
156287,null,3079,null,75966,null,2256,null,2372,null,763,null,11296,null,1488,null,29887,null,2414,null,17329,null,2262,null,4462,null,1202,null,8256,null,1498,null,2364,null,771,null,80321,null,2217,null,2419,null,788,null,10216,null,1818,null,28239,null,2553,null,20707,null,2493,null,5478,null,1070,null,10164,null,1646,null,3098,null,857,null,0400000US40,Oklahoma,40
36605,null,1887,null,19826,null,1414,null,793,null,443,null,1416,null,512,null,5796,null,1178,null,5815,null,1371,null,1520,null,744,null,2672,null,903,null,1814,null,663,null,16779,null,1083,null,519,null,291,null,1301,null,467,null,6113,null,1137,null,4608,null,962,null,1118,null,521,null,2160,null,874,null,960,null,446,null,0400000US41,Oregon,41
768180,null,4019,null,347232,null,2661,null,12158,null,1801,null,54512,null,3326,null,147699,null,5577,null,63100,null,4995,null,21299,null,2801,null,32010,null,2839,null,16454,null,2189,null,420948,null,2847,null,13782,null,2064,null,70305,null,4030,null,156481,null,5635,null,81678,null,4631,null,33264,null,2842,null,39492,null,3414,null,25946,null,2288,null,0400000US42,Pennsylvania,42
33547,null,2325,null,17367,null,1809,null,1881,null,1029,null,2803,null,1093,null,5475,null,1313,null,2718,null,865,null,1023,null,575,null,2919,null,1046,null,548,null,412,null,16180,null,1100,null,2016,null,703,null,1237,null,528,null,5134,null,1251,null,3482,null,1036,null,2065,null,779,null,1190,null,381,null,1056,null,485,null,0400000US44,Rhode Island,44
753001,null,4395,null,334291,null,2779,null,28452,null,2770,null,66414,null,3990,null,138804,null,5607,null,48256,null,3457,null,17883,null,2313,null,24384,null,2874,null,10098,null,1734,null,418710,null,2867,null,32396,null,2500,null,68455,null,4768,null,155852,null,5775,null,69835,null,4416,null,30790,null,3150,null,40202,null,3862,null,21180,null,2289,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
606326,null,4085,null,272457,null,2856,null,16685,null,1908,null,44690,null,3212,null,106416,null,4339,null,57583,null,4109,null,13848,null,2227,null,23587,null,2461,null,9648,null,1461,null,333869,null,2978,null,15751,null,1939,null,52657,null,3604,null,108112,null,5164,null,77152,null,4197,null,21904,null,2308,null,39643,null,3184,null,18650,null,2308,null,0400000US47,Tennessee,47
1625978,null,6854,null,754304,null,4834,null,34997,null,2869,null,92922,null,4468,null,276887,null,8060,null,177184,null,7582,null,50293,null,4764,null,87515,null,5510,null,34506,null,3134,null,871674,null,4305,null,35763,null,3104,null,102678,null,5368,null,271613,null,7084,null,225156,null,7238,null,67122,null,4488,null,115173,null,6210,null,54169,null,3746,null,0400000US48,Texas,48
11314,null,1232,null,6959,null,816,null,130,null,154,null,863,null,614,null,1178,null,601,null,2667,null,837,null,336,null,242,null,1009,null,558,null,776,null,496,null,4355,null,907,null,78,null,125,null,675,null,393,null,876,null,497,null,930,null,476,null,709,null,460,null,774,null,596,null,313,null,334,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
928180,null,5919,null,429083,null,4129,null,27422,null,2815,null,66512,null,4417,null,163037,null,5523,null,77102,null,4689,null,25098,null,2544,null,45926,null,3647,null,23986,null,2415,null,499097,null,3928,null,31785,null,2284,null,66702,null,4039,null,160670,null,5896,null,104308,null,4571,null,39051,null,3767,null,62104,null,3432,null,34477,null,2825,null,0400000US51,Virginia,51
130177,null,3026,null,70403,null,2172,null,2256,null,768,null,7239,null,1434,null,18638,null,1941,null,21429,null,2222,null,6423,null,1535,null,9904,null,1472,null,4514,null,977,null,59774,null,2036,null,3007,null,1161,null,6025,null,1301,null,15540,null,2169,null,18091,null,2086,null,7122,null,1527,null,7091,null,1600,null,2898,null,931,null,0400000US53,Washington,53
37851,null,1693,null,19784,null,1464,null,1306,null,647,null,3154,null,875,null,7729,null,1130,null,3272,null,739,null,1703,null,747,null,1825,null,589,null,795,null,402,null,18067,null,1228,null,878,null,447,null,1560,null,593,null,6047,null,1106,null,5234,null,1110,null,1474,null,519,null,2647,null,1029,null,227,null,193,null,0400000US54,West Virginia,54
179323,null,2372,null,83123,null,1704,null,4085,null,721,null,16316,null,2078,null,31093,null,2472,null,16786,null,2123,null,5085,null,1397,null,6481,null,1430,null,3277,null,805,null,96200,null,1426,null,3661,null,1063,null,18687,null,2468,null,35253,null,3137,null,20501,null,2354,null,6831,null,1287,null,7767,null,1576,null,3500,null,888,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
190009,null,7489,null,94453,null,4942,null,21971,null,2464,null,12731,null,1820,null,28626,null,2788,null,10744,null,1770,null,7274,null,1466,null,10079,null,1506,null,3028,null,820,null,95556,null,4748,null,20285,null,2018,null,10744,null,1572,null,25293,null,2228,null,11093,null,1523,null,7274,null,1139,null,15323,null,2088,null,5544,null,1078,null,0400000US72,Puerto Rico,72
