B10051C_001E,B10051C_001EA,B10051C_001M,B10051C_001MA,B10051C_002E,B10051C_002EA,B10051C_002M,B10051C_002MA,B10051C_003E,B10051C_003EA,B10051C_003M,B10051C_003MA,B10051C_004E,B10051C_004EA,B10051C_004M,B10051C_004MA,B10051C_005E,B10051C_005EA,B10051C_005M,B10051C_005MA,B10051C_006E,B10051C_006EA,B10051C_006M,B10051C_006MA,B10051C_007E,B10051C_007EA,B10051C_007M,B10051C_007MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
936,null,460,null,295,null,201,null,239,null,184,null,56,null,75,null,641,null,421,null,391,null,326,null,250,null,274,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
668,null,338,null,227,null,184,null,195,null,172,null,32,null,53,null,441,null,289,null,175,null,190,null,266,null,211,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
965,null,422,null,585,null,336,null,544,null,327,null,41,null,64,null,380,null,258,null,220,null,156,null,160,null,199,null,0400000US26,Michigan,26
2715,null,804,null,1866,null,707,null,1345,null,636,null,521,null,284,null,849,null,409,null,582,null,349,null,267,null,200,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
3142,null,823,null,2027,null,561,null,1201,null,465,null,826,null,379,null,1115,null,505,null,765,null,410,null,350,null,222,null,0400000US30,Montana,30
840,null,320,null,730,null,303,null,421,null,247,null,309,null,209,null,110,null,88,null,33,null,42,null,77,null,81,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
8510,null,1408,null,3785,null,1019,null,2880,null,900,null,905,null,429,null,4725,null,1151,null,2179,null,796,null,2546,null,865,null,0400000US35,New Mexico,35
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US36,New York,36
3917,null,1031,null,2554,null,791,null,1488,null,706,null,1066,null,413,null,1363,null,679,null,764,null,495,null,599,null,487,null,0400000US37,North Carolina,37
1811,null,694,null,1432,null,628,null,767,null,390,null,665,null,328,null,379,null,218,null,266,null,171,null,113,null,102,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
7772,null,1457,null,4267,null,857,null,3092,null,726,null,1175,null,368,null,3505,null,1135,null,2459,null,954,null,1046,null,459,null,0400000US40,Oklahoma,40
2139,null,914,null,956,null,583,null,956,null,583,null,0,null,273,null,1183,null,623,null,942,null,523,null,241,null,224,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
4078,null,934,null,2567,null,724,null,1873,null,652,null,694,null,366,null,1511,null,558,null,973,null,545,null,538,null,325,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
2902,null,897,null,971,null,460,null,785,null,422,null,186,null,167,null,1931,null,779,null,1058,null,587,null,873,null,491,null,0400000US48,Texas,48
1646,null,710,null,973,null,498,null,640,null,405,null,333,null,235,null,673,null,405,null,455,null,365,null,218,null,192,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
2795,null,988,null,1341,null,464,null,677,null,308,null,664,null,340,null,1454,null,814,null,1272,null,797,null,182,null,134,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
1514,null,458,null,1100,null,440,null,782,null,344,null,318,null,230,null,414,null,303,null,74,null,74,null,340,null,297,null,0400000US55,Wisconsin,55
966,null,596,null,277,null,180,null,243,null,174,null,34,null,43,null,689,null,560,null,628,null,549,null,61,null,63,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
