B17020F_001E,B17020F_001EA,B17020F_001M,B17020F_001MA,B17020F_002E,B17020F_002EA,B17020F_002M,B17020F_002MA,B17020F_003E,B17020F_003EA,B17020F_003M,B17020F_003MA,B17020F_004E,B17020F_004EA,B17020F_004M,B17020F_004MA,B17020F_005E,B17020F_005EA,B17020F_005M,B17020F_005MA,B17020F_006E,B17020F_006EA,B17020F_006M,B17020F_006MA,B17020F_007E,B17020F_007EA,B17020F_007M,B17020F_007MA,B17020F_008E,B17020F_008EA,B17020F_008M,B17020F_008MA,B17020F_009E,B17020F_009EA,B17020F_009M,B17020F_009MA,B17020F_010E,B17020F_010EA,B17020F_010M,B17020F_010MA,B17020F_011E,B17020F_011EA,B17020F_011M,B17020F_011MA,B17020F_012E,B17020F_012EA,B17020F_012M,B17020F_012MA,B17020F_013E,B17020F_013EA,B17020F_013M,B17020F_013MA,B17020F_014E,B17020F_014EA,B17020F_014M,B17020F_014MA,B17020F_015E,B17020F_015EA,B17020F_015M,B17020F_015MA,B17020F_016E,B17020F_016EA,B17020F_016M,B17020F_016MA,B17020F_017E,B17020F_017EA,B17020F_017M,B17020F_017MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
32616,null,4118,null,8087,null,2580,null,1311,null,746,null,225,null,249,null,1621,null,835,null,997,null,446,null,3867,null,1150,null,66,null,109,null,0,null,257,null,24529,null,3201,null,2170,null,772,null,159,null,126,null,2025,null,594,null,3406,null,1006,null,15855,null,1880,null,801,null,468,null,113,null,166,null,0400000US16,Idaho,16
1120916,null,20413,null,194304,null,16018,null,28017,null,4309,null,4221,null,1275,null,31515,null,4089,null,24774,null,4022,null,99563,null,7895,null,4777,null,1336,null,1437,null,684,null,926612,null,20920,null,91527,null,4849,null,17026,null,1995,null,92909,null,5047,null,90696,null,4988,null,601197,null,13388,null,21778,null,2474,null,11479,null,1819,null,0400000US17,Illinois,17
150171,null,7383,null,34329,null,5529,null,5279,null,1375,null,1115,null,630,null,7238,null,1738,null,3140,null,1186,null,17163,null,3012,null,240,null,210,null,154,null,197,null,115842,null,7244,null,12316,null,1742,null,2403,null,1008,null,12515,null,2074,null,10070,null,1690,null,74419,null,4755,null,2607,null,616,null,1512,null,589,null,0400000US18,Indiana,18
50268,null,5385,null,9912,null,2491,null,2028,null,681,null,505,null,334,null,1224,null,761,null,794,null,398,null,5191,null,1212,null,123,null,148,null,47,null,78,null,40356,null,4608,null,3361,null,1038,null,981,null,462,null,4310,null,1073,null,3693,null,1095,null,27170,null,2938,null,477,null,402,null,364,null,292,null,0400000US19,Iowa,19
82553,null,6601,null,23278,null,4193,null,3803,null,1208,null,475,null,347,null,3654,null,1151,null,2189,null,714,null,12481,null,2300,null,489,null,399,null,187,null,163,null,59275,null,5772,null,4347,null,1249,null,658,null,270,null,5747,null,1183,null,6931,null,1363,null,39311,null,3848,null,1175,null,457,null,1106,null,506,null,0400000US20,Kansas,20
32945,null,3590,null,10201,null,2918,null,2625,null,1274,null,409,null,391,null,1551,null,766,null,519,null,353,null,5054,null,1539,null,0,null,271,null,43,null,78,null,22744,null,3150,null,1813,null,860,null,377,null,281,null,2450,null,995,null,1630,null,820,null,16077,null,2372,null,300,null,338,null,97,null,143,null,0400000US21,Kentucky,21
38788,null,4723,null,6701,null,1825,null,629,null,494,null,0,null,269,null,390,null,328,null,221,null,247,null,5276,null,1599,null,0,null,269,null,185,null,175,null,32087,null,4632,null,2401,null,1015,null,798,null,549,null,2371,null,856,null,2372,null,826,null,22220,null,3170,null,1151,null,756,null,774,null,447,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
178907,null,9876,null,21334,null,5186,null,1972,null,1248,null,255,null,385,null,2499,null,1317,null,1871,null,1108,null,13433,null,2653,null,768,null,456,null,536,null,480,null,157573,null,10574,null,17728,null,2469,null,2484,null,884,null,16765,null,2143,null,14265,null,1836,null,101744,null,6943,null,2759,null,765,null,1828,null,901,null,0400000US24,Maryland,24
283715,null,13811,null,83194,null,8706,null,9347,null,1948,null,1287,null,538,null,11839,null,2055,null,12900,null,2211,null,44054,null,5072,null,2260,null,745,null,1507,null,701,null,200521,null,12160,null,15923,null,2268,null,2144,null,830,null,15097,null,2429,null,18433,null,2678,null,141186,null,8153,null,3897,null,1103,null,3841,null,929,null,0400000US25,Massachusetts,25
163734,null,9847,null,40917,null,6456,null,6134,null,1725,null,1168,null,539,null,5849,null,1745,null,4090,null,1285,null,23018,null,3324,null,384,null,312,null,274,null,299,null,122817,null,8432,null,10968,null,1762,null,2473,null,757,null,10867,null,1733,null,11633,null,1961,null,81504,null,5888,null,3357,null,843,null,2015,null,723,null,0400000US26,Michigan,26
69238,null,6565,null,14768,null,3837,null,2259,null,984,null,176,null,144,null,1935,null,775,null,1799,null,760,null,8445,null,2294,null,154,null,162,null,0,null,211,null,54470,null,5595,null,6741,null,1216,null,846,null,445,null,6520,null,1605,null,4308,null,964,null,34820,null,3791,null,527,null,328,null,708,null,481,null,0400000US27,Minnesota,27
18536,null,2871,null,5726,null,2025,null,212,null,189,null,20,null,30,null,497,null,530,null,947,null,549,null,3897,null,1615,null,153,null,182,null,0,null,289,null,12810,null,2495,null,938,null,545,null,132,null,127,null,1404,null,721,null,1171,null,947,null,8758,null,2262,null,195,null,142,null,212,null,225,null,0400000US28,Mississippi,28
58500,null,5147,null,11296,null,2766,null,2453,null,988,null,58,null,101,null,2466,null,942,null,592,null,355,null,5481,null,1323,null,188,null,263,null,58,null,80,null,47204,null,4869,null,4181,null,1143,null,886,null,550,null,4977,null,1259,null,3712,null,1037,null,30999,null,3359,null,1576,null,817,null,873,null,429,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
44239,null,4116,null,10144,null,2461,null,1658,null,852,null,163,null,191,null,1013,null,622,null,1727,null,875,null,5288,null,1174,null,256,null,244,null,39,null,54,null,34095,null,3975,null,3583,null,1086,null,915,null,421,null,3876,null,1187,null,2816,null,836,null,22232,null,2511,null,498,null,321,null,175,null,131,null,0400000US31,Nebraska,31
197932,null,12801,null,35741,null,6976,null,5326,null,1752,null,933,null,533,null,6404,null,2131,null,4552,null,1557,null,17758,null,3093,null,643,null,423,null,125,null,203,null,162191,null,12772,null,15626,null,2969,null,3188,null,965,null,18474,null,2844,null,16302,null,2405,null,101442,null,6869,null,4759,null,1054,null,2400,null,984,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
643805,null,18496,null,123728,null,8821,null,18346,null,2955,null,1966,null,955,null,15386,null,2602,null,12875,null,2305,null,68140,null,4904,null,3961,null,1323,null,3054,null,1192,null,520077,null,19282,null,44662,null,4401,null,6545,null,1471,null,44828,null,3973,null,44257,null,3906,null,357304,null,13548,null,15977,null,2021,null,6504,null,1521,null,0400000US34,New Jersey,34
303525,null,10702,null,60931,null,7966,null,8074,null,2002,null,1536,null,624,null,7379,null,2019,null,6515,null,1799,null,33109,null,4052,null,1972,null,707,null,2346,null,775,null,242594,null,9706,null,16439,null,2162,null,3953,null,959,null,22066,null,2577,null,21316,null,2281,null,158170,null,6634,null,12013,null,1596,null,8637,null,1460,null,0400000US35,New Mexico,35
1740568,null,29866,null,470238,null,18138,null,51084,null,4410,null,10932,null,1840,null,59971,null,4111,null,65937,null,4969,null,253041,null,10853,null,15785,null,2069,null,13488,null,2171,null,1270330,null,27464,null,92414,null,5300,null,16427,null,2167,null,97857,null,5333,null,111395,null,5501,null,879350,null,20935,null,45032,null,3256,null,27855,null,2232,null,0400000US36,New York,36
370658,null,15293,null,105149,null,10512,null,20828,null,3590,null,3080,null,1093,null,12662,null,2247,null,7876,null,1949,null,59273,null,5871,null,985,null,633,null,445,null,300,null,265509,null,14785,null,33914,null,3857,null,4245,null,1132,null,28576,null,3178,null,21109,null,2944,null,174939,null,9751,null,1599,null,623,null,1127,null,824,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
99706,null,6760,null,28687,null,5090,null,4516,null,1278,null,1097,null,762,null,3655,null,970,null,3772,null,1225,null,14439,null,2684,null,964,null,546,null,244,null,277,null,71019,null,6341,null,5726,null,1150,null,1365,null,637,null,7448,null,1537,null,7345,null,1588,null,46471,null,4030,null,1831,null,586,null,833,null,416,null,0400000US39,Ohio,39
101303,null,7994,null,27918,null,5756,null,4611,null,1267,null,204,null,154,null,4955,null,1498,null,4111,null,1349,null,13588,null,3037,null,295,null,174,null,154,null,154,null,73385,null,6678,null,6266,null,1321,null,1388,null,555,null,7757,null,1690,null,7340,null,1489,null,48974,null,4378,null,1103,null,510,null,557,null,405,null,0400000US40,Oklahoma,40
127860,null,10643,null,22423,null,4848,null,2350,null,918,null,511,null,303,null,3201,null,968,null,3538,null,1256,null,12508,null,3225,null,103,null,124,null,212,null,254,null,105437,null,9202,null,9098,null,1643,null,1817,null,860,null,12983,null,2443,null,10977,null,1861,null,68281,null,5930,null,1792,null,742,null,489,null,338,null,0400000US41,Oregon,41
241347,null,10879,null,86879,null,7621,null,13112,null,2428,null,1803,null,794,null,15362,null,2483,null,11480,null,2352,null,42742,null,3786,null,1514,null,641,null,866,null,514,null,154468,null,9912,null,16259,null,2600,null,2771,null,911,null,13429,null,2269,null,17142,null,2691,null,100212,null,6007,null,2714,null,1103,null,1941,null,847,null,0400000US42,Pennsylvania,42
66280,null,5642,null,22341,null,3973,null,3725,null,1341,null,461,null,329,null,2696,null,995,null,4054,null,1268,null,10950,null,1972,null,392,null,314,null,63,null,103,null,43939,null,5393,null,3015,null,962,null,571,null,381,null,5489,null,1610,null,5111,null,1295,null,28117,null,3506,null,1164,null,591,null,472,null,334,null,0400000US44,Rhode Island,44
60580,null,5591,null,11266,null,2510,null,2019,null,737,null,320,null,266,null,1498,null,671,null,795,null,620,null,6597,null,1590,null,0,null,287,null,37,null,62,null,49314,null,4913,null,5155,null,1207,null,1564,null,986,null,5816,null,1202,null,4058,null,1006,null,32174,null,3414,null,508,null,314,null,39,null,66,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
82344,null,7716,null,24955,null,5124,null,3374,null,1146,null,422,null,357,null,2455,null,1139,null,2575,null,1095,null,15628,null,3048,null,49,null,81,null,452,null,495,null,57389,null,6188,null,6080,null,1586,null,1027,null,465,null,6689,null,1379,null,4674,null,1270,null,38181,null,4079,null,620,null,493,null,118,null,167,null,0400000US47,Tennessee,47
2899624,null,51570,null,679548,null,30236,null,108927,null,8193,null,18933,null,2916,null,98558,null,6354,null,83466,null,6440,null,337597,null,16872,null,17697,null,2117,null,14370,null,2201,null,2220076,null,44533,null,205272,null,9411,null,38827,null,3444,null,215865,null,9159,null,213856,null,8363,null,1447697,null,28107,null,60588,null,3967,null,37971,null,3164,null,0400000US48,Texas,48
78308,null,7035,null,16200,null,3402,null,2774,null,952,null,497,null,338,null,3115,null,1088,null,1733,null,662,null,7912,null,1906,null,41,null,68,null,128,null,148,null,62108,null,7198,null,7415,null,1706,null,994,null,448,null,7426,null,1758,null,6639,null,1528,null,38052,null,3892,null,1317,null,422,null,265,null,226,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
214185,null,11766,null,28197,null,4786,null,3810,null,1401,null,477,null,335,null,3564,null,1443,null,2665,null,1063,null,17574,null,2744,null,107,null,173,null,0,null,283,null,185988,null,11863,null,21424,null,2927,null,4027,null,1133,null,17901,null,2417,null,13943,null,2341,null,125409,null,7986,null,2555,null,911,null,729,null,616,null,0400000US51,Virginia,51
246047,null,11124,null,51460,null,7046,null,8625,null,2190,null,2136,null,1014,null,7073,null,1662,null,7598,null,1713,null,24796,null,3377,null,868,null,428,null,364,null,343,null,194587,null,10279,null,20357,null,2936,null,2989,null,757,null,19538,null,2573,null,18359,null,2359,null,127682,null,7137,null,3798,null,997,null,1864,null,751,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
136558,null,5913,null,26794,null,4362,null,2635,null,961,null,320,null,278,null,3016,null,931,null,3421,null,1310,null,16492,null,2605,null,756,null,427,null,154,null,164,null,109764,null,5302,null,11502,null,1656,null,1831,null,705,null,12539,null,1944,null,9527,null,1575,null,71601,null,3576,null,1641,null,723,null,1123,null,583,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
462807,null,16163,null,229007,null,11134,null,16147,null,2030,null,3455,null,858,null,25182,null,2926,null,27859,null,3062,null,133432,null,6346,null,13797,null,1852,null,9135,null,1199,null,233800,null,11740,null,10038,null,1443,null,1943,null,697,null,18171,null,2487,null,18411,null,2708,null,162991,null,8002,null,12985,null,1827,null,9261,null,1519,null,0400000US72,Puerto Rico,72
