B20005F_001E,B20005F_001EA,B20005F_001M,B20005F_001MA,B20005F_002E,B20005F_002EA,B20005F_002M,B20005F_002MA,B20005F_003E,B20005F_003EA,B20005F_003M,B20005F_003MA,B20005F_004E,B20005F_004EA,B20005F_004M,B20005F_004MA,B20005F_005E,B20005F_005EA,B20005F_005M,B20005F_005MA,B20005F_006E,B20005F_006EA,B20005F_006M,B20005F_006MA,B20005F_007E,B20005F_007EA,B20005F_007M,B20005F_007MA,B20005F_008E,B20005F_008EA,B20005F_008M,B20005F_008MA,B20005F_009E,B20005F_009EA,B20005F_009M,B20005F_009MA,B20005F_010E,B20005F_010EA,B20005F_010M,B20005F_010MA,B20005F_011E,B20005F_011EA,B20005F_011M,B20005F_011MA,B20005F_012E,B20005F_012EA,B20005F_012M,B20005F_012MA,B20005F_013E,B20005F_013EA,B20005F_013M,B20005F_013MA,B20005F_014E,B20005F_014EA,B20005F_014M,B20005F_014MA,B20005F_015E,B20005F_015EA,B20005F_015M,B20005F_015MA,B20005F_016E,B20005F_016EA,B20005F_016M,B20005F_016MA,B20005F_017E,B20005F_017EA,B20005F_017M,B20005F_017MA,B20005F_018E,B20005F_018EA,B20005F_018M,B20005F_018MA,B20005F_019E,B20005F_019EA,B20005F_019M,B20005F_019MA,B20005F_020E,B20005F_020EA,B20005F_020M,B20005F_020MA,B20005F_021E,B20005F_021EA,B20005F_021M,B20005F_021MA,B20005F_022E,B20005F_022EA,B20005F_022M,B20005F_022MA,B20005F_023E,B20005F_023EA,B20005F_023M,B20005F_023MA,B20005F_024E,B20005F_024EA,B20005F_024M,B20005F_024MA,B20005F_025E,B20005F_025EA,B20005F_025M,B20005F_025MA,B20005F_026E,B20005F_026EA,B20005F_026M,B20005F_026MA,B20005F_027E,B20005F_027EA,B20005F_027M,B20005F_027MA,B20005F_028E,B20005F_028EA,B20005F_028M,B20005F_028MA,B20005F_029E,B20005F_029EA,B20005F_029M,B20005F_029MA,B20005F_030E,B20005F_030EA,B20005F_030M,B20005F_030MA,B20005F_031E,B20005F_031EA,B20005F_031M,B20005F_031MA,B20005F_032E,B20005F_032EA,B20005F_032M,B20005F_032MA,B20005F_033E,B20005F_033EA,B20005F_033M,B20005F_033MA,B20005F_034E,B20005F_034EA,B20005F_034M,B20005F_034MA,B20005F_035E,B20005F_035EA,B20005F_035M,B20005F_035MA,B20005F_036E,B20005F_036EA,B20005F_036M,B20005F_036MA,B20005F_037E,B20005F_037EA,B20005F_037M,B20005F_037MA,B20005F_038E,B20005F_038EA,B20005F_038M,B20005F_038MA,B20005F_039E,B20005F_039EA,B20005F_039M,B20005F_039MA,B20005F_040E,B20005F_040EA,B20005F_040M,B20005F_040MA,B20005F_041E,B20005F_041EA,B20005F_041M,B20005F_041MA,B20005F_042E,B20005F_042EA,B20005F_042M,B20005F_042MA,B20005F_043E,B20005F_043EA,B20005F_043M,B20005F_043MA,B20005F_044E,B20005F_044EA,B20005F_044M,B20005F_044MA,B20005F_045E,B20005F_045EA,B20005F_045M,B20005F_045MA,B20005F_046E,B20005F_046EA,B20005F_046M,B20005F_046MA,B20005F_047E,B20005F_047EA,B20005F_047M,B20005F_047MA,B20005F_048E,B20005F_048EA,B20005F_048M,B20005F_048MA,B20005F_049E,B20005F_049EA,B20005F_049M,B20005F_049MA,B20005F_050E,B20005F_050EA,B20005F_050M,B20005F_050MA,B20005F_051E,B20005F_051EA,B20005F_051M,B20005F_051MA,B20005F_052E,B20005F_052EA,B20005F_052M,B20005F_052MA,B20005F_053E,B20005F_053EA,B20005F_053M,B20005F_053MA,B20005F_054E,B20005F_054EA,B20005F_054M,B20005F_054MA,B20005F_055E,B20005F_055EA,B20005F_055M,B20005F_055MA,B20005F_056E,B20005F_056EA,B20005F_056M,B20005F_056MA,B20005F_057E,B20005F_057EA,B20005F_057M,B20005F_057MA,B20005F_058E,B20005F_058EA,B20005F_058M,B20005F_058MA,B20005F_059E,B20005F_059EA,B20005F_059M,B20005F_059MA,B20005F_060E,B20005F_060EA,B20005F_060M,B20005F_060MA,B20005F_061E,B20005F_061EA,B20005F_061M,B20005F_061MA,B20005F_062E,B20005F_062EA,B20005F_062M,B20005F_062MA,B20005F_063E,B20005F_063EA,B20005F_063M,B20005F_063MA,B20005F_064E,B20005F_064EA,B20005F_064M,B20005F_064MA,B20005F_065E,B20005F_065EA,B20005F_065M,B20005F_065MA,B20005F_066E,B20005F_066EA,B20005F_066M,B20005F_066MA,B20005F_067E,B20005F_067EA,B20005F_067M,B20005F_067MA,B20005F_068E,B20005F_068EA,B20005F_068M,B20005F_068MA,B20005F_069E,B20005F_069EA,B20005F_069M,B20005F_069MA,B20005F_070E,B20005F_070EA,B20005F_070M,B20005F_070MA,B20005F_071E,B20005F_071EA,B20005F_071M,B20005F_071MA,B20005F_072E,B20005F_072EA,B20005F_072M,B20005F_072MA,B20005F_073E,B20005F_073EA,B20005F_073M,B20005F_073MA,B20005F_074E,B20005F_074EA,B20005F_074M,B20005F_074MA,B20005F_075E,B20005F_075EA,B20005F_075M,B20005F_075MA,B20005F_076E,B20005F_076EA,B20005F_076M,B20005F_076MA,B20005F_077E,B20005F_077EA,B20005F_077M,B20005F_077MA,B20005F_078E,B20005F_078EA,B20005F_078M,B20005F_078MA,B20005F_079E,B20005F_079EA,B20005F_079M,B20005F_079MA,B20005F_080E,B20005F_080EA,B20005F_080M,B20005F_080MA,B20005F_081E,B20005F_081EA,B20005F_081M,B20005F_081MA,B20005F_082E,B20005F_082EA,B20005F_082M,B20005F_082MA,B20005F_083E,B20005F_083EA,B20005F_083M,B20005F_083MA,B20005F_084E,B20005F_084EA,B20005F_084M,B20005F_084MA,B20005F_085E,B20005F_085EA,B20005F_085M,B20005F_085MA,B20005F_086E,B20005F_086EA,B20005F_086M,B20005F_086MA,B20005F_087E,B20005F_087EA,B20005F_087M,B20005F_087MA,B20005F_088E,B20005F_088EA,B20005F_088M,B20005F_088MA,B20005F_089E,B20005F_089EA,B20005F_089M,B20005F_089MA,B20005F_090E,B20005F_090EA,B20005F_090M,B20005F_090MA,B20005F_091E,B20005F_091EA,B20005F_091M,B20005F_091MA,B20005F_092E,B20005F_092EA,B20005F_092M,B20005F_092MA,B20005F_093E,B20005F_093EA,B20005F_093M,B20005F_093MA,B20005F_094E,B20005F_094EA,B20005F_094M,B20005F_094MA,B20005F_095E,B20005F_095EA,B20005F_095M,B20005F_095MA,GEO_ID,NAME,state
238202,null,10154,null,146242,null,7886,null,88188,null,6522,null,0,null,296,null,88188,null,6522,null,38,null,63,null,392,null,448,null,342,null,406,null,339,null,347,null,5100,null,1478,null,3359,null,952,null,8936,null,2323,null,7466,null,2140,null,10555,null,2427,null,4080,null,1483,null,14641,null,2858,null,9338,null,2116,null,7100,null,1623,null,5129,null,1530,null,3680,null,1316,null,1391,null,735,null,1414,null,698,null,1004,null,533,null,1430,null,705,null,2454,null,1194,null,58054,null,5390,null,11971,null,2707,null,46083,null,5231,null,5173,null,1672,null,3688,null,1662,null,4293,null,1280,null,4834,null,1485,null,5116,null,1515,null,2987,null,1177,null,5128,null,1785,null,736,null,448,null,3674,null,1386,null,1390,null,721,null,3759,null,1631,null,1318,null,827,null,899,null,594,null,1578,null,765,null,382,null,307,null,387,null,358,null,203,null,220,null,71,null,128,null,219,null,236,null,248,null,293,null,91960,null,5204,null,25902,null,3012,null,0,null,296,null,25902,null,3012,null,0,null,296,null,0,null,296,null,269,null,313,null,168,null,205,null,3054,null,1397,null,2741,null,1212,null,1779,null,803,null,1902,null,964,null,2673,null,934,null,750,null,435,null,3603,null,1066,null,3243,null,1189,null,1407,null,759,null,971,null,563,null,324,null,291,null,503,null,316,null,1214,null,515,null,688,null,402,null,329,null,371,null,284,null,344,null,66058,null,4268,null,39755,null,3859,null,26303,null,2563,null,4563,null,1214,null,4513,null,1087,null,2599,null,845,null,1677,null,669,null,3040,null,1208,null,1389,null,681,null,1607,null,770,null,1128,null,461,null,1155,null,614,null,175,null,179,null,780,null,417,null,828,null,442,null,1498,null,649,null,253,null,253,null,152,null,177,null,372,null,318,null,287,null,310,null,269,null,396,null,18,null,34,null,0,null,296,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
785215,null,14150,null,420906,null,9215,null,249550,null,8775,null,0,null,265,null,249550,null,8775,null,77,null,128,null,463,null,418,null,853,null,542,null,2816,null,1128,null,9867,null,2017,null,10345,null,2309,null,22212,null,3276,null,11990,null,2061,null,27088,null,3843,null,14150,null,2894,null,29854,null,3991,null,24798,null,3419,null,19768,null,2816,null,19633,null,2700,null,9793,null,2001,null,12584,null,2288,null,12836,null,2569,null,8736,null,1949,null,8401,null,1701,null,3286,null,993,null,171356,null,6157,null,60506,null,4768,null,110850,null,5827,null,13507,null,2051,null,7520,null,1726,null,7768,null,1695,null,8274,null,1959,null,11523,null,2172,null,6714,null,1383,null,7508,null,1585,null,4480,null,1427,null,5455,null,1393,null,3669,null,867,null,9358,null,1855,null,6287,null,1093,null,3576,null,925,null,3188,null,1017,null,2893,null,817,null,2320,null,879,null,3418,null,970,null,1394,null,575,null,1124,null,737,null,874,null,385,null,364309,null,7206,null,124313,null,5175,null,0,null,265,null,124313,null,5175,null,0,null,265,null,198,null,231,null,411,null,352,null,1531,null,847,null,9597,null,1827,null,10480,null,2146,null,15350,null,2430,null,8050,null,1699,null,13242,null,2218,null,8893,null,1856,null,13650,null,2171,null,14340,null,2310,null,7281,null,1471,null,4642,null,1308,null,3592,null,1166,null,3456,null,1020,null,3317,null,994,null,3569,null,1061,null,1921,null,901,null,793,null,629,null,239996,null,7295,null,138055,null,6094,null,101941,null,5120,null,20445,null,2796,null,13367,null,2163,null,12604,null,1860,null,6934,null,1536,null,13320,null,2264,null,5112,null,1332,null,7041,null,1556,null,3309,null,931,null,2730,null,770,null,2538,null,848,null,3484,null,1096,null,2840,null,844,null,2213,null,779,null,1375,null,586,null,1083,null,503,null,508,null,427,null,961,null,492,null,1228,null,589,null,687,null,443,null,162,null,154,null,0400000US17,Illinois,17
103543,null,5252,null,57850,null,3679,null,31051,null,2496,null,0,null,265,null,31051,null,2496,null,77,null,124,null,0,null,265,null,235,null,283,null,0,null,265,null,840,null,503,null,1428,null,625,null,3973,null,1317,null,2072,null,763,null,2627,null,942,null,2059,null,808,null,3728,null,1115,null,3983,null,1030,null,2483,null,945,null,1167,null,701,null,628,null,369,null,942,null,483,null,2289,null,771,null,724,null,418,null,1079,null,651,null,717,null,418,null,26799,null,2880,null,9233,null,1899,null,17566,null,2786,null,2143,null,774,null,1856,null,804,null,2558,null,1008,null,1164,null,555,null,1563,null,733,null,511,null,455,null,1651,null,1209,null,885,null,436,null,820,null,393,null,151,null,201,null,1499,null,867,null,515,null,302,null,578,null,456,null,266,null,268,null,47,null,69,null,371,null,367,null,147,null,113,null,0,null,265,null,579,null,423,null,262,null,233,null,45693,null,2673,null,15135,null,2099,null,0,null,265,null,15135,null,2099,null,0,null,265,null,0,null,265,null,0,null,265,null,23,null,45,null,815,null,501,null,1898,null,1054,null,2202,null,863,null,1493,null,803,null,1197,null,493,null,1033,null,569,null,2109,null,967,null,1269,null,590,null,599,null,317,null,635,null,447,null,224,null,213,null,676,null,562,null,424,null,308,null,152,null,164,null,209,null,190,null,177,null,205,null,30558,null,2708,null,16962,null,1926,null,13596,null,1907,null,2325,null,659,null,3237,null,909,null,1143,null,494,null,614,null,385,null,1657,null,743,null,1194,null,626,null,802,null,512,null,288,null,291,null,752,null,389,null,217,null,215,null,371,null,306,null,207,null,249,null,136,null,178,null,36,null,60,null,115,null,102,null,216,null,317,null,116,null,145,null,0,null,265,null,84,null,127,null,86,null,148,null,0400000US18,Indiana,18
35535,null,3469,null,20140,null,2163,null,11934,null,1972,null,0,null,226,null,11934,null,1972,null,0,null,226,null,0,null,226,null,224,null,335,null,61,null,93,null,790,null,568,null,437,null,318,null,753,null,588,null,812,null,520,null,1457,null,727,null,1163,null,602,null,1793,null,756,null,2063,null,659,null,645,null,386,null,547,null,340,null,414,null,321,null,212,null,274,null,155,null,205,null,165,null,177,null,208,null,206,null,35,null,61,null,8206,null,1517,null,1956,null,736,null,6250,null,1282,null,709,null,386,null,433,null,268,null,1053,null,504,null,579,null,413,null,226,null,171,null,945,null,589,null,85,null,123,null,454,null,513,null,299,null,356,null,370,null,475,null,88,null,82,null,214,null,197,null,323,null,261,null,29,null,51,null,0,null,226,null,293,null,216,null,0,null,226,null,56,null,91,null,62,null,104,null,32,null,57,null,15395,null,1759,null,5061,null,946,null,0,null,226,null,5061,null,946,null,45,null,78,null,0,null,226,null,16,null,28,null,62,null,101,null,548,null,299,null,144,null,154,null,493,null,462,null,488,null,442,null,404,null,323,null,398,null,291,null,1051,null,570,null,447,null,293,null,310,null,228,null,237,null,193,null,26,null,47,null,131,null,204,null,217,null,168,null,0,null,226,null,44,null,82,null,0,null,226,null,10334,null,1538,null,3977,null,1031,null,6357,null,1260,null,1019,null,444,null,865,null,372,null,1053,null,552,null,571,null,431,null,931,null,532,null,20,null,42,null,388,null,342,null,431,null,296,null,147,null,259,null,141,null,123,null,91,null,113,null,231,null,191,null,64,null,90,null,143,null,177,null,0,null,226,null,0,null,226,null,215,null,307,null,47,null,89,null,0,null,226,null,0,null,226,null,0400000US19,Iowa,19
58161,null,4596,null,31478,null,2928,null,17534,null,2533,null,0,null,242,null,17534,null,2533,null,68,null,130,null,0,null,242,null,104,null,175,null,0,null,242,null,440,null,381,null,503,null,391,null,2172,null,801,null,778,null,542,null,1641,null,653,null,1565,null,785,null,3386,null,1051,null,1647,null,834,null,1266,null,552,null,710,null,358,null,912,null,577,null,746,null,544,null,975,null,458,null,168,null,163,null,453,null,262,null,0,null,242,null,13944,null,1775,null,3387,null,904,null,10557,null,1887,null,1674,null,642,null,939,null,497,null,726,null,349,null,951,null,533,null,1566,null,706,null,295,null,295,null,829,null,471,null,431,null,385,null,594,null,446,null,347,null,318,null,1256,null,538,null,196,null,244,null,295,null,285,null,172,null,178,null,11,null,17,null,66,null,101,null,74,null,116,null,0,null,242,null,135,null,166,null,0,null,242,null,26683,null,2301,null,8260,null,1357,null,0,null,242,null,8260,null,1357,null,0,null,242,null,0,null,242,null,506,null,518,null,149,null,137,null,665,null,456,null,543,null,428,null,955,null,461,null,1101,null,671,null,1250,null,486,null,536,null,398,null,504,null,350,null,657,null,393,null,495,null,321,null,408,null,350,null,76,null,107,null,137,null,156,null,226,null,179,null,0,null,242,null,0,null,242,null,52,null,83,null,18423,null,2058,null,8579,null,1602,null,9844,null,1409,null,2041,null,712,null,1629,null,649,null,906,null,421,null,787,null,428,null,1699,null,731,null,569,null,433,null,366,null,247,null,339,null,244,null,461,null,317,null,137,null,143,null,137,null,166,null,214,null,203,null,78,null,100,null,73,null,119,null,145,null,197,null,77,null,141,null,35,null,57,null,61,null,98,null,90,null,143,null,0,null,242,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
128547,null,7300,null,70321,null,3899,null,43448,null,3477,null,0,null,281,null,43448,null,3477,null,0,null,281,null,0,null,281,null,507,null,594,null,459,null,358,null,1889,null,1077,null,1902,null,893,null,1715,null,788,null,1038,null,608,null,5281,null,1398,null,2075,null,844,null,4939,null,1310,null,3146,null,1116,null,4083,null,1334,null,3374,null,1258,null,2139,null,802,null,3042,null,912,null,2474,null,924,null,1035,null,465,null,2697,null,1054,null,1653,null,721,null,26873,null,2819,null,7442,null,1415,null,19431,null,2771,null,1743,null,687,null,682,null,445,null,2975,null,1307,null,2047,null,858,null,1756,null,817,null,984,null,590,null,1074,null,419,null,1388,null,990,null,778,null,548,null,301,null,226,null,1412,null,738,null,2066,null,1051,null,515,null,322,null,336,null,329,null,133,null,132,null,195,null,210,null,612,null,495,null,68,null,115,null,101,null,121,null,265,null,245,null,58226,null,4320,null,22078,null,2635,null,0,null,281,null,22078,null,2635,null,0,null,281,null,88,null,143,null,455,null,317,null,72,null,83,null,1581,null,552,null,1173,null,645,null,2567,null,866,null,618,null,398,null,2206,null,779,null,1209,null,659,null,2528,null,889,null,2808,null,876,null,1225,null,893,null,739,null,380,null,924,null,660,null,637,null,402,null,1265,null,751,null,696,null,460,null,922,null,522,null,365,null,323,null,36148,null,3508,null,16626,null,2654,null,19522,null,2240,null,2400,null,851,null,2691,null,927,null,1841,null,734,null,1583,null,831,null,3410,null,1044,null,1620,null,717,null,1757,null,650,null,757,null,473,null,1092,null,595,null,732,null,545,null,166,null,138,null,507,null,328,null,204,null,199,null,0,null,281,null,45,null,72,null,177,null,238,null,165,null,213,null,148,null,182,null,107,null,147,null,120,null,118,null,0400000US24,Maryland,24
213507,null,9465,null,105007,null,5997,null,50073,null,4374,null,0,null,281,null,50073,null,4374,null,137,null,216,null,0,null,281,null,0,null,281,null,761,null,620,null,2239,null,1062,null,1030,null,651,null,3425,null,1271,null,2689,null,1433,null,5716,null,1629,null,1969,null,943,null,5508,null,1414,null,6577,null,2060,null,5022,null,1493,null,3315,null,1027,null,1402,null,693,null,3553,null,1331,null,2939,null,1069,null,1260,null,636,null,1078,null,522,null,1453,null,791,null,54934,null,4580,null,24064,null,2954,null,30870,null,3842,null,5300,null,1425,null,2857,null,1007,null,3287,null,1069,null,1670,null,800,null,3042,null,1186,null,2476,null,1105,null,2147,null,1335,null,1745,null,734,null,1302,null,836,null,1280,null,696,null,1829,null,977,null,1175,null,757,null,635,null,672,null,261,null,361,null,396,null,438,null,466,null,380,null,263,null,273,null,186,null,157,null,441,null,296,null,112,null,134,null,108500,null,5658,null,34747,null,2694,null,0,null,281,null,34747,null,2694,null,0,null,281,null,0,null,281,null,445,null,419,null,184,null,203,null,1399,null,705,null,763,null,464,null,3787,null,998,null,1994,null,808,null,4297,null,1334,null,2166,null,1054,null,4215,null,991,null,4355,null,1237,null,3025,null,848,null,2660,null,1047,null,745,null,406,null,2092,null,1121,null,1062,null,544,null,668,null,495,null,709,null,451,null,181,null,169,null,73753,null,4612,null,37077,null,3579,null,36676,null,3257,null,6162,null,1425,null,4687,null,1444,null,5316,null,1357,null,3173,null,1214,null,4324,null,1383,null,2715,null,1003,null,1313,null,727,null,1522,null,505,null,921,null,480,null,1001,null,630,null,1850,null,996,null,1395,null,693,null,1027,null,532,null,321,null,253,null,35,null,59,null,231,null,275,null,332,null,271,null,39,null,66,null,229,null,366,null,83,null,100,null,0400000US25,Massachusetts,25
118192,null,6655,null,64695,null,4211,null,27768,null,2931,null,0,null,237,null,27768,null,2931,null,45,null,77,null,14,null,36,null,1050,null,885,null,369,null,179,null,1682,null,888,null,1117,null,603,null,1547,null,690,null,2130,null,896,null,2182,null,819,null,3801,null,1283,null,3055,null,1222,null,1524,null,625,null,1984,null,813,null,1417,null,667,null,994,null,508,null,250,null,233,null,1429,null,550,null,1073,null,567,null,1136,null,541,null,969,null,706,null,36927,null,3188,null,12718,null,1872,null,24209,null,2673,null,3829,null,1001,null,2104,null,861,null,1921,null,658,null,2288,null,893,null,3033,null,1066,null,1922,null,880,null,912,null,497,null,861,null,502,null,1727,null,668,null,741,null,418,null,1378,null,701,null,868,null,481,null,531,null,358,null,585,null,472,null,381,null,297,null,447,null,420,null,330,null,218,null,175,null,161,null,176,null,174,null,0,null,237,null,53497,null,3485,null,14329,null,2103,null,0,null,237,null,14329,null,2103,null,14,null,28,null,0,null,237,null,573,null,499,null,366,null,394,null,763,null,544,null,1061,null,665,null,574,null,371,null,651,null,444,null,1772,null,816,null,1002,null,583,null,1217,null,489,null,1623,null,757,null,1289,null,711,null,1398,null,905,null,303,null,205,null,452,null,324,null,540,null,424,null,141,null,134,null,430,null,305,null,160,null,154,null,39168,null,2697,null,19878,null,2285,null,19290,null,2045,null,3343,null,903,null,2928,null,839,null,2708,null,962,null,1333,null,590,null,3551,null,795,null,410,null,285,null,895,null,491,null,566,null,305,null,580,null,442,null,324,null,244,null,886,null,479,null,317,null,246,null,398,null,374,null,105,null,136,null,289,null,284,null,243,null,254,null,218,null,201,null,43,null,69,null,153,null,245,null,0,null,237,null,0400000US26,Michigan,26
