GEO_ID,B10051D_001E,B10051D_001M,B10051D_002E,B10051D_002M,B10051D_003E,B10051D_003M,B10051D_004E,B10051D_004M,B10051D_005E,B10051D_005M,B10051D_006E,B10051D_006M,B10051D_007E,B10051D_007M,NAME,B10051D_001MA,B10051D_001EA,B10051D_002EA,B10051D_002MA,B10051D_003EA,B10051D_003MA,B10051D_004EA,B10051D_004MA,B10051D_005MA,B10051D_005EA,B10051D_006MA,B10051D_006EA,B10051D_007EA,B10051D_007MA,state
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,27989,2784,3041,997,618,460,2423,888,24948,2658,3394,791,21554,2593,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,53234,4421,9196,1619,3413,952,5783,1333,44038,4084,10772,2012,33266,3255,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4709,1191,636,456,282,237,354,373,4073,1106,1136,493,2937,899,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4648,1209,430,347,203,262,227,217,4218,1148,588,424,3630,1006,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2028,587,443,255,196,152,247,190,1585,509,458,290,1127,489,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4784,1284,551,411,134,134,417,378,4233,1156,1750,746,2483,841,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12121,2221,1971,867,1281,658,690,490,10150,1917,2943,1122,7207,1510,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2748,1028,737,590,505,526,232,255,2011,786,504,374,1507,708,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2868,840,289,221,112,139,177,179,2579,822,369,306,2210,781,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,36223,4224,5542,1734,2411,1053,3131,1323,30681,3851,7058,1761,23623,3149,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,15569,1818,2417,819,1421,614,996,413,13152,1731,2998,1034,10154,1472,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,17859,2664,2280,868,1157,684,1123,496,15579,2462,3259,1242,12320,1891,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3626,899,441,333,349,294,92,145,3185,829,896,414,2289,763,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1713,614,474,351,260,224,214,174,1239,568,295,295,944,435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,1721,484,423,392,214,316,209,231,1298,358,188,131,1110,342,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4939,1323,715,496,331,347,384,319,4224,1273,665,568,3559,1172,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
