GEO_ID,C05003E_001E,C05003E_001M,C05003E_002E,C05003E_002M,C05003E_003E,C05003E_003M,C05003E_004E,C05003E_004M,C05003E_005E,C05003E_005M,C05003E_006E,C05003E_006M,C05003E_007E,C05003E_007M,C05003E_008E,C05003E_008M,C05003E_009E,C05003E_009M,C05003E_010E,C05003E_010M,C05003E_011E,C05003E_011M,C05003E_012E,C05003E_012M,C05003E_013E,C05003E_013M,C05003E_014E,C05003E_014M,C05003E_015E,C05003E_015M,NAME,C05003E_001MA,C05003E_001EA,C05003E_002EA,C05003E_002MA,C05003E_003MA,C05003E_003EA,C05003E_004MA,C05003E_004EA,C05003E_005MA,C05003E_005EA,C05003E_006MA,C05003E_006EA,C05003E_007EA,C05003E_007MA,C05003E_008MA,C05003E_008EA,C05003E_009MA,C05003E_009EA,C05003E_010EA,C05003E_010MA,C05003E_011MA,C05003E_011EA,C05003E_012MA,C05003E_012EA,C05003E_013MA,C05003E_013EA,C05003E_014MA,C05003E_014EA,C05003E_015EA,C05003E_015MA,state
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4480,1370,2777,903,799,567,702,556,97,94,1978,632,1275,553,703,541,1703,727,740,445,626,444,114,95,963,463,338,213,625,480,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1227,1206,268,189,71,56,0,149,71,56,197,172,168,170,29,23,959,1033,396,464,361,457,35,28,563,590,533,588,30,24,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,18441,1715,9701,906,3096,651,2985,662,111,135,6605,703,5713,740,892,641,8740,1203,1981,476,1963,480,18,32,6759,1048,5874,1120,885,470,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2606,1623,1099,669,351,186,261,100,90,157,748,619,153,142,595,603,1507,1007,537,431,229,135,308,405,970,624,397,222,573,586,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7456,2870,3222,1471,319,333,225,269,94,134,2903,1392,1648,907,1255,1079,4234,1579,1114,568,1019,571,95,126,3120,1411,1743,870,1377,1047,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5568,2118,2089,767,443,369,443,369,0,193,1646,626,1110,499,536,479,3479,1589,1619,1184,952,734,667,642,1860,784,765,420,1095,657,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4101,1494,1752,851,281,205,168,155,113,133,1471,733,1228,684,243,238,2349,984,521,363,377,326,144,153,1828,856,1661,835,167,196,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3925,504,1588,358,481,117,369,173,112,155,1107,356,650,346,457,61,2337,440,569,151,457,154,112,155,1768,443,1260,414,508,124,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16415,2030,7576,1307,2591,682,2267,559,324,253,4985,954,2629,803,2356,611,8839,1384,2720,748,2342,636,378,336,6119,933,3532,1154,2587,741,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7135,3790,3509,2116,742,561,631,552,111,151,2767,1682,2207,1372,560,420,3626,1912,1000,796,993,796,7,18,2626,1208,2107,1101,519,378,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21938,2767,10060,1825,3616,885,3515,860,101,105,6444,1478,5273,1395,1171,659,11878,1539,2323,725,2323,725,0,206,9555,1178,7277,1424,2278,839,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25765,2742,13030,1373,4339,789,4090,801,249,293,8691,854,5219,984,3472,648,12735,1735,4431,810,3968,783,463,440,8304,1191,4987,1212,3317,931,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5008,1689,2668,1215,823,597,556,321,267,349,1845,898,1293,712,552,493,2340,752,110,134,110,134,0,192,2230,723,1369,520,861,489,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41156,2910,20463,2023,6753,1349,6692,1346,61,145,13710,1441,11175,1606,2535,989,20693,1721,6195,1196,5935,1167,260,209,14498,1188,12094,1283,2404,750,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8231,982,3643,873,1389,591,1389,591,0,143,2254,489,1701,426,553,397,4588,735,1729,486,1422,566,307,422,2859,513,1925,744,934,489,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,12037,1880,6412,1232,1984,670,1984,670,0,198,4428,881,3551,761,877,513,5625,1215,1912,856,1720,844,192,218,3713,639,2764,748,949,484,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,5221,406,2271,699,967,552,856,527,111,159,1304,268,142,163,1162,209,2950,769,1239,560,1083,572,156,198,1711,393,560,469,1151,267,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
