GEO_ID,C15010B_001E,C15010B_001M,C15010B_002E,C15010B_002M,C15010B_003E,C15010B_003M,C15010B_004E,C15010B_004M,C15010B_005E,C15010B_005M,C15010B_006E,C15010B_006M,NAME,C15010B_001MA,C15010B_001EA,C15010B_002MA,C15010B_002EA,C15010B_003MA,C15010B_003EA,C15010B_004EA,C15010B_004MA,C15010B_005EA,C15010B_005MA,C15010B_006MA,C15010B_006EA,state
0400000US19,9990,1568,3767,1095,1236,551,1747,807,1297,506,1943,722,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18114,1996,4945,1070,1758,567,4569,861,2582,740,4260,1060,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31978,3283,8665,1417,2522,829,8168,1664,4838,983,7785,1290,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116065,5139,27865,2689,12022,1945,22911,2306,27682,2478,25585,2705,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1663,472,536,357,25,37,433,304,211,201,458,322,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,286618,8592,100284,5310,27265,2886,71277,4769,31661,3045,56131,3515,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,59612,4099,21192,2316,6954,1562,12680,1852,5714,973,13072,1842,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,136748,5444,40472,3463,12938,1535,32967,2597,16773,1609,33598,2528,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,31847,2998,11236,1950,3174,1059,8430,1461,1884,608,7123,1300,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93183,5012,19011,2558,10845,1774,19860,2371,23268,2216,20199,2515,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,69411,3655,19364,2554,6810,1279,18060,2248,10542,1570,14635,1753,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8942,1478,2493,849,959,477,2048,946,1229,407,2213,637,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23585,2730,7134,1707,2150,844,5421,1513,2457,731,6423,1369,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2439,889,1258,681,400,352,313,293,199,241,269,243,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,164528,5820,54850,4563,18000,2582,38250,3620,18844,2171,34584,3072,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6838,1546,1982,695,691,443,1772,741,630,521,1763,736,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,418141,12059,124159,6112,51190,4155,94807,5153,44770,3681,103215,5435,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,226385,9230,62921,5037,21284,3195,54740,3646,35126,3212,52314,4152,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,131930,5989,39310,3625,12119,1916,32810,3091,16858,1961,30833,2796,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28431,2390,6977,1186,2042,575,7121,1286,4567,941,7724,1555,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,9244,1731,2872,808,624,416,2166,789,1065,594,2517,970,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,133641,5663,43551,3381,12589,1835,29510,2744,15729,2312,32262,2771,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7415,1490,2873,974,646,396,1899,624,549,433,1448,597,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,115499,5703,31853,3195,7185,1395,26185,2542,21059,2555,29217,2992,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,111958,5691,32392,3224,8960,1455,26645,2955,18198,2101,25763,2806,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,388484,12440,111329,6428,44106,4791,97484,6550,56353,4026,79212,5733,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4635,980,2449,795,32,55,482,341,98,115,1574,757,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,926,504,171,157,0,143,261,170,0,143,494,373,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,204480,5895,66130,4543,18059,2310,50820,3662,26787,2417,42684,3000,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,30549,2784,11772,1678,2727,994,6243,1341,2280,711,7527,1336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4929,1036,1224,522,332,213,1387,569,942,505,1044,548,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24602,2313,6565,1155,2730,750,5454,1022,3831,874,6022,1150,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,44151,3636,11589,1904,4729,1081,12502,1917,8957,1477,6374,1316,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,120818,5177,32179,2686,11318,1817,27734,2347,25513,2270,24074,2329,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4237,1087,1334,633,205,218,1303,733,626,516,769,512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37680,3326,12286,2042,2846,791,10753,1919,5204,1818,6591,1446,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37232,3378,8693,1540,3131,897,8210,1616,9510,1640,7688,1581,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
