GEO_ID,B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,NAME,B17020B_001MA,B17020B_001EA,B17020B_002EA,B17020B_002MA,B17020B_003EA,B17020B_003MA,B17020B_004EA,B17020B_004MA,B17020B_005EA,B17020B_005MA,B17020B_006MA,B17020B_006EA,B17020B_007EA,B17020B_007MA,B17020B_008MA,B17020B_008EA,B17020B_009EA,B17020B_009MA,B17020B_010EA,B17020B_010MA,B17020B_011MA,B17020B_011EA,B17020B_012MA,B17020B_012EA,B17020B_013EA,B17020B_013MA,B17020B_014EA,B17020B_014MA,B17020B_015EA,B17020B_015MA,B17020B_016EA,B17020B_016MA,B17020B_017MA,B17020B_017EA,state
0400000US18,568143,7206,187175,7839,23815,2679,4944,1297,27018,3396,22082,2187,101233,4524,4958,817,3125,657,380968,9190,22830,2823,4737,1098,31929,3113,33664,3191,246824,5060,24539,1115,16445,1191,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,85679,4010,30429,4745,4421,977,945,537,4610,1434,2586,786,17186,2698,368,174,313,199,55250,4189,3533,909,819,450,6206,1143,4999,1134,36465,2767,1929,547,1299,445,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,156434,3871,38786,4316,5196,1338,629,422,4293,1133,4515,1011,21818,2674,1098,444,1237,464,117648,4884,7984,1294,2065,773,9949,1688,10901,1528,75201,3228,7057,1025,4491,880,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,321329,6798,116680,7239,15759,2258,3367,917,14248,2072,13446,1860,63617,4609,3228,779,3015,658,204649,8009,10500,1579,2551,863,13740,2131,16503,1986,139664,5359,13518,1354,8173,1032,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1422700,6304,476013,15661,54965,3622,11079,2081,72822,4590,53551,4360,252228,9328,18353,1877,13015,1502,946687,15668,57964,3997,12536,1926,70691,4263,81301,4164,623670,9809,62672,2377,37853,2039,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12429,1604,4857,1326,460,308,14,26,697,336,484,330,3142,877,36,37,24,43,7572,1690,631,384,121,144,928,451,692,360,4653,1053,184,180,363,272,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1665203,7688,270705,14086,30451,3417,8037,1926,28493,3489,29080,3460,152413,8023,13179,1602,9052,1305,1394498,15979,82663,3756,17657,2011,106891,5371,117796,4686,930286,9061,87032,1921,52173,1744,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,452259,7909,105691,8845,12375,2271,3452,1129,12685,1814,11863,1830,58006,5564,3799,920,3511,861,346568,10722,23395,2160,6088,1274,29627,2881,29213,2355,229265,7005,18048,1127,10932,1088,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1334830,7519,485408,15504,55172,3418,9839,1463,60750,4344,58176,3757,277497,9415,14096,1395,9878,1093,849422,15411,40068,2882,8308,1515,57550,3528,70912,4164,560321,10051,65739,1977,46524,1751,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,276434,5674,104591,8190,11970,1745,3726,1035,14646,1902,13075,1994,57713,4649,2217,718,1244,503,171843,7684,15432,1743,3434,992,16126,1932,15689,1948,113405,4734,5551,808,2206,450,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1081561,5422,407307,14645,50118,3376,12637,1987,54759,4165,49783,3900,213398,8764,15355,1602,11257,1307,674254,15437,39836,3151,9004,1659,50076,4285,57930,3698,450089,9457,42832,2263,24487,1625,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,653606,6524,206479,9519,26884,2435,5425,1278,27095,2640,23090,2968,114650,5976,5196,854,4139,695,447127,9441,19238,2177,4612,1169,36348,3105,39775,3112,293907,6151,31539,1510,21708,1409,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,80328,3334,27475,3946,3977,986,984,499,4481,1253,3272,1047,13744,1981,689,319,328,196,52853,3945,3904,1034,634,355,5812,1376,3945,818,34001,2188,2761,400,1796,323,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,219193,4490,60283,6103,6327,1780,1431,582,6535,1744,6475,1681,37082,3608,1651,625,782,349,158910,7333,9909,1723,3168,1162,11499,1950,12919,1878,103457,4523,11545,698,6413,592,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15180,2436,3492,2292,157,273,85,139,589,527,394,423,2183,1364,84,86,0,181,11688,1795,547,357,177,215,802,358,1427,801,8400,1385,202,192,133,174,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1155907,11186,238829,11361,29487,3336,4522,1100,27310,3065,29175,3255,133621,6369,9300,1340,5414,939,917078,15264,49058,3245,9480,1384,68943,4156,78181,4401,607179,9936,63249,1695,40988,1354,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,39559,2672,12196,3234,2369,1111,51,91,1181,779,988,661,7469,1830,68,140,70,88,27363,2853,2342,747,608,465,2951,921,1896,760,16894,2016,1633,473,1039,480,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2939467,15643,684639,20819,74723,5208,13877,1696,73917,4056,76859,5443,386805,11961,31321,2744,27137,2668,2254828,22535,126252,4940,26909,3033,150397,5652,186575,5911,1501122,13925,160069,3373,103504,2864,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2029126,11108,576256,18094,66869,4274,13397,2007,72394,5393,65076,4890,315499,10611,23544,2191,19477,1774,1452870,18497,75200,4060,18202,2513,102815,4774,118499,4656,977331,11714,100977,2909,59846,2635,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1350299,9120,481252,13737,59497,3640,13646,2115,62556,4302,53454,3979,266143,8183,15379,1921,10577,1405,869047,13932,43429,3293,10751,1680,61319,4153,73090,4018,569050,8008,62933,2205,48475,2285,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,257142,4313,76701,5411,9129,1388,1612,467,10460,1583,8694,1460,42171,2939,2407,612,2228,463,180441,5766,9397,1268,1991,847,15146,1887,15056,1304,120225,3717,11368,984,7258,753,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67304,3871,27458,4126,2759,955,781,490,3301,1307,2974,1132,16577,2287,725,459,341,314,39846,3552,2366,1000,597,374,2567,831,3642,1236,26647,2268,2330,468,1697,407,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1316791,12862,387800,16201,44004,4153,8684,1830,45315,4458,44541,3630,220544,8847,13310,1440,11402,1299,928991,17170,56154,4012,10965,1844,70867,4767,83334,4076,600586,10684,62369,2189,44716,1955,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,64610,4971,16847,2903,2949,889,518,366,1889,874,1880,726,8274,1632,666,401,671,455,47763,4514,2658,746,481,442,4269,1301,3981,1026,33552,3364,1453,457,1369,514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253255,6813,363188,13293,44677,3671,8295,1592,47205,3489,40402,3412,192853,7793,16657,1520,13099,1599,890067,13936,43830,3334,10360,1619,69367,4146,72844,4013,591312,8596,66722,2244,35632,2081,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12413,1380,5184,1505,1301,419,312,276,444,347,157,213,2970,1084,0,147,0,147,7229,1487,466,422,16,31,877,484,1063,407,4672,1045,11,19,124,199,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1045176,6903,305121,13997,39749,3683,8114,1560,39257,3557,38271,3690,161910,8417,11612,1650,6208,1068,740055,13179,41219,3162,9187,1620,54897,3831,65170,4494,498069,8381,43450,2051,28063,1455,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2957685,17089,735605,20413,87828,5483,20009,2803,97533,5794,84997,5467,398200,12590,26198,2200,20840,2086,2222080,22969,138512,6266,27624,3275,186218,7947,200143,8616,1484940,13630,117035,3127,67608,2500,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30555,2885,5679,1626,583,462,43,67,750,487,489,343,3605,1009,127,132,82,113,24876,3004,1820,608,726,465,3436,1171,3226,1291,14563,1659,700,313,405,260,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1502167,10196,304889,12139,35149,2975,8629,1236,36940,3666,31788,2910,169156,7526,11554,1405,11673,1502,1197278,13325,64206,3614,13467,2077,86462,4069,103496,4505,799567,8389,81085,2349,48995,2081,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,237849,6508,60990,5934,6971,2072,1625,867,6262,2135,5889,1651,38119,3312,1175,483,949,432,176859,7119,10164,1790,2950,1241,11192,2091,15525,2099,122111,4435,8921,926,5996,858,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,53685,3086,20102,3029,2554,1591,364,338,2027,684,2205,810,12039,1797,514,339,399,290,33583,3229,2744,1267,213,231,1718,736,2635,980,21858,2054,2264,583,2151,792,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,336636,4922,128604,8469,16867,1938,3842,776,18491,2527,17028,2307,68181,4285,2831,571,1364,421,208032,8707,12541,1833,3265,1047,18346,2269,21532,2882,134968,4601,10580,631,6800,714,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,302388,11894,127222,7330,9685,1737,1251,513,10377,1604,10158,1964,77504,5022,10394,1271,7853,1102,175166,10308,4234,1201,992,393,10191,2026,13004,2126,117923,7493,17599,1624,11223,1551,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1228352,6108,388385,15074,48455,3675,10465,1904,51602,3845,42253,3807,208813,8816,14077,1818,12720,1424,839967,14247,43272,3605,8497,1631,58800,4005,70780,4320,564760,8677,58885,2465,34973,1830,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24494,1595,3905,1772,604,538,0,143,808,601,282,337,2034,872,148,215,29,48,20589,1906,1234,607,186,184,1949,644,1492,567,14767,1071,511,382,450,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,269555,6547,70515,6926,8475,1780,2019,732,7887,1962,6603,1950,42318,4132,1869,526,1344,494,199040,8388,12606,2144,2448,846,17590,2594,21100,2766,129092,5465,11227,1002,4977,665,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,440604,3488,154730,8181,18780,2021,3887,1132,22182,2460,16989,2157,83724,4482,4066,827,5102,833,285874,7359,16909,1916,4066,1221,21204,2331,28281,2596,187606,4628,18062,1314,9746,773,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
