GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001MA,B14007B_001EA,B14007B_002MA,B14007B_002EA,B14007B_003MA,B14007B_003EA,B14007B_004MA,B14007B_004EA,B14007B_005EA,B14007B_005MA,B14007B_006MA,B14007B_006EA,B14007B_007MA,B14007B_007EA,B14007B_008MA,B14007B_008EA,B14007B_009MA,B14007B_009EA,B14007B_010EA,B14007B_010MA,B14007B_011MA,B14007B_011EA,B14007B_012MA,B14007B_012EA,B14007B_013MA,B14007B_013EA,B14007B_014EA,B14007B_014MA,B14007B_015MA,B14007B_015EA,B14007B_016MA,B14007B_016EA,B14007B_017MA,B14007B_017EA,B14007B_018MA,B14007B_018EA,B14007B_019MA,B14007B_019EA,state
0400000US26,1332323,7380,431552,7456,24531,2719,19998,1956,19612,1997,18780,2437,21238,2217,18624,2038,20707,2125,21844,2500,19460,1729,23072,2491,21956,1752,24287,2316,22595,1793,28876,2293,108435,5392,17537,2551,900771,7557,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,269046,5194,104203,5092,7378,1545,4163,1082,5467,1161,5106,1091,5367,1227,5096,1027,4926,956,6307,1339,5228,1044,4060,948,5531,1217,5084,887,4255,862,6584,1303,25869,2364,3782,1125,164843,3880,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1072584,5540,370166,6214,28532,2812,24494,2535,18648,2290,17732,1821,17954,1890,17825,2117,19343,2255,19223,2229,17598,1960,17982,2175,19302,2199,17300,1826,18231,1751,20336,2205,83280,4746,12386,1665,702418,6715,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,662898,4929,216964,4739,10614,1842,11230,1811,10163,1412,10406,1779,12295,1481,9573,1592,10378,1407,11130,1681,11474,1653,11038,1747,11302,1845,12168,1817,11380,1533,12637,1721,51247,3142,9929,1699,445934,4715,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,81284,3322,31838,2543,1979,743,1580,489,2134,835,2066,644,1850,657,1433,530,1417,522,1456,567,1149,399,1419,631,1316,408,1239,451,1681,473,1783,564,8105,1360,1231,506,49446,2445,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,217312,4148,63057,4105,2663,1028,3836,1172,2884,885,3735,955,2558,824,3048,926,2491,772,3918,1045,2458,800,3856,1012,2704,883,2315,851,4015,856,4738,1288,15359,2277,2479,967,154255,4252,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1159220,10518,358061,6965,25622,2758,17361,1981,15573,1847,16668,1964,17206,1919,15175,1963,15746,2063,18095,1985,17867,1732,15947,1905,20547,1846,19449,1947,18762,2085,20504,2083,88823,4951,14716,1839,801159,9605,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,39836,2311,15281,1912,1571,903,646,478,586,308,1096,750,1187,606,522,313,227,194,534,325,475,282,529,388,342,245,403,296,825,554,1129,651,4863,1215,346,239,24555,1719,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2926857,14577,892754,11225,50992,3690,43163,3128,41042,3135,33652,2563,37823,2499,41398,2946,37498,3205,42305,3358,44090,3391,46701,3234,46588,3092,46817,3119,42723,2685,56841,3747,241164,6981,39957,3179,2034103,11545,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2028198,10489,642696,10223,33600,2692,33897,2716,26956,2439,30010,2751,26920,2726,30413,2764,29437,2505,31064,3049,31684,2845,31143,3229,32991,2968,31221,2483,32252,2485,40622,3201,171782,7229,28704,2747,1385502,9927,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1353642,8665,454453,8762,26310,2857,25172,2598,20307,2627,19764,2225,23354,2192,24039,2836,18533,2290,22047,2209,20643,1873,20608,2227,22321,2298,22870,1692,23242,2231,32662,3140,116959,5113,15622,2017,899189,7471,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,261305,3841,81674,4013,4827,1075,3800,833,4815,1029,5225,982,4095,834,4232,920,3852,861,3172,763,4956,1017,3708,752,3387,748,3228,775,4561,996,4978,924,20155,2320,2683,731,179631,3916,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,66639,3495,24039,3228,1468,725,1317,582,527,312,685,453,1616,777,841,561,1106,599,998,504,1154,617,1603,848,966,471,878,535,954,511,1473,648,7848,1412,605,445,42600,2666,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1340320,10890,416980,9393,26934,2925,17991,2411,16287,2369,17919,2523,19062,2527,21485,1975,20981,2591,21590,2212,21549,2367,21377,2239,20397,2573,23777,2174,20552,2120,27971,2654,104034,5410,15074,1930,923340,8779,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,64904,4964,23503,2460,1579,661,1115,583,852,487,642,390,1422,772,1100,554,883,544,1257,541,836,437,1234,720,1401,596,612,318,847,411,1317,458,7803,1256,603,288,41401,3701,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1257657,6776,391862,6999,19127,2671,25630,2484,19474,2249,19739,2298,17141,2232,20292,2261,20661,2201,19859,1870,17973,1981,20412,2176,20451,2279,18838,2370,20486,2196,23398,3007,95184,3973,13197,2164,865795,6814,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12400,1305,5166,1264,417,448,282,285,499,321,93,90,171,188,139,146,98,115,198,256,57,83,332,264,287,261,633,514,266,236,510,479,926,494,258,257,7234,1008,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1043792,7011,338667,7165,17944,2322,16084,2349,14139,1920,16775,1966,17760,2411,16255,1944,16336,2149,17662,2203,15151,2092,17874,2341,18082,2176,19482,2237,17785,2023,19139,2239,83240,4947,14959,2269,705125,6671,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2963208,14425,991141,13399,55542,4259,48675,3969,46643,4546,54369,3928,48377,4140,42390,4413,49818,4191,50153,4164,47553,3977,50799,4259,48899,3677,52628,3425,46396,3934,55741,3851,251849,8509,41309,4055,1972067,12927,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30687,2925,13403,2063,1159,571,691,377,648,532,1027,610,749,382,474,330,735,479,462,365,1074,658,793,597,231,263,640,429,343,221,590,349,3286,776,501,423,17284,1466,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1516836,9609,474346,9167,22321,2275,21498,2539,19702,2304,21534,2396,20063,2367,21282,2335,22678,2248,23158,2365,23678,2559,24224,2357,21541,2448,23518,2153,23152,1921,25346,2117,133706,6034,26945,2832,1042490,8690,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,237831,6369,77386,5038,3375,1179,4106,1283,3215,1177,2489,925,2926,1033,2194,819,4218,1132,3283,954,4089,1155,4091,1032,2789,782,3689,1024,3114,892,4766,1048,25552,2570,3490,1101,160445,4180,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,57571,3201,18276,2438,1032,413,516,405,719,476,609,329,171,123,1179,547,997,514,285,179,864,558,976,532,1310,529,665,439,666,369,1574,876,5577,1304,1136,581,39295,2576,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,343408,4640,130753,4546,4984,1105,12459,1662,5463,1005,6641,1107,6913,1213,6374,1192,6537,1103,7340,1336,7504,1220,6581,1290,6325,1098,7525,1119,7752,1228,7903,1041,26925,2902,3527,996,212655,3848,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,296262,11708,75466,5567,4350,1162,2416,772,3084,858,3272,868,3758,920,3008,806,4502,1246,2809,906,3880,908,3955,1068,4261,977,4232,904,4198,1204,4176,1142,21057,2673,2508,884,220796,9289,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1221900,6087,376373,7501,23112,2170,17793,2391,17123,2049,20053,1998,16849,2353,18516,2354,19250,2131,21875,2465,17116,1972,19237,2096,21203,2207,17159,1575,18914,2121,22106,2461,91705,4971,14362,2426,845527,7336,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25126,1346,8577,1463,354,319,576,422,186,264,543,418,472,348,488,401,159,159,383,290,315,375,586,494,131,168,564,447,105,177,602,372,2356,773,757,473,16549,1156,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,275133,5982,96401,5059,3500,1520,4591,1111,3600,988,3697,1047,4969,1150,4713,1273,3574,1163,4250,1122,6034,1364,4640,1176,4651,1065,5364,1069,4859,1070,5059,1250,28891,3073,4009,998,178732,5018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,442498,3276,149145,3620,12446,1822,9582,1937,7291,1426,5998,1441,7437,1420,7691,1580,7110,1280,8202,1692,7643,1220,7969,1385,7191,1215,7017,1084,5921,1127,7817,1608,34939,2942,4891,1124,293353,4027,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
