GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001EA,B17010G_001MA,B17010G_002MA,B17010G_002EA,B17010G_003MA,B17010G_003EA,B17010G_004MA,B17010G_004EA,B17010G_005EA,B17010G_005MA,B17010G_006EA,B17010G_006MA,B17010G_007MA,B17010G_007EA,B17010G_008MA,B17010G_008EA,B17010G_009MA,B17010G_009EA,B17010G_010EA,B17010G_010MA,B17010G_011EA,B17010G_011MA,B17010G_012EA,B17010G_012MA,B17010G_013MA,B17010G_013EA,B17010G_014EA,B17010G_014MA,B17010G_015MA,B17010G_015EA,B17010G_016EA,B17010G_016MA,B17010G_017EA,B17010G_017MA,B17010G_018MA,B17010G_018EA,B17010G_019MA,B17010G_019EA,B17010G_020MA,B17010G_020EA,B17010G_021EA,B17010G_021MA,B17010G_022EA,B17010G_022MA,B17010G_023EA,B17010G_023MA,B17010G_024MA,B17010G_024EA,B17010G_025EA,B17010G_025MA,B17010G_026MA,B17010G_026EA,B17010G_027EA,B17010G_027MA,B17010G_028EA,B17010G_028MA,B17010G_029MA,B17010G_029EA,B17010G_030MA,B17010G_030EA,B17010G_031MA,B17010G_031EA,B17010G_032EA,B17010G_032MA,B17010G_033EA,B17010G_033MA,B17010G_034MA,B17010G_034EA,B17010G_035MA,B17010G_035EA,B17010G_036EA,B17010G_036MA,B17010G_037MA,B17010G_037EA,B17010G_038EA,B17010G_038MA,B17010G_039EA,B17010G_039MA,B17010G_040EA,B17010G_040MA,B17010G_041MA,B17010G_041EA,state
0400000US18,16198,1614,4164,1061,830,427,375,242,0,184,226,206,149,138,455,306,3334,902,425,251,371,247,218,168,90,136,63,109,54,62,2909,849,2743,859,476,294,1149,616,1118,445,166,146,12034,1389,8631,1248,3940,966,867,446,844,613,2229,613,4691,919,3403,724,828,372,514,292,43,75,66,63,405,268,314,190,2575,733,1897,696,210,166,175,136,1512,645,678,301,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,7780,1499,1667,647,422,246,165,111,0,151,70,75,95,87,257,229,1245,581,244,242,59,81,28,49,0,151,31,72,185,236,1001,509,974,494,296,302,225,178,453,294,27,46,6113,1301,4226,1140,2311,809,871,577,426,305,1014,434,1915,782,1887,542,725,340,515,294,81,98,26,64,408,282,210,150,1162,427,786,375,229,255,72,62,485,356,376,269,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,12894,1708,2146,682,396,197,347,189,10,17,169,152,168,144,49,55,1750,656,775,461,547,389,480,389,50,70,17,31,228,233,975,411,975,411,84,110,174,128,717,372,0,165,10748,1516,7512,1445,3575,820,497,287,559,311,2519,721,3937,1122,3236,900,877,432,518,335,170,190,0,165,348,275,359,317,2359,786,1928,723,164,172,226,186,1538,686,431,258,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,13603,1601,3805,911,830,403,500,339,373,306,86,107,41,70,330,185,2975,810,203,185,122,117,0,181,28,52,94,111,81,139,2772,793,2374,711,746,488,566,368,1062,492,398,263,9798,1380,6147,1105,2727,719,495,259,541,324,1691,540,3420,833,3651,923,1442,631,658,439,171,288,0,181,487,326,784,492,2209,791,1240,648,320,268,361,272,559,490,969,481,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12032,1509,2381,806,891,469,492,318,59,97,148,230,285,209,399,318,1490,587,311,280,246,236,45,78,113,195,88,110,65,91,1179,503,1123,493,37,67,220,186,866,449,56,93,9651,1378,5757,1051,2869,869,384,241,663,384,1822,745,2888,707,3894,994,1415,636,764,551,39,64,389,483,336,265,651,432,2479,701,1662,567,342,259,196,264,1124,499,817,400,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,27450,2730,2058,679,604,323,384,262,43,67,213,217,128,130,220,185,1454,582,112,133,112,133,0,190,41,68,71,114,0,190,1342,579,1182,559,323,328,179,249,680,353,160,141,25392,2710,16460,2061,8892,1308,2572,924,1648,587,4672,910,7568,1621,8932,1527,2802,793,1653,658,251,203,273,259,1129,599,1149,446,6130,1279,4003,1048,1073,586,560,285,2370,803,2127,599,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,27992,2770,5715,1251,1335,630,693,537,86,141,379,423,228,215,642,358,4380,1098,786,617,655,628,301,372,46,68,308,409,131,126,3594,904,3279,916,585,349,1189,464,1505,659,315,213,22277,2427,14173,1992,7739,1416,1484,543,2201,775,4054,999,6434,1310,8104,1313,1955,611,968,442,100,130,410,337,458,272,987,491,6149,1134,3895,1056,549,324,886,450,2460,791,2254,634,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,33605,2278,8193,1299,2524,660,1916,629,407,238,778,406,731,357,608,308,5669,1091,771,392,490,284,148,153,34,56,308,231,281,245,4898,1010,4259,994,807,442,1292,543,2160,584,639,314,25412,2073,16732,1670,8237,1115,1795,562,2226,632,4216,759,8495,1125,8680,1417,2292,651,1204,520,123,152,307,271,774,370,1088,339,6388,1340,3781,988,668,377,504,420,2609,818,2607,878,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15871,1874,2917,670,933,397,793,372,46,81,452,332,295,257,140,123,1984,494,362,213,254,186,130,151,0,139,124,104,108,112,1622,449,1553,450,379,230,530,370,644,255,69,71,12954,1742,8197,1320,4503,911,724,354,1202,487,2577,681,3694,851,4757,1149,1714,741,1040,542,72,71,360,416,608,320,674,494,3043,823,2469,775,211,193,491,279,1767,673,574,293,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18231,1944,4704,1100,1185,621,915,533,86,99,419,403,410,312,270,329,3519,970,931,621,529,470,107,149,411,436,11,24,402,376,2588,789,2226,769,430,316,476,434,1320,555,362,312,13527,1618,8980,1264,3442,802,527,321,527,267,2388,720,5538,1075,4547,896,1787,598,1194,536,290,240,258,278,646,399,593,325,2760,673,1587,563,396,259,120,176,1071,453,1173,465,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16191,2180,1783,645,505,296,464,296,0,200,193,168,271,241,41,52,1278,541,183,139,146,124,28,48,0,200,118,116,37,60,1095,510,1043,506,291,239,308,327,444,355,52,58,14408,2127,8551,1744,4246,1188,942,425,1119,827,2185,655,4305,1025,5857,1363,1413,525,716,377,182,237,88,108,446,258,697,383,4444,1261,2669,867,201,215,326,282,2142,775,1775,853,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35843,2311,5854,1081,1073,425,384,244,0,192,173,180,211,171,689,370,4781,945,383,246,345,247,108,111,100,116,137,162,38,61,4398,939,3790,986,741,439,1720,658,1329,546,608,356,29989,2196,20971,2070,12650,1711,2796,820,2704,882,7150,1186,8321,1095,9018,1386,3605,996,1880,771,712,516,142,155,1026,507,1725,698,5413,1205,3357,969,453,290,851,566,2053,667,2056,617,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10169,1352,1676,583,709,351,385,226,109,140,11,21,265,174,324,292,967,451,93,149,93,149,0,185,0,185,93,149,0,185,874,426,716,412,101,123,55,71,560,383,158,150,8493,1189,6127,1063,3288,904,536,348,603,344,2149,696,2839,617,2366,712,1091,497,744,456,322,309,141,148,281,308,347,202,1275,462,843,381,300,254,158,144,385,267,432,301,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,84739,3539,18282,2267,5445,1083,3422,707,789,328,1309,517,1324,473,2023,796,12837,1818,2665,890,1832,774,552,508,652,408,628,430,833,573,10172,1395,8867,1290,1243,564,2599,702,5025,915,1305,443,66457,3005,41882,2536,22612,2223,4661,1003,4708,1150,13243,1503,19270,1654,24575,2288,6561,1299,3458,941,555,312,706,448,2197,802,3103,751,18014,1889,10170,1347,1366,573,1566,521,7238,1070,7844,1344,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,32398,2475,7925,1421,2453,843,1294,606,188,187,606,492,500,279,1159,600,5472,1273,1191,614,1046,580,124,144,108,145,814,535,145,161,4281,1121,3897,1086,1019,504,1367,741,1511,684,384,251,24473,2438,16993,1940,8050,1314,1908,634,1569,637,4573,1099,8943,1566,7480,1312,1877,662,1243,615,216,230,245,242,782,446,634,366,5603,1100,2698,828,236,196,63,87,2399,795,2905,816,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
