B17001D_055E,B17001D_055M,B17001D_056E,B17001D_056M,B17001D_057E,B17001D_057M,B17001D_058E,B17001D_058M,B17001D_059E,B17001D_059M,GEO_ID,B17001D_001E,B17001D_001M,B17001D_002E,B17001D_002M,B17001D_003E,B17001D_003M,B17001D_004E,B17001D_004M,B17001D_005E,B17001D_005M,B17001D_006E,B17001D_006M,B17001D_007E,B17001D_007M,B17001D_008E,B17001D_008M,B17001D_009E,B17001D_009M,B17001D_010E,B17001D_010M,B17001D_011E,B17001D_011M,B17001D_012E,B17001D_012M,B17001D_013E,B17001D_013M,B17001D_014E,B17001D_014M,B17001D_015E,B17001D_015M,B17001D_016E,B17001D_016M,B17001D_017E,B17001D_017M,B17001D_018E,B17001D_018M,B17001D_019E,B17001D_019M,B17001D_020E,B17001D_020M,B17001D_021E,B17001D_021M,B17001D_022E,B17001D_022M,B17001D_023E,B17001D_023M,B17001D_024E,B17001D_024M,B17001D_025E,B17001D_025M,B17001D_026E,B17001D_026M,B17001D_027E,B17001D_027M,B17001D_028E,B17001D_028M,B17001D_029E,B17001D_029M,B17001D_030E,B17001D_030M,B17001D_031E,B17001D_031M,B17001D_032E,B17001D_032M,B17001D_033E,B17001D_033M,B17001D_034E,B17001D_034M,B17001D_035E,B17001D_035M,B17001D_036E,B17001D_036M,B17001D_037E,B17001D_037M,B17001D_038E,B17001D_038M,B17001D_039E,B17001D_039M,B17001D_040E,B17001D_040M,B17001D_041E,B17001D_041M,B17001D_042E,B17001D_042M,B17001D_043E,B17001D_043M,B17001D_044E,B17001D_044M,B17001D_045E,B17001D_045M,B17001D_046E,B17001D_046M,B17001D_047E,B17001D_047M,B17001D_048E,B17001D_048M,B17001D_049E,B17001D_049M,B17001D_050E,B17001D_050M,B17001D_051E,B17001D_051M,B17001D_052E,B17001D_052M,B17001D_053E,B17001D_053M,B17001D_054E,B17001D_054M,B17001D_055MA,B17001D_055EA,B17001D_056EA,B17001D_056MA,B17001D_057EA,B17001D_057MA,B17001D_058EA,B17001D_058MA,B17001D_059MA,B17001D_059EA,NAME,B17001D_001EA,B17001D_001MA,B17001D_002EA,B17001D_002MA,B17001D_003EA,B17001D_003MA,B17001D_004MA,B17001D_004EA,B17001D_005MA,B17001D_005EA,B17001D_006EA,B17001D_006MA,B17001D_007EA,B17001D_007MA,B17001D_008EA,B17001D_008MA,B17001D_009EA,B17001D_009MA,B17001D_010MA,B17001D_010EA,B17001D_011MA,B17001D_011EA,B17001D_012EA,B17001D_012MA,B17001D_013EA,B17001D_013MA,B17001D_014EA,B17001D_014MA,B17001D_015MA,B17001D_015EA,B17001D_016MA,B17001D_016EA,B17001D_017EA,B17001D_017MA,B17001D_018EA,B17001D_018MA,B17001D_019EA,B17001D_019MA,B17001D_020EA,B17001D_020MA,B17001D_021MA,B17001D_021EA,B17001D_022MA,B17001D_022EA,B17001D_023MA,B17001D_023EA,B17001D_024EA,B17001D_024MA,B17001D_025MA,B17001D_025EA,B17001D_026MA,B17001D_026EA,B17001D_027MA,B17001D_027EA,B17001D_028MA,B17001D_028EA,B17001D_029EA,B17001D_029MA,B17001D_030EA,B17001D_030MA,B17001D_031MA,B17001D_031EA,B17001D_032MA,B17001D_032EA,B17001D_033MA,B17001D_033EA,B17001D_034MA,B17001D_034EA,B17001D_035EA,B17001D_035MA,B17001D_036MA,B17001D_036EA,B17001D_037MA,B17001D_037EA,B17001D_038MA,B17001D_038EA,B17001D_039MA,B17001D_039EA,B17001D_040EA,B17001D_040MA,B17001D_041EA,B17001D_041MA,B17001D_042EA,B17001D_042MA,B17001D_043MA,B17001D_043EA,B17001D_044MA,B17001D_044EA,B17001D_045EA,B17001D_045MA,B17001D_046EA,B17001D_046MA,B17001D_047EA,B17001D_047MA,B17001D_048MA,B17001D_048EA,B17001D_049MA,B17001D_049EA,B17001D_050EA,B17001D_050MA,B17001D_051EA,B17001D_051MA,B17001D_052EA,B17001D_052MA,B17001D_053EA,B17001D_053MA,B17001D_054MA,B17001D_054EA,state
7629,1185,7434,1204,5457,1015,1156,439,1223,574,0400000US18,102622,4148,22256,3113,12012,1822,641,444,23,36,1144,603,370,279,35,65,319,249,3957,1130,3440,1094,1141,542,510,285,76,103,83,104,273,280,10244,1725,485,376,24,46,727,336,439,262,0,184,15,28,3956,951,1171,547,1717,656,435,273,607,356,562,505,106,163,80366,4432,36153,2489,2135,613,289,279,2532,873,1840,762,627,371,791,361,3088,720,7271,1153,6420,1175,5603,1003,3122,625,1789,520,646,393,44213,2814,2354,864,483,344,2997,891,1853,584,780,545,1114,354,2721,776,9012,1193,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
4618,730,2501,544,1288,380,994,386,483,294,0400000US19,53965,2179,8996,2054,4054,1160,351,423,113,186,188,143,49,67,62,82,0,151,2026,792,675,475,171,113,51,83,160,241,208,167,0,151,4942,1178,0,151,172,258,197,127,124,106,0,151,157,114,1892,781,1101,545,515,297,212,190,413,346,104,115,55,88,44969,2454,21928,1643,1469,427,391,258,2622,596,860,318,135,153,572,301,2015,643,4348,885,3791,544,3361,739,1215,492,889,382,260,227,23041,1665,1401,476,473,354,2556,648,455,263,510,363,546,326,1818,482,5398,853,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
5594,718,3004,482,3613,827,1443,515,763,342,0400000US20,68995,2580,10091,2796,5099,1515,269,277,224,255,523,398,187,153,0,165,0,165,1954,849,693,404,718,496,319,242,212,154,0,165,0,165,4992,1626,514,367,0,165,375,313,185,222,0,165,0,165,976,502,1032,497,1117,594,433,222,322,263,38,47,0,165,58904,3288,27928,1889,2595,606,183,182,2375,544,1127,401,71,85,500,326,2432,665,5680,924,5267,738,3521,432,1759,437,1833,476,585,302,30976,1968,2683,542,172,152,2532,577,1397,528,381,227,654,353,2464,691,6276,917,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
4600,748,3349,652,1863,444,704,216,739,281,0400000US21,53907,2961,6847,1722,3346,1005,331,181,0,181,486,359,244,193,103,122,42,78,757,379,394,298,533,392,127,163,181,220,120,110,28,54,3501,977,140,130,16,32,166,161,95,118,82,100,113,124,1070,524,634,347,482,276,430,267,196,184,77,91,0,181,47060,3092,22058,1716,1886,537,660,410,2093,554,1032,514,148,102,627,278,1702,469,3726,557,5138,799,2294,579,1827,519,568,278,357,189,25002,1851,1591,634,601,355,3253,960,1381,625,345,285,508,297,973,447,5095,800,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5451,1046,3985,871,3286,623,1417,489,687,283,0400000US22,70971,2613,16300,3410,6160,1540,350,214,0,193,530,408,76,106,118,141,56,97,1955,779,1084,564,608,415,527,359,315,287,368,270,173,130,10140,2254,642,289,55,91,868,442,335,407,80,157,321,281,1919,792,2024,669,968,508,1072,605,807,447,469,319,580,321,54671,3745,25157,2060,1498,473,184,207,2016,525,1285,467,425,290,393,225,2382,627,5347,1061,3910,1029,3001,752,3074,593,1335,396,307,236,29514,2390,2437,824,251,265,2037,581,1667,661,454,335,732,476,2001,653,5109,949,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
null,null,null,null,null,null,null,null,null,null,0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
30846,1273,25039,1084,19429,838,10409,761,4827,694,0400000US24,334034,4507,25885,4469,11488,2553,719,493,157,163,618,459,278,225,56,95,554,369,2606,1308,1975,792,898,401,1011,551,1214,561,583,380,819,353,14397,2386,690,433,271,280,1430,667,632,431,41,68,350,223,2159,815,1663,676,1719,742,1471,623,1382,539,784,413,1805,629,308149,6231,144535,3738,9089,887,1589,546,12320,1374,5301,963,1620,480,3410,669,11256,1371,22352,1373,26263,1100,21772,982,15698,672,9583,734,4282,450,163614,3435,8976,896,2526,715,11510,1075,6039,996,1393,589,3777,748,10740,962,28103,1363,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
31068,1188,21767,1228,14246,785,6574,825,5024,750,0400000US25,365689,4128,58398,6249,24880,3139,1005,555,119,147,2033,896,798,383,380,243,815,388,5499,1332,4678,1272,2797,806,2040,702,1424,539,1848,528,1444,472,33518,3809,1494,606,317,205,2607,1055,990,426,604,386,1090,434,5823,1193,7874,1717,3652,947,2594,804,2577,788,2166,665,1730,615,307291,6951,149767,3907,10908,973,1613,597,13103,1457,5381,961,1269,590,3188,613,12625,1263,29752,1484,29217,1285,19821,1087,13628,762,5953,739,3309,734,157524,3872,10764,941,2731,834,11607,1357,5802,1058,1624,593,3754,691,11398,1305,31165,1926,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
19999,1059,15853,1255,10675,832,5610,556,3019,570,0400000US26,239255,4210,36952,4491,16770,2390,848,395,238,245,2429,872,719,392,184,160,661,349,4398,1012,2990,814,1561,574,1308,469,569,290,426,249,439,269,20182,2694,1328,539,264,181,1385,640,411,248,201,166,1195,588,5140,961,3002,832,2861,859,1993,687,1210,523,596,350,596,305,202303,4723,96857,3093,6761,763,1554,465,8239,1129,4294,873,1243,367,2604,677,7694,1081,15618,1074,19342,1159,12856,1135,9021,620,5091,605,2540,604,105446,2773,5439,683,971,432,9568,1196,5254,784,1438,386,2392,509,7065,1005,18163,1268,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
16530,998,10208,871,6676,829,3497,575,2085,428,0400000US27,222325,3420,35341,4200,17454,2528,1696,525,687,372,2929,838,784,361,295,217,1065,418,4012,1088,1494,456,1584,626,1386,444,763,331,296,254,463,264,17887,2268,1286,426,486,276,1770,550,1052,431,526,235,753,350,3601,896,2961,702,1520,427,1301,403,1405,427,744,377,482,250,186984,5242,90666,3182,6700,900,1322,559,8908,1192,3905,719,1356,517,2979,766,10064,1156,19328,1107,16507,1070,9621,1029,5986,580,2604,489,1386,370,96318,2899,8011,780,1777,671,9207,1341,3763,856,1224,444,2772,561,9070,1098,21498,1292,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
null,null,null,null,null,null,null,null,null,null,0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
8751,1123,5896,729,5069,834,2374,418,1115,381,0400000US29,98604,3496,16777,2895,7823,1727,398,341,122,138,1056,724,239,210,311,259,62,90,1874,723,2141,677,782,462,318,330,485,351,35,60,0,177,8954,1638,270,260,0,177,586,414,149,103,0,177,75,74,3209,712,2100,881,1076,647,686,445,69,78,222,165,512,283,81827,3960,38157,2535,2563,621,701,351,3432,856,1372,523,367,263,1114,860,2915,847,6903,1100,8462,1018,4927,920,2772,595,1754,288,875,275,43670,2334,2239,538,962,437,3676,891,1141,713,263,195,1219,348,1792,550,9173,1163,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
2999,539,1730,342,1743,448,610,262,403,231,0400000US31,35466,1774,5759,1396,2782,812,350,301,140,174,223,157,55,69,0,149,134,173,904,390,424,284,267,187,37,59,0,149,248,283,0,149,2977,781,120,144,0,149,119,104,157,130,0,149,74,117,976,498,474,270,529,269,146,128,301,288,0,149,81,135,29707,1952,13968,1141,1002,313,135,111,1376,416,263,174,41,74,405,285,885,503,2741,418,3511,660,1471,416,1202,335,636,284,300,175,15739,1232,1003,230,267,203,1544,476,841,368,135,105,399,268,1181,411,2884,475,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
17245,1062,16703,809,15047,645,8505,899,4927,281,0400000US32,206171,5171,18076,3730,6886,1923,686,567,0,200,237,202,543,432,167,148,167,147,1153,651,712,580,1117,688,922,505,615,286,334,191,233,210,11190,2495,692,511,0,200,991,973,709,582,90,115,108,142,1400,551,1424,583,1808,891,1080,460,1531,522,938,548,419,263,188095,5430,84494,2959,3880,993,1631,894,6532,948,2383,673,845,387,2432,391,6915,1054,13623,1016,13809,929,12593,663,10317,453,6470,451,3064,403,103601,3167,3608,727,1198,447,6332,1067,2514,862,2039,738,1877,661,7720,893,15886,1043,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
68509,1717,54204,1194,40146,1152,21643,1093,11304,1075,0400000US34,764663,5825,49826,6039,22762,3354,1480,614,369,256,1855,925,632,318,570,327,1090,586,3628,975,3660,1056,3216,1053,1932,690,2069,762,1100,558,1161,466,27064,3394,967,480,207,319,1699,605,805,411,613,321,636,370,3647,977,4995,1218,3738,973,3155,993,3035,942,1992,631,1575,655,714837,8138,348178,5118,23589,1307,5104,1115,29716,2029,13406,1587,3975,739,8703,975,23493,1604,58791,1642,65485,1650,50873,1243,36583,1152,20984,986,7476,763,366659,4554,24461,1097,4476,1055,28576,1893,14931,1793,4181,852,8609,1024,22425,1314,63194,1532,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
2246,330,2262,471,1837,517,444,273,859,297,0400000US35,27361,1748,3315,1018,832,404,70,126,0,185,0,185,0,185,0,185,0,185,90,135,327,205,29,72,174,169,43,71,61,96,38,63,2483,784,122,147,0,185,0,185,0,185,63,109,47,78,334,260,228,174,581,279,514,270,472,378,81,122,41,65,24046,1796,10298,1261,688,299,0,185,693,363,296,248,50,83,391,242,1088,331,2241,703,1688,715,1180,391,1159,354,355,216,469,206,13748,1121,256,207,416,347,1301,702,410,238,372,303,85,85,1573,531,1687,434,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
104797,3014,96229,1998,74468,1827,38961,1660,23459,1396,0400000US36,1465459,8501,285669,16412,132188,8990,9749,1920,1513,548,13474,1804,5410,1182,1909,529,4168,843,19008,2332,18295,2460,16734,1966,17213,1870,11692,1967,7630,1256,5393,1055,153481,8595,10117,1602,2613,801,11438,1718,6158,1176,2356,722,3188,658,21680,2359,26396,2796,22300,2278,15896,1970,13700,1457,9112,1483,8527,1224,1179790,17415,568406,9390,31847,2061,6036,1087,37942,2312,18464,1818,6642,1090,14077,1236,46807,2157,107108,3438,92118,2572,85274,2326,70014,2003,33848,1593,18229,1182,611384,9825,29938,1725,5936,975,36075,2227,17553,2166,6119,1025,11523,1329,47018,2468,119308,3396,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
19891,1227,13555,1185,9348,961,4595,901,2562,741,0400000US37,223018,4405,29247,4705,13921,2497,1495,579,87,111,1518,558,679,316,364,325,176,120,2465,763,2815,903,1998,779,1097,519,571,329,469,259,187,169,15326,2749,1270,638,136,146,1516,698,465,277,273,227,143,114,3013,888,3469,1051,2051,830,1682,645,689,332,433,381,186,141,193771,5574,92869,3336,6743,1148,1054,557,8355,1234,4103,1003,737,350,2948,673,8390,1214,16852,1378,19158,1108,11798,946,7244,928,3603,812,1884,663,100902,3593,5814,1156,1671,605,8095,979,4152,805,1067,377,3038,657,6763,1019,20351,1663,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
null,null,null,null,null,null,null,null,null,null,0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
15618,1230,10736,1081,10377,1041,4819,764,2430,563,0400000US39,193227,4232,28347,4413,13322,2179,468,318,123,137,1714,840,347,245,52,70,301,207,4811,1039,2250,761,1015,518,963,500,617,308,467,374,194,185,15025,2575,1278,765,34,59,1057,672,97,99,37,63,522,397,4738,1338,2739,829,1094,521,1175,552,1111,537,842,485,301,242,164880,5155,78106,3056,5197,960,901,347,6116,1229,2552,848,690,317,2007,728,4142,823,15767,1082,16008,1237,10759,999,6455,743,5271,891,2241,646,86774,3370,5080,885,1269,554,6791,1158,4300,1011,990,457,1615,460,4139,1269,18610,1559,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
