GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002MA,B17010B_002EA,B17010B_003MA,B17010B_003EA,B17010B_004MA,B17010B_004EA,B17010B_005MA,B17010B_005EA,B17010B_006EA,B17010B_006MA,B17010B_007EA,B17010B_007MA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012EA,B17010B_012MA,B17010B_013MA,B17010B_013EA,B17010B_014MA,B17010B_014EA,B17010B_015MA,B17010B_015EA,B17010B_016MA,B17010B_016EA,B17010B_017EA,B17010B_017MA,B17010B_018EA,B17010B_018MA,B17010B_019EA,B17010B_019MA,B17010B_020MA,B17010B_020EA,B17010B_021MA,B17010B_021EA,B17010B_022EA,B17010B_022MA,B17010B_023EA,B17010B_023MA,B17010B_024EA,B17010B_024MA,B17010B_025MA,B17010B_025EA,B17010B_026MA,B17010B_026EA,B17010B_027EA,B17010B_027MA,B17010B_028EA,B17010B_028MA,B17010B_029EA,B17010B_029MA,B17010B_030EA,B17010B_030MA,B17010B_031MA,B17010B_031EA,B17010B_032MA,B17010B_032EA,B17010B_033EA,B17010B_033MA,B17010B_034EA,B17010B_034MA,B17010B_035EA,B17010B_035MA,B17010B_036MA,B17010B_036EA,B17010B_037MA,B17010B_037EA,B17010B_038EA,B17010B_038MA,B17010B_039EA,B17010B_039MA,B17010B_040EA,B17010B_040MA,B17010B_041EA,B17010B_041MA,state
0400000US18,131208,4216,36520,2611,4653,1023,2952,916,302,239,913,481,1737,779,1701,544,31867,2580,4150,1116,3695,1105,800,534,1187,831,1708,578,455,223,27717,2426,24662,2420,4948,1053,7898,1642,11816,1866,3055,774,94688,3506,50524,2648,23509,2237,3551,1100,4335,1343,15623,1886,27015,1835,44164,3283,8696,1337,4875,1281,1251,676,910,600,2714,888,3821,1048,35468,2713,23054,2392,3996,1137,2899,905,16159,1780,12414,1593,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,19537,1636,7115,1394,1600,657,1297,565,285,305,809,493,203,171,303,245,5515,1135,689,454,600,433,170,277,180,196,250,288,89,139,4826,997,4684,991,1416,594,1504,687,1764,690,142,117,12422,1442,7463,1192,4228,991,1042,645,1003,523,2183,752,3235,817,4959,993,1866,732,1229,677,240,258,40,70,949,615,637,300,3093,824,2436,761,583,412,524,386,1329,472,657,265,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37514,2319,8024,1391,914,350,515,265,0,165,205,153,310,213,399,234,7110,1406,1293,716,984,549,393,426,174,189,417,420,309,312,5817,1086,4905,1117,985,522,1716,846,2204,773,912,501,29490,2262,18712,1814,9403,1264,1212,450,2350,726,5841,1182,9309,1334,10778,1809,2585,765,1356,611,415,307,155,180,786,589,1229,488,8193,1511,5313,1272,1593,731,1060,584,2660,708,2880,854,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79394,3007,24759,2798,3438,869,2217,678,550,387,844,342,823,409,1221,454,21321,2642,2280,723,2104,703,457,300,497,407,1150,477,176,186,19041,2498,17321,2482,3855,1139,5013,1321,8453,1835,1720,649,54635,2214,29279,2023,11521,1288,2142,663,3071,785,6308,987,17758,1826,25356,2070,5133,1202,2816,883,409,365,163,190,2244,790,2317,868,20223,1534,13162,1352,2042,645,1703,659,9417,1350,7061,1129,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,331195,5923,98369,4822,14641,2045,8262,1674,2408,1097,1705,687,4149,1013,6379,1072,83728,4271,9676,1611,6980,1264,1883,666,1358,790,3739,896,2696,678,74052,4181,63774,4226,10149,2010,16591,1803,37034,3268,10278,1408,232826,5079,119523,4662,51949,3640,7638,1437,9320,1501,34991,3076,67574,3671,113303,5073,22610,2801,11026,2032,1942,635,2641,894,6443,1543,11584,1808,90693,4084,52822,3596,7535,1479,9535,1507,35752,3088,37871,2709,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,395500,6488,51650,3785,8469,1516,4207,992,697,416,1493,687,2017,746,4262,1059,43181,3502,5297,1195,4267,1120,1349,644,693,676,2225,822,1030,451,37884,3318,32073,3192,5774,1150,8812,1748,17487,2417,5811,1125,343850,6966,185514,5342,90165,4116,14952,1934,19192,2018,56021,3157,95349,3645,158336,5993,29430,2705,15192,2154,3447,991,976,488,10769,1911,14238,2147,128906,5010,79009,4665,13499,1879,13163,2303,52347,3985,49897,2943,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,101254,3933,21212,2794,3154,862,2268,803,527,482,506,379,1235,595,886,430,18058,2476,2601,834,2146,750,150,166,579,451,1417,575,455,287,15457,2180,13056,2023,2070,784,4346,1136,6640,1346,2401,735,80042,3484,38187,2444,22337,2119,4642,1087,5796,1308,11899,1481,15850,1632,41855,3031,9206,1701,4181,1280,676,546,800,449,2705,968,5025,1071,32649,2339,19953,2001,2826,840,3749,1059,13378,1555,12696,1616,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,304230,6081,97936,5339,12233,1655,7485,1247,677,373,2833,839,3975,879,4748,1045,85703,4856,11085,1961,8332,1669,2025,721,1728,888,4579,1239,2753,755,74618,4209,63205,3709,12518,1814,17722,2162,32965,2477,11413,1389,206294,4710,101656,3902,42351,2865,6486,1142,7832,1334,28033,2408,59305,2819,104638,3859,19075,2210,8733,1584,1523,693,1142,555,6068,1324,10342,1474,85563,3490,47923,2769,6022,1220,6531,1331,35370,2509,37640,2604,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62169,2805,22278,2239,3406,736,2416,651,457,300,963,435,996,452,990,447,18872,2236,2479,912,1869,750,290,342,576,456,1003,535,610,448,16393,2001,15096,1949,3636,1223,3492,884,7968,1529,1297,624,39891,2754,21764,2371,14910,1823,4319,1114,3339,879,7252,1235,6854,1265,18127,1682,4192,995,2730,811,874,475,657,484,1199,499,1462,641,13935,1483,10626,1433,2027,714,2076,737,6523,1169,3309,829,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,256543,5196,85882,4775,11391,1653,7821,1431,1448,759,2566,727,3807,938,3570,713,74491,4358,7263,1258,5365,1127,1547,632,892,466,2926,934,1898,632,67228,3966,57600,3531,8459,1514,16225,2074,32916,2862,9628,1454,170661,4877,89489,4565,39443,3280,4852,1154,9828,1802,24763,2461,50046,3212,81172,4373,17778,2482,9818,1655,3483,1196,1358,635,4977,1295,7960,1466,63394,3605,36973,3146,5034,1204,6096,1221,25843,2567,26421,2533,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,152538,4196,42831,2963,5951,1098,3071,835,583,401,1414,563,1074,484,2880,730,36880,2782,4806,1165,3921,1146,835,480,1057,698,2029,823,885,409,32074,2625,28918,2404,5196,1155,10242,1834,13480,1892,3156,735,109707,3395,53254,2777,23185,1693,2609,781,4458,1077,16118,1509,30069,2214,56453,2944,9558,1537,4265,1126,1337,615,246,269,2682,970,5293,1213,46895,2848,27441,2438,3770,1053,3684,1134,19987,1975,19454,1637,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19288,1508,5292,965,880,406,689,373,102,170,494,318,93,108,191,158,4412,907,411,253,319,248,107,130,74,90,138,176,92,114,4001,897,3563,837,936,555,1335,469,1292,502,438,331,13996,1275,7127,1034,3758,741,589,330,1209,498,1960,640,3369,699,6869,1065,1646,659,846,498,336,375,161,157,349,281,800,392,5223,891,2951,753,192,151,649,415,2110,609,2272,628,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,47903,2414,12010,1777,1649,660,1291,604,342,333,374,318,575,478,358,233,10361,1657,1521,665,1024,636,166,197,319,389,539,420,497,308,8840,1685,7359,1429,1515,618,2218,799,3626,1245,1481,931,35893,2512,18620,1602,8561,1199,1873,704,2427,761,4261,896,10059,1283,17273,1913,5245,1464,3289,1198,1366,735,695,687,1228,542,1956,819,12028,1707,7700,1500,1262,690,1105,635,5333,1307,4328,985,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,270779,5493,49304,3095,6269,1264,4276,1030,447,277,1406,582,2423,917,1993,797,43035,2948,5010,1120,3900,957,992,525,1054,577,1854,716,1110,534,38025,2910,33173,2877,6432,1354,9914,1750,16827,2069,4852,980,221475,5783,116557,5118,57824,4025,9683,1516,11033,1932,37108,3449,58733,2964,104918,4465,21412,2259,12251,1720,1611,664,1828,607,8812,1507,9161,1763,83506,3628,49993,3097,8243,1374,6702,1254,35048,2702,33513,2394,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9481,1531,2560,904,354,335,354,335,0,185,130,164,224,281,0,185,2206,797,515,329,112,92,112,92,0,185,0,185,403,327,1691,839,1613,831,667,573,584,526,362,254,78,118,6921,1380,4961,1284,2194,843,377,342,902,620,915,497,2767,892,1960,583,489,419,397,413,209,359,32,64,156,189,92,87,1471,451,901,400,319,220,113,154,469,334,570,322,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
