GEO_ID,B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,NAME,B14007F_001EA,B14007F_001MA,B14007F_002MA,B14007F_002EA,B14007F_003MA,B14007F_003EA,B14007F_004MA,B14007F_004EA,B14007F_005EA,B14007F_005MA,B14007F_006EA,B14007F_006MA,B14007F_007MA,B14007F_007EA,B14007F_008MA,B14007F_008EA,B14007F_009MA,B14007F_009EA,B14007F_010EA,B14007F_010MA,B14007F_011EA,B14007F_011MA,B14007F_012EA,B14007F_012MA,B14007F_013MA,B14007F_013EA,B14007F_014MA,B14007F_014EA,B14007F_015EA,B14007F_015MA,B14007F_016EA,B14007F_016MA,B14007F_017EA,B14007F_017MA,B14007F_018MA,B14007F_018EA,B14007F_019MA,B14007F_019EA,state
0400000US18,146948,9081,53386,4994,2440,832,3677,975,3810,1131,1935,651,2545,779,2704,781,4022,1486,4419,1258,3160,911,2712,820,3410,1149,2504,701,2864,761,3013,1089,9482,2214,689,515,93562,5894,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35466,4838,13172,2634,570,338,638,399,1117,802,926,514,928,466,841,485,333,250,399,259,807,470,959,453,1052,466,832,471,612,418,559,425,2408,1072,191,179,22294,2891,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,54103,6610,16857,3328,1550,594,1119,603,656,346,332,219,1343,626,821,469,381,237,1231,695,625,526,1467,760,1132,588,1003,430,992,511,1016,520,2761,901,428,342,37246,4015,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,35004,4799,12281,2150,1019,444,936,475,1034,557,931,437,1131,529,538,479,694,364,537,301,675,429,426,322,617,349,539,320,420,302,1060,574,1602,807,122,192,22723,3719,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45918,6638,13276,2763,1303,750,1147,530,628,381,796,482,849,510,505,298,694,451,539,378,831,463,424,242,537,363,593,357,431,394,336,289,2610,1010,1053,829,32642,5058,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,192254,12272,57579,5109,3071,903,4358,1119,4554,1091,2678,919,3336,907,2638,943,3334,1199,2119,793,2871,924,2700,877,3734,842,3220,965,2545,994,4057,1361,10948,1796,1416,785,134675,9142,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,257423,11182,86975,5502,5004,1306,3957,998,2624,832,4294,1169,3410,928,4854,986,4096,1066,4763,1172,4270,1040,5331,993,6178,1296,4867,1150,4644,1215,5889,1303,19777,2140,3017,1174,170448,7760,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,89529,7487,32477,3772,1703,671,1757,667,1918,614,1956,701,1995,729,1510,574,1501,545,2324,801,2116,599,1713,617,1238,452,2007,586,2033,785,2225,743,5212,1437,1269,642,57052,4948,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69084,6216,24489,2823,1840,599,1847,760,1473,508,2124,814,1523,604,1451,514,1327,409,1085,512,886,378,1045,467,1060,473,1622,645,1293,488,1891,693,2968,844,1054,552,44595,4307,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20816,3618,7311,1836,528,526,685,499,162,110,219,283,66,111,291,289,272,281,617,336,320,230,284,220,293,217,644,613,396,306,689,453,1799,771,46,77,13505,2669,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66139,6131,21032,3043,1273,500,1326,553,835,342,1438,590,804,455,629,399,973,637,1906,866,1855,831,977,557,952,342,861,419,777,422,1207,605,4011,1216,1208,660,45107,4198,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,39635,4337,13557,2199,1105,473,944,450,1159,510,421,247,978,690,367,243,621,375,693,518,795,440,1265,660,618,414,923,549,758,372,1270,473,1368,573,272,294,26078,2761,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,224092,11710,74491,5522,3272,1000,5215,1061,3794,903,4134,1027,5441,1150,3969,960,5415,1111,3200,829,5260,1016,5052,1045,4454,1173,4455,1137,4396,868,6937,1387,8768,1602,729,427,149601,8324,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,497623,18123,159899,8389,11113,1742,10686,1747,9469,1800,8847,1659,9093,1499,8800,1650,8362,1410,8209,1467,9573,1776,5954,1307,7475,1469,9743,1395,6835,1631,9827,1950,32113,3515,3800,1168,337724,13374,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,243662,12946,71847,6730,3738,1181,3524,1248,4409,1144,3623,1104,5376,1623,3639,933,3698,1068,4234,1321,3596,1054,2964,933,4483,1281,4913,1035,2981,924,5473,1267,13726,2528,1470,790,171815,8999,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1570575,27765,472692,12628,25379,2810,24696,2711,27016,2808,25909,2518,25900,2562,21756,2214,25639,2747,24511,2389,25941,3079,22062,2379,28085,2869,26062,2702,25626,2545,29818,2822,101810,5518,12482,2265,1097883,20349,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,238926,14443,88890,6587,5758,1367,7772,2016,6166,1353,5451,1438,6618,1522,5275,1244,5177,1030,5310,1276,6107,1346,5821,1686,7267,1482,5291,1203,3304,900,3474,976,9419,1868,680,343,150036,10124,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,86321,6439,29740,4049,1999,662,1933,695,1822,1035,1772,641,1805,636,1817,605,1696,589,1466,515,1284,544,2341,1238,1636,670,1680,906,1600,762,906,437,5208,1292,775,352,56581,4944,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,83454,6403,25529,2712,1716,454,2360,699,1517,453,1484,401,1405,575,1671,529,1322,446,1316,440,2026,661,1048,366,1293,435,1559,405,1440,490,1637,537,3071,746,664,301,57925,4728,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,129626,9273,47324,4791,2132,749,3913,1122,2628,1009,3265,1002,3229,1084,2596,964,2711,999,2588,903,2520,877,1919,773,2363,856,2090,841,2371,973,3743,1692,7783,1530,1473,688,82302,6357,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,232644,11423,78584,5980,3280,1036,4371,1288,3522,1022,4682,1268,4699,1079,3949,1122,4762,1170,4442,1202,5376,1345,3748,1061,4919,1191,5025,1071,5462,1311,4706,1162,14527,2021,1114,547,154060,7289,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,54758,5708,18709,2554,567,435,502,401,1168,615,364,335,1114,631,930,497,1189,547,1015,550,1624,762,1101,512,1638,715,1169,508,1146,466,561,369,4231,1036,390,308,36049,4001,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74267,6722,24340,3592,1132,679,1986,749,1727,769,1534,667,1675,672,2534,1030,2044,770,1077,537,612,355,980,406,878,479,489,310,960,419,657,367,5115,1404,940,583,49927,4826,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86053,9004,24759,3697,1785,899,2729,890,1446,526,2045,725,2026,770,1449,714,1369,531,1545,696,1467,647,1167,570,1052,503,1016,485,727,481,1393,735,3128,1043,415,386,61294,6595,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1520128,46139,484992,20386,24911,2989,29432,2982,30079,3040,32639,3981,27021,3101,31064,3091,30090,3374,25758,3155,27275,3326,27224,3087,29649,2992,25630,3049,25649,3152,29027,2450,82907,5782,6637,1459,1035136,30622,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,111106,8418,41029,4433,3186,990,3072,833,2291,777,2621,960,1826,701,2489,781,1862,640,3395,1085,2116,715,1986,748,2102,764,2231,824,1346,543,3020,844,6662,1683,824,392,70077,5616,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,177032,11164,51165,4306,1546,665,3821,1134,2872,1109,2358,914,3684,1156,3061,880,1722,684,2538,903,2837,1135,2768,906,3207,860,1739,660,1898,592,3243,1058,12043,2240,1828,845,125867,8707,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,239974,11251,79793,6298,3747,1075,4783,1319,4141,1111,5243,1268,4974,1269,4545,1275,5216,1092,4902,1327,6314,1696,6267,1710,4376,1035,4944,1219,3396,1010,5943,1536,10152,1839,850,623,160181,8006,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,90266,8223,33432,4251,814,349,3410,1063,1660,741,2369,704,2297,687,1613,564,2364,819,1723,586,1786,732,2009,813,1734,576,1355,593,2081,688,1930,743,5195,1487,1092,646,56834,5061,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,341621,15624,100372,6983,5929,1141,4642,1111,6025,1269,4522,916,5634,1365,4862,1229,4439,1256,4987,1329,6395,1415,5153,1427,4943,1427,4931,1171,5708,1233,4826,1098,24663,2718,2713,815,241249,11153,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,48874,6265,17553,3054,860,528,1083,435,1448,718,2027,798,1529,592,1253,654,1260,634,1747,675,1170,605,1344,577,359,289,518,325,593,400,559,394,1715,594,88,142,31321,4075,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,400277,16773,131988,8751,4455,1229,8251,1501,7581,1762,6030,1193,7102,1368,7408,1581,8483,1335,8046,1708,8094,1684,7148,1514,7101,1144,7447,1548,7095,1495,10575,1454,24336,2967,2836,1221,268289,11029,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,55355,4823,20986,2614,1829,767,1652,733,1366,651,1711,724,919,586,1527,876,1632,668,1085,514,486,334,912,550,1577,573,878,487,1505,765,1306,801,2431,890,170,150,34369,3414,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
