GEO_ID,C19101B_001E,C19101B_001M,C19101B_002E,C19101B_002M,C19101B_003E,C19101B_003M,C19101B_004E,C19101B_004M,C19101B_005E,C19101B_005M,C19101B_006E,C19101B_006M,C19101B_007E,C19101B_007M,C19101B_008E,C19101B_008M,C19101B_009E,C19101B_009M,C19101B_010E,C19101B_010M,C19101B_011E,C19101B_011M,NAME,C19101B_001MA,C19101B_001EA,C19101B_002EA,C19101B_002MA,C19101B_003MA,C19101B_003EA,C19101B_004EA,C19101B_004MA,C19101B_005EA,C19101B_005MA,C19101B_006EA,C19101B_006MA,C19101B_007MA,C19101B_007EA,C19101B_008EA,C19101B_008MA,C19101B_009EA,C19101B_009MA,C19101B_010EA,C19101B_010MA,C19101B_011EA,C19101B_011MA,state
0400000US18,131208,4216,17001,1964,9142,1454,20489,2432,18006,1825,19643,2370,21702,2287,11025,1422,9437,1669,2669,848,2094,829,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,19537,1636,2507,805,1786,725,3625,1091,2891,822,1934,670,2667,742,1604,540,1500,585,437,409,586,403,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37514,2319,4387,1053,1978,697,4813,1169,4396,1114,5517,1027,7428,1320,5760,1080,2598,763,349,217,288,221,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79394,3007,11534,2023,6072,1148,12383,1587,11292,1575,10098,1376,13779,2054,6153,1148,6064,1037,1444,590,575,355,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,331195,5923,43414,3230,29993,3196,57515,3626,44358,3059,49546,3021,50187,3422,27483,2542,21224,2208,5469,1172,2006,531,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2134,388,319,224,40,53,284,208,246,144,430,332,300,228,321,262,121,119,73,104,0,155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,395500,6488,25925,2682,13958,2071,28440,2689,32414,2980,50223,3446,73613,4710,50133,3193,67350,3712,32737,2448,20707,1963,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,101254,3933,9915,1659,6009,1413,11310,1640,10307,1767,14499,2058,19295,2253,10655,1567,11522,1534,4349,1011,3393,941,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,304230,6081,49523,3401,26562,2575,44308,3180,34848,2651,40541,2356,49047,3014,28675,2705,21276,2041,5840,1063,3610,814,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62169,2805,11791,1779,4934,1268,8915,1582,8223,1428,9225,1386,8485,1368,4794,1180,3631,1028,1598,814,573,358,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,256543,5196,41285,3043,20642,2277,51484,3118,36676,2896,38520,3089,37538,2936,14942,1817,11357,1545,2681,854,1418,519,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,152538,4196,20512,2439,12374,2107,24971,2134,19379,2063,22531,2371,23331,2315,15312,1924,10481,1513,2824,805,823,310,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19288,1508,2184,615,1247,505,3548,737,2693,746,3803,899,2439,624,1482,551,1517,638,196,155,179,184,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,47903,2414,4152,987,4435,1307,6630,1386,5211,1309,7681,1443,9279,1669,4513,1016,4059,821,1115,569,828,363,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3624,856,75,128,129,182,500,457,421,374,705,431,141,125,640,405,459,303,500,423,54,97,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,270779,5493,26766,2430,12142,1578,23069,1998,29591,2760,32209,2564,49110,3555,34633,2757,39472,3289,14624,2083,9163,1477,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9481,1531,1105,595,851,560,1345,530,1147,485,1022,501,1348,573,440,241,1064,494,691,455,468,546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,669490,7870,70188,3360,33384,3036,71103,3775,66499,3394,96531,4381,119800,4767,80394,4242,85485,4804,28766,2746,17340,1879,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,494548,7481,57381,4236,33576,2836,70338,3807,70279,4342,81688,4685,84435,4605,45892,3833,37247,2946,8817,1395,4895,1028,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,314129,6219,52712,3777,24264,2847,49944,3441,35665,3098,43556,2657,49987,3328,27588,2528,20607,2048,6353,1096,3453,871,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62193,2476,7792,1321,4416,942,9336,1170,7672,1167,9057,1417,12021,1445,6797,1287,4093,814,420,233,589,305,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13897,1623,2370,772,977,629,1498,783,1171,528,2114,725,1669,538,1900,933,1710,676,285,208,203,215,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,290421,6565,33262,2857,19473,2271,42490,3185,38186,2766,42457,2905,51091,3259,28801,2260,23562,2264,5840,1135,5259,1203,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15345,1553,1388,582,1059,524,2194,1013,2274,840,1839,597,2519,808,1489,517,1885,650,127,135,571,357,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,305415,5669,38208,2979,24302,2732,49195,3168,45816,3332,47771,3752,51552,3631,25175,2162,16707,2590,4643,1248,2046,622,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,241986,5419,29937,2858,15764,2082,37201,2731,29489,2437,35575,2654,45084,2978,25230,2542,16292,1754,4929,1052,2485,631,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,691898,8324,68942,4528,39306,3218,84022,4537,83904,4642,101690,5227,125547,5850,82597,5168,71922,4746,20364,2247,13604,1713,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,6652,1068,191,213,330,281,674,588,695,397,976,420,1145,555,1008,523,1196,574,280,225,157,160,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,366530,6124,28796,2699,18116,2105,41734,3137,40198,3244,52581,3666,68122,3878,43223,2969,47299,3318,15548,2008,10913,1363,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51713,2762,4409,1219,2485,717,5631,1373,6700,1509,8496,1557,7837,1379,7437,1601,5272,1042,2330,594,1116,684,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12407,1537,2982,1136,821,433,2124,784,1167,456,1982,564,1005,477,1123,417,925,557,179,166,99,129,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,76964,2868,12072,1733,7505,1536,13925,1976,10775,2027,11563,1517,9412,1119,5076,1040,4676,929,1044,421,916,407,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,79273,3952,19065,1882,7616,1194,16208,1872,12080,1384,11491,1504,7770,1259,2511,642,2486,833,46,74,0,214,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,294388,5617,42418,3314,22805,2259,44708,3132,39103,2871,47844,2919,46519,3401,24606,2769,20416,2050,3585,1063,2384,787,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5345,1050,374,372,107,188,413,316,644,626,635,445,1394,610,191,196,796,501,791,535,0,143,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59427,3366,6664,1345,2985,909,6490,1273,6829,1538,7895,1388,9599,1542,6789,1593,7601,1638,3011,1342,1564,692,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,103307,3497,14436,2040,9501,1521,18477,2025,13031,1688,16848,2028,16594,1685,7279,1124,5868,1146,881,477,392,350,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
