GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001MA,B19001D_001EA,B19001D_002MA,B19001D_002EA,B19001D_003MA,B19001D_003EA,B19001D_004EA,B19001D_004MA,B19001D_005EA,B19001D_005MA,B19001D_006EA,B19001D_006MA,B19001D_007MA,B19001D_007EA,B19001D_008MA,B19001D_008EA,B19001D_009MA,B19001D_009EA,B19001D_010EA,B19001D_010MA,B19001D_011EA,B19001D_011MA,B19001D_012MA,B19001D_012EA,B19001D_013MA,B19001D_013EA,B19001D_014MA,B19001D_014EA,B19001D_015EA,B19001D_015MA,B19001D_016EA,B19001D_016MA,B19001D_017MA,B19001D_017EA,state
0400000US21,16294,1414,1147,457,495,290,316,210,823,415,550,373,1568,711,583,374,1038,496,888,486,1544,689,1612,527,1771,547,1631,651,801,391,456,221,1071,465,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22581,1768,1982,695,2342,838,733,413,1378,514,956,403,1734,727,936,427,1162,583,1021,381,1596,600,1721,677,2695,696,1470,631,888,499,1096,499,871,490,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4642,1019,731,547,312,242,302,295,185,208,203,219,156,193,75,86,380,286,232,244,559,458,292,204,477,297,354,255,176,164,156,144,52,92,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,104233,2790,4950,1063,2538,704,1953,543,2574,733,2373,798,2984,953,2385,776,3226,677,2518,657,7584,1397,10041,1582,13606,1736,12433,1441,9664,1507,11094,1341,14310,1392,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,119960,3056,11924,1739,5167,1181,4814,975,4051,949,3814,1067,4314,1080,3343,890,3480,973,3543,914,6733,1339,10677,1490,14794,1841,11589,1525,9481,1731,10293,1492,11943,1639,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,77187,2777,6945,1181,2343,690,2583,767,3700,1021,3058,885,1991,600,2642,1101,1965,671,2822,801,4006,815,8146,1278,10719,1208,9209,1380,4995,974,5552,897,6511,1084,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,60556,2248,4584,921,2639,830,2099,660,2854,762,1855,617,2872,946,2252,672,2610,767,2748,712,3489,758,6130,1100,8567,1220,6436,1366,2932,768,5005,1096,3484,877,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7389,1237,399,219,439,368,618,330,696,667,456,281,77,154,226,319,389,271,613,476,1028,596,857,415,455,375,330,251,254,219,319,279,233,215,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31404,1519,3502,771,1367,560,1479,675,1803,754,1189,556,1180,613,1217,506,1330,539,641,306,2220,739,3092,791,4341,1090,2410,736,1814,538,1521,543,2298,711,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10772,659,989,509,383,282,436,263,584,319,144,155,490,271,767,400,648,374,178,164,1263,396,840,358,1385,454,1308,545,609,429,383,200,365,227,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,62885,2680,3222,682,1594,658,2819,861,2370,742,2846,720,3704,899,3544,754,3218,1139,3405,897,5177,1096,7531,1351,9013,1302,6679,1126,2488,694,2725,803,2550,726,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,9981,966,862,613,181,197,346,303,604,441,196,166,472,405,66,80,182,207,321,283,489,331,465,303,1846,747,1624,658,1067,585,616,310,644,404,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,237567,4090,11187,1585,4145,1002,5353,1055,4953,884,5161,996,4231,938,5401,1192,6123,1052,6076,1228,12184,1842,18344,1718,33670,2540,33244,2486,20349,2168,31428,2764,35718,2169,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7761,836,763,423,103,120,322,212,394,294,352,325,579,352,369,331,496,322,101,111,541,234,1150,425,773,423,706,370,409,217,219,225,484,222,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,465827,6898,45389,3765,21797,2364,23339,2857,22813,2461,20876,2048,17933,2082,19261,2213,17577,2169,13767,1815,31938,2975,44842,3641,50218,3614,40839,3038,25853,2152,32049,2755,37336,2860,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,71501,2355,4323,1042,2232,684,3844,1030,3599,1059,3070,993,2841,936,2754,824,3380,886,2820,1049,5464,1163,8235,1451,9022,1467,6728,1385,3949,985,4241,847,4999,904,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,66610,3025,7197,1421,3153,900,2424,734,2721,749,1408,481,1943,662,2558,929,1685,712,2594,653,5531,1231,6227,1250,8059,1276,6451,1032,3461,831,5894,1237,5304,1057,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19686,1119,1483,415,1101,406,474,245,1435,546,664,346,1345,572,885,373,845,351,817,338,2224,594,2584,551,2218,560,1591,528,481,220,720,289,819,370,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,46971,2130,5555,1081,1427,783,1410,532,1598,666,2074,795,3270,850,1827,575,1871,608,883,388,3203,804,4976,932,7240,1181,4133,986,2840,709,2462,745,2202,736,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,112349,3709,10771,1819,4583,962,4242,1092,5350,1207,5129,1143,4039,814,3085,595,4554,1093,4129,1094,7177,1070,11530,1657,12864,1458,9196,1515,6422,1232,7937,1303,11341,1297,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10215,1086,1447,631,462,320,483,364,552,326,392,427,1042,667,154,151,335,313,94,123,426,212,761,344,1400,541,878,523,496,208,895,531,398,292,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18671,1336,917,445,760,349,1464,657,1586,793,1308,620,348,233,987,561,625,391,813,393,1427,525,2061,733,2449,795,1166,524,937,403,959,413,864,428,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31845,1911,2201,710,971,419,1600,734,1905,779,1206,555,1336,549,943,482,1727,625,972,578,2371,660,3492,1027,4392,839,2732,1027,1399,450,1910,637,2688,631,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,330115,5408,22658,2394,10212,1587,10954,1731,14041,1847,11063,1464,12432,1781,12373,2011,13477,1918,11684,2018,19105,2150,34535,3473,42428,3230,36624,2666,23628,2761,27643,3065,27258,2703,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18820,1350,2706,878,810,421,704,344,1062,380,477,327,543,320,1331,586,769,439,680,358,1044,369,1677,582,2815,773,1737,616,819,435,594,283,1052,401,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,137620,3458,6029,1266,2838,782,3017,933,3975,891,3459,783,3737,982,3624,990,3675,1005,4039,761,9409,1900,14060,2068,16710,1859,16004,1630,11330,1546,16572,1743,19142,1932,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,170607,3524,16256,1946,4958,945,5762,1162,7072,1392,5650,1129,6992,1460,4823,1046,6108,1291,6484,1395,13203,1596,13753,1677,23748,2213,17897,1837,12525,1471,12868,1515,12508,1468,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4383,856,603,404,217,170,122,134,106,120,50,57,41,67,198,279,193,207,41,54,433,340,145,134,588,314,258,210,300,229,233,197,855,529,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37660,1961,4370,1004,2096,765,1711,627,2427,822,1966,834,1340,660,1496,609,1766,679,1216,557,3507,908,4551,946,3386,750,2508,769,1830,683,1493,592,1997,558,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,18548,1664,2303,850,1078,815,674,436,989,457,416,263,886,390,830,565,775,437,1047,574,1111,483,1945,704,2382,772,1713,599,584,315,476,270,1339,667,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9305,984,471,331,209,210,593,397,387,289,77,71,361,268,685,362,567,469,650,464,934,471,1302,452,1393,614,509,340,385,222,563,301,219,173,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,62472,2841,6250,1510,2017,727,1813,678,4014,1159,1967,581,3282,999,1720,604,3272,996,1883,678,4069,956,4498,925,8677,1671,5009,808,3927,1096,4527,1057,5547,1284,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,13468,1315,617,384,485,332,405,385,750,561,727,372,470,442,1204,550,623,374,994,465,1242,603,1665,685,1936,556,1230,498,414,400,261,209,445,272,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
