GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002MA,B20017E_002EA,B20017E_003EA,B20017E_003MA,B20017E_004EA,B20017E_004MA,B20017E_005EA,B20017E_005MA,B20017E_006MA,B20017E_006EA,B20017E_007MA,B20017E_007EA,state
0400000US18,16123,15347,27824,24566,29707,14637,2499,-333333333,7981,16519,16416,18421,2499,-333333333,Indiana,null,null,null,null,null,null,"2,500-",***,null,null,null,null,***,"2,500-",18
0400000US19,21226,9402,20546,24842,12312,24511,35246,36383,22060,7251,27386,6926,21320,15243,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,23514,10945,19290,9326,19820,12402,11729,135621,26045,19356,27090,21427,-666666666,-222222222,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,**,-,21
0400000US22,26146,20848,33135,21109,41110,14525,13972,5829,13410,26544,80331,55834,6724,7824,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,62929,31304,63434,33349,63434,33349,-666666666,-222222222,37174,25234,37174,25234,-666666666,-222222222,Massachusetts,null,null,null,null,null,null,-,**,null,null,null,null,**,-,25
0400000US26,21142,16210,21724,18267,30640,26968,3935,714,7223,32790,-666666666,-222222222,-666666666,-222222222,Michigan,null,null,null,null,null,null,null,null,null,null,**,-,**,-,26
0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7201,20511,6875,28320,60000,50796,6016,744,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Mississippi,null,null,null,null,null,null,null,null,-,**,**,-,**,-,28
0400000US29,20480,7204,22202,7775,27656,14414,17714,14687,10648,15697,35325,6169,6733,4706,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30395,7484,33216,8695,35903,2120,18355,16325,26440,7732,32996,12142,13525,9193,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2499,-333333333,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,New Hampshire,***,"2,500-",**,-,-,**,-,**,"2,500-",***,**,-,***,"2,500-",33
0400000US34,15512,19335,16070,3482,16070,3482,-666666666,-222222222,14524,30107,51091,17131,13940,12520,New Jersey,null,null,null,null,null,null,-,**,null,null,null,null,null,null,34
0400000US35,31420,11449,22348,43861,100944,41212,20640,25488,31481,7661,32148,11713,2499,-333333333,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",35
0400000US36,55712,36310,75306,37228,90153,41568,4635,6741,38223,19167,47310,36585,9505,13847,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19468,13694,29893,12155,32971,11351,19333,45299,12071,6154,15176,6777,11949,7739,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,31725,10393,33351,14959,41771,43700,3385,1465,20739,21078,36025,583,6852,16665,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22352,8075,21630,4015,25867,17915,4664,20108,27974,8989,31119,7733,12143,10740,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24007,10830,31691,5699,35696,4003,6915,4380,12198,8387,34702,6432,10102,3894,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,22846,13428,24973,14619,30911,2510,10516,5925,15368,17370,25833,17376,3598,1561,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,80702,104387,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,Rhode Island,null,null,**,-,-,**,-,**,"2,500-",***,**,-,***,"2,500-",44
0400000US45,12439,29196,12320,40411,38883,25993,11067,1168,13078,14598,30100,32543,6816,2859,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24167,23109,23542,24025,32896,28956,10550,8505,30295,43672,45606,19200,6380,1444,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,29397,5907,37642,7552,39926,6945,27175,11636,22138,7404,32419,9672,4430,6717,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24171,2471,31109,1854,33461,5142,11221,11625,20659,8134,25018,4103,4484,1824,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Vermont,**,-,**,-,-,**,-,**,-,**,**,-,**,-,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,25930,3556,30484,2601,40388,3887,12987,3255,21749,3608,30481,2133,10630,5298,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18185,3901,10889,14613,21412,634,6321,5537,18683,3766,19643,16725,6490,20272,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,**,-,**,-,-,**,-,**,-,**,**,-,**,-,72
0400000US01,17332,15722,38722,38566,45655,65928,18646,18100,13462,14224,30920,24971,3436,1774,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,25910,5284,25392,7929,26044,12000,21250,21839,27261,9588,30454,6055,16790,13182,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27619,7152,23561,6873,32417,11850,11769,2709,31622,8226,36169,9759,7416,11662,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16312,6351,18095,12590,26104,7718,9560,1927,11932,6375,19489,12796,9889,3732,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
