GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001EA,B19101B_001MA,B19101B_002MA,B19101B_002EA,B19101B_003MA,B19101B_003EA,B19101B_004MA,B19101B_004EA,B19101B_005MA,B19101B_005EA,B19101B_006MA,B19101B_006EA,B19101B_007EA,B19101B_007MA,B19101B_008EA,B19101B_008MA,B19101B_009EA,B19101B_009MA,B19101B_010MA,B19101B_010EA,B19101B_011MA,B19101B_011EA,B19101B_012MA,B19101B_012EA,B19101B_013EA,B19101B_013MA,B19101B_014EA,B19101B_014MA,B19101B_015MA,B19101B_015EA,B19101B_016MA,B19101B_016EA,B19101B_017MA,B19101B_017EA,state
0400000US25,101254,3933,9915,1659,6009,1413,5335,1127,5975,1356,5062,1335,5245,1147,4840,1074,5074,1176,4585,1146,7986,1324,11309,1871,10655,1567,6846,1215,4676,967,4349,1011,3393,941,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,304230,6081,49523,3401,26562,2575,22324,2229,21984,2395,16558,1817,18290,1947,15028,1877,12341,1726,13172,1569,21021,1940,28026,2387,28675,2705,13422,1718,7854,1241,5840,1063,3610,814,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62169,2805,11791,1779,4934,1268,4386,1251,4529,1313,4443,1094,3780,961,2828,851,3770,910,2627,749,3587,854,4898,1121,4794,1180,2711,928,920,486,1598,814,573,358,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,256543,5196,41285,3043,20642,2277,26950,2631,24534,2325,18436,1996,18240,2131,15464,2069,13148,2133,9908,1476,18013,2290,19525,2069,14942,1817,7898,1387,3459,975,2681,854,1418,519,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,152538,4196,20512,2439,12374,2107,11869,1930,13102,1732,10489,1475,8890,1518,8939,1394,7503,1536,6089,1271,10432,1524,12899,1615,15312,1924,6694,1280,3787,847,2824,805,823,310,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19288,1508,2184,615,1247,505,2010,533,1538,520,1087,427,1606,630,1257,546,1442,606,1104,455,1646,563,793,365,1482,551,744,539,773,437,196,155,179,184,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,47903,2414,4152,987,4435,1307,3373,869,3257,946,1832,777,3379,983,2739,771,2155,849,2787,847,3895,1082,5384,1210,4513,1016,2517,690,1542,619,1115,569,828,363,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,270779,5493,26766,2430,12142,1578,11003,1649,12066,1748,14089,1858,15502,2209,11085,1555,9666,1362,11458,1512,21149,2100,27961,2458,34633,2757,24933,2281,14539,1928,14624,2083,9163,1477,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9481,1531,1105,595,851,560,920,436,425,242,507,337,640,360,776,451,125,145,121,174,974,584,374,273,440,241,655,407,409,275,691,455,468,546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,669490,7870,70188,3360,33384,3036,33730,2639,37373,2975,32111,2170,34388,3248,32823,2623,34861,2696,28847,2645,53567,2935,66233,3739,80394,4242,51592,3541,33893,3192,28766,2746,17340,1879,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,494548,7481,57381,4236,33576,2836,34634,3029,35704,2565,34821,2625,35458,3404,29145,3025,28591,2808,23952,2609,41531,3798,42904,3211,45892,3833,24959,2939,12288,1775,8817,1395,4895,1028,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,314129,6219,52712,3777,24264,2847,25236,2444,24708,2713,18429,2109,17236,2017,16087,1961,15142,1863,12327,1516,22116,2266,27871,2670,27588,2528,12814,1656,7793,1301,6353,1096,3453,871,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62193,2476,7792,1321,4416,942,5029,882,4307,833,3961,936,3711,830,3004,690,3141,886,2912,738,4804,904,7217,1139,6797,1287,3211,722,882,335,420,233,589,305,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13897,1623,2370,772,977,629,869,641,629,382,614,397,557,365,900,601,338,323,876,569,1007,403,662,337,1900,933,1080,515,630,480,285,208,203,215,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,290421,6565,33262,2857,19473,2271,20470,2312,22020,2175,19397,2241,18789,1848,15582,1815,14773,1927,12102,1690,26184,2515,24907,2439,28801,2260,14872,1884,8690,1414,5840,1135,5259,1203,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15345,1553,1388,582,1059,524,576,374,1618,933,1331,601,943,493,903,483,613,356,323,215,997,498,1522,594,1489,517,1040,461,845,445,127,135,571,357,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,305415,5669,38208,2979,24302,2732,23767,2435,25428,2370,22391,2668,23425,2378,18903,2222,15881,2064,12987,1826,24470,2388,27082,2846,25175,2162,11012,1980,5695,1311,4643,1248,2046,622,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,241986,5419,29937,2858,15764,2082,20004,1861,17197,2034,15995,1920,13494,1744,10962,1864,13316,1767,11297,1780,22678,2541,22406,2353,25230,2542,11655,1522,4637,869,4929,1052,2485,631,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,691898,8324,68942,4528,39306,3218,41981,3213,42041,3456,41869,3515,42035,3306,37094,3548,36879,3830,27717,2756,53699,3754,71848,4476,82597,5168,43925,3453,27997,3125,20364,2247,13604,1713,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,6652,1068,191,213,330,281,136,140,538,579,340,264,355,283,422,233,404,318,150,162,494,415,651,465,1008,523,1063,564,133,173,280,225,157,160,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,366530,6124,28796,2699,18116,2105,21516,2191,20218,2590,21478,2544,18720,2225,17704,2071,18109,1879,16768,2163,29643,2677,38479,2858,43223,2969,31093,2896,16206,1784,15548,2008,10913,1363,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51713,2762,4409,1219,2485,717,2563,973,3068,942,2981,945,3719,1308,2076,641,4078,1333,2342,761,3651,1015,4186,1217,7437,1601,3763,938,1509,547,2330,594,1116,684,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12407,1537,2982,1136,821,433,1134,527,990,620,427,241,740,382,835,378,522,326,625,328,442,235,563,424,1123,417,503,339,422,423,179,166,99,129,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,76964,2868,12072,1733,7505,1536,7326,1508,6599,1220,5487,1292,5288,1140,3951,960,4687,1023,2925,857,5030,1049,4382,793,5076,1040,2958,779,1718,517,1044,421,916,407,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,79273,3952,19065,1882,7616,1194,8224,1603,7984,1466,6854,1144,5226,921,5786,1111,3285,869,2420,695,4256,1044,3514,744,2511,642,2245,797,241,208,46,74,0,214,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,294388,5617,42418,3314,22805,2259,22108,2313,22600,2445,20268,2495,18835,2209,19654,2174,16048,1679,12142,1483,22508,2152,24011,2425,24606,2769,13153,1592,7263,1520,3585,1063,2384,787,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,5345,1050,374,372,107,188,98,112,315,300,290,294,354,534,506,447,129,128,0,143,716,567,678,435,191,196,703,459,93,179,791,535,0,143,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59427,3366,6664,1345,2985,909,2803,808,3687,923,3543,1129,3286,971,2299,806,3171,1009,2425,934,4886,1151,4713,1184,6789,1593,4626,1163,2975,1113,3011,1342,1564,692,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,103307,3497,14436,2040,9501,1521,9722,1581,8755,1353,5747,843,7284,1481,6595,1367,5470,1247,4783,1077,7557,1343,9037,1337,7279,1124,4134,1072,1734,654,881,477,392,350,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
