GEO_ID,C19037F_001E,C19037F_001M,C19037F_002E,C19037F_002M,C19037F_003E,C19037F_003M,C19037F_004E,C19037F_004M,C19037F_005E,C19037F_005M,C19037F_006E,C19037F_006M,C19037F_007E,C19037F_007M,C19037F_008E,C19037F_008M,C19037F_009E,C19037F_009M,C19037F_010E,C19037F_010M,C19037F_011E,C19037F_011M,C19037F_012E,C19037F_012M,C19037F_013E,C19037F_013M,C19037F_014E,C19037F_014M,C19037F_015E,C19037F_015M,C19037F_016E,C19037F_016M,C19037F_017E,C19037F_017M,C19037F_018E,C19037F_018M,C19037F_019E,C19037F_019M,C19037F_020E,C19037F_020M,C19037F_021E,C19037F_021M,C19037F_022E,C19037F_022M,C19037F_023E,C19037F_023M,C19037F_024E,C19037F_024M,C19037F_025E,C19037F_025M,C19037F_026E,C19037F_026M,C19037F_027E,C19037F_027M,C19037F_028E,C19037F_028M,C19037F_029E,C19037F_029M,C19037F_030E,C19037F_030M,C19037F_031E,C19037F_031M,C19037F_032E,C19037F_032M,C19037F_033E,C19037F_033M,C19037F_034E,C19037F_034M,C19037F_035E,C19037F_035M,C19037F_036E,C19037F_036M,C19037F_037E,C19037F_037M,C19037F_038E,C19037F_038M,C19037F_039E,C19037F_039M,C19037F_040E,C19037F_040M,C19037F_041E,C19037F_041M,C19037F_042E,C19037F_042M,C19037F_043E,C19037F_043M,C19037F_044E,C19037F_044M,C19037F_045E,C19037F_045M,NAME,C19037F_001MA,C19037F_001EA,C19037F_002EA,C19037F_002MA,C19037F_003EA,C19037F_003MA,C19037F_004EA,C19037F_004MA,C19037F_005EA,C19037F_005MA,C19037F_006MA,C19037F_006EA,C19037F_007MA,C19037F_007EA,C19037F_008EA,C19037F_008MA,C19037F_009EA,C19037F_009MA,C19037F_010EA,C19037F_010MA,C19037F_011MA,C19037F_011EA,C19037F_012MA,C19037F_012EA,C19037F_013EA,C19037F_013MA,C19037F_014EA,C19037F_014MA,C19037F_015EA,C19037F_015MA,C19037F_016EA,C19037F_016MA,C19037F_017MA,C19037F_017EA,C19037F_018MA,C19037F_018EA,C19037F_019EA,C19037F_019MA,C19037F_020EA,C19037F_020MA,C19037F_021EA,C19037F_021MA,C19037F_022MA,C19037F_022EA,C19037F_023MA,C19037F_023EA,C19037F_024MA,C19037F_024EA,C19037F_025EA,C19037F_025MA,C19037F_026EA,C19037F_026MA,C19037F_027EA,C19037F_027MA,C19037F_028MA,C19037F_028EA,C19037F_029MA,C19037F_029EA,C19037F_030EA,C19037F_030MA,C19037F_031EA,C19037F_031MA,C19037F_032EA,C19037F_032MA,C19037F_033MA,C19037F_033EA,C19037F_034MA,C19037F_034EA,C19037F_035EA,C19037F_035MA,C19037F_036EA,C19037F_036MA,C19037F_037EA,C19037F_037MA,C19037F_038EA,C19037F_038MA,C19037F_039MA,C19037F_039EA,C19037F_040MA,C19037F_040EA,C19037F_041EA,C19037F_041MA,C19037F_042EA,C19037F_042MA,C19037F_043EA,C19037F_043MA,C19037F_044MA,C19037F_044EA,C19037F_045MA,C19037F_045EA,state
0400000US18,41879,2456,2754,922,417,436,223,278,770,539,331,259,278,285,541,383,194,294,0,184,0,184,0,184,25941,2219,3157,873,1208,756,4606,1134,4348,1416,4889,1520,4317,1171,2155,715,920,472,341,357,0,184,11628,1488,485,337,379,336,1463,731,1600,858,2141,701,2730,775,1102,635,1329,676,327,316,72,120,1556,577,130,141,301,252,312,193,245,198,251,209,92,111,112,172,113,173,0,184,0,184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16212,1796,1760,636,239,184,239,245,270,253,237,234,338,298,408,301,0,165,29,51,0,165,0,165,7264,1350,241,191,153,197,1462,546,1817,583,2042,715,1042,558,212,203,295,279,0,165,0,165,5603,1050,586,339,333,321,707,450,798,436,1130,516,1387,477,397,272,157,137,33,61,75,126,1585,524,215,195,96,111,496,288,99,144,286,218,366,236,0,165,27,45,0,165,0,165,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,14910,2294,684,445,106,151,0,193,147,139,94,152,319,370,0,193,0,193,18,35,0,193,0,193,8658,1859,726,384,697,407,1056,563,1096,745,1313,681,2291,1049,1083,644,286,272,110,128,0,193,4402,1268,373,373,389,360,619,548,389,264,680,400,881,660,464,284,357,244,86,113,164,145,1166,484,76,106,146,127,90,106,47,72,412,311,138,164,21,35,189,189,0,193,47,79,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46644,3172,2985,930,91,157,0,190,367,378,598,471,845,385,688,492,223,275,173,171,0,190,0,190,31642,2574,581,411,624,469,3621,1223,2825,935,6642,1330,9361,1691,4602,1101,1877,549,829,553,680,484,10945,1746,103,106,62,60,388,263,951,454,1407,597,2743,891,1623,647,2351,868,667,488,650,442,1072,489,103,130,72,89,261,281,154,176,148,193,25,44,33,58,123,199,153,194,0,190,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,83312,4007,4832,1092,676,346,642,462,1283,610,794,429,493,341,539,374,405,318,0,195,0,195,0,195,43412,3059,7159,1485,2876,998,4974,1220,5059,1219,7373,1334,8031,1775,3398,1028,2852,818,1297,736,393,346,28756,2442,5039,1120,2353,790,3352,917,3148,987,3864,983,4478,1223,2922,940,2157,702,921,550,522,436,6312,1093,2263,753,1100,465,1420,634,250,177,526,301,382,245,211,158,46,79,0,195,114,108,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25760,1988,1625,580,515,396,75,123,663,376,45,45,154,147,173,201,0,161,0,161,0,161,0,161,12741,1543,1342,504,889,472,2762,832,2208,665,1880,579,2152,755,963,455,232,175,193,143,120,151,9180,1322,659,290,720,426,1686,712,946,439,1941,738,1643,506,561,315,379,226,215,204,430,349,2214,507,222,226,146,122,306,158,619,311,289,152,317,260,150,142,118,151,0,161,47,79,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18112,1989,1974,718,186,215,193,237,433,365,380,241,318,346,464,335,0,139,0,139,0,139,0,139,12072,1665,391,264,586,398,1402,557,2182,866,2094,676,2507,910,1732,599,510,306,473,462,195,219,3751,935,232,201,173,170,89,88,191,208,555,479,1358,565,446,336,497,361,192,192,18,34,315,228,0,139,18,29,118,110,64,125,32,50,83,132,0,139,0,139,0,139,0,139,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59365,3642,3770,884,440,346,427,410,617,412,644,390,738,408,766,408,0,200,138,166,0,200,0,200,35558,3356,3060,936,2208,983,4848,1152,4300,1254,7225,1659,7448,1308,4194,1129,1510,620,604,423,161,219,17373,1819,1269,661,460,335,1597,534,2669,812,3517,1031,4714,1127,1654,504,1199,499,241,199,53,90,2664,723,441,255,306,333,195,226,171,178,513,357,611,371,98,161,329,230,0,200,0,200,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,146388,6256,6211,1211,792,513,373,246,840,509,1035,498,773,429,1167,529,935,629,296,253,0,192,0,192,78959,3915,5516,1312,4652,1152,9284,1749,9976,1673,15340,2366,15721,2229,7191,1591,8622,1455,2273,787,384,263,51308,3699,3897,980,1919,641,6691,1347,5153,1335,7727,1384,10317,1694,6292,1359,5341,1143,2466,879,1505,722,9910,1342,2910,852,1393,586,1167,436,1046,476,1279,502,659,324,318,191,522,326,448,320,168,271,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
