GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001MA,B25032F_001EA,B25032F_002MA,B25032F_002EA,B25032F_003EA,B25032F_003MA,B25032F_004EA,B25032F_004MA,B25032F_005MA,B25032F_005EA,B25032F_006MA,B25032F_006EA,B25032F_007EA,B25032F_007MA,B25032F_008EA,B25032F_008MA,B25032F_009EA,B25032F_009MA,B25032F_010MA,B25032F_010EA,B25032F_011MA,B25032F_011EA,state
0400000US21,10076,1419,3185,900,245,271,788,502,710,469,1939,751,1053,546,204,273,101,123,1851,764,0,181,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,14910,2294,5475,1293,624,408,1502,773,1400,670,1686,959,888,524,624,440,44,53,2667,1021,0,193,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46644,3172,18197,2248,5956,1317,837,492,1755,718,7265,1435,8950,1816,1709,655,1301,655,674,533,0,190,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,83312,4007,15032,2042,5712,1068,15389,1962,20853,2267,9397,1355,6315,1287,5881,1635,4408,1049,325,457,0,195,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25760,1988,15910,1578,1111,537,1225,538,1814,722,1144,483,1743,677,362,260,482,295,1969,709,0,161,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18112,1989,7852,1141,1066,524,902,528,183,145,638,462,1858,641,2100,726,1733,617,1780,759,0,139,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18433,1903,11117,1467,879,447,1282,628,812,387,1505,739,1520,662,817,492,159,182,342,284,0,177,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11341,1589,7815,1563,127,118,628,484,224,189,487,341,359,283,443,322,234,209,1007,462,17,36,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59365,3642,33510,2821,2935,856,1254,518,5243,1269,6574,1628,3362,902,1751,758,1888,660,2848,897,0,200,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,146388,6256,36720,3434,12849,1734,29653,2624,24124,2555,13584,2289,10003,1873,9370,1722,9362,2261,723,499,0,192,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,87502,4551,50769,3414,2616,936,1363,718,4287,1235,2794,978,2945,1148,774,385,1052,477,20902,2479,0,185,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,481910,8107,54942,3991,18511,2024,64205,3891,55879,3639,30219,3249,28427,2812,89605,4515,138922,6270,887,477,313,316,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,58815,4396,21800,2619,1080,480,1654,579,1798,710,4694,1238,4369,1390,2072,765,597,346,20751,2716,0,193,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25402,2389,12763,1673,1255,528,2294,679,1902,798,2885,1073,2452,792,358,348,739,438,639,354,115,162,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24796,2142,16674,1373,540,268,521,341,700,287,871,423,1820,710,757,481,142,123,2771,660,0,149,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,33871,2724,14067,2065,2168,864,1764,734,3309,1016,3414,1158,2533,1080,1568,704,1502,690,3428,975,118,178,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69255,3569,10984,1545,34973,3234,6525,1249,6402,1531,5661,1505,1878,832,1043,513,1483,524,306,221,0,165,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16298,1784,3922,1025,951,534,3392,1010,5552,1146,712,397,711,470,213,192,845,559,0,200,0,200,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19785,2297,7689,1631,503,356,235,300,790,533,1902,860,972,680,277,355,313,309,7104,1335,0,197,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24703,2538,13068,2110,1046,531,1244,726,945,579,2063,811,2436,965,1146,711,242,234,2513,759,0,193,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,444196,12278,265445,7956,13423,1937,8965,1548,18377,2562,23193,2685,38896,3948,20943,2358,18395,2265,35996,3284,563,457,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28564,2483,13770,1653,1367,598,984,647,2482,831,1768,816,3080,1172,1831,912,204,317,3078,972,0,181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,48278,3706,15322,2079,8468,1682,869,624,2978,1220,3365,1045,8496,1872,3143,913,1969,865,3668,1162,0,192,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,67492,3634,29116,2935,1774,664,3613,1122,3292,875,6793,1643,6833,1644,4326,1278,1827,740,9918,1426,0,192,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24772,2381,11290,1706,1764,729,3562,929,1866,691,1986,768,1332,760,1351,604,498,340,1009,430,114,190,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,119519,5179,83893,4094,15360,1826,4513,1150,2780,748,5093,937,2984,908,1771,659,3076,960,49,79,0,214,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,11834,1645,5464,1129,325,386,296,276,585,381,585,388,1021,601,165,254,0,184,3393,905,0,184,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,110518,5183,65730,3686,3734,980,3193,956,5633,1395,4433,1170,5949,1448,3432,839,4953,1148,13089,1793,372,431,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15156,1936,9109,1529,144,131,1031,711,659,495,196,272,1247,811,424,484,334,328,2012,731,0,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
