GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001EA,B19101F_001MA,B19101F_002MA,B19101F_002EA,B19101F_003MA,B19101F_003EA,B19101F_004MA,B19101F_004EA,B19101F_005EA,B19101F_005MA,B19101F_006EA,B19101F_006MA,B19101F_007EA,B19101F_007MA,B19101F_008MA,B19101F_008EA,B19101F_009MA,B19101F_009EA,B19101F_010MA,B19101F_010EA,B19101F_011EA,B19101F_011MA,B19101F_012EA,B19101F_012MA,B19101F_013MA,B19101F_013EA,B19101F_014MA,B19101F_014EA,B19101F_015MA,B19101F_015EA,B19101F_016EA,B19101F_016MA,B19101F_017EA,B19101F_017MA,state
0400000US27,14108,1874,698,344,860,512,824,439,388,291,1180,640,1081,431,1098,658,336,242,982,485,2132,738,1038,446,1685,668,902,433,196,184,495,437,213,208,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12767,1712,1494,546,539,344,1468,699,1555,727,971,511,1052,516,750,380,1199,613,505,388,225,224,826,381,1487,661,188,197,40,68,413,374,55,69,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9169,1326,533,423,880,444,1311,652,586,386,367,248,488,343,474,286,751,518,432,236,1111,437,907,512,708,373,384,377,64,109,105,185,68,83,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48165,3143,4039,1050,3269,1200,3319,922,3544,998,3565,961,2530,610,3399,1055,3320,910,2896,965,4157,1104,5814,1417,4716,1215,2177,617,490,400,716,435,214,235,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,115471,5382,9242,1461,6903,1449,8285,1680,7826,1737,7250,1446,6290,1282,7453,1472,6701,1417,6658,1666,9788,1493,12147,1937,10659,1664,6387,1395,3936,1036,4370,1068,1576,738,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,59175,3925,6469,1429,3942,1065,4392,1176,5119,1343,4791,1330,4189,1234,2528,764,3040,843,3241,1013,4222,1146,6998,1409,5872,1167,2014,660,822,420,1212,574,324,231,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,355639,7902,40589,3433,26517,2743,32822,2863,28746,2612,24137,2920,21770,2482,20736,2725,19884,2147,15677,2292,27379,2636,28591,2835,30784,3163,17982,2066,6955,1379,8526,1453,4544,1157,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47588,3939,5672,1249,5154,1514,4820,1206,4067,999,4663,1346,4547,1297,3354,950,3051,872,2040,849,2525,826,2958,931,2895,1054,606,403,698,500,248,194,290,212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,16888,1653,2162,731,1361,588,768,367,1777,628,1115,493,1035,479,790,451,994,562,751,421,1247,522,2183,770,1121,501,627,291,479,457,242,328,236,235,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19727,1823,1848,638,1223,397,1621,588,1432,515,1428,413,1840,712,1241,472,1444,396,1267,525,2018,581,1384,381,1667,666,742,379,221,245,203,167,148,148,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,28950,2507,1805,724,2837,1040,2946,1058,3458,1071,3451,1210,1257,708,1910,811,746,450,1406,713,2579,941,2271,794,2723,996,872,451,174,171,302,248,213,217,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47676,3057,7766,1465,4182,942,4226,1154,5066,1076,4946,1079,3233,990,2420,1002,2117,776,1103,483,3472,918,3800,1062,2997,821,759,315,561,493,532,301,496,341,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,12703,1590,1705,849,1258,526,684,431,944,467,526,366,784,516,724,364,956,459,1445,728,1093,659,1092,563,975,455,304,243,80,137,133,164,0,200,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14621,2148,1694,879,1183,701,1211,666,2231,977,703,541,528,295,649,385,572,350,605,473,1400,593,774,460,1947,1087,0,197,444,456,207,254,473,448,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17889,2449,1587,686,2142,1122,2316,765,1346,689,1567,728,1099,529,1215,541,812,445,823,641,678,569,2021,752,1137,607,493,316,250,248,251,381,152,176,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,346681,10817,25908,2634,22915,2737,25859,2765,28776,2909,26248,3026,24582,2459,23952,2348,20725,2677,20407,2850,28095,2455,35077,3527,30892,2456,18037,2554,6903,1437,5512,1307,2793,995,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23671,2090,1852,907,1894,735,2302,918,2800,884,2443,956,1833,900,1072,528,1099,568,917,487,2089,810,1705,670,1918,633,873,445,521,334,188,172,165,259,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,39921,3695,2449,948,1649,716,2489,992,2280,992,2170,940,2983,1062,1972,884,1865,745,2032,891,2685,869,5558,1364,6288,1342,2247,709,1750,710,1105,530,399,399,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,52002,3255,3107,1001,3968,1226,3585,969,4005,988,4675,1437,3376,1072,3428,934,3043,869,2995,879,5926,1351,5267,1299,4048,1037,2321,768,1004,552,504,313,750,482,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18860,2193,1484,556,1112,555,1424,526,1726,609,2262,949,1671,748,1176,618,1183,520,1176,528,1573,570,1892,615,1006,448,839,541,153,137,64,75,119,152,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,85668,4996,21296,2423,10117,1607,11607,1923,7523,1241,6727,1458,5320,1154,2975,793,3449,895,2032,720,4349,1100,4779,1002,2544,831,1047,444,601,367,971,601,331,317,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,10605,1601,952,454,1116,616,1392,710,1275,667,1013,612,471,297,512,273,255,214,674,510,739,467,1095,525,631,325,361,287,119,129,0,184,0,184,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,86601,4907,7735,1454,6399,1316,7037,1350,6300,1272,6117,1204,7150,1379,4484,1041,4006,1091,5220,1269,8370,1542,8348,1600,7343,1425,5232,1137,1638,723,777,414,445,318,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12413,1636,733,426,570,422,905,590,1658,707,1799,810,775,483,599,407,945,538,705,490,800,540,1506,583,847,540,472,478,0,184,99,134,0,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
