GEO_ID,C19037B_001E,C19037B_001M,C19037B_002E,C19037B_002M,C19037B_003E,C19037B_003M,C19037B_004E,C19037B_004M,C19037B_005E,C19037B_005M,C19037B_006E,C19037B_006M,C19037B_007E,C19037B_007M,C19037B_008E,C19037B_008M,C19037B_009E,C19037B_009M,C19037B_010E,C19037B_010M,C19037B_011E,C19037B_011M,C19037B_012E,C19037B_012M,C19037B_013E,C19037B_013M,C19037B_014E,C19037B_014M,C19037B_015E,C19037B_015M,C19037B_016E,C19037B_016M,C19037B_017E,C19037B_017M,C19037B_018E,C19037B_018M,C19037B_019E,C19037B_019M,C19037B_020E,C19037B_020M,C19037B_021E,C19037B_021M,C19037B_022E,C19037B_022M,C19037B_023E,C19037B_023M,C19037B_024E,C19037B_024M,C19037B_025E,C19037B_025M,C19037B_026E,C19037B_026M,C19037B_027E,C19037B_027M,C19037B_028E,C19037B_028M,C19037B_029E,C19037B_029M,C19037B_030E,C19037B_030M,C19037B_031E,C19037B_031M,C19037B_032E,C19037B_032M,C19037B_033E,C19037B_033M,C19037B_034E,C19037B_034M,C19037B_035E,C19037B_035M,C19037B_036E,C19037B_036M,C19037B_037E,C19037B_037M,C19037B_038E,C19037B_038M,C19037B_039E,C19037B_039M,C19037B_040E,C19037B_040M,C19037B_041E,C19037B_041M,C19037B_042E,C19037B_042M,C19037B_043E,C19037B_043M,C19037B_044E,C19037B_044M,C19037B_045E,C19037B_045M,NAME,C19037B_001EA,C19037B_001MA,C19037B_002EA,C19037B_002MA,C19037B_003EA,C19037B_003MA,C19037B_004MA,C19037B_004EA,C19037B_005MA,C19037B_005EA,C19037B_006EA,C19037B_006MA,C19037B_007EA,C19037B_007MA,C19037B_008EA,C19037B_008MA,C19037B_009EA,C19037B_009MA,C19037B_010MA,C19037B_010EA,C19037B_011MA,C19037B_011EA,C19037B_012EA,C19037B_012MA,C19037B_013EA,C19037B_013MA,C19037B_014EA,C19037B_014MA,C19037B_015MA,C19037B_015EA,C19037B_016MA,C19037B_016EA,C19037B_017EA,C19037B_017MA,C19037B_018EA,C19037B_018MA,C19037B_019EA,C19037B_019MA,C19037B_020EA,C19037B_020MA,C19037B_021MA,C19037B_021EA,C19037B_022MA,C19037B_022EA,C19037B_023EA,C19037B_023MA,C19037B_024EA,C19037B_024MA,C19037B_025EA,C19037B_025MA,C19037B_026MA,C19037B_026EA,C19037B_027MA,C19037B_027EA,C19037B_028EA,C19037B_028MA,C19037B_029EA,C19037B_029MA,C19037B_030EA,C19037B_030MA,C19037B_031EA,C19037B_031MA,C19037B_032MA,C19037B_032EA,C19037B_033MA,C19037B_033EA,C19037B_034EA,C19037B_034MA,C19037B_035EA,C19037B_035MA,C19037B_036EA,C19037B_036MA,C19037B_037MA,C19037B_037EA,C19037B_038MA,C19037B_038EA,C19037B_039EA,C19037B_039MA,C19037B_040EA,C19037B_040MA,C19037B_041EA,C19037B_041MA,C19037B_042MA,C19037B_042EA,C19037B_043MA,C19037B_043EA,C19037B_044MA,C19037B_044EA,C19037B_045EA,C19037B_045MA,state
0400000US18,222791,4811,14816,1780,6887,1297,1638,563,2844,869,1363,619,985,561,527,457,417,501,128,255,0,184,27,49,87743,3482,14151,2148,7978,1559,15497,1960,13158,2001,12805,2027,12446,1853,6376,1505,3269,942,1409,589,654,454,85470,2316,14221,1641,7929,1267,11645,1595,10874,1377,11979,1741,13026,1715,6476,1224,6203,1453,1353,517,1764,692,34762,1733,4682,769,5506,1026,6431,721,5484,795,4737,864,4507,839,1423,471,1510,504,400,245,82,99,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31585,1967,3340,1004,985,595,262,280,1157,664,554,389,49,90,222,259,0,151,111,189,0,151,0,151,14703,1799,2392,876,1495,632,2323,989,2061,858,1934,658,1929,751,1079,541,1041,592,288,343,161,202,10796,1144,1816,562,1391,645,1393,516,1398,518,1085,482,1529,593,1025,435,585,294,149,167,425,366,2746,446,344,194,340,184,480,263,526,277,178,128,482,272,246,179,150,133,0,151,0,151,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,64124,2282,5216,1342,1886,852,875,629,1215,793,46,87,783,392,280,257,131,133,0,165,0,165,0,165,24123,1780,3255,772,1753,767,2752,896,3609,1118,4035,1125,4084,1092,3203,1087,1347,648,33,56,52,68,24966,1681,4090,1015,1729,548,3030,889,3487,965,3382,722,4096,791,3056,795,1453,495,342,223,301,261,9819,962,1141,420,969,351,1891,726,1592,559,1390,417,1970,728,512,277,307,213,32,56,15,27,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,134957,3254,8848,1422,4382,1120,1294,596,1081,498,908,618,652,484,531,465,0,181,0,181,0,181,0,181,50985,2807,9033,1775,4514,1126,8797,1711,8176,1486,6355,1270,7432,1454,3721,1004,2257,723,381,399,319,304,54641,2469,10014,1264,4226,1009,9043,1344,6850,1023,6987,1192,8061,1139,4305,971,3870,916,970,454,315,204,20483,1323,3621,788,3658,937,3641,746,2423,604,3190,720,2352,623,657,261,745,336,196,192,0,181,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,514717,6339,26644,2810,8489,1569,4500,1200,6026,1426,2770,862,2558,899,1521,716,447,399,333,345,0,193,0,193,186705,4939,29789,2914,19695,2035,30063,3012,26252,2498,27788,2677,28013,2797,14061,1792,7891,1459,2584,912,569,313,211695,4291,33787,2864,20370,2171,36912,2684,26549,2200,28938,2543,29918,2635,17242,2088,13882,1920,2784,756,1313,499,89673,2529,18040,1785,15335,1632,17281,1352,11179,1403,11945,1195,8492,1452,3428,809,2911,892,718,379,344,228,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,623453,5865,19092,2287,5506,1311,1923,715,2508,880,2455,759,2437,875,2696,959,1288,736,194,194,85,139,0,190,230000,5620,17622,2052,10440,2021,16773,1972,22894,2732,34082,2956,48267,3698,26533,2852,33832,3000,13302,1881,6255,1129,269268,4984,22207,1986,8629,1173,18256,2092,19835,2147,36062,3199,46085,3219,36293,2944,46330,3134,20845,1897,14726,1631,105093,2728,11762,1440,11769,1300,17762,1607,9956,1392,12846,1370,15643,1614,9761,1248,8972,1090,4325,830,2297,539,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,152906,4076,5814,1104,1366,729,705,396,1136,554,418,277,1222,594,590,384,171,239,206,211,0,195,0,195,62085,3026,7662,1602,3311,977,7314,1369,6741,1500,9679,1584,12164,1923,5163,1175,5687,1276,2264,914,2100,866,63919,2643,8133,1395,5042,1178,5853,1025,6681,1113,7923,1576,12194,1522,7174,1211,6727,1238,2485,830,1707,610,21088,1518,3906,945,3356,819,3785,677,1881,576,2400,631,2555,697,1137,369,1317,454,415,267,336,228,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,512840,5945,28198,2622,12179,1577,4184,1039,6275,1439,3816,1034,986,412,409,242,186,202,163,200,0,161,0,161,181618,4762,40300,2805,16493,1726,30106,3281,23495,2331,25363,2483,22579,2549,13045,1967,7919,1512,1265,434,1053,566,206006,3587,40954,2806,16193,1422,26645,2073,22735,1950,25343,2038,34172,2597,19032,2178,14064,1416,4219,929,2649,678,97018,2325,13502,1400,11004,1251,19634,1387,14202,1594,14022,1318,13479,1424,5740,977,3584,659,1011,365,840,345,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,98152,2764,8720,1567,2753,1205,1042,682,2207,911,1393,734,745,495,398,387,0,139,182,289,0,139,0,139,48337,1998,8993,1558,4119,1216,6961,1501,6753,1390,7810,1459,6885,1186,2715,871,2759,1098,833,656,509,351,34077,1814,7547,1444,2620,818,4375,1096,4333,1021,4630,1024,4409,1017,3505,894,1564,580,937,537,157,185,7018,708,2362,705,656,402,894,295,413,209,854,339,1185,418,436,277,167,153,15,27,36,47,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,379939,5700,16851,2675,5991,1415,2697,919,3825,1408,2093,978,961,466,941,733,301,331,42,77,0,198,0,198,140545,3809,27663,2387,11778,1822,27362,2660,20653,2711,21152,2630,18561,1958,7675,1315,4610,1203,768,492,323,312,155792,3799,26997,1894,18404,1998,28442,2171,20407,1795,21702,1931,20829,2075,8628,1248,7171,1276,1966,660,1246,549,66751,2034,14706,1550,10272,1345,14932,1623,7377,1290,8441,1342,6425,1030,2378,573,1677,674,334,282,209,200,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,264086,4593,15225,1795,6240,1248,1573,629,3025,884,1691,776,1304,741,861,411,390,394,141,174,0,177,0,177,98586,3203,17342,2288,10220,2065,15769,1884,14161,1676,16106,2507,13135,2180,7009,1422,3883,996,624,305,337,348,103855,2872,16182,1690,8974,1588,15921,2032,14220,1788,14492,1763,15220,1781,9756,1669,6223,1026,2083,638,784,316,46420,2015,4955,791,9343,1316,8075,1177,6693,986,5624,1173,5875,938,3037,726,2214,644,336,258,268,185,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30423,1584,1837,595,600,377,312,235,402,276,317,341,44,75,115,177,0,149,47,77,0,149,0,149,13613,1395,1884,528,963,519,2748,696,2415,753,2296,747,1833,617,845,494,587,385,42,71,0,149,11233,1109,1911,534,981,452,1578,489,1290,516,1847,498,1533,518,954,362,861,540,139,140,139,170,3740,389,509,250,679,273,957,370,446,162,546,276,145,101,65,83,296,198,57,68,40,68,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,81628,3346,4396,1112,1443,708,823,548,998,603,619,384,256,216,257,257,0,200,0,200,0,200,0,200,33997,2478,4363,1121,2726,1008,5054,1121,4805,1496,5293,1211,5643,1371,3345,1186,1941,648,459,328,368,229,30513,1858,3277,979,2245,1005,4069,911,3507,1071,5147,896,5890,1269,3362,854,1884,528,734,409,398,347,12722,1005,898,347,1092,368,1667,551,1678,436,1483,469,3225,813,892,345,1043,463,538,392,206,129,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
