GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001EA,B19001F_001MA,B19001F_002EA,B19001F_002MA,B19001F_003EA,B19001F_003MA,B19001F_004EA,B19001F_004MA,B19001F_005EA,B19001F_005MA,B19001F_006MA,B19001F_006EA,B19001F_007EA,B19001F_007MA,B19001F_008EA,B19001F_008MA,B19001F_009EA,B19001F_009MA,B19001F_010EA,B19001F_010MA,B19001F_011MA,B19001F_011EA,B19001F_012EA,B19001F_012MA,B19001F_013EA,B19001F_013MA,B19001F_014EA,B19001F_014MA,B19001F_015EA,B19001F_015MA,B19001F_016EA,B19001F_016MA,B19001F_017MA,B19001F_017EA,state
0400000US28,5252,1178,579,524,294,258,680,526,804,496,400,198,734,389,23,38,127,146,372,387,93,120,397,312,559,316,109,121,0,198,53,85,28,48,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18433,1903,2444,848,1366,530,1531,725,2071,720,1349,588,1951,802,1179,561,1605,716,862,539,526,348,1131,475,1575,661,260,216,40,68,488,380,55,69,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11341,1589,233,191,789,415,1627,599,766,392,607,405,800,444,984,502,1183,591,432,236,1119,429,1104,543,712,388,640,515,130,145,147,201,68,83,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,59365,3642,5210,1134,3401,1227,3383,872,3874,1039,4630,1168,3154,745,4615,1187,3850,1129,3528,1063,6574,1323,6965,1531,5946,1212,2155,653,1021,582,845,462,214,235,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,146388,6256,13115,1818,8337,1592,8186,1224,9796,1952,8600,1658,8610,1667,9921,1700,7166,1664,8032,1821,12748,1805,15116,2212,14736,2177,8876,1640,5905,1321,5187,1101,2057,846,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,87502,4551,13358,2264,7760,1355,6493,1245,6539,1545,7195,1532,5715,1415,4261,1087,4144,1041,4094,978,6414,1563,8628,1538,7233,1217,2824,770,1087,512,1249,573,508,281,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,481910,8107,72204,4021,37620,3371,40712,3054,34213,2977,29719,3236,28135,2910,25021,3209,26320,3042,21872,2597,35904,3146,37751,3182,42644,3663,24226,2506,9119,1664,10135,1629,6315,1466,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,58815,4396,4996,1262,4713,1210,5723,1478,5020,1235,5721,1439,5514,1556,4774,1065,4144,992,2879,1025,5399,1397,3894,1093,3730,1099,896,500,828,547,294,205,290,212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25402,2389,3265,832,2621,858,1388,617,2756,758,2119,740,1404,625,1048,549,1167,536,1447,634,1900,644,2794,826,1740,591,649,266,577,428,291,336,236,235,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24796,2142,2442,726,1546,460,2323,698,1931,544,2037,529,2368,825,1627,523,1575,413,1432,538,2107,556,1838,459,2053,671,872,392,239,246,221,172,185,159,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,33871,2724,1825,741,2763,1041,2862,1031,3798,1117,3438,1248,1516,803,2663,992,1527,798,1410,595,2846,1034,3233,1105,3573,1101,1602,664,300,269,302,248,213,217,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69255,3569,12838,1756,6262,1166,5612,1339,6431,1250,6940,1591,4017,1116,4353,1240,3827,965,2065,567,5221,1057,4957,1326,3802,941,881,349,611,497,897,477,541,347,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16298,1784,2715,920,1720,643,953,508,949,477,650,406,894,570,762,469,1354,542,1215,602,1525,776,1547,783,1223,511,478,320,80,137,133,164,100,165,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19785,2297,2190,968,1219,670,1206,618,2137,1006,1297,667,948,455,674,402,1145,602,663,472,2312,798,2108,1037,2406,1114,219,202,548,473,240,257,473,448,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24703,2538,1946,758,2241,908,2892,928,2122,707,1916,791,1569,644,2202,913,963,504,1372,675,2420,1366,2349,843,1166,618,793,466,349,291,251,381,152,176,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,444196,12278,39866,3301,32608,3067,31872,3052,36598,3377,32084,3386,33536,3443,30737,2889,25554,2821,24604,3100,36817,2877,41731,3827,38414,2883,20771,2761,8198,1624,7161,1552,3645,1094,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28564,2483,1991,956,2529,990,2356,907,3321,982,2066,873,2534,948,1646,732,1675,773,1151,561,2895,858,2082,706,2299,754,759,389,907,505,188,172,165,259,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,48278,3706,2725,989,1187,649,3147,1009,2580,1016,3146,1052,3570,1096,2581,941,2223,840,2038,938,4072,1137,5425,1411,7196,1648,3741,1044,2344,870,1806,693,497,438,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,67492,3634,4632,1102,4263,1234,4782,1215,5106,1517,5667,1532,4692,1471,4437,990,3793,1024,3660,965,7370,1370,7097,1567,6293,1321,3134,858,1015,547,696,388,855,490,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24772,2381,2316,800,1901,655,1680,540,2767,896,2011,809,2094,799,1737,690,1370,550,1289,463,2268,685,2161,640,1882,682,907,545,169,172,101,110,119,152,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,119519,5179,36505,2760,14991,2134,15642,2156,9424,1512,8261,1564,6476,1186,3932,832,4472,1013,2739,953,4752,1028,5600,1164,3322,894,1229,473,601,367,1242,674,331,317,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,11834,1645,962,474,1061,527,1193,618,1479,750,1013,612,431,286,843,486,331,311,762,499,873,493,1105,525,1204,602,458,306,95,123,0,184,24,42,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,110518,5183,10563,1829,8430,1405,10047,1511,8240,1554,8574,1420,9084,1455,6110,1288,5092,1140,6003,1393,10132,1643,9692,1701,9285,1568,5570,1200,1747,745,1504,633,445,318,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15156,1936,1311,739,798,511,1030,630,2085,747,1819,814,840,491,1043,734,1070,564,705,490,1050,631,1831,731,890,542,585,463,0,184,99,134,0,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
