GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001EA,B19101D_001MA,B19101D_002MA,B19101D_002EA,B19101D_003MA,B19101D_003EA,B19101D_004MA,B19101D_004EA,B19101D_005EA,B19101D_005MA,B19101D_006EA,B19101D_006MA,B19101D_007MA,B19101D_007EA,B19101D_008MA,B19101D_008EA,B19101D_009MA,B19101D_009EA,B19101D_010EA,B19101D_010MA,B19101D_011EA,B19101D_011MA,B19101D_012MA,B19101D_012EA,B19101D_013MA,B19101D_013EA,B19101D_014MA,B19101D_014EA,B19101D_015EA,B19101D_015MA,B19101D_016EA,B19101D_016MA,B19101D_017MA,B19101D_017EA,state
0400000US18,23748,1753,1689,712,788,464,1056,603,1351,585,1330,642,471,237,1550,739,334,193,1010,550,1710,770,1619,727,3454,932,2001,665,1395,625,1655,563,2335,729,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11645,1140,554,301,834,493,300,238,222,184,360,237,153,172,561,315,531,302,655,350,1262,420,1864,653,1514,595,1278,510,535,302,294,228,728,324,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16217,1002,581,367,448,292,740,407,752,336,509,485,415,264,837,341,848,493,384,272,1337,471,1544,597,2976,738,2202,742,1026,502,912,365,706,372,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11502,1176,496,265,232,208,490,347,603,383,148,150,868,487,360,312,859,478,623,410,728,393,1220,528,1484,497,1577,638,587,296,428,216,799,424,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15025,1086,1171,613,845,452,654,355,805,408,658,335,897,450,809,423,918,538,468,253,1154,530,1000,405,2112,621,1139,470,673,396,930,462,792,479,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,81492,2369,2240,895,1481,641,1520,485,1697,607,1943,715,2035,729,1490,534,2049,491,1898,549,5523,1074,6747,1162,10614,1587,11122,1483,8132,1304,10197,1415,12804,1195,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86936,2938,4548,962,3415,1050,3097,719,2711,817,2262,726,2731,784,2256,749,2269,811,2531,693,4499,999,7168,1335,11512,1575,9974,1460,8225,1571,8861,1318,10877,1560,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,58252,2371,3292,867,1190,527,1565,646,2463,775,1626,645,1278,452,2220,956,1203,481,2208,763,3180,810,6073,1197,8383,1130,7786,1185,4568,980,5171,875,6046,1047,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47049,2013,1700,508,1727,599,1527,540,1821,506,1604,549,2790,901,1715,519,1762,598,2180,671,3223,757,4715,924,7144,1154,5080,1216,2248,593,4484,1008,3329,857,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5090,910,354,270,0,198,478,328,294,264,306,228,77,154,34,60,247,243,435,402,614,491,660,310,455,375,330,251,254,219,319,279,233,215,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21479,1328,522,328,362,234,1110,601,674,411,702,411,718,449,551,375,832,452,400,236,1583,623,2628,731,3975,967,1961,620,1672,511,1521,543,2268,711,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7786,734,467,368,70,120,290,180,322,208,114,94,210,170,229,199,529,382,145,119,1162,423,770,347,1087,387,1034,448,609,429,383,200,365,227,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,46847,2330,1560,608,753,463,1678,624,1430,551,1466,621,2588,734,2470,777,2564,1080,2800,881,4264,1044,5918,1050,7106,1221,5672,983,2199,678,2145,726,2234,752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7830,908,362,361,181,197,109,100,588,492,158,150,131,160,32,56,182,207,147,166,510,347,401,284,1846,747,1256,626,825,497,512,305,590,386,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,194783,3616,4134,999,2724,809,3435,905,3515,764,3787,857,2866,780,4226,1042,4896,1084,4754,1106,9993,1694,15182,1613,27091,2246,27860,2286,18076,2047,28587,2410,33657,2180,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5465,654,425,336,40,73,198,182,326,274,54,105,539,342,322,340,321,221,16,30,467,211,613,315,589,323,685,369,260,183,185,213,425,213,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,336477,5435,19390,2412,15875,2087,18781,2348,17522,2185,16719,1749,14176,1753,13772,1785,13580,1971,10106,1286,22900,2383,29612,2748,35764,2542,32647,2802,19942,1938,24740,2365,30951,2659,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52794,2278,2010,602,1301,568,2436,865,1556,602,1893,700,2157,754,2294,751,2602,728,1840,719,3618,923,6359,1317,6711,1206,5873,1346,3407,897,4004,821,4733,866,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45324,2268,1782,540,1666,745,1445,617,1560,581,1033,390,1045,400,1458,710,1256,588,1965,534,3478,1036,4367,936,6310,1216,5381,883,2906,765,5297,1155,4375,743,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,14007,1033,480,225,384,223,341,264,1042,468,428,280,831,384,556,293,632,312,569,284,1787,608,1967,482,2018,548,1336,450,412,214,570,275,654,300,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31309,1585,1204,437,327,223,982,432,1069,562,1678,642,1324,407,1158,481,1242,477,614,298,2251,688,4124,871,5760,1178,3436,830,2285,667,2139,679,1716,691,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,84150,3113,3645,1008,3053,840,3255,1035,3682,875,3668,909,2958,698,2497,566,3031,942,3223,998,5565,922,8655,1423,10650,1378,6742,1139,5993,1145,6933,1116,10600,1224,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6648,772,103,114,237,250,227,189,260,212,147,178,646,375,59,101,184,166,94,123,341,173,619,309,1326,537,801,510,463,207,895,531,246,227,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13946,1194,391,296,338,219,941,611,998,616,883,526,276,202,780,514,509,383,759,385,1129,496,1603,679,1892,663,1067,491,760,360,870,393,750,373,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23464,1633,1477,608,739,378,1232,626,1433,643,683,368,731,368,636,384,949,486,607,431,1743,569,2463,861,3499,795,2311,964,1129,377,1716,615,2116,578,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,249852,4498,8125,1768,6374,1261,7171,1370,9877,1552,7498,1325,8935,1563,8832,1667,9168,1468,8585,1695,14399,1940,25142,2753,34836,3009,31114,2636,19964,2457,24773,3035,25059,2651,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,13725,1395,1245,469,593,392,541,325,507,250,286,291,203,185,976,501,447,326,603,344,840,344,1314,586,2318,722,1670,610,666,400,640,287,876,402,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,107578,3264,2823,816,1516,542,1887,615,2869,730,2325,745,2863,823,2923,869,2561,736,3127,704,7159,1596,10108,1796,12783,1520,13030,1491,9625,1418,14399,1729,17580,1809,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,115635,3465,5528,1195,2891,752,3136,776,5003,1284,3987,980,3735,1144,3370,927,4397,1060,4038,1098,8233,1178,8860,1281,17195,1753,13437,1525,10045,1276,11205,1418,10575,1343,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26827,1753,1995,646,783,421,842,422,1666,671,1377,626,1137,582,1275,567,1238,659,1119,576,2310,712,3390,715,2573,596,2017,650,1705,681,1481,580,1919,536,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,12450,1400,717,521,209,156,130,187,760,496,247,196,518,281,603,535,747,430,858,497,616,385,1352,636,1928,741,1598,595,472,294,460,269,1235,685,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6856,917,516,452,134,163,215,192,441,298,53,64,322,265,251,354,239,189,337,262,766,439,1159,411,1136,492,233,123,440,283,438,218,176,143,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,43913,2137,1723,721,1210,678,1247,587,2392,914,1415,542,1735,554,1332,549,1686,656,895,422,3242,873,3537,733,7106,1561,3887,695,3286,973,4347,1149,4873,1120,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9197,1205,197,275,301,278,178,186,304,225,378,280,79,102,633,442,431,280,903,467,877,499,1369,619,1746,548,759,376,414,400,214,176,414,268,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
