S2507_C01_002M,S2507_C01_012E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_020E,S2507_C01_048M,S2507_C01_047M,S2507_C01_048E,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_002MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_015EA,S2507_C01_015MA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019EA,S2507_C01_019MA,S2507_C01_020MA,S2507_C01_021MA,S2507_C01_021EA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026EA,S2507_C01_026MA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033EA,S2507_C01_033MA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035MA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038EA,S2507_C01_038MA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046MA,S2507_C01_046EA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_020EA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049EA,S2507_C01_049MA,S2507_C01_050MA,S2507_C01_050EA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054EA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058MA,S2507_C01_058EA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062EA,S2507_C01_062MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004EA,S2507_C01_004MA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007EA,S2507_C01_007MA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,state
0.7,12.9,8.8,0.5,7.6,0.5,5.7,0.5,39052,832,38.5,1.0,0.8,10.8,0.6,32.5,0.9,1.9,0.3,0.8,0.2,2.3,0.3,5.3,0.4,9.2,0.6,11.8,0.6,12.1,0.6,11.1,0.6,17.5,0.7,11.1,0.7,7.2,0.6,11.6,0.7,389,5,22.6,0.9,4.6,0.4,6.1,0.5,11.9,0.7,20.2,0.7,13.2,0.6,4.9,0.5,2.1,0.3,15.7,0.7,13.8,0.6,1.7,0.4,0.2,16.3,0.7,0.1,17.5,17.1,0.7,0.3,0.1,0.0,0.1,22.1,0.8,22.0,0.8,0.2,0.1,0.0,0.1,1.9,0.3,42.7,1.0,23.2,0.8,28.8,0.9,5.3,0.5,908,21,30.0,-888888888.0,0400000US13,691116,12765,21.2,22.7,0.8,16.3,0.7,13.9,0.7,13.6,0.7,7.5,0.6,4.8,0.5,115600,2051,8.8,0.6,23.0,0.8,0.6,15.7,0.7,17.5,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0.7,10.4,13.6,1.6,14.1,1.5,10.7,1.4,55974,2557,7.4,1.2,1.3,9.8,1.5,73.6,2.3,1.4,0.7,1.2,0.4,2.5,0.9,3.5,1.3,5.2,1.1,7.3,1.3,7.2,1.2,8.0,1.4,14.8,1.5,17.8,2.1,11.5,1.2,21.2,1.8,503,13,12.0,1.5,1.8,0.6,2.0,0.5,8.1,1.2,15.4,1.5,8.5,1.2,4.5,1.1,2.4,0.7,14.5,1.9,11.8,1.7,1.9,0.7,0.8,7.7,1.9,0.4,18.4,17.2,1.9,0.9,0.4,0.3,0.2,38.4,2.5,38.2,2.5,0.2,0.2,0.0,0.1,1.4,0.7,32.6,2.2,26.7,2.1,37.6,2.1,3.0,0.8,1222,49,24.3,-888888888.0,0400000US15,82698,3364,1.9,3.9,1.3,3.3,0.8,3.4,0.6,10.9,1.6,27.7,2.3,49.0,2.3,491600,18429,4.3,1.1,14.0,1.9,1.3,14.5,1.9,18.4,1.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1.4,15.7,8.8,1.1,6.9,1.0,3.9,0.7,38780,1402,28.0,1.7,1.6,14.4,1.7,39.2,2.3,1.3,0.5,2.1,0.5,4.3,0.8,7.3,1.0,14.1,1.5,14.9,1.5,15.1,1.5,12.3,1.3,13.4,1.6,6.9,1.2,4.7,1.1,4.8,1.0,324,7,20.5,1.4,7.1,0.9,5.5,1.0,7.9,1.0,23.0,1.8,17.9,1.7,3.8,0.8,1.3,0.5,17.2,1.6,16.3,1.6,0.7,0.3,0.3,17.1,1.5,0.3,18.4,18.2,1.5,0.1,0.1,0.1,0.1,19.5,1.5,19.5,1.5,0.0,0.1,0.0,0.1,1.3,0.5,27.4,1.7,39.6,2.3,26.4,1.8,6.6,0.9,1095,33,28.5,-888888888.0,0400000US16,130421,4691,14.9,16.1,1.5,20.2,1.7,20.1,1.6,16.6,1.4,7.2,1.1,5.0,0.8,146600,5586,6.4,1.0,22.7,1.5,1.7,17.2,1.6,18.4,1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0.4,12.3,10.5,0.4,10.3,0.4,8.5,0.4,46716,603,34.4,0.6,0.6,11.6,0.5,35.5,0.6,1.0,0.1,0.4,0.1,1.1,0.1,2.8,0.2,4.2,0.3,5.5,0.3,7.0,0.3,7.5,0.4,15.1,0.5,14.1,0.5,11.8,0.4,30.8,0.5,547,4,17.2,0.5,2.3,0.2,3.2,0.2,11.7,0.5,19.3,0.5,9.1,0.4,5.7,0.3,4.6,0.4,15.4,0.6,11.2,0.5,3.3,0.2,0.9,17.5,0.5,0.1,17.8,16.1,0.5,1.4,0.2,0.3,0.1,29.3,0.6,28.6,0.6,0.5,0.1,0.2,0.1,1.0,0.1,15.4,0.4,12.0,0.4,68.6,0.5,4.0,0.3,2888,43,28.3,-888888888.0,0400000US17,1019680,10859,13.0,18.2,0.4,16.2,0.5,15.5,0.5,18.7,0.6,12.4,0.4,6.2,0.4,157100,1840,5.6,0.3,19.7,0.5,0.4,15.4,0.6,17.8,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0.7,14.8,9.0,0.6,7.5,0.5,4.9,0.4,39779,788,42.1,0.9,0.7,11.7,0.7,26.1,0.8,1.2,0.2,0.7,0.1,2.3,0.3,6.6,0.4,10.1,0.6,12.9,0.6,13.9,0.6,12.8,0.6,18.6,0.8,10.5,0.7,5.2,0.4,6.5,0.5,364,3,20.2,0.7,4.4,0.4,5.4,0.4,10.4,0.7,23.0,0.9,17.1,0.8,4.4,0.4,1.5,0.3,16.1,0.7,15.2,0.6,0.9,0.2,0.1,18.9,0.7,0.1,18.1,17.8,0.7,0.2,0.1,0.0,0.1,21.5,0.8,21.4,0.8,0.0,0.1,0.0,0.1,1.2,0.2,44.3,0.8,25.2,0.8,26.3,0.8,4.2,0.3,882,18,26.8,-888888888.0,0400000US18,535236,8785,19.5,27.5,0.8,21.3,0.7,14.6,0.7,10.3,0.6,4.7,0.4,2.1,0.3,106100,1940,6.0,0.5,23.6,0.9,0.7,16.1,0.7,18.1,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0.9,14.4,9.9,0.5,8.8,0.6,5.2,0.5,43180,882,44.1,1.1,0.8,11.8,0.6,25.4,0.9,0.6,0.2,0.5,0.2,1.5,0.2,4.1,0.4,6.7,0.5,9.9,0.6,12.8,0.7,13.5,0.7,20.6,0.9,13.6,0.8,7.4,0.5,9.4,0.7,405,5,17.4,0.7,2.9,0.3,5.3,0.5,9.2,0.6,21.2,0.9,14.0,0.7,5.5,0.5,1.7,0.2,17.6,0.8,15.7,0.7,1.5,0.2,0.4,18.2,0.8,0.2,19.2,18.9,0.8,0.3,0.1,0.1,0.1,23.9,0.8,23.9,0.8,0.0,0.1,0.0,0.1,0.6,0.2,22.9,1.0,24.4,0.7,50.3,1.0,2.3,0.3,1550,33,29.0,-888888888.0,0400000US19,332456,5794,18.5,27.7,0.8,21.1,0.8,14.6,0.6,11.8,0.7,4.2,0.4,2.1,0.3,107400,1944,4.7,0.4,20.2,0.7,0.8,17.6,0.8,19.2,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1.0,13.6,9.8,0.8,9.2,0.8,5.8,0.6,43197,1289,47.9,1.2,1.0,11.0,0.7,23.3,1.0,0.7,0.2,0.9,0.2,1.8,0.3,3.5,0.4,6.4,0.6,8.7,0.6,10.7,0.7,11.7,0.7,20.8,1.0,14.3,0.8,8.9,0.7,12.5,0.8,431,5,18.6,1.0,3.4,0.4,5.0,0.5,10.2,0.7,20.8,1.0,12.6,0.7,6.1,0.7,2.1,0.4,16.9,0.9,14.6,0.9,2.1,0.4,0.2,17.1,0.9,0.1,18.2,17.9,0.9,0.3,0.1,0.0,0.1,24.8,1.0,24.6,1.0,0.1,0.1,0.0,0.1,0.7,0.2,25.1,1.0,24.8,1.0,47.6,1.1,2.5,0.4,1469,31,27.6,-888888888.0,0400000US20,274159,6002,23.8,26.9,1.0,17.0,1.0,13.2,0.7,11.3,0.9,4.9,0.7,2.9,0.5,98400,2839,5.5,0.5,20.9,1.1,0.9,16.9,0.9,18.2,0.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0.9,14.7,7.4,0.5,6.6,0.5,3.8,0.4,34499,886,41.7,0.9,0.7,11.8,0.7,28.2,1.0,1.2,0.2,2.3,0.3,4.9,0.5,9.4,0.6,13.0,0.7,14.5,0.7,12.6,0.7,10.8,0.6,15.5,0.7,8.2,0.6,4.3,0.4,4.6,0.5,324,4,26.4,0.9,8.3,0.6,7.0,0.6,11.1,0.7,23.0,0.8,18.2,0.8,3.8,0.4,1.0,0.2,15.8,0.9,15.1,0.9,0.6,0.2,0.0,17.0,0.8,0.1,15.8,15.7,0.8,0.1,0.1,0.0,0.1,17.8,0.8,17.8,0.8,0.0,0.1,0.0,0.1,1.2,0.2,49.9,1.1,22.6,0.8,16.4,0.8,11.2,0.5,693,20,28.2,-888888888.0,0400000US21,454973,8287,26.1,26.0,0.9,18.4,1.0,12.2,0.7,10.5,0.7,4.3,0.5,2.6,0.3,94900,2711,9.6,0.6,26.3,1.0,0.7,15.8,0.9,15.8,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0.9,13.4,9.6,0.6,8.6,0.6,5.0,0.4,36902,812,41.4,1.0,0.8,10.4,0.6,30.1,0.9,2.0,0.3,2.9,0.4,6.6,0.5,10.3,0.6,13.4,0.7,13.5,0.7,11.7,0.6,9.9,0.7,14.4,0.7,7.0,0.5,4.1,0.4,6.3,0.5,314,4,24.5,1.0,7.9,0.5,6.3,0.5,10.3,0.7,20.9,0.8,16.7,0.8,3.0,0.4,1.2,0.2,14.6,0.8,13.7,0.7,0.8,0.2,0.2,16.1,0.8,0.1,14.8,14.6,0.8,0.2,0.1,0.0,0.1,23.1,0.9,23.0,0.8,0.1,0.1,0.0,0.1,2.0,0.3,44.5,1.0,9.9,0.6,10.0,0.6,35.6,1.0,370,16,25.1,-888888888.0,0400000US22,512169,8821,24.6,23.7,0.7,15.1,0.7,14.6,0.7,13.0,0.6,6.2,0.5,2.7,0.3,104600,2429,10.1,0.6,23.9,0.8,0.7,14.6,0.8,14.8,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1.1,14.7,10.6,1.1,6.7,0.8,3.8,0.8,38985,1364,28.3,1.6,1.3,12.3,1.1,42.0,1.7,0.9,0.3,0.8,0.3,1.5,0.3,3.6,0.6,5.7,0.8,8.2,0.9,9.1,0.8,10.6,0.9,19.8,1.3,15.1,1.2,9.7,1.2,16.0,1.4,453,7,21.3,1.4,2.8,0.4,5.1,0.9,13.4,1.1,23.1,1.5,11.6,1.1,8.5,1.1,3.0,0.6,16.6,1.2,13.9,1.1,2.2,0.5,0.5,16.5,1.3,0.2,17.0,16.0,1.3,0.8,0.3,0.2,0.1,21.0,1.3,20.7,1.4,0.3,0.2,0.1,0.1,0.9,0.3,18.1,1.2,21.1,1.3,58.4,1.5,2.4,0.5,1855,55,25.0,-888888888.0,0400000US23,137684,3811,14.3,17.1,1.2,16.2,1.2,17.2,1.2,18.3,1.6,11.2,1.0,5.8,0.8,155800,3407,6.1,0.8,24.6,1.3,1.3,16.6,1.2,17.0,1.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0.6,9.9,11.3,0.7,12.7,0.8,13.3,0.8,55852,1392,20.1,1.1,0.9,12.9,0.8,50.5,1.3,0.7,0.2,0.7,0.2,0.6,0.1,1.3,0.3,2.1,0.3,3.9,0.5,5.4,0.5,7.8,0.6,16.9,0.9,16.1,0.8,13.6,0.7,31.6,1.0,571,7,15.3,0.9,1.2,0.2,2.8,0.4,11.3,0.8,15.1,1.0,6.1,0.5,5.1,0.5,4.0,0.5,13.8,1.0,9.9,0.8,3.1,0.4,0.8,15.8,0.9,0.2,17.8,16.2,0.8,1.4,0.3,0.2,0.1,37.3,1.2,36.9,1.2,0.3,0.1,0.1,0.1,0.7,0.2,7.0,0.6,11.1,0.7,76.7,1.0,5.2,0.5,2752,36,27.0,-888888888.0,0400000US24,343575,7983,6.9,6.4,0.5,9.1,0.6,11.3,0.7,25.2,1.2,25.3,1.0,15.7,0.7,262400,3603,4.4,0.5,16.9,0.9,0.8,13.8,1.0,17.8,0.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0.5,11.5,11.0,0.8,11.1,0.6,13.3,0.8,51868,1146,13.8,0.7,0.7,11.5,0.6,61.2,1.0,1.0,0.2,0.4,0.1,0.4,0.2,0.6,0.2,0.9,0.2,1.5,0.3,2.7,0.3,4.0,0.4,13.2,0.7,15.8,0.8,14.8,0.7,45.9,1.1,672,7,15.5,0.8,0.6,0.2,1.3,0.2,13.6,0.7,17.8,0.8,3.7,0.4,6.8,0.6,7.3,0.5,13.8,0.8,8.2,0.6,4.3,0.4,1.2,12.5,0.7,0.2,16.4,13.7,0.7,2.3,0.3,0.5,0.2,35.5,1.0,34.7,1.1,0.6,0.1,0.2,0.1,1.0,0.2,2.3,0.3,6.3,0.5,87.9,0.7,3.5,0.4,3623,45,28.0,-888888888.0,0400000US25,440939,8213,3.8,3.1,0.4,5.0,0.5,9.4,0.6,25.4,0.9,33.4,0.8,19.9,0.9,314500,3608,4.8,0.5,18.0,0.9,0.7,13.8,0.8,16.4,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0.6,14.4,8.9,0.3,7.2,0.4,4.5,0.3,39052,450,43.1,0.5,0.5,10.7,0.4,27.2,0.5,1.3,0.2,0.7,0.1,1.4,0.1,3.0,0.2,5.5,0.3,8.0,0.3,9.8,0.4,10.9,0.4,21.3,0.6,15.4,0.5,9.6,0.4,14.4,0.4,450,3,20.7,0.5,2.5,0.2,4.4,0.3,13.8,0.4,22.8,0.6,12.3,0.4,7.0,0.3,3.4,0.2,16.6,0.5,14.3,0.5,2.0,0.2,0.3,17.7,0.4,0.1,17.9,17.3,0.4,0.5,0.1,0.1,0.1,20.7,0.5,20.5,0.5,0.1,0.1,0.1,0.1,1.3,0.2,12.5,0.4,22.0,0.5,57.0,0.7,8.5,0.4,1865,21,27.6,-888888888.0,0400000US26,955295,10627,23.2,26.1,0.5,18.0,0.5,14.1,0.5,10.9,0.4,4.8,0.3,3.0,0.2,101600,1455,7.3,0.3,23.1,0.5,0.5,16.6,0.5,17.9,0.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0.6,11.9,11.6,0.5,10.3,0.5,6.8,0.4,48012,814,31.3,0.8,0.6,12.4,0.5,37.6,0.9,0.8,0.2,0.7,0.1,1.1,0.2,2.7,0.2,4.9,0.3,7.5,0.4,8.9,0.5,11.6,0.5,22.7,0.7,16.3,0.7,9.5,0.5,14.0,0.6,455,4,16.6,0.6,2.1,0.2,3.6,0.3,10.8,0.6,18.5,0.7,10.3,0.5,5.9,0.4,2.4,0.3,16.2,0.6,14.2,0.6,1.6,0.2,0.3,17.9,0.7,0.1,19.4,18.7,0.7,0.6,0.1,0.0,0.1,28.6,0.7,28.5,0.7,0.1,0.1,0.0,0.1,0.8,0.2,19.4,0.6,19.7,0.6,58.4,0.9,2.5,0.3,1839,29,27.7,-888888888.0,0400000US27,459465,6015,12.2,14.4,0.5,16.5,0.6,19.2,0.8,20.7,0.7,11.6,0.6,5.4,0.4,164800,1707,5.4,0.4,18.5,0.7,0.6,16.2,0.6,19.4,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
1.3,14.4,7.7,0.8,6.0,0.6,3.6,0.4,34111,1152,46.8,1.4,1.0,10.2,0.8,24.6,1.2,1.4,0.3,1.6,0.4,4.1,0.6,9.4,0.8,12.9,0.9,13.9,1.0,12.8,0.7,9.8,0.9,16.2,0.9,9.1,0.8,4.8,0.6,5.3,0.5,332,6,27.3,1.2,7.5,0.6,7.4,0.6,12.4,0.9,22.3,1.1,16.9,1.0,4.2,0.5,1.2,0.3,15.7,1.0,14.9,1.0,0.6,0.2,0.2,17.0,1.0,0.1,15.9,15.8,0.9,0.1,0.1,0.0,0.1,17.4,1.0,17.3,1.0,0.1,0.1,0.0,0.1,1.4,0.3,45.4,1.4,15.2,1.0,10.4,0.9,29.0,1.5,576,21,27.8,-888888888.0,0400000US28,345200,6947,31.8,29.2,1.3,14.1,0.9,10.8,0.9,9.1,0.8,2.9,0.4,2.1,0.4,78500,2225,10.1,0.8,26.6,1.1,0.9,15.7,1.0,15.9,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
