GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001EA,B19101D_001MA,B19101D_002MA,B19101D_002EA,B19101D_003MA,B19101D_003EA,B19101D_004MA,B19101D_004EA,B19101D_005EA,B19101D_005MA,B19101D_006EA,B19101D_006MA,B19101D_007MA,B19101D_007EA,B19101D_008MA,B19101D_008EA,B19101D_009MA,B19101D_009EA,B19101D_010MA,B19101D_010EA,B19101D_011EA,B19101D_011MA,B19101D_012MA,B19101D_012EA,B19101D_013MA,B19101D_013EA,B19101D_014MA,B19101D_014EA,B19101D_015MA,B19101D_015EA,B19101D_016EA,B19101D_016MA,B19101D_017MA,B19101D_017EA,state
0400000US13,72793,3290,3208,1096,2205,910,1992,733,3446,1123,3939,1233,4310,1296,2828,860,4325,1348,3585,1338,5534,1495,9337,1820,8208,1703,4410,1238,5675,1922,4678,1262,5113,1470,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,128162,3872,3030,956,2616,901,2383,713,3268,888,3317,943,3371,889,4726,1069,4650,1052,4903,1021,9864,1407,15073,1694,22135,2064,18571,1930,12287,1412,10501,1330,7467,964,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,137352,3650,6147,1533,3857,784,3197,819,4269,1179,3356,927,4696,1253,5687,1231,4922,1279,4248,1193,8872,1619,14844,2043,20346,2340,17326,1968,9470,1314,12381,1521,13734,1613,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18967,1717,1005,404,751,462,586,307,668,410,448,300,903,439,462,335,274,189,956,441,2504,843,2137,855,2583,934,1732,680,801,480,1243,561,1914,631,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11480,935,891,460,39,64,396,266,364,252,349,349,505,331,357,250,417,353,312,205,1441,591,1808,683,2404,596,632,325,258,199,694,425,613,348,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14156,1143,541,295,226,177,728,372,558,416,714,414,570,273,622,367,566,273,360,401,1161,546,1458,580,1749,581,1074,452,1649,575,1064,417,1116,505,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,10100,1158,36,66,231,274,36,58,319,270,109,116,300,277,493,390,420,314,234,177,585,332,1156,484,2049,841,1382,601,566,351,757,396,1427,559,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15284,1647,1075,589,353,314,931,477,820,530,590,346,543,387,471,282,318,241,762,446,768,354,2912,973,1797,631,1051,476,862,444,740,373,1291,563,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77407,2714,2244,812,1465,621,1502,539,1756,705,1953,653,1532,606,1772,652,2289,1025,2752,958,5184,1081,6412,1353,9300,1742,8608,1227,8013,1356,11964,1587,10661,1128,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,80263,2583,4313,1025,3014,780,4113,887,2312,805,2195,729,2454,626,2582,763,2289,799,2923,932,4437,954,6333,1369,10593,1496,9426,1548,5550,1058,8604,1315,9125,1548,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54729,1773,2194,676,1309,434,1343,454,1591,447,1692,585,1697,570,1362,486,1667,686,1153,599,3949,1083,6363,1257,8042,1333,7383,1299,3283,864,5788,1079,5913,1026,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43250,1829,2542,738,1088,375,1613,596,1569,549,1145,417,1915,700,2559,829,1755,586,1669,813,2816,743,5610,1135,5460,1120,4767,1024,2318,702,3424,813,3000,745,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5236,916,59,56,572,390,177,179,0,206,129,183,68,125,233,170,561,365,754,632,128,139,662,315,974,442,128,117,199,278,235,302,357,258,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20073,1855,658,415,1212,495,947,564,754,526,294,207,1225,524,404,229,484,324,1099,596,1535,549,1831,714,2568,835,2647,754,1246,466,1350,469,1819,645,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7325,903,504,482,132,163,365,255,191,220,384,356,669,406,312,243,272,217,117,106,686,385,1048,494,1034,477,618,473,234,249,413,281,346,301,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45036,3421,1955,814,941,569,1633,832,934,667,1611,673,3660,1680,2554,1144,2148,897,1868,812,3585,1042,6380,1835,6411,1631,4902,1691,3393,1252,1283,698,1778,732,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7009,978,19,36,86,150,0,184,232,226,279,244,173,207,366,388,394,388,38,74,195,192,697,429,865,452,1495,588,552,363,811,513,807,532,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,189832,3940,4940,1377,2318,671,3727,1124,3744,949,4731,1205,4116,1177,4473,1077,5224,1122,4269,866,8432,1499,15985,1885,25938,2713,23693,2072,20117,2406,25679,2582,32446,2679,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,4696,825,166,193,396,378,134,168,137,157,273,333,136,212,384,307,68,81,301,210,313,257,532,355,528,347,510,238,301,231,137,132,380,200,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,324395,5884,18557,2073,16898,1998,15249,2073,17129,1887,15005,2368,14924,2162,13980,1882,15513,2251,9079,1458,22329,2365,27355,2155,36638,2935,30415,2465,16394,1919,24364,2184,30566,2797,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47144,2311,1306,618,1192,606,1332,611,1212,618,1122,368,3160,1533,2125,906,2608,826,1585,667,3561,1008,4570,1230,7634,1922,4364,1276,3604,1098,3741,1184,4028,1237,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45800,2247,1049,549,952,534,790,371,848,363,1432,583,1160,508,1875,752,1932,747,1656,654,3589,923,5745,1386,6815,1351,4974,1136,3504,964,4111,878,5368,1182,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,12896,999,647,352,212,202,180,191,705,311,442,267,698,385,689,363,614,379,778,331,1572,504,1797,623,1390,448,1223,557,626,311,421,239,902,477,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34518,2056,2404,825,1942,880,1378,559,1782,665,1900,737,1055,437,1929,764,1183,478,610,431,2376,781,2584,692,5065,1252,3288,1005,1468,602,3276,953,2278,687,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,79654,2718,4170,1191,2926,773,3553,1129,3450,789,3272,1043,3185,810,3229,889,2951,742,1792,533,5427,1057,6226,1172,9982,1480,6976,1214,5300,1286,7495,1272,9720,1226,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7232,1079,472,325,783,535,376,373,90,115,360,346,435,308,148,178,159,149,413,280,702,513,779,468,1105,593,673,491,296,229,137,145,304,261,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14712,1665,433,322,156,190,1362,1007,626,453,687,434,909,660,843,577,736,417,586,440,782,430,1716,795,2168,812,956,580,477,422,645,468,1630,775,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21470,1617,780,585,425,291,278,193,1009,471,1502,871,765,420,532,390,246,266,1069,449,1116,462,2659,668,3985,1039,2717,987,779,396,2463,1062,1145,504,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,239027,5623,8633,1437,4834,1213,7236,1516,9029,1858,9249,2104,7649,1767,8112,1683,8732,1838,8694,1669,16353,2280,25850,3207,33754,3739,27366,3334,18756,2694,22472,2507,22308,2803,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,12911,1384,937,480,327,294,244,205,934,527,887,645,145,103,398,293,533,396,524,426,1149,483,1485,474,2045,707,1481,542,510,460,617,262,695,349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,107223,3664,2379,749,2188,886,1505,560,3350,1219,2755,813,3627,1220,3194,1239,3266,939,2960,731,6594,1798,9304,1788,13663,2303,13460,2314,7721,1635,14477,2268,16780,2350,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,114376,3671,6240,1531,3356,930,2721,916,2836,781,2860,886,5598,1342,4614,1152,5324,1345,4788,1299,7327,1407,12008,1744,15949,2037,13297,1782,8825,1580,9934,1658,8699,1378,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26048,1625,1080,433,994,512,1423,663,1858,700,1121,442,1060,460,1060,414,1009,402,1194,467,1336,480,3400,819,3153,834,2272,802,1618,600,1357,656,2113,613,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
