GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001EA,B21001C_001MA,B21001C_002EA,B21001C_002MA,B21001C_003MA,B21001C_003EA,B21001C_004MA,B21001C_004EA,B21001C_005MA,B21001C_005EA,B21001C_006EA,B21001C_006MA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010MA,B21001C_010EA,B21001C_011EA,B21001C_011MA,B21001C_012EA,B21001C_012MA,B21001C_013EA,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015EA,B21001C_015MA,B21001C_016MA,B21001C_016EA,B21001C_017EA,B21001C_017MA,B21001C_018EA,B21001C_018MA,B21001C_019MA,B21001C_019EA,B21001C_020EA,B21001C_020MA,B21001C_021MA,B21001C_021EA,B21001C_022EA,B21001C_022MA,B21001C_023EA,B21001C_023MA,B21001C_024MA,B21001C_024EA,B21001C_025EA,B21001C_025MA,B21001C_026EA,B21001C_026MA,B21001C_027MA,B21001C_027EA,B21001C_028EA,B21001C_028MA,B21001C_029MA,B21001C_029EA,B21001C_030EA,B21001C_030MA,B21001C_031EA,B21001C_031MA,B21001C_032MA,B21001C_032EA,B21001C_033EA,B21001C_033MA,state
0400000US13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14309,1723,6920,1255,3002,752,230,373,2772,649,2394,909,182,228,2212,873,831,407,494,388,337,144,438,264,171,202,267,174,255,273,217,263,38,64,7389,1011,1968,591,0,195,1968,591,3144,600,40,72,3104,617,1134,339,37,73,1097,329,887,594,0,195,887,594,256,169,0,195,256,169,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20070,2405,10107,1510,3528,1014,176,280,3352,988,3754,731,795,400,2959,696,1510,534,795,418,715,307,1079,430,259,267,820,399,236,161,130,133,106,86,9963,1512,2625,783,0,189,2625,783,3991,817,48,86,3943,829,1778,677,16,34,1762,687,866,499,0,189,866,499,703,327,0,189,703,327,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,9560,1334,4907,1061,1602,722,63,110,1539,721,1935,568,188,150,1747,547,680,462,407,373,273,235,433,281,183,158,250,224,257,214,189,174,68,128,4653,904,1541,539,0,190,1541,539,1847,671,31,53,1816,669,630,267,70,89,560,260,386,214,0,190,386,214,249,215,0,190,249,215,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17737,2337,8647,1693,3962,1266,41,57,3921,1265,3153,786,923,517,2230,570,938,347,554,298,384,200,411,233,326,227,85,104,183,155,114,116,69,101,9090,1527,3060,693,0,168,3060,693,3440,979,24,43,3416,979,1102,492,0,168,1102,492,857,460,104,130,753,434,631,384,0,168,631,384,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20064,1769,9911,1328,3856,1101,149,238,3707,1038,4103,872,430,211,3673,857,1478,507,299,172,1179,465,409,363,61,72,348,369,65,76,51,70,14,19,10153,1218,4147,935,0,198,4147,935,3772,934,0,198,3772,934,1376,532,119,184,1257,518,685,356,0,198,685,356,173,153,0,198,173,153,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,12497,1276,5769,1010,1280,553,115,190,1165,475,2435,718,205,169,2230,716,1156,435,209,135,947,427,687,428,227,220,460,379,211,174,95,105,116,145,6728,1021,1832,598,0,204,1832,598,2339,724,56,99,2283,725,1619,563,79,148,1540,507,376,249,0,204,376,249,562,321,0,204,562,321,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39687,2553,19277,1544,6664,1071,237,213,6427,1071,8006,879,1407,389,6599,852,3137,585,1296,508,1841,446,760,269,180,117,580,258,710,229,495,214,215,116,20410,1595,6814,1082,41,63,6773,1066,7784,1115,240,214,7544,1087,3266,566,0,167,3266,566,1535,494,69,105,1466,485,1011,383,0,167,1011,383,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,40999,2199,19932,1447,8292,999,52,68,8240,997,7262,709,1049,374,6213,744,2801,599,817,413,1984,416,1102,415,454,193,648,347,475,259,391,250,84,69,21067,1243,8286,933,47,68,8239,943,8564,969,99,127,8465,996,2445,508,53,81,2392,510,1036,302,0,143,1036,302,736,234,0,143,736,234,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,17188,2087,8143,1334,2432,748,78,80,2354,748,3302,785,1011,608,2291,555,1027,461,430,295,597,336,1129,672,747,582,382,249,253,180,214,177,39,52,9045,1308,2621,715,0,184,2621,715,3877,777,64,79,3813,762,1785,640,0,184,1785,640,361,185,0,184,361,185,401,247,6,12,395,246,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,44011,2050,20535,1400,9710,1337,116,100,9594,1352,6327,808,572,360,5755,862,2540,476,549,261,1991,408,1383,373,731,322,652,276,575,211,347,203,228,120,23476,1652,10060,1616,418,392,9642,1447,8062,924,119,119,7943,894,3127,704,0,165,3127,704,1642,444,22,40,1620,440,585,166,0,165,585,166,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11201,1353,4992,752,1913,429,85,89,1828,428,1959,559,305,294,1654,459,876,321,170,160,706,273,101,137,84,133,17,24,143,110,81,99,62,61,6209,993,2103,507,15,26,2088,508,2340,719,0,155,2340,719,1173,484,41,57,1132,480,512,305,14,25,498,305,81,64,0,155,81,64,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23869,2063,11289,1233,3567,770,557,565,3010,642,4646,1003,591,293,4055,945,1662,433,429,255,1233,447,972,362,523,250,449,259,442,236,267,210,175,115,12580,1418,4571,901,139,234,4432,869,4508,792,39,47,4469,793,1851,518,0,234,1851,518,949,481,0,234,949,481,701,282,15,26,686,275,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,14833,2627,7045,1943,2116,927,0,198,2116,927,3477,1582,200,191,3277,1552,619,278,164,136,455,236,510,304,150,98,360,308,323,315,160,262,163,174,7788,1508,2913,922,57,94,2856,932,2966,952,0,198,2966,952,980,485,36,67,944,483,409,275,16,30,393,275,520,355,0,198,520,355,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,134218,3557,64367,1938,26070,1178,776,328,25294,1139,23929,996,2091,601,21838,1104,7793,589,1884,577,5909,590,4507,479,1397,394,3110,350,2068,325,876,321,1192,292,69851,2438,26587,1249,424,359,26163,1223,24675,1185,606,333,24069,1214,9712,848,171,137,9541,861,5375,627,108,92,5267,630,3502,380,24,30,3478,381,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,50307,3718,24268,2303,8452,1352,188,197,8264,1326,10016,1636,966,393,9050,1529,3436,753,1247,419,2189,612,1809,618,372,281,1437,549,555,300,319,222,236,185,26039,2205,8923,1308,0,192,8923,1308,9363,1211,208,187,9155,1175,3805,906,193,316,3612,890,2032,572,27,47,2005,563,1916,602,22,39,1894,598,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,81126,3135,37778,1897,13072,1146,688,457,12384,978,13824,1426,1461,615,12363,1392,6743,867,1973,707,4770,827,3242,611,1535,536,1707,527,897,370,425,264,472,294,43348,2165,14837,1441,220,182,14617,1460,15679,1278,257,228,15422,1202,7109,941,166,202,6943,918,3684,667,0,220,3684,667,2039,389,0,220,2039,389,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24655,1128,10986,828,4895,613,0,143,4895,613,4233,650,456,380,3777,617,1053,179,458,186,595,183,671,155,275,148,396,157,134,83,34,34,100,79,13669,859,5743,701,295,294,5448,732,5020,709,77,67,4943,716,1928,572,308,367,1620,484,679,168,0,143,679,168,299,173,0,143,299,173,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,15911,1638,8008,1027,1817,564,31,53,1786,567,3308,758,741,341,2567,675,1551,549,563,300,988,439,834,339,431,295,403,216,498,263,375,235,123,135,7903,1185,2223,648,0,187,2223,648,3476,781,119,131,3357,763,1753,516,0,187,1753,516,321,203,0,187,321,203,130,104,0,187,130,104,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,175299,4538,84461,2735,32322,1589,1503,453,30819,1613,31861,1622,4192,741,27669,1544,11684,964,3622,684,8062,903,6354,746,2708,551,3646,610,2240,501,1260,382,980,315,90838,2736,34163,1760,325,409,33838,1704,32851,1601,346,229,32505,1620,13249,947,260,194,12989,927,6355,709,256,144,6099,707,4220,588,51,84,4169,581,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37109,3115,17593,2312,5161,1163,145,138,5016,1159,8245,1452,871,325,7374,1354,2379,740,1139,488,1240,523,1174,423,670,298,504,305,634,319,344,219,290,281,19516,1823,6551,1382,0,203,6551,1382,8226,1379,288,277,7938,1372,3084,779,230,287,2854,745,1208,580,0,203,1208,580,447,241,0,203,447,241,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12896,1667,6825,1011,2077,715,99,75,1978,718,2812,677,605,426,2207,656,1201,384,318,176,883,328,558,319,250,187,308,267,177,171,107,120,70,107,6071,1099,1411,499,54,68,1357,485,2506,733,31,42,2475,732,1065,430,51,74,1014,426,505,248,0,168,505,248,584,282,52,89,532,262,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
