B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007MA,B17001B_008EA,B17001B_008MA,B17001B_009MA,B17001B_009EA,B17001B_010EA,B17001B_010MA,B17001B_011MA,B17001B_011EA,B17001B_012EA,B17001B_012MA,B17001B_013EA,B17001B_013MA,B17001B_014EA,B17001B_014MA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017MA,B17001B_017EA,B17001B_018MA,B17001B_018EA,B17001B_019EA,B17001B_019MA,B17001B_020EA,B17001B_020MA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023MA,B17001B_023EA,B17001B_024EA,B17001B_024MA,B17001B_025EA,B17001B_025MA,B17001B_026EA,B17001B_026MA,B17001B_027EA,B17001B_027MA,B17001B_028MA,B17001B_028EA,B17001B_029EA,B17001B_029MA,B17001B_030MA,B17001B_030EA,B17001B_031EA,B17001B_031MA,B17001B_032EA,B17001B_032MA,B17001B_033EA,B17001B_033MA,B17001B_034EA,B17001B_034MA,B17001B_035MA,B17001B_035EA,B17001B_036EA,B17001B_036MA,B17001B_037EA,B17001B_037MA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040EA,B17001B_040MA,B17001B_041MA,B17001B_041EA,B17001B_042EA,B17001B_042MA,B17001B_043EA,B17001B_043MA,B17001B_044MA,B17001B_044EA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047EA,B17001B_047MA,B17001B_048EA,B17001B_048MA,B17001B_049MA,B17001B_049EA,B17001B_050EA,B17001B_050MA,B17001B_051EA,B17001B_051MA,B17001B_052MA,B17001B_052EA,B17001B_053EA,B17001B_053MA,B17001B_054EA,B17001B_054MA,B17001B_055MA,B17001B_055EA,B17001B_056EA,B17001B_056MA,B17001B_057EA,B17001B_057MA,B17001B_058EA,B17001B_058MA,B17001B_059MA,B17001B_059EA,NAME,B17001B_001EA,B17001B_001MA,B17001B_002MA,B17001B_002EA,B17001B_003EA,B17001B_003MA,B17001B_004EA,B17001B_004MA,B17001B_005MA,B17001B_005EA,B17001B_006EA,B17001B_006MA,B17001B_007EA,state
3125,8606,1838,16873,2672,50839,3744,33968,3595,26777,3030,34849,3358,27912,2709,9309,1510,4676,1164,456232,15951,47493,4172,7864,1740,49964,4741,26508,3494,8642,1665,14665,2097,58815,5299,70882,4809,51273,3931,47547,3352,39244,2831,17704,1848,15631,1893,2096544,26803,986587,17432,63262,5354,14543,2740,86705,5732,45106,4020,13372,1884,32577,3340,109721,5102,143689,4890,159113,4154,146954,4117,100101,2898,50753,2433,20691,1820,1109957,15875,59725,3873,12823,2087,91404,6012,45970,5183,14711,2756,31541,3072,101617,4916,161726,5484,186523,5139,177060,4214,125618,3277,62193,2640,39046,2660,0400000US13,2906723,15377,810179,25505,353947,15881,51121,5391,12042,2087,51150,4793,25825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,16
2298,6232,1258,12912,1875,32160,3026,23846,3051,20524,2381,27129,2441,16732,2078,5604,1202,2494,670,312787,10869,32643,2782,6591,1183,37838,2913,14115,1832,6319,1324,13332,1710,41144,3370,44619,2802,34730,2495,32933,2284,26160,2367,12560,1874,9803,1356,1233052,18442,578281,10620,31911,2680,7051,1779,42988,3660,28404,2656,10367,1635,20509,2042,66693,3635,78470,3581,80041,2862,84744,2886,67239,2358,37632,1519,22232,1180,654771,10390,29889,2546,6720,1408,45431,3146,24977,2866,8757,1638,19432,1923,60386,3141,83867,2996,98984,3127,104804,2874,84957,2459,49474,1900,37093,1640,0400000US17,1788230,10012,555178,17090,242391,8424,33415,2565,5789,1253,35635,2971,19919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1596,2035,660,4567,1034,8760,2008,6812,1319,5679,1058,8963,1636,5501,975,1428,572,572,244,112648,6405,12826,1593,2698,867,14808,1906,5034,1262,2128,767,3955,881,16940,2582,18866,2109,12693,1747,9688,1477,8080,1259,2234,627,2698,546,368553,10012,181682,5340,11180,1615,3050,948,15152,1932,6918,1607,3057,915,6899,1416,19682,2233,27119,1755,27637,1746,24855,1945,20235,1318,9375,728,6523,625,186871,6690,9304,1417,1373,637,14470,2087,7965,1452,2176,950,5969,1344,15733,2120,23837,2103,28078,2285,31710,1917,23619,1454,12896,838,9741,739,0400000US18,560427,7178,191874,9777,79226,5089,11820,1873,2296,898,13271,2176,7522,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,18
548,314,224,319,252,1354,501,2110,898,1596,685,1212,566,916,375,104,134,40,67,20303,2682,3084,968,540,309,4544,1108,1243,575,357,270,583,321,3138,923,2577,681,1659,630,1345,566,709,317,242,214,282,327,48335,3450,25014,2111,1726,787,206,171,2076,650,1135,416,460,345,619,310,2897,750,4361,1231,3458,885,4138,935,2517,605,853,314,568,305,23321,2613,1682,682,822,583,1553,599,777,489,751,451,1081,525,2828,925,3419,766,3369,709,2042,449,2630,520,1347,434,1020,303,0400000US19,81856,3223,33521,4092,13218,2119,2199,761,243,284,1873,779,938,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,19
633,159,197,1104,401,3057,1020,1559,717,1231,575,1531,663,1618,550,302,225,107,78,25718,3292,4919,1257,375,304,3162,948,1343,605,585,358,622,312,3051,1000,4224,1049,2894,865,1985,836,1512,387,560,274,486,255,111683,5568,57530,2998,3060,936,1119,578,3127,836,3156,947,420,253,2066,685,7009,1292,9265,1396,9166,1171,8619,1208,6247,827,2620,392,1656,269,54153,3769,3098,1158,827,821,3859,959,1742,643,300,249,2404,687,5613,1361,6856,1096,7780,1047,9555,1180,5930,566,3414,554,2775,375,0400000US20,157436,4965,45753,5191,20035,2696,4079,1380,565,348,3437,881,1286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,20
853,763,399,2000,782,7466,1479,5077,1258,3850,1075,4041,1004,3567,830,1770,568,683,297,58813,4742,6310,1249,1552,666,7145,1248,2495,794,778,415,1432,664,7225,1628,12482,1827,5730,1235,5285,1377,3807,700,1935,589,2637,665,220158,9971,107552,4978,5154,1201,644,306,7266,1716,4480,1105,2626,857,4894,1015,10583,1801,16263,2205,16576,2045,17885,1708,12918,1258,5238,718,3025,602,112606,6470,6313,1486,1675,796,6456,1329,5156,1315,1491,696,2830,815,9806,1654,13374,2060,17163,1469,20072,1844,14731,1304,7866,878,5673,766,0400000US21,326957,6905,106799,8237,47986,4671,6637,1392,1608,763,7716,1524,2808,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,21
2126,4276,1112,9582,1427,28693,3033,20887,2570,14916,2171,18051,2033,16738,1831,5880,1017,3912,790,279280,9378,29995,2529,7264,1497,30766,2852,16547,2084,3971,1055,11599,1839,38294,3241,42558,3287,29755,2604,27283,1981,21482,1932,10451,1088,9315,1000,918322,15184,444537,7856,26760,2742,6127,1591,38096,3340,19092,2182,5483,1188,15904,1719,52458,3607,66310,3135,58790,3024,62757,2762,52966,2222,26071,1497,13723,1234,473785,10056,27131,2515,6083,1562,32081,2843,18751,2252,4917,1092,13534,1817,51217,3439,65914,3515,62747,2694,73752,2294,63388,1995,33440,1401,20830,1377,0400000US22,1406080,6357,487758,14843,208478,8130,31639,2897,6315,1298,31427,2835,16162,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,22
190,50,84,129,140,662,430,308,240,444,326,216,204,39,47,54,93,0,157,3144,996,457,409,249,274,362,229,128,143,142,143,73,81,382,303,678,452,257,228,285,236,0,157,0,157,131,209,6522,1512,3930,889,265,235,163,238,320,237,146,129,105,109,68,76,687,376,548,304,696,474,370,228,257,230,182,171,123,192,2592,1083,554,406,33,57,235,182,212,178,140,203,86,138,40,45,365,404,558,345,174,179,133,179,62,86,0,157,0400000US23,12586,1373,6064,1577,2920,935,477,475,0,157,343,309,198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,23
1250,1731,673,5384,1365,13672,2216,10301,1779,11667,1857,13396,2032,8678,1293,3875,1041,1487,746,146843,8002,14341,1927,1926,976,16161,2595,7118,1502,2815,1147,3697,942,19903,2568,23542,2296,15341,2143,16851,1908,12275,1829,7461,1135,5412,1028,1421149,14504,660741,7134,44783,2609,10603,2026,54243,3550,30757,2857,10442,1862,23496,2181,68776,2922,94225,3108,93281,2638,101909,2354,72729,1777,35264,1247,20233,1110,760408,9709,41444,2594,11134,2052,50152,2891,29796,2794,10668,1681,21351,1923,68465,2574,105279,2595,118667,2922,127493,2475,95521,1939,48522,1490,31916,1292,0400000US24,1676287,7805,255138,12876,108295,6610,14690,2505,3167,1048,13632,2146,6615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,24
802,816,511,1959,717,5584,1537,4539,1307,3053,946,3850,1016,2874,708,2726,885,392,270,54284,4682,3663,928,913,587,6314,1658,1802,1026,1345,668,1733,737,8948,1603,8539,1586,6815,1332,5231,1056,4011,1086,2692,782,2278,596,338879,9102,166187,5428,11130,1428,1577,754,14474,1978,6915,1372,2259,741,5827,1032,20014,2060,24631,2078,27289,1882,25201,1359,15666,910,7595,1056,3609,493,172692,5325,11011,1332,2709,1104,15632,2113,7195,1413,2577,758,5073,890,16614,1486,25792,2209,26069,1978,25352,1517,18575,1117,9446,1075,6647,1036,0400000US25,433614,7941,94735,7514,40451,3779,5525,1460,600,401,6298,1455,2235,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2263,4162,893,9125,1490,35044,2621,24563,2546,23251,2129,23125,2122,17146,2003,5581,939,2331,550,262114,9387,28544,2353,5131,1321,27187,2547,14242,2112,4771,1162,9987,1213,40343,2572,36600,2855,32357,2407,26664,2411,20616,1950,7874,1174,7798,1082,852290,15177,400086,8973,18531,1723,4419,1058,33191,3042,15642,1717,8518,1410,14905,1783,44963,2775,48938,2886,55537,2507,60023,2211,51220,2146,26771,1274,17428,809,452204,9678,19312,2167,4057,1057,27585,2180,17732,1982,6210,1012,13066,1466,40557,3013,53409,2972,66674,2620,73334,2450,65558,1938,35751,1550,28959,1345,0400000US26,1338801,7462,486511,15362,224397,8002,30511,2044,5345,1086,28943,2973,15270,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,26
901,1135,513,2919,735,7053,1378,5837,1305,4631,972,4162,1035,2888,825,1182,473,889,212,51162,4612,6143,1143,1953,743,7133,1395,2131,648,963,454,2137,665,7022,1375,9335,1440,6048,1094,3878,783,2792,700,1053,472,574,269,168029,7639,86313,4380,6729,1441,1601,628,9321,1520,2797,764,1009,406,2887,827,10020,1611,15980,1609,14089,1634,12879,1301,6700,779,1895,456,406,237,81716,4352,7378,1341,1246,481,9046,1389,3948,928,980,520,2268,661,9209,1470,13372,1397,12715,1364,10457,1150,7257,1174,2567,564,1273,382,0400000US27,266936,6430,98907,7866,47745,4395,6505,1440,1128,486,6451,1106,2965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2242,4131,1224,6499,982,22810,2943,14953,2444,11577,2016,18572,2320,11894,1369,4895,989,2211,656,224199,9658,25063,2618,4971,1272,25880,2729,12729,1748,4877,1222,6815,1287,29363,2479,32652,2968,25612,2359,24040,1833,15384,1647,9742,1634,7071,1152,680615,15196,328887,8506,22156,2436,2465,869,24570,3085,18567,2625,5451,1046,11355,1703,36887,3300,46026,3649,47379,3104,45612,3294,39851,1885,18517,1795,10051,1248,351728,9041,18478,2175,5236,1566,24578,2341,14730,1905,5382,1410,11053,1913,31863,2532,47453,2992,54815,2540,53312,2063,46926,1828,20657,1862,17245,1281,0400000US28,1072620,5750,392005,16321,167806,8677,24059,2824,4137,1208,28801,2630,13267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1559,1830,660,3201,896,11244,2093,10881,2021,8389,1845,8594,1479,5998,1300,2076,673,1187,603,110871,6031,12304,1938,1674,703,12066,1857,5303,1286,2268,846,4086,1050,14958,1982,19085,2043,11515,1544,11963,1770,8986,1435,3078,624,3585,644,457815,10405,217632,6260,12627,1686,2923,796,18001,2247,8981,1612,4874,1005,7502,1162,24556,2412,29531,2095,29884,1758,33861,2106,24050,1509,12555,784,8287,718,240183,6050,12614,1999,2673,814,18097,2165,8001,1622,2581,788,8179,1383,22806,2150,30602,2044,34131,2051,39678,1842,31235,1655,17661,923,11925,1038,0400000US29,655850,6665,198035,10999,87164,6395,11625,1833,2420,915,12615,1894,7104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,30
249,673,501,440,319,1111,639,1084,567,936,568,1526,444,507,283,148,155,56,66,13716,2396,2141,733,386,314,1543,681,767,375,186,183,644,358,1777,622,2057,591,1585,593,1422,530,586,342,258,185,364,178,55553,4112,28155,2555,1747,651,597,388,2827,773,1205,485,260,244,842,405,4189,832,4404,908,3641,748,3698,662,2419,471,1450,280,876,158,27398,2404,1197,565,501,483,2906,872,1386,641,509,207,950,352,2949,877,4426,954,3804,645,3371,613,2877,407,1531,209,991,232,0400000US31,79021,3637,23468,3654,9752,1875,1210,526,478,350,1187,468,396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,31
1134,577,416,1515,881,3977,1213,3072,1223,1892,830,2346,947,1713,903,860,477,284,256,29141,4417,2893,1064,388,307,2359,976,1718,848,531,389,1426,793,3801,1161,4015,1107,3725,1175,4183,1488,1420,711,1437,736,1245,558,159340,8826,79012,4630,3568,1262,872,737,6671,1648,1616,816,1170,788,2486,1141,7207,1259,12916,1602,13390,1341,12975,1295,8211,985,5082,449,2848,358,80328,5322,5032,1425,1401,1361,6358,1824,3012,1467,1413,834,2634,1086,8660,1582,11256,1255,12377,1233,9999,1879,9679,844,5459,757,3048,807,0400000US32,213849,5179,54509,7512,25368,4153,3879,1265,581,355,2393,928,2279,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1435,2411,983,4627,1139,12012,2157,9984,1721,8903,1546,9745,1457,6151,1124,3517,1084,1729,555,129799,7176,12025,1521,2903,917,12733,1947,6160,1477,2016,695,4134,869,14767,1678,21319,2373,17202,2057,16546,2067,8755,1370,5463,963,5776,983,905578,16512,420698,8482,24091,2205,4499,1384,37282,2908,19474,2225,7617,1556,13271,1546,45552,2561,56195,2830,61825,2433,66829,2243,45599,1640,24984,1086,13480,933,484880,9993,25938,2117,4625,1125,35474,3014,19965,2020,7105,1465,15129,1537,42442,2190,65657,2963,72585,2493,77269,2405,60226,1637,35036,1272,23429,1215,0400000US34,1131412,11773,225834,12488,96035,6910,13690,1915,2573,850,14367,2323,6326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,34
