GEO_ID,C23002D_001E,C23002D_001M,C23002D_002E,C23002D_002M,C23002D_003E,C23002D_003M,C23002D_004E,C23002D_004M,C23002D_005E,C23002D_005M,C23002D_006E,C23002D_006M,C23002D_007E,C23002D_007M,C23002D_008E,C23002D_008M,C23002D_009E,C23002D_009M,C23002D_010E,C23002D_010M,C23002D_011E,C23002D_011M,C23002D_012E,C23002D_012M,C23002D_013E,C23002D_013M,C23002D_014E,C23002D_014M,C23002D_015E,C23002D_015M,C23002D_016E,C23002D_016M,C23002D_017E,C23002D_017M,C23002D_018E,C23002D_018M,C23002D_019E,C23002D_019M,C23002D_020E,C23002D_020M,C23002D_021E,C23002D_021M,C23002D_022E,C23002D_022M,C23002D_023E,C23002D_023M,C23002D_024E,C23002D_024M,C23002D_025E,C23002D_025M,C23002D_026E,C23002D_026M,C23002D_027E,C23002D_027M,NAME,C23002D_001MA,C23002D_001EA,C23002D_002MA,C23002D_002EA,C23002D_003MA,C23002D_003EA,C23002D_004MA,C23002D_004EA,C23002D_005EA,C23002D_005MA,C23002D_006EA,C23002D_006MA,C23002D_007MA,C23002D_007EA,C23002D_008MA,C23002D_008EA,C23002D_009MA,C23002D_009EA,C23002D_010EA,C23002D_010MA,C23002D_011EA,C23002D_011MA,C23002D_012MA,C23002D_012EA,C23002D_013MA,C23002D_013EA,C23002D_014MA,C23002D_014EA,C23002D_015EA,C23002D_015MA,C23002D_016EA,C23002D_016MA,C23002D_017EA,C23002D_017MA,C23002D_018MA,C23002D_018EA,C23002D_019MA,C23002D_019EA,C23002D_020MA,C23002D_020EA,C23002D_021EA,C23002D_021MA,C23002D_022EA,C23002D_022MA,C23002D_023MA,C23002D_023EA,C23002D_024MA,C23002D_024EA,C23002D_025MA,C23002D_025EA,C23002D_026EA,C23002D_026MA,C23002D_027EA,C23002D_027MA,state
0400000US13,253790,5911,119556,3490,110154,3574,88729,3468,923,515,87806,3524,80682,3495,7124,2099,21425,2947,9402,965,2124,881,2082,891,42,76,7278,1247,134234,3977,122176,3771,74495,4997,143,177,74352,5027,68100,4824,6252,1599,47681,4050,12058,1734,829,435,829,435,0,225,11229,1683,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,453464,7392,208574,4335,159955,4106,132075,3953,3034,944,129041,4049,121415,4147,7626,1434,27880,2468,48619,1169,11019,1206,10727,1206,292,206,37600,1392,244890,4371,175952,4040,134755,4190,161,183,134594,4143,129203,4112,5391,1144,41197,3031,68938,1016,10180,1416,9912,1373,268,227,58758,1722,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,480076,4546,227584,3114,202276,2988,163913,3667,1169,764,162744,3798,150732,4174,12012,2050,38363,3301,25308,1022,6986,1156,5672,872,1314,649,18322,1216,252492,2987,221644,3112,147388,3927,0,189,147388,3927,136319,3967,11069,1761,74256,4808,30848,1216,5132,1024,5057,1015,75,104,25716,1589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,80738,3105,39057,1875,36452,1865,27365,2025,0,190,27365,2025,26429,2000,936,454,9087,1406,2605,604,593,283,593,283,0,190,2012,626,41681,2324,37624,2348,21792,2061,0,190,21792,2061,19912,1992,1880,711,15832,1769,4057,852,472,318,472,318,0,190,3585,834,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,44309,1600,21573,1085,20530,1165,15384,1330,0,155,15384,1330,14214,1349,1170,534,5146,1198,1043,343,264,152,254,152,10,25,779,307,22736,1259,21099,1282,14043,1435,0,155,14043,1435,12965,1570,1078,645,7056,1128,1637,452,184,147,184,147,0,155,1453,443,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51982,2100,24325,1483,22053,1563,16901,1510,95,110,16806,1527,15012,1421,1794,798,5152,1170,2272,543,585,303,560,297,25,44,1687,482,27657,1331,25454,1381,16800,1390,0,168,16800,1390,15120,1252,1680,693,8654,1072,2203,270,391,225,378,223,13,24,1812,305,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37878,2278,17145,1365,15525,1310,11947,1205,48,98,11899,1217,11454,1254,445,380,3578,853,1620,503,779,395,632,389,147,174,841,396,20733,1518,18378,1461,11381,1591,134,167,11247,1588,10185,1589,1062,574,6997,1324,2355,492,536,227,515,225,21,41,1819,453,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,57390,2167,26739,1465,24301,1429,19323,1385,202,227,19121,1427,17606,1529,1515,663,4978,1155,2438,591,612,336,612,336,0,198,1826,569,30651,1661,27538,1663,17451,1823,63,106,17388,1817,16476,1773,912,519,10087,1314,3113,799,578,357,569,359,9,18,2535,747,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,265361,3147,125033,2257,111107,2224,90144,2448,1507,1058,88637,2506,82698,2603,5939,1309,20963,1758,13926,590,4551,761,4394,772,157,155,9375,885,140328,1748,123404,1635,87757,3070,204,212,87553,3032,81892,3160,5661,1396,35647,2830,16924,598,3898,655,3853,644,45,78,13026,940,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,292191,3745,137119,2212,125723,2140,99053,2327,0,204,99053,2327,90998,2647,8055,1456,26670,2414,11396,535,1681,486,1504,478,177,227,9715,715,155072,2297,141068,2265,93930,3046,49,81,93881,3048,85514,3084,8367,1327,47138,3041,14004,574,1386,517,1208,512,178,169,12618,783,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,187946,3654,90708,2122,83094,2101,64734,2334,35,63,64699,2331,60124,2575,4575,968,18360,1801,7614,495,2652,570,2572,564,80,86,4962,512,97238,2374,87490,2288,51428,2628,0,167,51428,2628,46199,2663,5229,1071,36062,2760,9748,677,1167,373,937,319,230,164,8581,741,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,158134,2396,76412,1867,72142,1735,58101,2205,0,143,58101,2205,52123,2429,5978,1464,14041,1716,4270,553,710,335,710,335,0,143,3560,649,81722,1641,75286,1658,49863,2274,0,143,49863,2274,46804,2132,3059,832,25423,2146,6436,688,675,332,675,332,0,143,5761,706,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20020,2141,9326,1468,8769,1446,7377,1375,79,84,7298,1388,6976,1388,322,285,1392,442,557,288,82,94,82,94,0,206,475,262,10694,1298,9472,1285,5904,1007,64,116,5840,983,5565,934,275,232,3568,1076,1222,487,352,288,352,288,0,206,870,415,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,76973,2137,37176,1695,33983,1733,26875,1619,408,467,26467,1519,25573,1609,894,648,7108,1164,3193,490,1093,358,995,357,98,117,2100,476,39797,1691,36368,1675,24535,1930,0,184,24535,1930,22843,1817,1692,671,11833,1469,3429,475,396,272,387,269,9,16,3033,490,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26880,1315,12321,763,11734,728,9140,927,0,155,9140,927,9004,869,136,199,2594,762,587,263,246,192,149,142,97,150,341,226,14559,931,13511,974,9027,1063,0,155,9027,1063,8146,922,881,530,4484,814,1048,415,247,216,247,216,0,155,801,415,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,162119,4251,72373,2969,62746,2915,48312,2876,759,668,47553,2933,42155,3095,5398,1672,14434,1910,9627,536,3551,1135,3165,1117,386,320,6076,1163,89746,2399,75537,2356,55831,2764,0,234,55831,2764,50757,2729,5074,1559,19706,2396,14209,615,2366,823,2042,739,324,265,11843,984,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22590,1447,10443,948,9805,974,8554,886,0,184,8554,886,8232,850,322,305,1251,549,638,276,330,216,201,179,129,158,308,214,12147,910,11468,930,7490,1032,0,184,7490,1032,7121,989,369,243,3978,1023,679,329,142,206,142,206,0,184,537,286,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,587414,4245,283699,2587,255783,2552,214386,3756,19,36,214367,3757,202491,3731,11876,1658,41397,2819,27916,709,8395,1060,6991,1205,1404,621,19521,1238,303715,2698,270815,2696,179054,4422,67,111,178987,4422,165858,4672,13129,1479,91761,3923,32900,638,4070,943,3446,845,624,350,28830,1069,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20958,1593,8577,1086,7446,1099,6252,1013,204,249,6048,980,5465,932,583,379,1194,450,1131,410,219,191,176,171,43,74,912,373,12381,1083,10665,1106,6723,1090,9,21,6714,1086,5915,1041,799,432,3942,981,1716,402,206,208,206,208,0,198,1510,364,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1193322,7248,565868,4588,505224,4283,391691,5849,335,258,391356,5854,361123,5771,30233,2256,113533,4840,60644,1075,12466,1576,11699,1486,767,304,48178,1830,627454,4210,551557,4159,336860,7058,85,106,336775,7052,311390,6977,25385,2825,214697,5575,75897,1261,8671,1397,7936,1380,735,456,67226,1639,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,163285,4478,77951,2604,73141,2551,59228,2404,1041,433,58187,2402,54594,2278,3593,1027,13913,2370,4810,601,616,371,616,371,0,220,4194,622,85334,3048,78302,3174,47205,3386,511,482,46694,3414,43327,3423,3367,1040,31097,2552,7032,994,945,514,867,500,78,90,6087,858,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,154772,3249,72112,2018,66036,2028,53831,2038,151,124,53680,2038,50915,2185,2765,818,12205,1363,6076,708,2303,666,2014,573,289,357,3773,632,82660,2315,73978,2360,46504,2802,0,187,46504,2802,43382,2773,3122,869,27474,2807,8682,931,1338,452,1338,452,0,187,7344,920,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,53093,2252,24330,1582,22314,1563,18076,1542,213,154,17863,1562,16764,1546,1099,469,4238,995,2016,357,687,239,653,236,34,64,1329,399,28763,1400,25735,1421,17030,1706,77,102,16953,1703,16465,1718,488,329,8705,1371,3028,501,425,247,425,247,0,163,2603,539,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,122212,3285,54380,2319,48886,2165,37977,1991,0,203,37977,1991,35470,1855,2507,795,10909,1689,5494,751,904,437,847,455,57,99,4590,699,67832,1896,59811,1845,38321,2376,0,203,38321,2376,34578,2334,3743,1323,21490,2135,8021,829,969,460,880,470,89,105,7052,786,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,285610,2941,135221,2154,122897,2093,93885,3042,19,45,93866,3042,88133,2826,5733,1245,29012,2360,12324,797,3170,575,3013,570,157,157,9154,890,150389,1857,136068,1988,84249,2839,0,168,84249,2839,78255,3140,5994,1263,51819,3329,14321,774,1858,475,1832,478,26,46,12463,837,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26494,1361,12249,1116,11271,1164,8954,912,9,20,8945,912,7959,877,986,468,2317,686,978,464,32,70,32,70,0,207,946,454,14245,802,12902,771,7151,1283,0,207,7151,1283,6599,1177,552,384,5751,1086,1343,347,114,144,114,144,0,207,1229,329,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,50801,2842,23169,2140,21510,1964,17873,1819,370,241,17503,1847,16316,1842,1187,631,3637,1121,1659,745,380,247,380,247,0,217,1279,690,27632,1673,24948,1633,16475,1659,33,65,16442,1663,15273,1656,1169,507,8473,1701,2684,986,571,538,456,479,115,184,2113,720,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,71922,2999,32934,2170,29864,1988,24854,1885,66,102,24788,1871,23192,1739,1596,690,5010,1069,3070,651,918,510,918,510,0,208,2152,608,38988,1640,34847,1700,22910,1810,0,208,22910,1810,20991,1931,1919,573,11937,1375,4141,865,499,314,499,314,0,208,3642,836,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,779071,6767,373980,5029,340337,4903,277405,5293,2644,857,274761,5208,256716,5721,18045,3281,62932,4777,33643,1367,7914,1330,7265,1304,649,414,25729,1763,405091,3831,362982,3921,240035,5581,730,439,239305,5522,225040,5619,14265,2148,122947,6151,42109,1395,6090,1306,5848,1281,242,288,36019,1792,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44925,1762,20834,1205,19253,1248,16114,1446,237,190,15877,1471,14995,1436,882,366,3139,821,1581,317,336,161,336,161,0,192,1245,341,24091,1225,21860,1219,14598,1357,0,192,14598,1357,13697,1325,901,399,7262,1071,2231,350,270,181,270,181,0,192,1961,335,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
