GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001EA,B17010F_001MA,B17010F_002EA,B17010F_002MA,B17010F_003EA,B17010F_003MA,B17010F_004MA,B17010F_004EA,B17010F_005MA,B17010F_005EA,B17010F_006EA,B17010F_006MA,B17010F_007EA,B17010F_007MA,B17010F_008EA,B17010F_008MA,B17010F_009MA,B17010F_009EA,B17010F_010MA,B17010F_010EA,B17010F_011MA,B17010F_011EA,B17010F_012EA,B17010F_012MA,B17010F_013EA,B17010F_013MA,B17010F_014EA,B17010F_014MA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017EA,B17010F_017MA,B17010F_018EA,B17010F_018MA,B17010F_019EA,B17010F_019MA,B17010F_020MA,B17010F_020EA,B17010F_021MA,B17010F_021EA,B17010F_022MA,B17010F_022EA,B17010F_023EA,B17010F_023MA,B17010F_024EA,B17010F_024MA,B17010F_025EA,B17010F_025MA,B17010F_026MA,B17010F_026EA,B17010F_027MA,B17010F_027EA,B17010F_028EA,B17010F_028MA,B17010F_029EA,B17010F_029MA,B17010F_030EA,B17010F_030MA,B17010F_031MA,B17010F_031EA,B17010F_032MA,B17010F_032EA,B17010F_033MA,B17010F_033EA,B17010F_034EA,B17010F_034MA,B17010F_035EA,B17010F_035MA,B17010F_036EA,B17010F_036MA,B17010F_037MA,B17010F_037EA,B17010F_038MA,B17010F_038EA,B17010F_039EA,B17010F_039MA,B17010F_040EA,B17010F_040MA,B17010F_041EA,B17010F_041MA,state
0400000US25,66987,3426,20440,2271,3678,934,2871,843,307,273,1294,636,1270,609,807,448,16762,2119,1195,545,1137,535,641,377,83,143,413,393,58,70,15567,2043,14691,2089,2685,858,4841,1154,7165,1594,876,439,46547,3327,22780,2378,13784,1691,3497,1083,2604,848,7683,1331,8996,1517,23767,2342,4743,1166,2306,998,498,368,456,403,1352,766,2437,700,19024,1819,13011,1572,2150,835,2353,845,8508,1542,6013,1304,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23067,2234,6223,1546,2909,1143,2573,1142,228,227,1265,935,1080,569,336,197,3314,937,514,321,514,321,221,208,168,186,125,132,0,167,2800,862,2427,832,466,302,1028,620,933,487,373,379,16844,1828,11988,1624,7638,1259,1116,464,2379,891,4143,837,4350,1005,4856,1078,1430,744,869,565,406,373,75,98,388,357,561,505,3426,960,2242,846,426,359,359,313,1457,762,1184,542,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15375,1680,4147,1017,2126,862,2029,833,202,198,1007,700,820,484,97,164,2021,678,568,398,544,393,174,198,83,148,287,292,24,41,1453,588,1398,586,189,165,698,414,511,399,55,69,11228,1628,6573,1218,5040,1162,1173,611,984,615,2883,810,1533,518,4655,1110,2239,792,1391,617,336,286,757,545,298,217,848,489,2416,873,1842,657,689,442,326,259,827,437,574,580,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12161,1785,4354,1235,1898,743,1550,680,291,325,420,251,839,479,348,374,2456,1019,1102,711,895,683,237,244,338,455,320,404,207,231,1354,734,1354,734,261,292,570,501,523,412,0,184,7807,1332,5942,1260,3648,1004,336,272,1595,800,1717,656,2294,797,1865,619,859,456,767,445,301,320,119,178,347,239,92,108,1006,416,833,390,364,237,0,184,469,350,173,163,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9177,1351,2395,763,878,431,838,425,98,161,507,351,233,188,40,55,1517,686,177,156,137,141,0,155,56,94,81,112,40,65,1340,660,1340,660,351,395,454,356,535,447,0,155,6782,1274,4541,1098,3471,984,357,282,1286,742,1828,738,1070,511,2241,799,1314,710,1040,643,266,228,204,233,570,473,274,240,927,489,647,390,341,350,78,80,228,157,280,235,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40365,3322,8396,1633,3987,1154,3439,1060,0,234,1530,751,1909,824,548,423,4409,1137,1692,693,1488,634,292,304,441,317,755,501,204,241,2717,997,2568,969,470,494,1119,699,979,516,149,243,31969,2860,19912,2496,15105,2330,1573,676,3759,1282,9773,1871,4807,1244,12057,2253,4892,1041,2876,806,460,347,1064,561,1352,700,2016,729,7165,2210,5246,1870,427,265,769,608,4050,1805,1919,880,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116197,5448,23572,2143,6630,1437,5090,1285,934,559,2117,826,2039,798,1540,707,16942,1587,3537,1027,2854,856,860,465,1196,604,798,496,683,563,13405,1469,11854,1300,2135,730,3847,920,5872,1294,1551,625,92625,5180,54985,3494,34220,2814,4322,1254,7028,1354,22870,2383,20765,2582,37640,3903,15190,2381,9979,1902,2408,940,1827,903,5744,1330,5211,1464,22450,2961,15284,2617,1526,632,3044,1077,10714,2035,7166,1682,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62113,3855,17158,3097,6749,1726,4421,1341,382,291,2581,1148,1458,670,2328,977,10409,2518,2646,918,1740,750,333,342,408,373,999,616,906,616,7763,2220,6379,1932,764,542,1756,796,3859,1540,1384,1019,44955,3212,30449,2872,15857,2158,2340,1041,3474,1091,10043,1738,14592,1963,14506,2056,5144,1296,2867,1052,549,460,273,263,2045,861,2277,914,9362,1707,6547,1513,845,498,1667,899,4035,1185,2815,950,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,364025,8049,103900,5197,24618,3103,19413,2818,2470,981,8084,1595,8859,1891,5205,1382,79282,4441,10672,1917,8873,1772,2400,895,2387,801,4086,1450,1799,707,68610,3611,58883,3732,8463,1578,16184,1893,34236,3243,9727,1662,260125,6882,135701,5703,86894,5142,15461,2246,19625,2552,51808,4277,48807,3564,124424,6030,36059,3416,17144,2513,5485,1265,2193,1051,9466,2073,18915,2365,88365,5261,55270,4545,9350,2045,9986,1877,35934,3833,33095,3580,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52176,4768,19078,2789,9545,2237,9089,2222,2248,1282,3345,974,3496,1485,456,338,9533,2124,3772,1301,3537,1259,497,333,1757,1034,1283,706,235,251,5761,1645,5658,1647,1217,735,2202,1117,2239,893,103,132,33098,4065,23301,3208,17171,2835,2686,944,4362,1295,10123,2223,6130,2014,9797,2115,5573,1606,2904,1097,1112,665,584,503,1208,633,2669,1160,4224,1372,3405,1257,102,134,419,354,2884,1204,819,535,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20741,2371,4783,1171,1003,483,793,403,84,117,402,299,307,273,210,217,3780,1000,979,579,830,559,507,485,140,169,183,216,149,161,2801,887,2746,889,653,363,1368,626,725,429,55,72,15958,2363,9667,1916,6493,1601,559,329,1376,704,4558,1377,3174,816,6291,1294,2019,742,1128,569,519,422,31,56,578,368,891,459,4272,1177,3253,1073,784,707,604,434,1865,581,1019,378,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19556,1692,5374,1154,2755,769,2172,726,527,406,608,323,1037,499,583,331,2619,816,337,275,208,182,161,165,26,49,21,39,129,187,2282,771,2140,775,91,128,994,480,1055,638,142,114,14182,1505,9678,1391,6995,1210,1566,568,2000,675,3429,725,2683,733,4504,806,2705,754,1536,613,184,175,223,188,1129,552,1169,598,1799,547,1349,489,245,210,213,159,891,394,450,279,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31626,2712,12342,2354,5862,1703,5440,1650,878,706,2626,983,1936,1049,422,302,6480,1641,1640,990,1261,806,366,404,314,347,581,567,379,467,4840,1369,4220,1221,551,456,2224,1108,1445,747,620,582,19284,2607,13856,2223,10595,1905,1550,823,3025,1134,6020,1467,3261,958,5428,1526,2647,1084,1900,979,301,311,49,82,1550,881,747,513,2781,1068,2196,912,372,380,592,422,1232,695,585,473,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,50740,3044,17971,2102,3782,979,2998,990,48,73,926,509,2024,740,784,444,14189,1911,2224,959,1936,927,709,565,526,518,701,473,288,232,11965,1988,11272,1932,1298,614,3847,1167,6127,1319,693,408,32769,2414,17506,2010,11734,1708,1751,830,2356,865,7627,1201,5772,1157,15263,2055,6193,1198,3748,996,1339,530,690,428,1719,728,2445,778,9070,1593,6695,1398,894,643,1730,820,4071,1058,2375,851,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13842,1481,4704,1053,1897,872,1330,718,194,189,152,187,984,668,567,504,2807,843,178,204,178,204,84,137,0,207,94,159,0,207,2629,824,2288,817,216,266,661,521,1411,625,341,266,9138,1236,5095,1019,3765,862,511,423,1159,575,2095,693,1330,532,4043,991,1661,815,1070,732,138,229,182,291,750,632,591,462,2382,703,1062,485,185,220,360,312,517,297,1320,569,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19004,1942,6283,1341,2613,897,2360,830,796,575,656,360,908,549,253,255,3670,920,403,319,352,330,140,186,212,270,0,208,51,91,3267,856,3068,870,670,348,1310,696,1088,594,199,300,12721,1651,8571,1617,5943,1280,1261,700,1487,657,3195,1101,2628,1133,4150,958,2486,797,1025,494,263,326,298,280,464,273,1461,683,1664,673,1475,685,138,167,352,411,985,534,189,191,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,372305,9792,95580,6897,45990,4634,39583,4110,4951,1481,18178,2567,16454,2699,6407,1378,49590,4455,9401,2003,8006,1913,3307,1322,2461,949,2238,870,1395,701,40189,3590,37709,3502,5152,1263,13788,1931,18769,2842,2480,890,276725,8541,187348,7728,120332,6162,20717,3151,29132,2987,70483,5362,67016,4900,89377,5291,37710,3670,21390,3137,6087,1773,3721,1240,11582,2376,16320,2379,51667,3950,34629,3560,4725,1335,8655,1617,21249,2758,17038,1744,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23813,2470,5661,1317,2165,819,2056,823,407,365,777,506,872,556,109,166,3496,1123,307,303,307,303,0,192,83,136,224,270,0,192,3189,1120,3189,1120,641,505,1266,727,1282,720,0,192,18152,2416,13526,2164,10021,1846,1520,695,2896,1100,5605,1411,3505,946,4626,1142,2167,790,899,582,322,321,167,200,410,421,1268,639,2459,864,1654,760,426,477,85,119,1143,588,805,585,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,33921,3074,7170,1818,2809,1065,2409,1013,605,686,1362,641,442,343,400,398,4361,1485,554,490,250,313,69,115,0,210,181,288,304,393,3807,1554,3674,1541,227,251,1373,928,2074,1185,133,190,26751,2972,20166,2807,15585,2541,3978,1352,3343,1082,8264,2059,4581,1130,6585,1352,2179,876,1681,883,91,151,509,470,1081,787,498,352,4406,1053,3425,981,908,702,856,532,1661,654,981,474,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,56006,3980,20992,2888,9544,1978,8810,1954,1118,604,4708,1296,2984,1029,734,461,11448,2381,2398,913,2098,871,706,650,679,439,713,514,300,233,9050,2110,8097,2096,853,640,4100,1367,3144,1050,953,626,35014,3271,26663,2935,20462,2700,2621,1085,6889,1430,10952,2001,6201,1361,8351,1610,3903,1113,2493,966,1051,560,280,318,1162,637,1410,656,4448,1225,3001,939,140,142,810,501,2051,802,1447,755,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16055,1954,4681,970,1664,570,1664,570,252,205,777,471,635,338,0,151,3017,847,383,375,383,375,294,355,89,121,0,151,0,151,2634,702,2451,720,204,225,435,301,1812,637,183,173,11374,1602,7873,1391,5317,984,721,361,1114,528,3482,864,2556,885,3501,1046,1644,626,750,373,246,173,58,91,446,297,894,531,1857,732,1686,723,158,157,245,251,1283,622,171,134,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,88623,4697,39377,3518,13581,1832,6990,1315,1215,641,997,542,4778,864,6591,1258,25796,3045,5281,1238,3671,961,1264,608,853,420,1554,661,1610,726,20515,2693,15347,1889,1078,436,3965,879,10304,1621,5168,1377,49246,3300,32197,2925,13539,1946,2161,855,1582,659,9796,1715,18658,2008,17049,1925,4469,991,1963,777,689,411,361,299,913,468,2506,748,12580,1539,5577,1080,913,468,567,408,4097,984,7003,1244,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
