GEO_ID,C19037I_001E,C19037I_001M,C19037I_002E,C19037I_002M,C19037I_003E,C19037I_003M,C19037I_004E,C19037I_004M,C19037I_005E,C19037I_005M,C19037I_006E,C19037I_006M,C19037I_007E,C19037I_007M,C19037I_008E,C19037I_008M,C19037I_009E,C19037I_009M,C19037I_010E,C19037I_010M,C19037I_011E,C19037I_011M,C19037I_012E,C19037I_012M,C19037I_013E,C19037I_013M,C19037I_014E,C19037I_014M,C19037I_015E,C19037I_015M,C19037I_016E,C19037I_016M,C19037I_017E,C19037I_017M,C19037I_018E,C19037I_018M,C19037I_019E,C19037I_019M,C19037I_020E,C19037I_020M,C19037I_021E,C19037I_021M,C19037I_022E,C19037I_022M,C19037I_023E,C19037I_023M,C19037I_024E,C19037I_024M,C19037I_025E,C19037I_025M,C19037I_026E,C19037I_026M,C19037I_027E,C19037I_027M,C19037I_028E,C19037I_028M,C19037I_029E,C19037I_029M,C19037I_030E,C19037I_030M,C19037I_031E,C19037I_031M,C19037I_032E,C19037I_032M,C19037I_033E,C19037I_033M,C19037I_034E,C19037I_034M,C19037I_035E,C19037I_035M,C19037I_036E,C19037I_036M,C19037I_037E,C19037I_037M,C19037I_038E,C19037I_038M,C19037I_039E,C19037I_039M,C19037I_040E,C19037I_040M,C19037I_041E,C19037I_041M,C19037I_042E,C19037I_042M,C19037I_043E,C19037I_043M,C19037I_044E,C19037I_044M,C19037I_045E,C19037I_045M,NAME,C19037I_001MA,C19037I_001EA,C19037I_002MA,C19037I_002EA,C19037I_003EA,C19037I_003MA,C19037I_004EA,C19037I_004MA,C19037I_005EA,C19037I_005MA,C19037I_006MA,C19037I_006EA,C19037I_007MA,C19037I_007EA,C19037I_008MA,C19037I_008EA,C19037I_009MA,C19037I_009EA,C19037I_010EA,C19037I_010MA,C19037I_011EA,C19037I_011MA,C19037I_012MA,C19037I_012EA,C19037I_013MA,C19037I_013EA,C19037I_014MA,C19037I_014EA,C19037I_015EA,C19037I_015MA,C19037I_016EA,C19037I_016MA,C19037I_017MA,C19037I_017EA,C19037I_018MA,C19037I_018EA,C19037I_019MA,C19037I_019EA,C19037I_020MA,C19037I_020EA,C19037I_021EA,C19037I_021MA,C19037I_022EA,C19037I_022MA,C19037I_023MA,C19037I_023EA,C19037I_024MA,C19037I_024EA,C19037I_025EA,C19037I_025MA,C19037I_026EA,C19037I_026MA,C19037I_027EA,C19037I_027MA,C19037I_028MA,C19037I_028EA,C19037I_029MA,C19037I_029EA,C19037I_030EA,C19037I_030MA,C19037I_031EA,C19037I_031MA,C19037I_032EA,C19037I_032MA,C19037I_033EA,C19037I_033MA,C19037I_034MA,C19037I_034EA,C19037I_035MA,C19037I_035EA,C19037I_036EA,C19037I_036MA,C19037I_037EA,C19037I_037MA,C19037I_038EA,C19037I_038MA,C19037I_039MA,C19037I_039EA,C19037I_040MA,C19037I_040EA,C19037I_041EA,C19037I_041MA,C19037I_042EA,C19037I_042MA,C19037I_043EA,C19037I_043MA,C19037I_044EA,C19037I_044MA,C19037I_045MA,C19037I_045EA,state
0400000US13,208938,6953,16737,2814,1963,834,1203,743,3383,1160,3752,1704,2735,1063,2419,1018,1130,674,152,174,0,225,0,225,126984,5982,9102,2292,12639,2749,28104,3653,21219,2938,19065,2937,20230,2649,7568,1874,7116,2161,785,607,1156,741,56656,4426,6327,1930,1909,864,8633,2025,6469,1554,10736,2886,10699,2415,4455,1327,3957,1390,2274,1205,1197,553,8561,1748,804,555,991,592,1310,681,882,450,1964,983,1038,607,670,351,523,519,59,102,320,318,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29909,2064,2512,832,415,287,210,259,520,483,269,224,409,252,509,472,0,187,180,226,0,187,0,187,13443,1713,299,175,575,313,979,667,1947,905,2239,819,3025,990,1748,695,1909,712,579,346,143,128,9895,1274,841,506,519,390,949,483,910,485,1517,635,1863,707,782,459,1359,583,726,391,429,256,4059,634,161,186,675,330,606,259,659,373,407,248,759,372,389,237,333,227,0,187,70,97,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,42692,2402,4107,1164,735,430,510,446,706,607,859,651,863,538,158,208,91,109,185,221,0,195,0,195,23143,2223,2056,852,1383,655,4606,1189,3674,1000,4592,1125,4455,1243,1554,717,667,418,156,166,0,195,11677,1148,992,516,768,501,1777,768,1886,754,1756,655,2649,806,706,350,750,390,200,205,193,311,3765,621,527,237,545,362,682,314,865,473,870,284,26,47,153,129,97,125,0,195,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,510134,7370,24147,2545,3080,752,2872,912,3617,939,4676,1346,5471,1326,2922,997,703,458,779,479,27,44,0,189,273227,6349,17009,2487,10903,1655,38918,3390,44882,3777,48720,4073,56705,4440,29912,2972,18599,2601,5177,1397,2402,924,169065,4590,11951,2093,6650,1344,19857,2328,18551,2191,27398,2681,35219,2705,23593,2653,16094,2194,5816,1083,3936,1058,43695,2499,5782,1272,3940,870,7980,1602,7066,1054,6515,1048,6765,1542,2528,817,2265,729,547,353,307,176,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,100163,3373,8971,1772,1840,762,1248,697,1693,807,1929,982,1219,526,794,474,248,258,0,190,0,190,0,190,58431,3091,6863,1545,5858,1712,6912,1622,9384,1515,10612,1656,10140,1805,4849,1407,3241,1030,416,416,156,131,26241,2171,1998,703,2097,870,4075,1112,2338,606,4537,1094,4953,1051,2090,602,2877,780,878,496,398,278,6520,1091,582,298,1325,575,864,399,853,412,889,441,876,436,492,400,639,483,0,190,0,190,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40934,2109,5123,1088,1063,600,412,286,1492,574,1029,601,724,446,193,206,210,142,0,155,0,155,0,155,23158,1773,1462,548,1894,791,4118,1126,4371,976,3904,953,4343,1036,1975,953,436,275,526,509,129,150,9902,1720,560,373,490,363,1256,665,1587,517,1679,610,2151,746,871,476,970,432,134,203,204,210,2751,607,236,219,586,332,669,289,387,248,332,206,232,143,148,165,112,132,49,78,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,78412,2972,8401,1435,1536,666,1251,705,869,519,1741,859,1511,803,884,450,308,312,301,270,0,168,0,168,40494,2568,2700,810,2453,709,6982,1372,7578,1458,7236,1263,7450,1310,3360,906,1986,782,420,483,329,253,24446,1902,1538,530,955,489,2894,680,3112,868,4655,1085,5397,1213,3712,1090,1594,551,95,163,494,427,5071,1088,733,345,653,463,1018,459,683,292,880,433,588,336,172,124,296,201,0,168,48,65,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31882,2219,2894,1000,761,474,637,533,728,554,416,265,20,24,136,137,186,328,0,189,10,19,0,189,18039,1882,1744,772,1157,623,4443,1238,2135,711,3626,1055,2551,908,1268,560,1067,559,41,72,7,11,7748,1580,801,672,440,375,702,363,418,316,1690,968,1788,773,906,476,648,434,210,160,145,161,3201,841,133,247,828,604,607,397,753,532,415,276,124,225,44,53,171,184,73,72,53,87,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,59994,3015,5355,1310,962,629,714,428,712,440,394,384,1630,926,713,514,0,198,42,74,0,198,188,153,31159,2524,2329,848,1367,789,4182,1521,4570,1148,4954,1391,5648,1367,2729,876,4202,1313,781,529,397,352,16400,1784,1133,430,1284,675,1766,722,1469,490,2744,945,2870,854,2476,738,1556,538,496,408,606,326,7080,905,470,274,843,469,1705,600,970,342,1026,379,777,304,512,345,367,253,25,38,385,242,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,118785,3263,3986,949,210,195,179,198,282,223,446,297,827,533,1342,664,367,235,224,247,109,127,0,204,68581,3151,1899,781,1548,904,7912,1612,6977,1408,12429,2366,15452,2372,7156,1541,10192,1830,2877,871,2139,869,38480,2259,1275,608,1156,561,3728,988,3341,890,4059,907,8010,1302,5575,1274,6203,1209,2962,687,2171,693,7738,1034,942,565,814,531,850,417,813,415,809,373,926,405,883,554,996,481,405,229,300,257,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,195015,4531,13498,1745,4010,1123,1588,704,2075,766,1840,755,1476,669,1465,585,551,331,421,330,72,134,0,204,100334,3445,12609,2346,7411,1451,15316,2354,11221,1918,12991,2069,20198,2845,10097,1801,6589,1252,2337,834,1565,656,64088,2701,11265,1794,3781,871,9879,1660,5721,1286,8940,1440,8913,1542,6803,1329,4454,1092,2236,644,2096,698,17095,1291,4741,863,3113,879,2672,686,1569,549,1687,619,1407,539,660,460,769,417,171,197,306,299,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115349,3784,8473,1393,2038,695,1505,754,1862,632,1444,732,510,310,894,691,107,135,0,167,113,185,0,167,59202,2895,5937,1271,4497,1132,10371,1675,9059,1452,9529,1491,9397,1622,5135,1322,4192,1113,793,393,292,188,35866,2181,3518,776,2376,822,4063,772,4797,1066,6082,940,6495,989,3660,870,2907,843,1313,446,655,326,11808,1265,1045,441,1096,397,2236,641,1578,498,2117,656,1907,590,899,350,227,121,446,380,257,243,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63729,2262,6822,1101,1309,549,555,353,874,561,1625,614,451,262,1363,734,460,297,149,235,0,143,36,64,37047,2307,2540,756,1360,601,6683,1230,6574,1455,6360,1320,6887,1103,3292,860,2190,714,634,360,527,409,16754,1468,1209,469,686,393,2843,871,1905,670,3455,862,2160,578,2078,707,1311,578,697,351,410,313,3106,480,306,171,442,207,504,240,569,284,364,206,509,329,138,101,129,147,74,67,71,83,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19115,1889,1884,901,82,103,191,362,102,163,535,563,448,358,392,394,0,206,134,92,0,206,0,206,10593,1757,1512,732,763,589,2113,1095,878,524,1895,751,1923,717,554,328,808,590,129,110,18,33,4867,1008,188,166,173,162,546,462,720,402,372,278,1451,649,513,378,315,288,328,291,261,299,1771,719,399,346,304,344,179,183,255,232,191,186,329,289,37,71,0,206,0,206,77,124,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,55260,2594,4968,1290,628,376,559,470,1271,535,682,351,782,661,996,635,50,84,0,184,0,184,0,184,29813,1941,2569,782,2983,905,5032,1275,4251,961,4656,1166,5723,1386,2241,583,1510,624,503,403,345,264,15740,1754,1042,433,787,451,2029,674,2102,727,2330,701,2696,800,1746,659,1523,579,592,350,893,487,4739,806,733,364,351,216,691,305,782,389,1002,458,379,238,658,380,103,112,40,70,0,184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
