GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001MA,C21001B_001EA,C21001B_002MA,C21001B_002EA,C21001B_003EA,C21001B_003MA,C21001B_004EA,C21001B_004MA,C21001B_005MA,C21001B_005EA,C21001B_006MA,C21001B_006EA,C21001B_007MA,C21001B_007EA,C21001B_008EA,C21001B_008MA,C21001B_009EA,C21001B_009MA,C21001B_010EA,C21001B_010MA,C21001B_011EA,C21001B_011MA,C21001B_012EA,C21001B_012MA,C21001B_013MA,C21001B_013EA,C21001B_014EA,C21001B_014MA,C21001B_015MA,C21001B_015EA,state
0400000US13,2165399,8723,984159,6298,895159,6389,128804,5894,766355,8316,89000,2072,30976,2316,58024,2765,1181240,5203,1041288,5217,37062,3462,1004226,5658,139952,1924,1057,433,138895,2060,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14991,1514,8820,1414,8060,1370,4178,1023,3882,1085,760,372,546,380,214,248,6171,890,5676,846,1335,481,4341,935,495,269,133,132,362,253,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1353611,6741,614937,5748,543443,5667,55127,3645,488316,6479,71494,964,27522,1966,43972,1857,738674,3638,624901,3701,7216,1761,617685,4022,113773,830,383,248,113390,856,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,414330,3906,191839,2449,172926,2532,21491,2497,151435,2964,18913,729,8599,1029,10314,1040,222491,2734,192311,2848,2177,710,190134,2963,30180,850,192,181,29988,897,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,58171,2135,30464,1879,28634,1810,3149,839,25485,1817,1830,449,865,321,965,371,27707,1544,24685,1469,678,488,24007,1653,3022,604,0,155,3022,604,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,117032,2922,59004,2076,54081,2043,7824,1494,46257,2175,4923,459,2515,564,2408,504,58028,1832,50473,1901,2065,748,48408,1995,7555,589,82,135,7473,587,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,255184,3906,122276,2613,111166,2472,16895,1662,94271,2824,11110,894,4233,735,6877,921,132908,2773,113528,2788,2739,874,110789,2929,19380,1147,101,164,19279,1170,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1047839,4163,485253,2615,433349,2646,48649,2992,384700,4265,51904,973,16054,1430,35850,1590,562586,2775,484744,2833,8315,1754,476429,3297,77842,747,148,129,77694,749,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1285470,4281,577584,2617,514411,2653,71847,4923,442564,5532,63173,987,27634,2082,35539,2182,707886,3403,610381,3252,19745,2552,590636,4231,97505,1150,544,250,96961,1199,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,329719,5174,156284,3028,141564,2837,7502,1126,134062,2931,14720,924,4935,846,9785,1048,173435,3075,151785,3011,2188,999,149597,3177,21650,1080,42,70,21608,1075,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1013863,5074,468530,3877,414451,3869,39971,2749,374480,4643,54079,853,23598,1713,30481,1639,545333,3370,462061,3113,5914,1312,456147,3328,83272,966,765,371,82507,1072,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,185542,3194,95844,2065,91045,2094,4937,1026,86108,2377,4799,483,1054,473,3745,531,89698,2257,83733,2254,344,212,83389,2257,5965,486,0,143,5965,486,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,783578,3629,355248,2978,318262,2843,34138,2972,284124,3136,36986,1184,8612,1277,28374,1659,428330,2016,371193,2071,5554,1167,365639,2274,57137,935,232,222,56905,976,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,497584,4123,229125,3197,204000,3086,24524,2056,179476,3423,25125,957,11285,1152,13840,1324,268459,2665,229622,2752,6660,1742,222962,2820,38837,1003,462,275,38375,983,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,56958,2232,27961,1572,25430,1550,4442,798,20988,1558,2531,261,1049,319,1482,314,28997,1334,25806,1330,667,441,25139,1439,3191,211,92,117,3099,219,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,161979,3172,80640,1956,71457,1895,14252,2283,57205,2592,9183,554,5472,837,3711,882,81339,2099,70032,1968,1549,794,68483,2052,11307,605,49,84,11258,607,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10723,800,6630,745,6351,774,465,367,5886,799,279,184,122,146,157,146,4093,516,3658,419,116,146,3542,457,435,284,0,184,435,284,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,876488,7180,399350,4108,353659,3970,26691,2674,326968,4620,45691,781,17404,1316,28287,1598,477138,4373,403976,4192,5193,1173,398783,4426,73162,970,636,353,72526,1078,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31326,1862,18158,1593,16367,1638,4100,1174,12267,1425,1791,488,720,357,1071,421,13168,1674,10837,1775,885,430,9952,1824,2331,845,0,198,2331,845,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2283738,12955,1020101,7225,901160,6579,59876,4002,841284,7522,118941,1826,30117,2097,88824,2623,1263637,8086,1058040,7539,10419,1481,1047621,7876,205597,2324,860,381,204737,2339,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1527625,7465,688230,4892,609990,5010,99332,5892,510658,6879,78240,1556,25835,2250,52405,2734,839395,4509,715054,4389,21738,2836,693316,5479,124341,1749,249,187,124092,1747,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1016123,5806,472025,3672,416888,3643,55524,4074,361364,5404,55137,901,25402,1606,29735,1455,544098,3825,458927,3769,6689,1308,452238,4003,85171,927,468,242,84703,949,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,194943,2643,95257,1893,85986,2045,14238,1885,71748,2918,9271,550,4939,674,4332,589,99686,2065,86406,1895,2483,859,83923,2010,13280,786,184,164,13096,778,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49406,1643,26295,1368,24069,1463,1795,592,22274,1447,2226,381,989,377,1237,345,23111,1281,20709,1236,261,268,20448,1222,2402,388,51,89,2351,388,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1010676,6903,470842,4797,418450,4704,46426,3209,372024,5187,52392,1221,24321,1841,28071,2027,539834,3583,454556,3507,6669,1556,447887,3948,85278,1355,959,475,84319,1454,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,44107,2272,21153,1360,19698,1360,1434,616,18264,1382,1455,262,648,316,807,320,22954,1645,20952,1637,447,563,20505,1742,2002,407,0,207,2002,407,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,951697,4746,432474,3085,381800,3201,56412,3936,325388,5399,50674,1121,16373,1536,34301,1700,519223,2915,440306,3082,12847,2052,427459,3433,78917,984,233,179,78684,986,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,774101,4569,353596,3481,321098,3483,39930,3571,281168,4301,32498,1031,11094,1110,21404,1412,420505,3534,365470,3436,8892,2422,356578,4004,55035,1481,415,289,54620,1493,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2153537,8131,1011992,6177,919130,6382,129314,5428,789816,8094,92862,1987,37445,2600,55417,2743,1141545,5540,1001880,5530,28105,3296,973775,6826,139665,1921,672,371,138993,1982,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18415,2239,11183,1348,10807,1352,1144,451,9663,1285,376,286,304,267,72,86,7232,1424,7086,1413,260,326,6826,1429,146,130,0,192,146,130,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1160187,7281,536145,5238,475363,5009,94099,4278,381264,7217,60782,1546,26135,1841,34647,1800,624042,4272,532364,4226,25909,3237,506455,4503,91678,1870,972,429,90706,1925,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,171313,4033,93211,3119,85747,3142,16792,2098,68955,3371,7464,747,3895,811,3569,671,78102,2200,69504,2185,3715,1064,65789,2398,8598,658,126,105,8472,662,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44872,2094,23871,2096,21157,2170,3137,1193,18020,1822,2714,730,872,379,1842,667,21001,1713,16645,1489,470,412,16175,1482,4356,933,0,184,4356,933,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,237717,2907,114501,2081,106119,2113,9120,1556,96999,2445,8382,459,3174,656,5208,729,123216,2173,110304,2117,1429,585,108875,2223,12912,789,56,88,12856,782,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,225420,9365,108662,5360,91422,4873,3548,944,87874,4769,17240,1885,4158,814,13082,1774,116758,5619,94793,5181,812,549,93981,5059,21965,2035,0,210,21965,2035,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
