GEO_ID,C19101F_001E,C19101F_001M,C19101F_002E,C19101F_002M,C19101F_003E,C19101F_003M,C19101F_004E,C19101F_004M,C19101F_005E,C19101F_005M,C19101F_006E,C19101F_006M,C19101F_007E,C19101F_007M,C19101F_008E,C19101F_008M,C19101F_009E,C19101F_009M,C19101F_010E,C19101F_010M,C19101F_011E,C19101F_011M,NAME,C19101F_001EA,C19101F_001MA,C19101F_002EA,C19101F_002MA,C19101F_003EA,C19101F_003MA,C19101F_004MA,C19101F_004EA,C19101F_005EA,C19101F_005MA,C19101F_006EA,C19101F_006MA,C19101F_007MA,C19101F_007EA,C19101F_008EA,C19101F_008MA,C19101F_009EA,C19101F_009MA,C19101F_010EA,C19101F_010MA,C19101F_011MA,C19101F_011EA,state
0400000US13,49816,4774,4671,1745,5767,1828,11122,2660,8712,1655,7370,1464,7265,1845,2435,1013,2117,816,0,225,357,354,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3949,1003,421,371,83,146,304,224,402,285,295,199,1034,599,340,268,1003,569,32,62,35,57,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6663,1420,742,583,708,386,1288,639,1073,504,1676,928,842,459,214,176,120,121,0,195,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,159182,6428,11109,2347,7630,1503,23271,3011,26015,2799,26714,3205,33220,3336,16572,2071,11304,2072,2479,1278,868,439,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,31264,2417,4679,1312,3514,1233,5893,1588,3851,995,4721,1191,4654,1162,2215,1006,1393,594,158,220,186,201,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,9423,1348,1022,496,281,277,2003,710,1575,668,1919,717,2001,926,216,186,248,206,158,210,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15080,1583,1227,526,1106,510,2336,650,2544,766,2521,844,2830,754,1855,594,546,282,115,189,0,168,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,6822,1290,852,481,313,353,1686,805,769,425,1408,654,767,457,552,439,343,281,79,115,53,87,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,9252,1618,923,449,280,285,1452,760,1797,707,1838,833,750,385,720,369,1338,670,79,136,75,126,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,34095,2955,1518,743,1617,681,4445,1312,4350,1583,5294,1345,8445,1761,3414,1033,3186,782,1027,524,799,580,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,66987,3426,9757,1785,6156,1340,11359,2063,9514,1702,9680,1605,10307,1800,5334,1204,3680,1045,670,401,530,385,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23067,2234,2719,998,1365,712,3092,987,3113,924,3743,923,4718,1232,2060,724,1641,585,573,353,43,70,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15375,1680,1099,552,945,442,3647,1088,2442,856,1892,726,3023,914,1146,581,982,641,78,78,121,159,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,3170,992,696,475,341,385,760,643,312,203,262,219,581,401,218,237,0,206,0,206,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12161,1785,1715,761,1274,680,2078,814,2150,717,1113,484,2141,804,1036,543,385,260,187,214,82,125,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9177,1351,1199,638,270,243,1281,588,1470,699,1546,688,2294,723,855,488,182,152,80,117,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40365,3322,2296,963,2181,820,6123,1310,6703,1625,7138,1805,9010,2118,3878,1173,1806,906,884,627,346,494,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116197,5448,9863,1671,6232,1442,16940,2118,14325,2316,18996,2314,20944,2692,12818,2011,10656,1690,3530,1186,1893,812,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62113,3855,7529,2048,4736,1474,10005,1498,8222,1501,8351,1661,12085,1935,6000,1573,3791,1103,920,465,474,377,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,364025,8049,41844,3168,30273,3311,61406,4877,46039,3705,54445,4106,59428,3793,30366,3205,27978,3306,7078,1447,5168,1651,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52176,4768,6426,1605,5486,1868,9964,1939,9972,2254,9510,2242,5875,1387,2417,1485,1746,832,425,343,355,297,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20741,2371,1962,739,1369,746,3162,875,2902,1108,4636,1392,3373,834,1607,573,1571,644,58,67,101,119,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19556,1692,1354,505,1751,694,2839,764,4075,969,3039,839,3760,874,1288,408,878,417,314,247,258,276,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31626,2712,3828,1270,2747,1026,5967,1592,3224,1147,6073,1375,5288,1237,3576,1482,669,480,171,217,83,153,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,50740,3044,9097,1429,3572,1012,8807,1468,5174,1224,8065,1825,8335,1535,5121,1247,2046,719,166,153,357,421,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13842,1481,1825,759,2014,732,1868,714,1357,530,2247,791,2141,654,1246,655,998,560,50,85,96,117,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14261,2149,1260,836,2042,1173,3310,1206,3124,1257,1198,660,1816,920,753,552,758,597,0,217,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19004,1942,2692,998,1495,484,4183,1154,2270,859,4078,1324,2238,899,1461,901,382,218,77,134,128,157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,372305,9792,30495,3055,23731,3572,62918,4654,59539,4518,66357,4235,62653,4482,35514,3430,23673,3797,4570,1560,2855,891,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23813,2470,2221,830,1002,612,3176,1019,3148,973,5710,1594,5090,1500,1646,816,1325,454,320,229,175,190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,33921,3074,1459,876,1671,760,6082,1708,4402,1266,4364,1199,6921,1526,3891,995,3597,1328,1043,714,491,325,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,56006,3980,5180,1502,5920,1478,11725,2230,7742,1798,9363,2056,7942,1429,4669,1541,2479,893,456,388,530,437,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16055,1954,2085,840,690,384,2715,798,3055,853,2479,701,2384,704,1184,426,1315,620,120,120,28,41,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,88623,4697,22246,2467,10285,1503,16791,1919,12186,1892,12780,1955,8756,1510,2851,760,1800,598,746,433,182,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
