GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002MA,B10051F_002EA,B10051F_003MA,B10051F_003EA,B10051F_004EA,B10051F_004MA,B10051F_005MA,B10051F_005EA,B10051F_006MA,B10051F_006EA,B10051F_007MA,B10051F_007EA,state
0400000US25,8898,1882,2911,1172,2583,1150,328,290,5987,1384,3462,929,2525,948,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3920,1253,1216,617,1047,562,169,205,2704,1005,1838,925,866,387,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1935,811,564,397,537,386,27,39,1371,729,1098,707,273,252,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,8288,2058,3861,1300,3186,1152,675,596,4427,1521,2672,1132,1755,928,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,13358,2901,3949,1506,2825,1172,1124,670,9409,2228,5500,1621,3909,1380,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8233,1829,4459,1394,3014,1109,1445,730,3774,1222,2624,934,1150,694,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,64513,5020,19194,2853,13395,2421,5799,1291,45319,4774,21866,3495,23453,3511,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7314,2185,2584,1368,2306,1274,278,485,4730,1870,3032,1565,1698,1052,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2417,844,795,500,688,432,107,169,1622,675,724,418,898,425,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2535,875,1046,473,945,470,101,94,1489,756,1272,752,217,184,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4282,1993,1003,661,659,691,344,366,3279,1782,2333,1330,946,702,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8026,1602,2588,1065,2211,1014,377,285,5438,1276,3132,1093,2306,975,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2223,797,707,494,517,388,190,291,1516,623,674,362,842,652,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1967,917,892,582,552,457,340,380,1075,624,1020,668,55,90,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,66599,6564,28020,3537,22188,3564,5832,1320,38579,5128,23149,4351,15430,2961,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4116,1289,1255,708,1002,625,253,321,2861,1094,1599,800,1262,787,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5397,1927,1499,1083,1464,1076,35,60,3898,1516,2443,1322,1455,720,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7329,2042,3001,1664,2581,1552,420,479,4328,1513,2565,1128,1763,891,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1526,673,891,516,673,480,218,184,635,414,317,336,318,258,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9942,1855,4639,1241,3207,934,1432,722,5303,1308,2701,885,2602,967,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
