GEO_ID,C19001D_001E,C19001D_001M,C19001D_002E,C19001D_002M,C19001D_003E,C19001D_003M,C19001D_004E,C19001D_004M,C19001D_005E,C19001D_005M,C19001D_006E,C19001D_006M,C19001D_007E,C19001D_007M,C19001D_008E,C19001D_008M,C19001D_009E,C19001D_009M,C19001D_010E,C19001D_010M,C19001D_011E,C19001D_011M,NAME,C19001D_001MA,C19001D_001EA,C19001D_002EA,C19001D_002MA,C19001D_003EA,C19001D_003MA,C19001D_004EA,C19001D_004MA,C19001D_005MA,C19001D_005EA,C19001D_006MA,C19001D_006EA,C19001D_007EA,C19001D_007MA,C19001D_008EA,C19001D_008MA,C19001D_009EA,C19001D_009MA,C19001D_010MA,C19001D_010EA,C19001D_011MA,C19001D_011EA,state
0400000US13,94909,3795,7756,1753,3005,1006,7723,1786,9893,1870,13524,2054,20197,2571,9491,1830,12365,2532,5143,1313,5812,1450,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179250,4246,8705,1523,6807,1203,12469,1809,12867,1775,22350,2195,33761,2601,26469,2174,35367,2700,11916,1567,8539,1015,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7367,1430,322,268,254,282,2428,1350,379,280,1015,676,1683,956,350,354,323,275,503,570,110,123,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,185807,4715,15771,2552,6339,1140,12856,1875,12505,1868,20098,2463,29864,2881,27712,2829,30831,2615,14330,1806,15501,1606,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30712,2286,4912,1014,1384,546,2897,795,1889,717,4079,1086,5911,1312,3287,1016,2775,873,1320,557,2258,614,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16695,1343,2087,548,732,541,1704,624,1228,514,2058,696,3974,881,2508,613,1005,368,694,425,705,378,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18995,1337,1714,574,482,287,1817,690,2001,708,2323,731,3380,890,1860,581,3085,852,1145,435,1188,522,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,13405,1340,908,352,454,321,905,423,533,336,1537,549,1842,629,2407,906,2078,765,869,404,1872,712,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21221,1842,2300,752,722,434,2515,911,1717,644,2644,810,4497,1077,2198,799,2326,738,771,373,1531,626,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2975,706,248,216,251,310,177,192,253,181,219,168,599,349,151,121,573,346,440,399,64,83,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,101926,2858,6083,1184,1696,619,5630,1222,4645,967,9301,1834,18193,2104,11302,1738,19973,1730,13661,1897,11442,1246,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,114905,2844,12421,1900,5169,1200,8559,1297,6808,1232,11328,1841,15743,1952,14420,1612,19930,2016,10195,1533,10332,1689,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,74645,2629,6366,1274,2814,790,5450,1035,4535,906,8021,1547,12902,1612,10091,1590,11875,1588,6400,1178,6191,1013,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58829,2525,6267,1290,2010,647,4502,1146,3984,922,8821,1583,11306,1549,6701,1125,8248,1236,3649,834,3341,808,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7928,1267,886,623,696,402,418,301,677,497,1650,711,894,454,1632,543,423,318,235,302,417,281,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31217,1941,4023,1157,1349,496,2595,873,2653,854,4006,1234,4987,1101,3553,985,4591,941,1472,492,1988,686,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10793,924,969,602,196,195,921,473,1396,613,1371,497,2446,698,1410,544,928,550,413,281,743,557,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63051,3698,4863,1663,2391,1014,5126,1419,7569,2162,8336,1644,13196,2822,7344,1720,10212,2238,1785,780,2229,935,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,9537,1187,631,430,120,168,511,413,452,329,1138,642,1553,700,1037,425,2430,771,840,516,825,539,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,230249,4810,8952,1646,4151,1113,10805,2025,12010,1664,18270,1961,31022,2796,32645,3265,49578,3664,28754,2659,34062,2773,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7900,1083,779,401,500,399,392,273,923,520,1568,593,1535,565,558,350,908,317,231,156,506,244,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445727,5795,42549,2963,22540,2548,42388,3161,39327,3706,49165,3638,69916,3923,49560,3413,61321,4233,31300,2328,37661,3449,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,62664,3234,4315,1155,2263,872,4722,1142,6634,1747,7034,1446,11440,1944,8770,2090,8711,1646,4320,1268,4455,1280,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,65153,2618,5517,1092,1908,766,3621,975,4085,904,7525,1410,13459,1997,8444,1452,10119,1582,4569,880,5906,1238,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19617,1416,2872,760,688,352,2057,533,1260,472,2710,681,4436,1052,1789,582,2347,836,421,239,1037,491,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47962,2645,5616,1266,2987,1164,4958,1282,4299,1034,5357,1163,6776,1347,6553,1387,5369,1220,3616,1017,2431,705,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,110510,2964,10851,1637,5425,1188,9618,1639,8845,1419,11648,1427,18276,2150,11780,1635,14343,1450,8129,1389,11595,1723,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,9726,1115,840,382,819,538,641,410,1154,497,1128,451,2205,697,1401,641,999,610,235,224,304,261,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19940,1891,1446,680,317,237,2993,1205,2146,876,3016,927,3289,916,2404,826,1691,822,915,602,1723,788,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28015,1903,1841,735,728,390,2512,779,2751,1077,2932,989,4642,1012,4785,1126,4031,1058,2463,1062,1330,504,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,308252,6136,21731,2558,8185,1674,22425,2832,23725,3248,33917,3742,56561,4560,42424,3655,51334,3975,23801,2631,24149,2992,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17887,1365,2073,682,605,342,1728,698,1537,603,1906,828,3442,763,2899,929,2286,692,716,300,695,349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,138501,4521,6868,1487,4103,1456,6550,1447,8465,1711,11818,1961,21737,2595,18240,2439,25615,2921,16820,2394,18285,2577,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,161587,4429,15672,2367,5552,1091,10854,1871,12281,1666,19077,2195,28724,2621,21028,2505,27393,2858,10712,1660,10294,1499,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3050,664,395,284,120,97,197,142,306,194,470,302,416,268,355,267,207,187,127,159,457,277,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,35406,1748,3262,873,1363,548,4627,1177,3326,835,4831,1130,6071,1128,4099,967,4344,1037,1357,656,2126,615,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3285,841,1307,542,396,306,247,232,337,296,261,226,394,310,90,104,35,59,145,242,73,129,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
