GEO_ID,C19037F_001E,C19037F_001M,C19037F_002E,C19037F_002M,C19037F_003E,C19037F_003M,C19037F_004E,C19037F_004M,C19037F_005E,C19037F_005M,C19037F_006E,C19037F_006M,C19037F_007E,C19037F_007M,C19037F_008E,C19037F_008M,C19037F_009E,C19037F_009M,C19037F_010E,C19037F_010M,C19037F_011E,C19037F_011M,C19037F_012E,C19037F_012M,C19037F_013E,C19037F_013M,C19037F_014E,C19037F_014M,C19037F_015E,C19037F_015M,C19037F_016E,C19037F_016M,C19037F_017E,C19037F_017M,C19037F_018E,C19037F_018M,C19037F_019E,C19037F_019M,C19037F_020E,C19037F_020M,C19037F_021E,C19037F_021M,C19037F_022E,C19037F_022M,C19037F_023E,C19037F_023M,C19037F_024E,C19037F_024M,C19037F_025E,C19037F_025M,C19037F_026E,C19037F_026M,C19037F_027E,C19037F_027M,C19037F_028E,C19037F_028M,C19037F_029E,C19037F_029M,C19037F_030E,C19037F_030M,C19037F_031E,C19037F_031M,C19037F_032E,C19037F_032M,C19037F_033E,C19037F_033M,C19037F_034E,C19037F_034M,C19037F_035E,C19037F_035M,C19037F_036E,C19037F_036M,C19037F_037E,C19037F_037M,C19037F_038E,C19037F_038M,C19037F_039E,C19037F_039M,C19037F_040E,C19037F_040M,C19037F_041E,C19037F_041M,C19037F_042E,C19037F_042M,C19037F_043E,C19037F_043M,C19037F_044E,C19037F_044M,C19037F_045E,C19037F_045M,NAME,C19037F_001MA,C19037F_001EA,C19037F_002EA,C19037F_002MA,C19037F_003EA,C19037F_003MA,C19037F_004MA,C19037F_004EA,C19037F_005EA,C19037F_005MA,C19037F_006MA,C19037F_006EA,C19037F_007EA,C19037F_007MA,C19037F_008EA,C19037F_008MA,C19037F_009EA,C19037F_009MA,C19037F_010MA,C19037F_010EA,C19037F_011MA,C19037F_011EA,C19037F_012MA,C19037F_012EA,C19037F_013EA,C19037F_013MA,C19037F_014EA,C19037F_014MA,C19037F_015MA,C19037F_015EA,C19037F_016EA,C19037F_016MA,C19037F_017MA,C19037F_017EA,C19037F_018EA,C19037F_018MA,C19037F_019EA,C19037F_019MA,C19037F_020EA,C19037F_020MA,C19037F_021MA,C19037F_021EA,C19037F_022MA,C19037F_022EA,C19037F_023MA,C19037F_023EA,C19037F_024EA,C19037F_024MA,C19037F_025EA,C19037F_025MA,C19037F_026MA,C19037F_026EA,C19037F_027EA,C19037F_027MA,C19037F_028MA,C19037F_028EA,C19037F_029EA,C19037F_029MA,C19037F_030MA,C19037F_030EA,C19037F_031EA,C19037F_031MA,C19037F_032MA,C19037F_032EA,C19037F_033EA,C19037F_033MA,C19037F_034MA,C19037F_034EA,C19037F_035MA,C19037F_035EA,C19037F_036EA,C19037F_036MA,C19037F_037MA,C19037F_037EA,C19037F_038EA,C19037F_038MA,C19037F_039MA,C19037F_039EA,C19037F_040EA,C19037F_040MA,C19037F_041EA,C19037F_041MA,C19037F_042EA,C19037F_042MA,C19037F_043MA,C19037F_043EA,C19037F_044EA,C19037F_044MA,C19037F_045MA,C19037F_045EA,state
0400000US13,65907,5437,4374,1480,1000,619,136,186,690,483,824,802,465,381,843,617,416,369,0,225,0,225,0,225,43546,4577,4315,1800,4722,1596,10152,2263,7541,1831,6645,1649,6337,1894,2163,937,1382,843,0,225,289,355,16388,2483,2985,1381,419,373,2681,1391,1930,846,2611,1064,2841,986,1603,885,1199,626,0,225,119,131,1599,827,129,153,318,463,162,193,496,419,348,282,87,166,0,225,0,225,59,102,0,225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,189323,6551,9451,1561,869,458,792,452,1300,549,1851,740,2542,751,935,589,781,655,354,345,27,44,0,189,108975,5606,6404,1792,4586,1111,15431,2089,19367,2674,19138,2240,23684,2993,11007,2080,7675,1731,1348,1109,335,334,58396,3319,4877,1253,3054,881,7125,1601,6340,1188,10052,1915,12650,1658,7276,1336,4680,999,1849,738,493,330,12501,1962,2353,887,796,531,2786,1186,1695,604,1442,578,1865,848,1103,755,391,218,30,50,40,82,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41301,2893,4114,1020,566,435,585,459,758,587,859,645,770,405,328,355,248,258,0,190,0,190,0,190,25748,2819,3446,1031,3069,1242,3108,1172,4277,1180,4565,1334,3933,1169,2251,1080,1021,503,78,101,0,190,10089,1749,1354,600,1235,696,1835,743,615,339,1727,804,1578,620,605,343,767,394,158,220,215,206,1350,542,71,94,457,353,310,252,39,78,214,280,177,174,0,190,82,99,0,190,0,190,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19428,1771,2330,875,859,472,291,274,0,168,22,37,570,523,403,387,107,177,78,125,0,168,0,168,9924,1519,606,351,931,433,1386,561,1971,669,1687,601,2123,707,795,374,425,320,0,168,0,168,5965,1054,301,218,261,232,898,404,855,412,986,504,881,400,1210,485,458,258,115,189,0,168,1209,510,157,144,229,301,159,141,147,133,218,200,157,160,63,71,79,137,0,168,0,168,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43597,3140,1385,547,73,80,27,45,0,204,158,205,252,215,595,408,149,154,82,138,49,84,0,204,28378,2850,818,602,761,579,3917,1285,3274,1169,5296,1377,7282,1858,3093,1016,2859,729,686,459,392,473,12545,1598,1072,624,794,471,1465,769,888,493,900,467,3259,881,1683,606,1239,488,615,405,630,464,1289,657,361,394,114,185,40,67,226,273,145,141,97,152,247,309,59,98,0,204,0,204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,88451,4059,6254,1273,1915,666,759,588,1199,612,679,432,687,389,743,414,272,263,0,204,0,204,0,204,47239,3069,6486,1650,5149,1420,7172,1529,6959,1685,5788,1184,8284,1631,3886,1157,2915,966,356,308,244,280,28124,2552,6075,1424,1159,521,4617,1183,2768,711,4048,1137,3998,1150,2848,821,1786,716,329,249,496,388,6834,1322,1995,630,887,372,1346,588,1187,625,370,232,553,381,273,305,127,158,96,158,0,204,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,29451,2475,1829,933,441,352,214,340,381,299,228,264,0,167,513,648,52,91,0,167,0,167,0,167,15484,1959,1939,1040,1169,656,2442,993,2048,684,3245,956,2384,849,1225,561,622,379,410,331,0,167,9848,1445,1103,421,586,335,1074,385,1520,646,1261,503,2269,587,934,423,895,331,163,156,43,70,2290,767,232,194,54,65,472,260,247,182,843,601,104,94,84,91,40,45,214,334,0,167,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,19461,1945,2082,847,231,227,50,49,352,378,625,385,159,144,462,441,203,230,0,143,0,143,0,143,12424,1684,910,487,755,471,2570,737,2289,1003,1757,734,2450,779,769,376,687,515,116,187,121,159,4651,1088,429,381,275,289,722,498,541,278,453,311,795,329,951,560,369,268,116,104,0,143,304,193,31,41,45,71,20,35,137,154,44,78,0,143,27,39,0,143,0,143,0,143,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
