GEO_ID,C19101D_001E,C19101D_001M,C19101D_002E,C19101D_002M,C19101D_003E,C19101D_003M,C19101D_004E,C19101D_004M,C19101D_005E,C19101D_005M,C19101D_006E,C19101D_006M,C19101D_007E,C19101D_007M,C19101D_008E,C19101D_008M,C19101D_009E,C19101D_009M,C19101D_010E,C19101D_010M,C19101D_011E,C19101D_011M,NAME,C19101D_001MA,C19101D_001EA,C19101D_002EA,C19101D_002MA,C19101D_003EA,C19101D_003MA,C19101D_004MA,C19101D_004EA,C19101D_005MA,C19101D_005EA,C19101D_006MA,C19101D_006EA,C19101D_007MA,C19101D_007EA,C19101D_008EA,C19101D_008MA,C19101D_009EA,C19101D_009MA,C19101D_010MA,C19101D_010EA,C19101D_011MA,C19101D_011EA,state
0400000US21,10100,1158,36,66,231,274,355,274,409,308,1147,506,1741,627,2049,841,1948,740,757,396,1427,559,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15284,1647,1075,589,353,314,1751,704,1133,604,1551,620,3680,1058,1797,631,1913,630,740,373,1291,563,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2292,600,132,169,42,65,114,154,213,164,100,96,531,339,114,105,542,347,440,399,64,83,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77407,2714,2244,812,1465,621,3258,756,3485,831,6813,1625,11596,1593,9300,1742,16621,1574,11964,1587,10661,1128,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,80263,2583,4313,1025,3014,780,6425,1215,4649,923,7794,1537,10770,1542,10593,1496,14976,1585,8604,1315,9125,1548,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54729,1773,2194,676,1309,434,2934,669,3389,804,4182,1051,10312,1557,8042,1333,10666,1584,5788,1079,5913,1026,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43250,1829,2542,738,1088,375,3182,849,3060,661,5983,1361,8426,1371,5460,1120,7085,1152,3424,813,3000,745,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5236,916,59,56,572,390,177,179,197,220,1548,724,790,346,974,442,327,294,235,302,357,258,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20073,1855,658,415,1212,495,1701,808,1519,548,1987,744,3366,922,2568,835,3893,940,1350,469,1819,645,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7325,903,504,482,132,163,556,340,1053,516,701,323,1734,615,1034,477,852,540,413,281,346,301,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45036,3421,1955,814,941,569,2567,1052,5271,1890,6570,1613,9965,2125,6411,1631,8295,2047,1283,698,1778,732,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7009,978,19,36,86,150,232,226,452,329,798,573,892,526,865,452,2047,753,811,513,807,532,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,189832,3940,4940,1377,2318,671,7471,1480,8847,1787,13966,1737,24417,2468,25938,2713,43810,3327,25679,2582,32446,2679,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,4696,825,166,193,396,378,271,237,409,405,753,374,845,501,528,347,811,332,137,132,380,200,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,324395,5884,18557,2073,16898,1998,32378,2755,29929,3135,38572,3035,49684,3038,36638,2935,46809,3171,24364,2184,30566,2797,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47144,2311,1306,618,1192,606,2544,801,4282,1532,6318,1419,8131,1494,7634,1922,7968,1627,3741,1184,4028,1237,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45800,2247,1049,549,952,534,1638,547,2592,776,5463,1317,9334,1872,6815,1351,8478,1443,4111,878,5368,1182,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,12896,999,647,352,212,202,885,353,1140,445,2081,586,3369,831,1390,448,1849,655,421,239,902,477,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34518,2056,2404,825,1942,880,3160,828,2955,851,3722,1042,4960,1082,5065,1252,4756,1144,3276,953,2278,687,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,79654,2718,4170,1191,2926,773,7003,1313,6457,1257,7972,1216,11653,1701,9982,1480,12276,1590,7495,1272,9720,1226,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7232,1079,472,325,783,535,466,399,795,407,720,322,1481,598,1105,593,969,563,137,145,304,261,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14712,1665,433,322,156,190,1988,1134,1596,796,2165,792,2498,863,2168,812,1433,733,645,468,1630,775,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21470,1617,780,585,425,291,1287,537,2267,962,1847,634,3775,820,3985,1039,3496,1065,2463,1062,1145,504,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,239027,5623,8633,1437,4834,1213,16265,2521,16898,2687,25538,3155,42203,3708,33754,3739,46122,3997,22472,2507,22308,2803,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,12911,1384,937,480,327,294,1178,589,1032,632,1455,652,2634,687,2045,707,1991,659,617,262,695,349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,107223,3664,2379,749,2188,886,4855,1239,6382,1430,9420,1760,15898,2414,13663,2303,21181,2677,14477,2268,16780,2350,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,114376,3671,6240,1531,3356,930,5557,1120,8458,1588,14726,1928,19335,2231,15949,2037,22122,2403,9934,1658,8699,1378,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1899,474,0,184,102,90,114,104,152,139,298,224,291,208,188,146,170,148,127,159,457,277,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26048,1625,1080,433,994,512,3281,979,2181,644,3263,683,4736,943,3153,834,3890,900,1357,656,2113,613,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
