GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001EA,B17010I_001MA,B17010I_002MA,B17010I_002EA,B17010I_003MA,B17010I_003EA,B17010I_004EA,B17010I_004MA,B17010I_005EA,B17010I_005MA,B17010I_006EA,B17010I_006MA,B17010I_007MA,B17010I_007EA,B17010I_008MA,B17010I_008EA,B17010I_009MA,B17010I_009EA,B17010I_010EA,B17010I_010MA,B17010I_011EA,B17010I_011MA,B17010I_012EA,B17010I_012MA,B17010I_013MA,B17010I_013EA,B17010I_014MA,B17010I_014EA,B17010I_015EA,B17010I_015MA,B17010I_016EA,B17010I_016MA,B17010I_017EA,B17010I_017MA,B17010I_018MA,B17010I_018EA,B17010I_019MA,B17010I_019EA,B17010I_020MA,B17010I_020EA,B17010I_021EA,B17010I_021MA,B17010I_022EA,B17010I_022MA,B17010I_023EA,B17010I_023MA,B17010I_024MA,B17010I_024EA,B17010I_025MA,B17010I_025EA,B17010I_026EA,B17010I_026MA,B17010I_027EA,B17010I_027MA,B17010I_028EA,B17010I_028MA,B17010I_029MA,B17010I_029EA,B17010I_030MA,B17010I_030EA,B17010I_031MA,B17010I_031EA,B17010I_032EA,B17010I_032MA,B17010I_033EA,B17010I_033MA,B17010I_034EA,B17010I_034MA,B17010I_035EA,B17010I_035MA,B17010I_036MA,B17010I_036EA,B17010I_037EA,B17010I_037MA,B17010I_038EA,B17010I_038MA,B17010I_039EA,B17010I_039MA,B17010I_040EA,B17010I_040MA,B17010I_041MA,B17010I_041EA,state
0400000US13,162792,6433,54029,6015,33642,4048,29668,3690,3890,1406,13363,2434,12415,2549,3974,1352,20387,3439,6500,1763,6042,1721,3016,1257,1693,940,1333,763,458,419,13887,2983,12992,2883,2145,797,5283,1815,5564,2016,895,591,108763,6427,76971,6176,55247,5416,9509,1984,16740,2738,28998,3971,21724,2821,31792,3990,14943,2984,9208,2250,1878,980,2222,928,5108,1703,5735,1908,16849,2831,11463,2657,1547,1075,2388,1260,7528,1980,5386,1539,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,21100,1609,3372,1013,754,598,666,581,0,187,516,568,150,166,88,99,2618,796,886,692,886,692,34,58,528,577,324,381,0,187,1732,564,1538,559,458,351,813,531,267,209,194,201,17728,1689,12688,1523,6734,1005,1413,487,2102,697,3219,840,5954,1221,5040,887,1216,493,789,418,31,55,166,221,592,377,427,294,3824,819,2600,667,615,411,361,256,1624,570,1224,481,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,33979,2241,9108,1653,4203,1031,3488,1011,473,416,1408,537,1607,701,715,375,4905,1234,648,435,623,429,162,236,170,193,291,260,25,42,4257,1144,4076,1118,1286,826,1413,581,1377,726,181,239,24871,2116,18688,1880,12583,1714,2167,753,4191,1304,6225,1147,6105,1106,6183,1364,2551,1102,2193,1008,558,502,523,445,1112,741,358,321,3632,964,2100,760,355,405,676,426,1069,446,1532,670,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,411459,7000,83365,4883,40954,3046,36141,2975,2878,951,16999,2128,16264,1760,4813,1179,42411,3499,7798,1719,7149,1669,1604,770,2697,838,2848,1067,649,360,34613,3159,31875,2944,5491,1530,11573,1961,14811,2112,2738,977,328094,7206,228332,6610,152747,6160,19746,2440,45083,3939,87918,4503,75585,3963,99762,5027,42305,2943,25713,2467,6523,1396,6221,1328,12969,2070,16592,2145,57457,3906,39458,3912,7426,1609,7326,1751,24706,3016,17999,2202,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,75664,2677,23559,2197,9813,1720,7638,1538,588,546,4004,1245,3046,812,2175,984,13746,2044,3394,1023,3278,1031,547,417,2148,796,583,522,116,173,10352,1747,9640,1703,2123,922,3570,931,3947,1167,712,361,52105,2870,37499,2686,24727,2453,4321,1249,8294,1430,12112,1856,12772,1864,14606,1991,6670,1299,4045,981,1447,676,869,411,1729,757,2625,1027,7936,1563,6018,1493,952,540,1142,593,3924,1303,1918,567,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29428,1729,8202,1355,3300,834,3180,829,197,211,1878,591,1105,557,120,110,4902,1032,999,418,920,420,501,374,151,158,268,193,79,88,3903,1021,3832,1001,543,338,1612,607,1677,676,71,116,21226,1794,14667,1803,9610,1492,1931,691,3287,863,4392,928,5057,1046,6559,1129,2649,807,1764,659,458,306,414,365,892,491,885,598,3910,883,2988,806,733,431,916,518,1339,530,922,426,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60230,2363,14519,1861,6041,1239,5571,1191,695,341,2906,955,1970,654,470,312,8478,1541,1882,709,1634,731,603,458,559,375,472,487,248,269,6596,1341,6196,1361,911,538,2793,865,2492,873,400,342,45711,2555,31100,2540,21387,2250,2922,905,5501,1040,12964,1757,9713,1562,14611,1665,6621,1240,3681,992,1032,471,762,544,1887,727,2940,912,7990,1220,6063,1169,691,575,1073,566,4299,1074,1927,568,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22419,1847,6630,1252,2855,802,2568,772,615,410,680,354,1273,670,287,262,3775,1068,1013,456,1013,456,177,131,310,264,526,418,0,189,2762,950,2563,937,440,319,673,451,1450,782,199,217,15789,1699,10976,1421,6833,1242,1745,732,1516,599,3572,1099,4143,1002,4813,1193,2201,819,1267,632,567,515,163,229,537,353,934,616,2612,892,1686,790,71,75,727,659,888,493,926,463,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36886,2526,6211,1307,2545,912,1650,837,654,512,649,480,347,325,895,526,3666,887,659,432,489,367,217,244,272,274,0,198,170,269,3007,811,2817,789,301,255,822,475,1694,741,190,258,30675,2488,22587,2202,13216,2175,2567,795,4358,1446,6291,1502,9371,1376,8088,1469,3083,1059,1989,978,1217,759,311,402,461,271,1094,443,5005,965,3469,933,838,436,732,495,1899,718,1536,612,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,93303,3459,12187,2259,4717,1431,3733,1300,221,229,2488,1255,1024,607,984,622,7470,1782,2035,903,1855,883,1104,702,201,226,550,510,180,184,5435,1669,5129,1581,297,334,2679,1262,2153,952,306,285,81116,3704,52461,3032,36398,2840,7499,1676,8480,1557,20419,2466,16063,2052,28655,2844,12718,2147,8494,1894,2432,1022,2096,929,3966,1358,4224,1166,15937,2389,11236,1986,2265,929,2130,800,6841,1549,4701,1282,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,143522,4360,39922,3616,7940,1357,5767,1198,903,546,2400,933,2464,817,2173,696,31982,3090,2673,810,2236,746,891,472,521,329,824,494,437,371,29309,2920,27141,2934,5160,1113,8300,1539,13681,2197,2168,735,103600,4046,55108,3472,32454,2642,6449,1258,8312,1311,17693,1958,22654,2292,48492,3092,10335,1508,5183,1302,1574,744,1374,638,2235,873,5152,1061,38157,2617,25568,2471,4530,1239,4505,1242,16533,2125,12589,2079,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,85765,2954,22679,2207,8511,1490,7463,1433,720,335,3815,1297,2928,889,1048,603,14168,1865,2358,701,2096,671,611,303,622,463,863,460,262,196,11810,1733,10607,1709,2379,820,3961,1120,4267,1031,1203,545,63086,2726,43143,2334,25390,1968,3318,717,7909,1422,14163,1469,17753,1561,19943,2056,6928,1331,3866,1099,1044,629,549,354,2273,760,3062,883,13015,1644,9436,1442,2121,770,1669,706,5646,1223,3579,939,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47965,2404,10951,1568,4843,1243,4372,1202,670,350,1948,847,1754,834,471,271,6108,1082,1582,499,1358,446,277,248,496,346,585,344,224,249,4526,1067,4509,1063,1582,609,1771,689,1156,544,17,28,37014,2416,21883,2009,15941,1801,3611,974,3838,851,8492,1394,5942,1060,15131,1980,6438,1331,3874,1113,1098,604,828,551,1948,848,2564,778,8693,1615,6000,1353,1602,821,798,344,3600,955,2693,909,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,14449,1816,5152,1424,3072,1252,2392,1100,479,428,661,413,1252,846,680,588,2080,771,671,525,392,404,0,206,392,404,0,206,279,301,1409,675,1243,657,69,118,445,392,729,468,166,237,9297,1498,7259,1338,4859,1172,1249,644,1281,562,2329,913,2400,757,2038,651,1319,487,489,462,46,84,35,78,408,439,830,301,719,464,502,443,0,206,285,378,217,229,217,161,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,39092,2307,10108,1830,5014,1283,4378,1101,872,606,2103,902,1403,589,636,448,5094,1403,1669,860,1323,828,234,238,351,458,738,622,346,242,3425,926,3368,929,662,378,1227,553,1479,565,57,95,28984,2052,21238,1657,12863,1185,3324,1167,3416,1056,6123,1027,8375,1222,7746,1461,3192,789,2161,669,932,499,177,196,1052,429,1031,516,4554,1092,3485,1031,613,322,613,375,2259,839,1069,421,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36488,2221,9178,1539,4144,1193,3993,1186,734,481,1535,652,1724,689,151,121,5034,1292,646,547,553,544,74,117,374,475,105,121,93,111,4388,1169,4197,1178,967,724,1577,688,1653,751,191,160,27310,2110,18346,1869,12886,1700,1719,709,4812,1312,6355,1171,5460,983,8964,1509,4480,1150,3300,1048,856,476,558,452,1886,847,1180,526,4484,1017,3724,952,1307,685,555,395,1862,707,760,369,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
