GEO_ID,B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,NAME,B14007D_001EA,B14007D_001MA,B14007D_002MA,B14007D_002EA,B14007D_003EA,B14007D_003MA,B14007D_004MA,B14007D_004EA,B14007D_005EA,B14007D_005MA,B14007D_006EA,B14007D_006MA,B14007D_007EA,B14007D_007MA,B14007D_008EA,B14007D_008MA,B14007D_009EA,B14007D_009MA,B14007D_010MA,B14007D_010EA,B14007D_011MA,B14007D_011EA,B14007D_012EA,B14007D_012MA,B14007D_013EA,B14007D_013MA,B14007D_014EA,B14007D_014MA,B14007D_015MA,B14007D_015EA,B14007D_016MA,B14007D_016EA,B14007D_017EA,B14007D_017MA,B14007D_018EA,B14007D_018MA,B14007D_019EA,B14007D_019MA,state
0400000US13,310901,7088,105096,4472,6838,1874,4103,1355,3444,924,4095,1298,4546,1163,4796,1205,4635,1252,4630,1412,5840,1794,3730,1219,4662,1163,3397,1293,4710,1155,3754,1220,30314,2763,11602,2338,205805,6324,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,512739,9241,96532,4920,4354,922,3005,658,4522,857,3865,970,4193,938,3987,994,4877,1086,3725,777,5362,1260,4306,851,6509,1235,6986,1570,4211,949,5735,1020,24994,2375,5901,1272,416207,7563,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19874,2331,5906,1218,179,172,473,319,104,139,164,161,349,380,438,312,181,312,254,210,28,61,104,106,294,295,152,134,274,274,222,164,1375,480,1315,805,13968,2043,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,577718,6032,182575,5332,13265,1555,7760,1543,8768,1627,7535,1567,7401,1508,8210,1663,6187,1308,7927,1360,7037,1387,6394,1152,6735,1440,7461,1366,6934,1116,6154,1185,46754,3233,28053,3116,395143,4980,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,99149,4066,41290,2394,2797,821,2222,821,1271,451,1533,708,1216,636,1412,585,930,456,1675,678,1246,584,1182,581,1690,671,1135,446,1083,622,998,584,13519,1578,7381,1570,57859,3156,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54096,2453,21967,2032,1123,494,782,344,899,490,616,255,293,268,1377,503,287,213,875,460,641,312,668,306,534,314,513,257,591,289,596,276,8864,1294,3308,836,32129,2432,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,64000,2780,22752,1821,1018,532,1171,498,986,468,1036,380,1070,459,678,285,964,384,802,256,1231,560,728,446,621,349,791,362,817,373,206,166,6641,1186,3992,832,41248,2085,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,48475,2797,18501,1977,927,361,872,559,1022,554,810,408,1455,773,858,439,348,225,962,419,644,396,955,543,414,316,1032,583,720,421,1419,646,4015,981,2048,777,29974,2205,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,69506,2397,22823,1844,1591,557,808,520,1045,528,1189,483,524,327,1288,526,1753,585,763,406,513,310,628,384,617,331,767,463,790,407,1063,524,5620,1326,3864,1038,46683,2657,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13340,1834,4531,1211,13,25,210,217,489,297,110,112,35,54,381,303,399,273,120,178,251,188,247,175,300,238,190,126,72,71,561,450,1047,429,106,154,8809,1124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,316946,4426,98877,3536,5834,1024,4018,943,4137,1020,4492,1105,2872,815,3719,892,4295,920,4055,1030,4748,1219,3780,834,3751,805,3725,762,4591,815,4184,942,28127,2494,12549,1759,218069,3735,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,352193,4935,123270,5394,7244,1401,4948,1078,4819,1142,4055,908,3797,919,5279,1108,4448,1206,4944,1058,4548,947,3758,833,4306,886,5713,884,4492,1135,4330,1089,35030,2807,21559,2953,228923,4972,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,233321,4797,87647,3726,4232,1008,3752,874,3030,849,3917,841,3927,827,3568,908,3538,1059,3335,800,3791,935,3331,730,3754,923,3501,784,2963,738,3105,775,24911,2391,12992,1985,145674,2768,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,206213,3568,81741,3477,3669,977,5307,1093,3634,852,3441,856,3724,722,3401,666,3146,748,3001,762,3923,807,3778,853,3315,863,4625,883,3482,681,3363,691,24161,2124,5771,1139,124472,2618,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26438,3192,8664,1196,0,206,651,537,1324,715,445,333,284,263,548,281,616,276,417,310,478,356,132,136,387,299,218,209,307,193,155,178,1632,580,1070,498,17774,2611,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,93128,2970,33926,2418,1593,728,1366,543,2248,812,859,533,866,396,822,430,1888,664,808,412,1750,643,985,559,1324,600,1430,609,823,323,950,422,10617,1532,5597,1287,59202,2709,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33465,1764,11930,1360,467,316,233,255,380,250,400,313,479,312,370,225,675,423,809,422,359,312,518,292,722,385,602,384,158,148,550,432,3892,664,1316,463,21535,1350,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,188897,5520,46811,4578,1544,774,2119,1136,2126,1051,1590,858,2960,1197,2573,1238,1679,932,1617,789,3525,1149,1951,834,1434,724,2496,948,1757,834,2404,1069,13134,2753,3902,1608,142086,4452,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27964,1958,9982,1351,1015,464,378,339,183,251,538,334,541,412,280,302,233,234,676,393,482,333,75,94,498,432,244,208,397,299,409,259,1974,622,2059,623,17982,1332,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,719070,6765,207119,5245,15595,1788,12422,1895,9603,1473,11518,1809,10214,1667,8907,1476,11074,1921,10368,1683,9504,1342,8066,1544,8694,1213,9534,1197,8253,1059,9233,1570,44516,2783,19618,2870,511951,4990,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24547,1676,8526,1284,108,179,78,109,187,256,296,171,447,336,238,168,290,265,347,281,567,389,574,318,88,138,265,250,115,146,356,347,2835,826,1735,829,16021,1372,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1402106,9451,406195,7613,20816,2159,17806,2073,14744,1563,15726,1929,16814,1978,14991,1789,14425,1851,15759,1651,15943,1896,17284,1990,17594,2147,17164,1686,17956,1657,18176,1682,120491,5306,50506,4235,995911,7927,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,204142,5507,71193,4447,4065,1193,2859,956,2805,884,4159,1338,3125,936,2494,994,4074,1081,3231,1118,2448,894,3812,1414,2538,868,3392,1094,2740,900,3456,1044,16945,2119,9050,1989,132949,4578,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,187557,4691,66813,3808,4465,984,2469,803,3415,864,3157,959,2455,724,2837,617,2106,705,1988,620,1706,558,2592,568,2031,729,2050,715,3018,826,2913,974,16287,2035,13324,2090,120744,3644,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63355,2784,19469,1944,1177,447,1155,475,782,391,1131,524,613,325,516,272,881,451,500,254,562,429,685,447,574,297,899,382,787,389,571,285,5045,1049,3591,734,43886,2404,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,147926,4383,50028,3621,2940,781,1768,765,2196,915,2110,771,1309,589,2137,620,2171,747,2364,892,3548,1051,1463,583,1505,650,1758,536,1685,584,1502,540,17143,2354,4429,1190,97898,3618,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,346185,4134,117053,4618,7304,1039,4484,1022,4862,1057,4121,923,4732,1214,3904,873,5051,911,4309,936,5059,1120,4787,1092,4279,818,4248,833,4202,813,4393,1053,37261,2804,14057,2031,229132,3755,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32036,1439,11783,1222,281,210,379,232,396,376,330,306,433,291,225,247,551,309,751,468,501,282,237,229,757,362,210,238,539,495,654,320,3791,923,1748,855,20253,1399,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,60902,2745,19693,2000,1221,691,842,463,643,481,661,650,192,184,719,405,786,450,1788,652,526,332,669,505,210,223,1083,676,1002,1078,760,536,5753,1269,2838,818,41209,2677,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,88819,3843,26960,2207,1533,535,817,379,1892,777,1688,683,1087,415,1526,627,2162,737,988,450,545,297,775,420,1153,518,1721,733,1008,399,1964,955,5349,945,2752,842,61859,3151,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,959489,10290,318568,8164,20378,2904,14214,2687,13930,2588,14238,2164,15008,2408,13373,2138,15097,2486,13290,1923,14527,2483,11656,2115,12652,2113,13293,2071,11219,1524,13815,2242,81566,5282,40312,4075,640921,7868,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,54218,2736,17738,2079,911,502,624,378,660,475,912,453,1115,472,575,332,351,254,765,449,331,238,976,549,712,370,329,211,765,321,817,306,5604,1094,2291,824,36480,2069,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,436090,8211,132367,4879,7745,1464,5666,1288,6535,1538,6002,1532,5276,1218,6279,1572,5561,1363,4878,1366,8005,1675,4472,1284,6274,1730,5063,1227,5662,1367,6438,1297,33428,3382,15083,2434,303723,6308,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,485475,7355,137306,5556,6884,1417,5449,1242,4535,1212,8222,1530,6044,1387,6329,1479,4826,1161,7752,1669,5232,1179,5050,1082,6099,1361,6404,1042,5628,1373,5965,1148,42929,3076,9958,1735,348169,5770,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,125584,3108,53929,2731,1758,570,3098,831,2812,690,2170,598,2211,541,2701,692,1695,470,3059,859,2434,728,2133,713,2994,743,2004,534,2131,749,1759,666,14496,1463,6474,1216,71655,2514,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
