GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001EA,B10051B_001MA,B10051B_002EA,B10051B_002MA,B10051B_003EA,B10051B_003MA,B10051B_004MA,B10051B_004EA,B10051B_005EA,B10051B_005MA,B10051B_006MA,B10051B_006EA,B10051B_007EA,B10051B_007MA,state
0400000US25,11649,2167,4968,1422,3060,1006,1908,841,6681,1500,2472,1005,4209,1181,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,38666,3099,18426,2285,11678,1875,6748,1086,20240,2146,10775,1762,9465,1425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,6843,1460,4154,1246,3443,1207,711,327,2689,997,1219,618,1470,694,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40965,3836,23273,2904,16874,2466,6399,1427,17692,2009,10786,1658,6906,1352,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18003,2598,8457,1457,5746,1234,2711,709,9546,2214,5812,1837,3734,1147,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1539,630,976,530,644,453,332,243,563,375,286,220,277,305,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,5410,1851,2472,1019,1185,653,1287,776,2938,1481,1726,1297,1212,746,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,33758,3042,10362,1630,6282,1350,4080,958,23396,2826,10457,1614,12939,1998,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1139,556,856,542,327,372,529,425,283,214,275,210,8,18,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,109976,5259,38557,3583,26623,3401,11934,1845,71419,3812,29123,2850,42296,3383,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,68824,4767,37230,3559,24644,3524,12586,1759,31594,4120,18490,3034,13104,2218,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37327,3461,22540,2570,15461,2154,7079,1355,14787,2193,7113,1492,7674,1425,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8724,1792,4628,1068,2867,864,1761,614,4096,1239,2194,948,1902,791,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1329,569,787,536,510,498,277,233,542,271,345,235,197,148,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43312,3690,18905,2308,12681,1791,6224,1363,24407,3138,13163,2476,11244,2291,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1575,648,326,310,214,207,112,142,1249,567,763,455,486,349,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,46653,4077,22554,2844,15072,2495,7482,1440,24099,2760,14140,2537,9959,2047,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31489,3384,15263,2272,10508,1897,4755,1166,16226,2471,10107,1633,6119,1609,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,104076,7289,56737,5611,39710,4742,17027,2418,47339,4924,24409,3263,22930,3388,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,55250,4172,24654,3123,16206,2504,8448,1663,30596,3317,15015,2195,15581,2115,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5077,1445,2767,968,1306,582,1461,737,2310,944,826,605,1484,665,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1168,509,444,249,307,224,137,141,724,449,246,215,478,434,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,8830,1528,4446,1355,3285,1156,1161,528,4384,1016,2437,686,1947,698,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,11885,1502,6666,1247,4248,1053,2418,771,5219,1082,2714,818,2505,723,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
