GEO_ID,B16005C_001E,B16005C_001M,B16005C_002E,B16005C_002M,B16005C_003E,B16005C_003M,B16005C_004E,B16005C_004M,B16005C_005E,B16005C_005M,B16005C_006E,B16005C_006M,B16005C_007E,B16005C_007M,B16005C_008E,B16005C_008M,B16005C_009E,B16005C_009M,B16005C_010E,B16005C_010M,B16005C_011E,B16005C_011M,NAME,B16005C_001EA,B16005C_001MA,B16005C_002MA,B16005C_002EA,B16005C_003MA,B16005C_003EA,B16005C_004MA,B16005C_004EA,B16005C_005MA,B16005C_005EA,B16005C_006EA,B16005C_006MA,B16005C_007EA,B16005C_007MA,B16005C_008EA,B16005C_008MA,B16005C_009MA,B16005C_009EA,B16005C_010MA,B16005C_010EA,B16005C_011MA,B16005C_011EA,state
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,18857,3271,13056,2266,8848,1738,4208,1424,3299,1177,909,496,5801,2222,871,493,4930,2110,1205,753,3725,1961,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,175186,4258,174039,4144,69292,4637,104747,4608,87076,4873,17671,1976,1147,734,110,152,1037,753,430,488,607,491,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,62879,4245,51411,3405,39453,2533,11958,2291,9425,1929,2533,901,11468,2280,4059,1013,7409,2015,2385,1119,5024,1743,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,104312,3728,101560,3608,97240,3402,4320,1456,3514,1362,806,552,2752,1133,522,516,2230,968,1043,678,1187,693,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,18883,1939,18205,1889,16088,1756,2117,724,1774,712,343,171,678,369,119,110,559,335,233,188,326,279,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,238333,7214,236766,7007,223064,6768,13702,1646,12063,1574,1639,418,1567,1045,482,654,1085,860,215,223,870,727,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47675,3953,45719,3500,39613,3343,6106,2348,5768,2271,338,318,1956,1136,295,300,1661,1050,392,297,1269,879,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,16087,1949,14490,1814,12158,1662,2332,764,1718,652,614,504,1597,566,962,498,635,332,341,258,294,185,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,63631,2278,63428,2184,52496,2187,10932,1672,10093,1657,839,436,203,292,0,155,203,292,0,155,203,292,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17312,3067,13716,2234,12518,2074,1198,653,964,539,234,272,3596,1638,185,190,3411,1605,1305,925,2106,1337,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,120274,10691,105452,10257,74977,9307,30475,4250,24581,3986,5894,1649,14822,2858,1556,874,13266,2803,4003,1352,9263,2013,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28102,2886,27686,2826,17972,2759,9714,1472,8394,1189,1320,648,416,294,0,192,416,294,295,229,121,159,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,23840,3218,20613,2308,17464,2239,3149,1090,2660,1035,489,317,3227,2002,672,423,2555,1944,382,499,2173,1784,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,84800,4621,83374,4570,75674,3894,7700,1883,5897,1507,1803,810,1426,478,640,296,786,460,218,195,568,408,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,44442,2392,43879,2306,39062,2281,4817,1257,3793,772,1024,880,563,387,368,342,195,151,141,122,54,89,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8015,1979,7000,1877,246,291,6754,1857,931,617,5823,1677,1015,561,0,210,1015,561,103,169,912,505,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
