GEO_ID,B17020B_001E,B17020B_001M,B17020B_002E,B17020B_002M,B17020B_003E,B17020B_003M,B17020B_004E,B17020B_004M,B17020B_005E,B17020B_005M,B17020B_006E,B17020B_006M,B17020B_007E,B17020B_007M,B17020B_008E,B17020B_008M,B17020B_009E,B17020B_009M,B17020B_010E,B17020B_010M,B17020B_011E,B17020B_011M,B17020B_012E,B17020B_012M,B17020B_013E,B17020B_013M,B17020B_014E,B17020B_014M,B17020B_015E,B17020B_015M,B17020B_016E,B17020B_016M,B17020B_017E,B17020B_017M,NAME,B17020B_001MA,B17020B_001EA,B17020B_002EA,B17020B_002MA,B17020B_003EA,B17020B_003MA,B17020B_004EA,B17020B_004MA,B17020B_005MA,B17020B_005EA,B17020B_006MA,B17020B_006EA,B17020B_007MA,B17020B_007EA,B17020B_008EA,B17020B_008MA,B17020B_009EA,B17020B_009MA,B17020B_010EA,B17020B_010MA,B17020B_011MA,B17020B_011EA,B17020B_012MA,B17020B_012EA,B17020B_013EA,B17020B_013MA,B17020B_014EA,B17020B_014MA,B17020B_015EA,B17020B_015MA,B17020B_016MA,B17020B_016EA,B17020B_017MA,B17020B_017EA,state
0400000US22,1406080,6357,487758,14843,61634,3818,13579,2173,62193,4460,62137,4158,258657,9010,16331,1632,13227,1278,918322,15184,53891,3675,12210,2420,70177,4579,77681,3700,610299,9422,59511,2183,34553,1891,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12586,1373,6064,1577,934,545,249,274,705,458,720,347,3271,861,54,93,131,209,6522,1512,819,479,196,244,555,309,757,350,3828,1019,244,189,123,192,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1676287,7805,255138,12876,29031,3367,5093,1342,29793,3817,27360,3624,145626,7285,11336,1603,6899,1318,1421149,14504,86227,3879,21737,2811,104395,4907,126510,5364,946345,8257,83786,2079,52149,1900,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,433614,7941,94735,7514,9188,1747,1513,727,12612,2384,9890,1905,53444,4062,5418,1258,2670,672,338879,9102,22141,2158,4286,1293,30106,2899,29846,2490,225203,5626,17041,1503,10256,1165,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1338801,7462,486511,15362,59055,3236,10476,1821,56130,3818,57557,4509,279709,9491,13455,1518,10129,1075,852290,15177,37843,2860,8476,1465,60776,4029,76073,4059,560213,10199,62522,2151,46387,1462,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,266936,6430,98907,7866,12648,1926,3081,836,13584,2063,12250,2080,53646,4297,2235,646,1463,369,168029,7639,14107,1979,2847,772,18367,2326,13889,1972,112678,4647,4462,655,1679,459,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1072620,5750,392005,16321,49122,3627,9108,1788,54681,3928,48318,3761,206857,9465,14637,2117,9282,1470,680615,15196,40634,3185,7701,1725,49148,4427,66538,4152,450124,9173,39174,2728,27296,1641,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,655850,6665,198035,10999,23929,2939,4094,1065,24681,2879,23792,3120,111613,6273,5154,1014,4772,847,457815,10405,25241,2779,5596,1152,36098,3337,40118,3133,300334,6169,30216,1255,20212,1365,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,79021,3637,23468,3654,3351,1013,864,488,2730,859,3106,966,12591,2093,406,240,420,207,55553,4112,2944,898,1098,624,5733,1313,5152,1212,35778,2625,2981,367,1867,314,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,213849,5179,54509,7512,6772,1699,969,452,4752,1408,8046,2155,30144,4592,2297,955,1529,641,159340,8826,8600,2313,2273,1528,13029,2453,12331,2974,106670,4833,10541,953,5896,939,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,13184,1342,3107,1456,566,417,47,81,369,349,614,379,1511,804,0,184,0,184,10077,1624,393,395,99,167,772,576,1072,544,7027,989,508,306,206,163,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1131412,11773,225834,12488,25715,2618,5476,1243,27100,3158,25674,3029,125384,6979,8980,1648,7505,1222,905578,16512,50029,3450,9124,1488,72756,4152,82561,3701,594179,9408,60020,1635,36909,1526,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41068,4075,10036,2411,1238,801,96,92,1169,626,965,513,5577,1597,653,363,338,259,31032,3874,2176,800,281,235,3744,2256,2748,977,19374,2157,1767,790,942,435,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2923839,16621,709950,22407,70625,5373,13778,2281,80563,5828,83755,5099,404793,12828,32038,2904,24398,1907,2213889,23804,121405,4903,26690,2389,152958,7220,181203,6390,1480194,15071,151962,3392,99477,2901,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2012899,11985,564059,20985,68953,5463,12537,2099,69599,5899,66784,5653,306099,10748,20216,2440,19871,1995,1448840,19947,76321,5198,15891,2955,110008,7185,124617,6056,968887,11977,97241,3747,55875,2790,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1330103,10846,463914,14559,59232,3729,13358,1794,61148,3871,54874,4172,251966,8002,13527,1712,9809,1396,866189,15676,40398,3753,8455,1537,61869,4499,74240,4059,572389,9203,61551,1909,47287,1786,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,257725,4415,86850,6354,11354,1933,3084,1068,10441,1823,8988,1242,47564,4026,3202,756,2217,530,170875,7304,10227,1848,2377,755,12996,1936,16133,2005,113168,4551,9775,995,6199,660,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,66581,2946,19771,3221,2113,783,628,393,2426,761,2949,1139,11036,1829,306,203,313,195,46810,3432,3797,1271,614,421,3300,862,4128,1247,31008,2371,2647,509,1316,348,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1290673,11823,392487,19469,41674,3597,8077,1328,48030,4590,46616,4764,225211,10667,12545,1713,10334,1601,898186,18308,52283,3321,10380,1752,64900,4918,81790,4871,581693,10754,61902,2252,45238,1944,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,59228,3771,17284,4095,2230,832,293,266,2406,1003,2167,1060,9669,2203,382,280,137,138,41944,3824,3417,866,852,558,3690,942,3189,887,28101,2423,1374,454,1321,477,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1251982,7032,389149,16289,51092,4115,8176,1527,46841,3469,45154,3610,207783,10440,16162,2007,13941,1747,862833,18237,46076,4072,12799,2623,62069,4639,68531,4553,576769,11516,61609,2223,34980,2516,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8734,1151,3891,1437,816,401,81,98,904,607,75,82,1921,668,0,155,94,164,4843,1592,588,445,156,200,663,408,454,297,2906,801,76,110,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1025480,7257,318460,16302,42399,3842,5785,1359,41676,3996,36178,3802,174837,10091,10003,1719,7582,1262,707020,16423,35774,3842,8750,2063,56771,4311,61863,4717,477925,9953,38793,2209,27144,1868,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2874545,16173,722084,23105,88833,5287,18212,2726,95024,6003,79256,6648,392627,12420,28571,2909,19561,2185,2152461,21395,135793,5711,29293,3227,181874,9575,196613,8458,1432326,13294,106356,3781,70206,2765,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30498,3848,5916,2520,634,469,273,270,1154,814,497,601,3358,1162,0,192,0,192,24582,4069,3071,968,589,435,3409,1009,3575,1262,13457,2242,262,301,219,175,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1504624,11162,286593,12651,36773,3547,8294,1627,35172,4038,29519,3516,156307,7434,10497,1527,10031,1416,1218031,16724,71136,4253,13303,2357,91271,5610,109167,5560,808164,10483,74659,2663,50331,2171,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,229018,6430,60114,6529,7441,1909,487,367,7074,1986,5338,1547,35951,3761,2682,983,1141,601,168904,7593,11223,1987,1164,710,13296,2512,14348,1896,117001,4953,7011,922,4861,737,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,48463,2781,16849,2954,1670,736,128,121,1552,589,1940,632,10776,1949,440,305,343,303,31614,2834,1190,644,53,70,1927,740,2436,829,19977,2124,3111,892,2920,792,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,334058,4834,130896,7875,16979,1779,3207,927,18204,2198,17744,2324,70915,4995,2553,565,1294,460,203162,7747,12044,1582,2353,900,21795,2294,22084,2540,128154,4927,10436,723,6296,670,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,286260,12014,136209,9418,9223,1814,2240,695,13642,2284,14145,2158,81615,6172,8566,1422,6778,1084,150051,8201,5526,1091,894,478,7305,1628,10471,1670,102574,5764,14018,1638,9263,1571,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
