GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001MA,B19001B_001EA,B19001B_002MA,B19001B_002EA,B19001B_003EA,B19001B_003MA,B19001B_004EA,B19001B_004MA,B19001B_005EA,B19001B_005MA,B19001B_006MA,B19001B_006EA,B19001B_007MA,B19001B_007EA,B19001B_008EA,B19001B_008MA,B19001B_009MA,B19001B_009EA,B19001B_010EA,B19001B_010MA,B19001B_011MA,B19001B_011EA,B19001B_012MA,B19001B_012EA,B19001B_013MA,B19001B_013EA,B19001B_014EA,B19001B_014MA,B19001B_015EA,B19001B_015MA,B19001B_016MA,B19001B_016EA,B19001B_017MA,B19001B_017EA,state
0400000US13,1043939,10500,162092,6349,82390,4961,77485,5292,75638,5623,66205,4810,66755,4914,57711,4569,54292,4651,49356,4337,83457,6084,85181,5413,82368,5520,47876,4240,23697,3065,19175,2891,10261,2257,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,9127,1197,440,409,125,126,0,187,130,103,358,337,735,602,322,276,1739,847,266,312,1147,584,898,550,1281,691,885,547,397,328,292,264,112,121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,655841,7631,115460,5237,54133,3318,54283,3652,45985,3339,36769,2573,37661,2792,32319,2955,29155,2771,25731,2360,52784,4096,52902,4335,51507,2906,27299,2545,17269,2584,14165,2035,8419,1508,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,215432,4450,42514,2969,20407,2298,18964,2303,18005,2388,11413,1763,13719,1700,12368,2092,9178,1785,7530,1510,14511,2194,13442,1897,18046,2262,6750,1234,4192,1353,2404,804,1989,659,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28277,1949,5847,1364,2837,824,2600,809,2234,801,2007,747,1811,702,1059,533,1503,598,1150,545,1575,569,2010,674,1545,532,1441,632,181,171,379,339,98,108,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,63023,2891,9758,1455,5114,1061,6190,1205,3596,971,4936,1202,4064,950,3000,910,2978,933,3023,990,5062,1039,5436,1224,4503,1119,2473,1030,1204,641,842,444,844,428,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,129346,3994,25673,2744,14069,2053,9440,1652,10195,1538,9086,1346,8316,1643,7636,1627,4132,1015,6937,1453,7848,1484,8575,1664,7630,1137,4460,1237,2291,710,1706,640,1352,669,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,507050,6621,101248,4784,56244,3392,52779,3280,36373,3016,35532,3290,32247,2278,24139,2112,21667,2377,19432,2442,27897,2926,32379,3059,34779,3043,16382,2291,6767,1447,5618,1481,3567,980,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,623114,6922,55685,4329,30562,2698,26811,2987,26134,2902,24868,2609,34380,3557,25777,2859,31321,3175,24242,2474,53908,3516,63043,4290,83361,4183,53817,3662,34176,3287,32129,3251,22900,2939,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,155541,4023,21683,2596,11618,1919,8950,1659,8451,1480,8730,1451,9203,1456,7544,1524,8548,1593,6971,1358,11721,2021,13368,1865,17215,2052,9014,1613,5788,1409,4769,1140,1968,703,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,504116,6162,100348,4398,51187,3502,45226,3496,38012,2740,30884,2522,31740,2625,27258,3030,24098,2436,19540,1951,32345,2824,33790,2994,31628,2439,18113,2193,7806,1290,6925,1238,5216,1068,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,92723,3254,17242,2145,7580,1434,9153,1495,6695,1487,6440,1451,5496,1135,3585,994,5327,1175,3443,962,6149,1231,6660,1295,7109,1541,4013,935,1069,517,1973,675,789,318,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,376349,5914,74897,4861,41925,3127,39898,3413,32277,2944,26926,2852,24468,2887,22293,2272,16077,2007,15750,2446,21677,2581,22869,2605,21868,2622,7206,1431,3622,1122,3024,1093,1572,557,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,258360,4112,45780,3099,22433,2661,21283,2191,19388,2085,18047,2297,14690,1750,14435,2128,14794,1976,10926,1747,18498,2414,20313,2268,21177,2240,7078,1344,3908,1086,3457,833,2153,725,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31457,1980,5373,1086,3577,990,2128,723,3478,877,2272,773,2735,823,1021,391,1258,462,771,392,2500,833,2118,649,1660,569,1267,451,505,401,422,350,372,241,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,81911,3581,10994,2197,6288,1423,6450,1425,6126,1693,4348,1228,4517,1324,4791,1529,5530,1919,4201,1406,6140,1885,7116,1604,7040,1718,2494,831,2477,1262,1501,660,1898,1232,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,413501,6469,50341,3467,28078,2822,25266,2516,23721,2403,22747,2298,23530,2439,19669,1884,18708,2237,16262,2091,29210,2977,38876,2728,41402,2480,30171,2639,15980,2467,18648,2016,10892,1816,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,15975,1797,2654,875,1587,603,509,448,1217,501,1046,626,697,670,913,686,1247,686,670,456,840,522,1776,686,1569,759,314,215,551,493,129,171,256,252,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1036809,9264,155877,6137,75107,4052,70322,4683,65907,4544,54291,4184,58160,3804,49802,3425,47017,3534,42173,3509,73186,4362,89040,4870,101116,4822,63551,3487,37351,3222,34345,2971,19564,2202,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,778229,10112,116035,4885,76937,4694,66337,5836,61993,4470,58050,4636,53932,4938,42076,3345,38286,4236,33502,3504,60160,4798,61226,5177,56981,4816,27902,2855,9368,1680,8992,2139,6452,1471,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,545372,5667,117416,4556,58097,3212,45865,4013,42090,3655,35360,3196,37840,3585,28520,3210,27778,2941,18670,2241,32594,2692,38679,2959,30812,2867,14827,1776,7309,1503,5898,1336,3617,1220,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,101258,3298,20105,1946,10841,1436,8037,1494,7284,1381,7188,1366,6971,1448,5131,1150,4082,788,3220,927,7426,1598,6474,1200,7844,1485,3302,953,1127,435,1906,731,320,225,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,22644,1760,4882,1088,1658,597,1321,486,1634,783,870,388,1213,543,1083,548,1167,640,767,397,1744,673,2162,858,1684,674,1085,526,422,325,785,596,167,182,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,486671,6794,83515,4696,50691,4039,38000,3238,34721,3182,33440,2745,28739,2910,24569,2553,26093,2419,18307,2058,34695,2927,39790,3551,35800,2820,18100,2130,8619,1451,6939,1140,4653,1185,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21737,1826,3965,1096,1176,504,1980,827,1167,557,1598,709,1273,546,1051,579,1153,519,795,389,1535,671,1902,710,2406,835,722,411,578,414,346,253,90,139,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,465220,7319,80029,4772,48992,4213,42302,3355,39579,3799,35848,3644,28843,3272,27651,3292,22447,2983,18312,2427,33358,3579,32070,3370,28668,3103,12129,1665,6217,1505,6214,1682,2561,946,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,390775,6061,68258,4191,39827,2939,31230,2843,30621,3009,28712,2848,22490,2769,21960,2477,18030,2403,17731,2993,26225,3193,28277,3166,27798,3728,13666,2153,7588,1495,5033,1547,3329,1264,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1085909,12060,151468,7647,89005,5543,79466,5358,79432,6032,66875,4200,66955,5116,54323,4664,58349,4231,46060,4165,83499,5532,95068,7276,97479,6003,60786,5004,25167,3203,18979,2858,12998,2216,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,8627,1174,922,548,734,458,461,417,707,420,779,603,668,372,330,268,245,309,156,169,792,606,693,298,971,470,720,577,221,283,25,41,203,316,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,556348,7128,63512,3998,36369,2671,31079,2860,33883,3276,30747,3126,33007,2838,28624,3239,26833,2664,26834,2794,48389,3723,53055,3901,60899,4100,34527,3097,19145,2502,17228,2306,12217,1995,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,94003,3509,12908,2416,6819,1411,7111,1791,6509,1690,4409,1323,5178,1184,4336,1265,5050,1792,5298,1627,6662,1473,8505,1720,10975,1976,4565,1158,2944,1054,1611,731,1123,542,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20200,1663,3914,898,2668,828,1368,571,2317,790,919,426,1085,441,751,370,520,298,544,330,1902,678,1784,773,1077,537,421,374,636,596,294,250,0,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,119775,3037,24331,2296,15180,1771,10644,1554,10894,1713,8434,1621,8912,1514,5231,1022,5436,1153,4678,1139,5857,1277,7785,1294,5438,1137,4033,1083,1225,632,1027,654,670,442,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,107873,4049,33242,2332,12755,1861,11143,1563,9179,1393,6475,1223,6569,1223,5878,1095,3832,940,3069,850,5194,1239,5548,1298,2725,626,1109,532,397,301,576,366,182,157,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
