GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001EA,B25032F_001MA,B25032F_002MA,B25032F_002EA,B25032F_003EA,B25032F_003MA,B25032F_004MA,B25032F_004EA,B25032F_005EA,B25032F_005MA,B25032F_006EA,B25032F_006MA,B25032F_007MA,B25032F_007EA,B25032F_008EA,B25032F_008MA,B25032F_009MA,B25032F_009EA,B25032F_010EA,B25032F_010MA,B25032F_011EA,B25032F_011MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11472,1524,7187,1280,151,117,479,434,331,291,920,623,976,513,487,340,142,166,799,388,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48211,3942,27518,3345,2202,798,569,401,3636,1030,4278,1224,4065,1726,1420,684,1140,430,3383,1142,0,234,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,148386,5983,39701,3284,14748,1900,33430,3048,22509,2214,11103,1586,9707,1609,8263,1557,7893,1618,1032,592,0,198,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,85853,4320,49530,4121,1870,718,1578,738,4716,1169,2636,1353,2240,971,1028,495,1514,787,20544,2361,197,241,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,481749,9686,62883,4123,18861,2636,64621,3583,53562,3892,35450,3676,26471,2753,84938,4933,132434,6903,1688,676,841,640,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,64936,4547,22865,2849,920,496,2388,1019,4692,1900,5839,1494,4301,1282,1973,954,581,342,21377,2993,0,220,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,29794,2794,14805,1821,1523,609,2254,872,3073,1002,2594,1024,1933,719,1630,1065,522,353,1298,621,162,212,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25757,1891,16598,1518,986,654,583,355,466,307,2416,835,957,408,189,176,206,166,3356,777,0,163,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37592,2744,16878,2442,2422,922,859,591,2823,1082,3174,1255,3257,1229,2296,879,3092,1343,2791,935,0,203,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,69881,3616,13399,1799,36554,2417,6389,1604,4167,1288,4342,1220,2818,999,885,407,941,426,386,360,0,168,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18078,1733,3498,1044,1041,539,3818,1017,6158,1310,737,430,1631,714,528,387,616,321,51,87,0,207,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18124,2414,8260,1860,266,267,0,217,672,420,708,426,1011,666,357,443,124,161,6726,1527,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25953,2408,13107,2080,1549,749,2305,947,1280,629,1098,588,2409,963,1120,706,506,407,2579,984,0,208,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,482780,11405,273031,7716,15996,2244,9974,1786,22603,3005,29588,3360,38887,3864,29500,3621,24571,2978,38104,3634,526,374,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29956,2919,14130,1911,1023,504,2269,997,2935,962,1996,968,2597,956,1229,620,1027,561,2750,931,0,192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44209,3671,17657,2515,8640,1493,447,341,958,546,3581,1134,4651,1507,3280,1184,3024,1317,1971,971,0,210,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68868,4908,32073,3019,1377,668,3557,1292,4986,1528,5962,1956,5120,1269,3951,1704,1812,676,9964,1735,66,95,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21849,2293,9379,1328,1200,563,4502,1132,1950,772,1301,637,916,456,840,421,740,535,998,443,23,40,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120683,5463,84459,4663,15715,1866,5210,1217,3573,863,5665,957,2819,835,1226,569,1976,642,40,71,0,210,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
