GEO_ID,B17010D_001E,B17010D_001M,B17010D_002E,B17010D_002M,B17010D_003E,B17010D_003M,B17010D_004E,B17010D_004M,B17010D_005E,B17010D_005M,B17010D_006E,B17010D_006M,B17010D_007E,B17010D_007M,B17010D_008E,B17010D_008M,B17010D_009E,B17010D_009M,B17010D_010E,B17010D_010M,B17010D_011E,B17010D_011M,B17010D_012E,B17010D_012M,B17010D_013E,B17010D_013M,B17010D_014E,B17010D_014M,B17010D_015E,B17010D_015M,B17010D_016E,B17010D_016M,B17010D_017E,B17010D_017M,B17010D_018E,B17010D_018M,B17010D_019E,B17010D_019M,B17010D_020E,B17010D_020M,B17010D_021E,B17010D_021M,B17010D_022E,B17010D_022M,B17010D_023E,B17010D_023M,B17010D_024E,B17010D_024M,B17010D_025E,B17010D_025M,B17010D_026E,B17010D_026M,B17010D_027E,B17010D_027M,B17010D_028E,B17010D_028M,B17010D_029E,B17010D_029M,B17010D_030E,B17010D_030M,B17010D_031E,B17010D_031M,B17010D_032E,B17010D_032M,B17010D_033E,B17010D_033M,B17010D_034E,B17010D_034M,B17010D_035E,B17010D_035M,B17010D_036E,B17010D_036M,B17010D_037E,B17010D_037M,B17010D_038E,B17010D_038M,B17010D_039E,B17010D_039M,B17010D_040E,B17010D_040M,B17010D_041E,B17010D_041M,NAME,B17010D_001MA,B17010D_001EA,B17010D_002EA,B17010D_002MA,B17010D_003MA,B17010D_003EA,B17010D_004MA,B17010D_004EA,B17010D_005MA,B17010D_005EA,B17010D_006MA,B17010D_006EA,B17010D_007EA,B17010D_007MA,B17010D_008EA,B17010D_008MA,B17010D_009MA,B17010D_009EA,B17010D_010MA,B17010D_010EA,B17010D_011EA,B17010D_011MA,B17010D_012EA,B17010D_012MA,B17010D_013EA,B17010D_013MA,B17010D_014MA,B17010D_014EA,B17010D_015MA,B17010D_015EA,B17010D_016EA,B17010D_016MA,B17010D_017EA,B17010D_017MA,B17010D_018EA,B17010D_018MA,B17010D_019EA,B17010D_019MA,B17010D_020MA,B17010D_020EA,B17010D_021MA,B17010D_021EA,B17010D_022EA,B17010D_022MA,B17010D_023EA,B17010D_023MA,B17010D_024EA,B17010D_024MA,B17010D_025MA,B17010D_025EA,B17010D_026MA,B17010D_026EA,B17010D_027EA,B17010D_027MA,B17010D_028MA,B17010D_028EA,B17010D_029EA,B17010D_029MA,B17010D_030EA,B17010D_030MA,B17010D_031EA,B17010D_031MA,B17010D_032MA,B17010D_032EA,B17010D_033EA,B17010D_033MA,B17010D_034MA,B17010D_034EA,B17010D_035EA,B17010D_035MA,B17010D_036MA,B17010D_036EA,B17010D_037MA,B17010D_037EA,B17010D_038MA,B17010D_038EA,B17010D_039MA,B17010D_039EA,B17010D_040MA,B17010D_040EA,B17010D_041EA,B17010D_041MA,state
0400000US13,72793,3290,7137,1431,4369,1255,2861,977,399,390,980,542,1482,801,1508,890,2768,1083,437,366,237,323,31,52,0,225,206,320,200,223,2331,909,1984,911,0,225,308,352,1676,929,347,209,65656,3723,55278,3358,34798,3125,7147,1880,5965,1395,21686,2391,20480,2419,10378,2439,5771,1940,1861,1252,300,238,828,1036,733,630,3910,1297,4607,1208,2482,841,376,451,378,354,1728,622,2125,900,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,128162,3872,7003,1375,4352,1093,1479,561,26,44,273,264,1180,487,2873,956,2651,855,340,195,331,195,0,187,0,187,331,195,9,15,2311,820,1482,690,359,435,557,433,566,307,829,317,121159,3874,91829,3461,38366,3238,7094,1409,7603,1454,23669,2344,53463,2646,29330,2003,9686,1411,3355,745,469,306,736,298,2150,683,6331,1145,19644,1766,7931,1131,1262,504,1314,520,5355,989,11713,1458,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,137352,3650,12840,1855,7892,1313,4345,1089,974,518,847,415,2524,911,3547,947,4948,1372,1457,752,689,409,128,175,27,45,534,366,768,621,3491,1118,2358,1061,119,218,664,554,1575,747,1133,548,124512,3849,108412,3690,59605,2899,13270,1891,12099,1731,34236,2252,48807,3353,16100,2181,4745,1080,2071,724,945,500,41,68,1085,543,2674,750,11355,1812,5198,1400,1306,766,209,226,3683,1107,6157,1250,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18967,1717,2361,737,1647,641,1162,555,303,273,440,299,419,294,485,376,714,318,34,62,34,62,0,190,0,190,34,62,0,190,680,303,604,298,0,190,69,101,535,287,76,111,16606,1537,14609,1558,8635,1283,2511,900,1590,598,4534,1057,5974,964,1997,582,684,385,294,311,54,110,64,72,176,289,390,227,1313,441,805,382,169,168,0,190,636,342,508,336,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77407,2714,4297,1042,2566,828,1178,545,347,253,152,183,679,422,1388,616,1731,688,772,541,529,500,0,204,409,467,120,184,243,219,959,466,594,307,45,72,66,112,483,292,365,332,73110,2696,62130,2868,34767,2378,8301,1352,6401,1267,20065,1865,27363,1969,10980,1796,3509,1034,1091,629,115,194,0,204,976,590,2418,822,7471,1351,2705,868,590,468,192,194,1923,728,4766,1179,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,80263,2583,9458,1277,5515,965,2974,767,876,534,767,450,1331,502,2541,652,3943,970,959,506,757,516,283,303,198,320,276,248,202,234,2984,813,2066,757,276,203,179,187,1611,702,918,395,70805,2887,59036,2832,37212,2224,9878,1582,7446,1413,19888,2138,21824,2063,11769,1730,4292,1063,1291,685,121,169,301,307,869,605,3001,845,7477,1524,4408,1202,818,611,421,299,3169,1087,3069,857,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54729,1773,4970,861,3533,677,2608,637,561,304,687,353,1360,578,925,428,1437,501,408,331,284,311,44,73,7,9,233,295,124,138,1029,440,756,357,345,271,104,104,307,196,273,222,49759,1658,45280,1691,26005,1883,5785,1286,4620,955,15600,1585,19275,1693,4479,908,1734,564,790,469,349,343,91,123,350,253,944,377,2745,778,1945,688,181,233,86,91,1678,618,800,358,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43250,1829,5485,971,3147,758,2945,722,534,292,1530,563,881,436,202,175,2338,621,665,400,487,385,45,60,349,365,93,118,178,167,1673,510,1547,474,299,220,497,339,751,316,126,125,37765,1919,29656,1742,20094,1675,5042,1000,4418,956,10634,1297,9562,1458,8109,1345,3248,1030,2126,909,493,330,656,392,977,710,1122,456,4861,907,3685,911,530,387,666,360,2489,825,1176,429,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20073,1855,2416,733,1267,520,995,470,474,350,97,111,424,265,272,240,1149,553,75,117,53,103,53,103,0,184,0,184,22,49,1074,549,688,398,192,220,156,197,340,268,386,367,17657,1826,15653,1726,8910,1397,2592,713,1086,433,5232,1207,6743,1095,2004,572,1125,514,504,335,25,40,137,171,342,257,621,377,879,371,433,276,0,184,0,184,433,276,446,311,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45036,3421,3528,1153,1722,759,640,520,0,234,247,295,393,385,1082,543,1806,848,417,429,44,75,0,234,0,234,44,75,373,420,1389,736,581,419,0,234,179,150,402,385,808,633,41508,3351,31121,3352,15098,2752,4648,2004,3041,1183,7409,1513,16023,2517,10387,2241,4093,1724,3091,1682,1848,1464,39,66,1204,889,1002,607,6294,1385,2977,1179,575,386,508,728,1894,869,3317,924,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,189832,3940,10737,1823,6977,1398,3915,1093,548,402,1008,594,2359,861,3062,893,3760,1240,569,332,313,249,35,60,34,64,244,239,256,224,3191,1188,2406,1013,221,205,210,219,1975,984,785,427,179095,3883,156583,4119,89972,3580,22595,2274,15374,1688,52003,2538,66611,3430,22512,2672,8168,1517,2649,903,479,451,445,391,1725,713,5519,1157,14344,1883,7554,1446,550,394,619,406,6385,1259,6790,1275,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
