GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001EA,C17010D_001MA,C17010D_002MA,C17010D_002EA,C17010D_003MA,C17010D_003EA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007MA,C17010D_007EA,C17010D_008MA,C17010D_008EA,C17010D_009MA,C17010D_009EA,C17010D_010EA,C17010D_010MA,C17010D_011EA,C17010D_011MA,C17010D_012EA,C17010D_012MA,C17010D_013EA,C17010D_013MA,C17010D_014MA,C17010D_014EA,C17010D_015EA,C17010D_015MA,C17010D_016EA,C17010D_016MA,C17010D_017EA,C17010D_017MA,state
0400000US20,14156,1143,1204,460,964,371,698,352,240,185,33,50,33,50,207,178,207,178,12952,1170,10802,1341,6646,1085,2150,618,586,332,293,269,1564,559,798,358,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,10100,1158,556,373,496,369,446,350,60,77,0,189,0,189,60,77,60,77,9544,1195,7648,1194,5101,884,1896,735,853,575,466,501,1043,424,582,326,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15284,1647,2141,761,1327,534,981,465,814,532,110,166,0,198,704,479,420,335,13143,1598,10795,1422,6217,1033,2348,737,851,423,284,240,1497,575,615,397,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77407,2714,4297,1042,2566,828,1178,545,1731,688,772,541,529,500,959,466,594,307,73110,2696,62130,2868,34767,2378,10980,1796,3509,1034,1091,629,7471,1351,2705,868,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,80263,2583,9458,1277,5515,965,2974,767,3943,970,959,506,757,516,2984,813,2066,757,70805,2887,59036,2832,37212,2224,11769,1730,4292,1063,1291,685,7477,1524,4408,1202,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54729,1773,4970,861,3533,677,2608,637,1437,501,408,331,284,311,1029,440,756,357,49759,1658,45280,1691,26005,1883,4479,908,1734,564,790,469,2745,778,1945,688,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43250,1829,5485,971,3147,758,2945,722,2338,621,665,400,487,385,1673,510,1547,474,37765,1919,29656,1742,20094,1675,8109,1345,3248,1030,2126,909,4861,907,3685,911,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5236,916,631,390,574,398,296,317,57,79,20,36,20,36,37,71,37,71,4605,1004,3855,1076,2298,777,750,390,354,262,288,237,396,312,191,250,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20073,1855,2416,733,1267,520,995,470,1149,553,75,117,53,103,1074,549,688,398,17657,1826,15653,1726,8910,1397,2004,572,1125,514,504,335,879,371,433,276,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7325,903,1376,706,681,352,681,352,695,584,121,195,121,195,574,490,448,428,5949,866,5395,839,2656,631,554,328,267,238,48,59,287,211,101,137,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45036,3421,3528,1153,1722,759,640,520,1806,848,417,429,44,75,1389,736,581,419,41508,3351,31121,3352,15098,2752,10387,2241,4093,1724,3091,1682,6294,1385,2977,1179,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,189832,3940,10737,1823,6977,1398,3915,1093,3760,1240,569,332,313,249,3191,1188,2406,1013,179095,3883,156583,4119,89972,3580,22512,2672,8168,1517,2649,903,14344,1883,7554,1446,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,4696,825,757,472,463,353,138,164,294,303,181,276,181,276,113,128,81,116,3939,785,3292,691,1569,463,647,437,454,408,169,216,193,170,193,170,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,324395,5884,51314,3447,37366,3022,20818,2412,13948,1827,3725,905,1950,602,10223,1799,7176,1612,273081,6005,223152,5802,118793,5198,49929,3285,18370,1745,4702,1115,31559,2952,11838,1793,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47144,2311,4385,946,2789,801,2205,707,1596,547,442,348,442,348,1154,395,952,346,42759,2506,37906,2328,23709,2258,4853,1354,2035,695,701,577,2818,1176,1768,931,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1187,440,334,247,131,143,0,143,203,176,0,143,0,143,203,176,203,176,853,324,706,318,306,200,147,124,0,143,0,143,147,124,36,63,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45800,2247,2644,777,1918,681,1293,609,726,422,264,305,194,287,462,284,363,261,43156,2423,39020,2408,22152,2131,4136,922,686,296,323,191,3450,892,2168,738,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,12896,999,1346,498,746,341,545,308,600,357,15,27,15,27,585,358,585,358,11550,1049,9507,1134,5421,843,2043,601,782,384,283,171,1261,481,467,351,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34518,2056,5530,1211,3457,990,1407,689,2073,853,438,383,164,199,1635,710,1399,661,28988,1923,25121,1806,13680,1634,3867,908,881,482,489,396,2986,762,1655,686,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,79654,2718,10947,1592,7235,1351,4253,1279,3712,1180,615,473,461,450,3097,1010,1925,725,68707,2628,59326,2604,35468,2212,9381,1632,4011,1131,2041,785,5370,1098,2981,875,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7232,1079,1528,676,150,185,150,185,1378,654,149,189,149,189,1229,668,1229,668,5704,892,4065,842,1786,618,1639,742,850,499,475,365,789,566,651,505,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14712,1665,1952,1210,1261,1076,1125,1077,691,420,240,257,240,257,451,363,260,287,12760,1495,11440,1426,5465,1138,1320,629,355,342,78,107,965,513,746,506,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21470,1617,1783,799,542,460,293,340,1241,678,560,541,512,536,681,397,663,391,19687,1613,16101,1691,9754,1328,3586,926,1308,653,245,215,2278,784,1044,520,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,239027,5623,21939,2856,15900,2630,9480,2230,6039,1467,965,655,763,555,5074,1318,3749,1225,217088,5972,184180,5851,108937,5066,32908,3245,11355,2017,4467,1429,21553,2630,10502,1790,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,12911,1384,1697,596,1124,465,768,427,573,462,173,255,173,255,400,407,400,407,11214,1290,9473,1175,5371,973,1741,690,496,302,158,174,1245,567,711,460,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,107223,3664,6577,1430,4269,1067,3371,1004,2308,858,256,183,220,170,2052,836,1841,801,100646,3969,85972,3763,54297,3589,14674,2313,4967,1701,2423,1151,9707,1626,5433,1398,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,114376,3671,11422,1702,6121,1068,3037,704,5301,1366,1599,844,705,481,3702,1110,3076,1016,102954,3630,86499,3209,48380,2819,16455,2284,5325,1315,2179,817,11130,2039,5673,1486,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26048,1625,3529,941,1859,677,1394,545,1670,668,696,494,673,492,974,470,819,440,22519,1461,18551,1317,12408,1379,3968,950,1711,682,1331,640,2257,624,1095,404,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2207,675,1013,467,109,134,0,210,904,449,0,210,0,210,904,449,799,428,1194,504,643,423,306,307,551,374,140,211,0,210,411,320,225,258,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
