GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001MA,B19101F_001EA,B19101F_002EA,B19101F_002MA,B19101F_003EA,B19101F_003MA,B19101F_004EA,B19101F_004MA,B19101F_005EA,B19101F_005MA,B19101F_006EA,B19101F_006MA,B19101F_007MA,B19101F_007EA,B19101F_008EA,B19101F_008MA,B19101F_009EA,B19101F_009MA,B19101F_010EA,B19101F_010MA,B19101F_011EA,B19101F_011MA,B19101F_012MA,B19101F_012EA,B19101F_013MA,B19101F_013EA,B19101F_014MA,B19101F_014EA,B19101F_015EA,B19101F_015MA,B19101F_016EA,B19101F_016MA,B19101F_017EA,B19101F_017MA,state
0400000US21,6822,1290,852,481,313,353,1062,529,624,639,381,316,388,328,554,353,358,383,496,413,299,215,468,398,552,439,162,190,181,221,79,115,53,87,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,9252,1618,923,449,280,285,666,483,786,565,1047,602,750,383,1150,764,424,332,264,221,251,184,499,355,720,369,1062,595,276,300,79,136,75,126,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,34095,2955,1518,743,1617,681,2688,1091,1757,735,1830,845,2520,1217,1430,599,2189,913,1675,824,4828,1528,3617,1041,3414,1033,2132,701,1054,561,1027,524,799,580,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,66987,3426,9757,1785,6156,1340,6588,1603,4771,1305,4838,1285,4676,1247,4018,1213,3906,1303,1756,522,4116,1180,6191,1363,5334,1204,2771,1033,909,406,670,401,530,385,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23067,2234,2719,998,1365,712,1255,490,1837,770,1714,745,1399,491,1558,729,1362,496,823,446,2664,828,2054,914,2060,724,1229,551,412,217,573,353,43,70,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15375,1680,1099,552,945,442,2377,981,1270,525,1378,728,1064,468,677,443,850,504,365,248,753,401,2270,850,1146,581,728,593,254,228,78,78,121,159,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12161,1785,1715,761,1274,680,1157,616,921,464,1054,601,1096,545,505,349,293,246,315,250,1327,732,814,505,1036,543,258,246,127,127,187,214,82,125,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9177,1351,1199,638,270,243,483,307,798,545,908,575,562,395,399,300,402,329,745,489,1272,648,1022,506,855,488,87,88,95,121,80,117,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40365,3322,2296,963,2181,820,3204,851,2919,892,2918,897,3785,1226,2899,1076,1995,945,2244,868,4856,1411,4154,1691,3878,1173,1684,890,122,163,884,627,346,494,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116197,5448,9863,1671,6232,1442,9582,1455,7358,1535,6438,1529,7887,1705,7990,1535,5332,1472,5674,1341,9854,1637,11090,1935,12818,2011,7352,1561,3304,855,3530,1186,1893,812,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,62113,3855,7529,2048,4736,1474,4361,1191,5644,1342,3789,1062,4433,1191,2967,879,2949,950,2435,794,5220,1503,6865,1440,6000,1573,2432,752,1359,756,920,465,474,377,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,364025,8049,41844,3168,30273,3311,31112,3350,30294,3406,23135,2710,22904,2525,21102,2957,18454,2700,14889,2320,25718,2640,33710,3127,30366,3205,19441,2758,8537,1661,7078,1447,5168,1651,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,52176,4768,6426,1605,5486,1868,4616,1364,5348,1480,5299,1751,4673,1638,3280,1172,4400,1596,1830,781,2372,751,3503,1186,2417,1485,1311,746,435,369,425,343,355,297,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20741,2371,1962,739,1369,746,1549,600,1613,608,1257,989,1645,550,1724,796,1753,677,1159,678,1342,530,2031,683,1607,573,1319,576,252,253,58,67,101,119,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19556,1692,1354,505,1751,694,1604,647,1235,499,1929,676,2146,744,1007,358,1363,619,669,288,2072,625,1688,640,1288,408,574,373,304,203,314,247,258,276,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31626,2712,3828,1270,2747,1026,2555,974,3412,1273,1451,703,1773,954,3244,1019,1682,752,1147,506,3109,966,2179,785,3576,1482,628,469,41,70,171,217,83,153,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,50740,3044,9097,1429,3572,1012,4898,994,3909,1150,2755,810,2419,921,3179,1225,2765,974,2121,781,4046,1122,4289,977,5121,1247,1494,609,552,422,166,153,357,421,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13842,1481,1825,759,2014,732,1124,694,744,431,706,377,651,401,720,497,686,532,841,535,1529,523,612,442,1246,655,797,471,201,244,50,85,96,117,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14261,2149,1260,836,2042,1173,1386,745,1924,938,864,536,2260,1165,385,354,554,446,259,305,721,416,1095,781,753,552,428,392,330,449,0,217,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19004,1942,2692,998,1495,484,1654,632,2529,976,1172,512,1098,601,1222,745,1745,944,1111,600,901,578,1337,728,1461,901,220,211,162,157,77,134,128,157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,372305,9792,30495,3055,23731,3572,30606,3476,32312,2853,30426,3380,29113,3209,25029,2972,24203,2963,17125,2100,28667,3075,33986,3248,35514,3430,15783,2869,7890,2194,4570,1560,2855,891,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23813,2470,2221,830,1002,612,1823,768,1353,813,1037,522,2111,886,1247,635,1747,803,2716,1157,2531,1185,2559,859,1646,816,841,345,484,316,320,229,175,190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,33921,3074,1459,876,1671,760,3280,1394,2802,1145,1874,816,2528,952,1336,751,1573,730,1455,708,2892,1063,4029,1276,3891,995,2437,1247,1160,504,1043,714,491,325,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,56006,3980,5180,1502,5920,1478,6604,1669,5121,1304,3475,1262,4267,1158,3808,1401,2994,1193,2561,807,3485,919,4457,1030,4669,1541,1300,618,1179,687,456,388,530,437,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16055,1954,2085,840,690,384,974,485,1741,673,1344,554,1711,675,820,376,1118,407,541,356,488,320,1896,641,1184,426,989,547,326,233,120,120,28,41,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,88623,4697,22246,2467,10285,1503,10205,1460,6586,1199,5941,1187,6245,1376,5851,1259,3910,979,3019,881,4665,1088,4091,882,2851,760,1302,514,498,357,746,433,182,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
