GEO_ID,C21001D_001E,C21001D_001M,C21001D_002E,C21001D_002M,C21001D_003E,C21001D_003M,C21001D_004E,C21001D_004M,C21001D_005E,C21001D_005M,C21001D_006E,C21001D_006M,C21001D_007E,C21001D_007M,C21001D_008E,C21001D_008M,C21001D_009E,C21001D_009M,C21001D_010E,C21001D_010M,C21001D_011E,C21001D_011M,C21001D_012E,C21001D_012M,C21001D_013E,C21001D_013M,C21001D_014E,C21001D_014M,C21001D_015E,C21001D_015M,NAME,C21001D_001EA,C21001D_001MA,C21001D_002EA,C21001D_002MA,C21001D_003EA,C21001D_003MA,C21001D_004MA,C21001D_004EA,C21001D_005MA,C21001D_005EA,C21001D_006EA,C21001D_006MA,C21001D_007EA,C21001D_007MA,C21001D_008EA,C21001D_008MA,C21001D_009MA,C21001D_009EA,C21001D_010MA,C21001D_010EA,C21001D_011EA,C21001D_011MA,C21001D_012EA,C21001D_012MA,C21001D_013EA,C21001D_013MA,C21001D_014MA,C21001D_014EA,C21001D_015MA,C21001D_015EA,state
0400000US16,16324,1717,7683,1142,6855,1194,314,269,6541,1123,828,449,302,286,526,379,8641,1158,7056,980,168,263,6888,990,1585,664,0,195,1585,664,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,465252,4528,219647,3354,194339,3102,4266,1194,190073,3276,25308,1022,2063,660,23245,1207,245605,2942,214757,3132,424,310,214333,3170,30848,1216,0,189,30848,1216,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,78295,2832,37733,1746,35128,1717,1079,461,34049,1754,2605,604,206,196,2399,640,40562,2162,36505,2218,182,187,36323,2178,4057,852,0,190,4057,852,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,43073,1551,20947,1045,19904,1128,132,160,19772,1138,1043,343,75,77,968,339,22126,1221,20489,1242,30,54,20459,1242,1637,452,0,155,1637,452,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,50560,2020,23770,1435,21498,1520,654,484,20844,1501,2272,543,204,175,2068,550,26790,1228,24587,1273,352,401,24235,1187,2203,270,0,168,2203,270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,35609,2208,15924,1345,14304,1234,55,61,14249,1244,1620,503,108,169,1512,484,19685,1479,17330,1440,0,189,17330,1440,2355,492,0,189,2355,492,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,55246,2235,25901,1431,23463,1416,420,326,23043,1360,2438,591,238,176,2200,602,29345,1696,26232,1661,70,148,26162,1684,3113,799,0,198,3113,799,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10095,1203,4560,897,4117,919,308,322,3809,843,443,255,190,156,253,175,5535,727,4492,720,0,157,4492,720,1043,463,0,157,1043,463,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,254517,2709,118813,2209,104887,2218,4038,1055,100849,2485,13926,590,1352,440,12574,752,135704,1590,118780,1511,927,683,117853,1736,16924,598,192,197,16732,632,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,283274,3492,133185,2027,121789,1971,1210,549,120579,2079,11396,535,1104,454,10292,636,150089,2113,136085,2111,326,284,135759,2144,14004,574,0,204,14004,574,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181871,3555,87918,2152,80304,2116,1180,469,79124,2108,7614,495,580,265,7034,582,93953,2202,84205,2113,60,99,84145,2117,9748,677,59,60,9689,665,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,150924,2338,72055,1796,67785,1673,1266,613,66519,1787,4270,553,627,347,3643,584,78869,1622,72433,1622,117,147,72316,1653,6436,688,0,143,6436,688,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19393,2142,9004,1463,8447,1447,80,109,8367,1455,557,288,196,199,361,190,10389,1256,9167,1232,0,206,9167,1232,1222,487,0,206,1222,487,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,74452,2033,35614,1515,32421,1520,828,532,31593,1626,3193,490,382,318,2811,512,38838,1634,35409,1596,323,277,35086,1595,3429,475,102,165,3327,466,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26107,1237,11876,713,11289,697,323,254,10966,715,587,263,28,45,559,255,14231,917,13183,953,267,266,12916,905,1048,415,0,155,1048,415,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,156998,4164,68992,2971,59365,2915,2817,1116,56548,2928,9627,536,3017,1128,6610,1183,88006,2343,73797,2263,243,299,73554,2271,14209,615,323,304,13886,671,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21763,1334,9895,915,9257,938,46,86,9211,939,638,276,113,165,525,270,11868,835,11189,860,287,304,10902,842,679,329,0,184,679,329,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,569926,4083,274827,2440,246911,2392,2286,542,244625,2459,27916,709,1513,575,26403,931,295099,2600,262199,2584,803,615,261396,2499,32900,638,92,126,32808,635,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20420,1550,8145,1073,7014,1057,176,225,6838,1027,1131,410,391,285,740,362,12275,1112,10559,1135,196,186,10363,1117,1716,402,0,198,1716,402,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1157986,6703,547029,4354,486385,4010,6187,1325,480198,4106,60644,1075,2081,576,58563,1283,610957,3842,535060,3782,454,269,534606,3768,75897,1261,96,156,75801,1248,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,156627,4371,74922,2375,70112,2350,2229,877,67883,2157,4810,601,415,303,4395,625,81705,2788,74673,3013,314,241,74359,3035,7032,994,0,220,7032,994,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,149400,3006,69624,1686,63548,1801,1403,598,62145,1791,6076,708,413,324,5663,802,79776,2131,71094,2095,425,305,70669,2114,8682,931,0,187,8682,931,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,51439,2091,23256,1516,21240,1493,507,312,20733,1485,2016,357,70,115,1946,360,28183,1278,25155,1295,74,91,25081,1295,3028,501,0,163,3028,501,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,118110,3131,52312,2117,46818,1980,1321,572,45497,1904,5494,751,856,403,4638,660,65798,1880,57777,1815,363,359,57414,1861,8021,829,0,203,8021,829,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,276888,2732,130826,1989,118502,1925,1695,591,116807,1988,12324,797,1538,646,10786,761,146062,1684,131741,1805,335,252,131406,1826,14321,774,0,168,14321,774,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25565,1193,11778,865,10800,895,190,170,10610,892,978,464,421,468,557,363,13787,745,12444,693,96,145,12348,686,1343,347,0,207,1343,347,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,49168,2699,22278,2217,20619,2043,945,553,19674,2052,1659,745,302,251,1357,697,26890,1454,24206,1439,332,307,23874,1460,2684,986,0,217,2684,986,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,69369,2782,31212,1979,28142,1841,531,364,27611,1874,3070,651,109,104,2961,646,38157,1614,34016,1697,0,208,34016,1697,4141,865,43,75,4098,873,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,750327,6436,356914,4438,323271,4279,9147,1877,314124,4738,33643,1367,2585,871,31058,1603,393413,3521,351304,3566,2680,1109,348624,3808,42109,1395,210,229,41899,1412,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43256,1726,19918,1228,18337,1284,304,210,18033,1288,1581,317,512,318,1069,196,23338,1180,21107,1174,86,154,21021,1169,2231,350,0,192,2231,350,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,346666,5615,158508,3463,143450,3418,7918,2108,135532,3637,15058,1111,1762,592,13296,1075,188158,3340,168658,3423,1665,816,166993,3492,19500,1066,138,139,19362,1068,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,393708,5380,174860,3284,156105,3230,7647,1273,148458,3470,18755,883,2137,599,16618,1090,218848,3317,189710,3303,1065,475,188645,3383,29138,1114,70,121,29068,1124,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8934,990,3494,860,3169,888,395,327,2774,715,325,169,32,43,293,174,5440,761,4936,728,0,184,4936,728,504,235,0,184,504,235,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,90447,1754,43531,1122,40989,1087,794,355,40195,1062,2542,565,289,189,2253,545,46916,1544,43779,1513,21,36,43758,1511,3137,597,0,151,3137,597,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
