GEO_ID,C24010B_001E,C24010B_001M,C24010B_002E,C24010B_002M,C24010B_003E,C24010B_003M,C24010B_004E,C24010B_004M,C24010B_005E,C24010B_005M,C24010B_006E,C24010B_006M,C24010B_007E,C24010B_007M,C24010B_008E,C24010B_008M,C24010B_009E,C24010B_009M,C24010B_010E,C24010B_010M,C24010B_011E,C24010B_011M,C24010B_012E,C24010B_012M,C24010B_013E,C24010B_013M,NAME,C24010B_001MA,C24010B_001EA,C24010B_002EA,C24010B_002MA,C24010B_003EA,C24010B_003MA,C24010B_004EA,C24010B_004MA,C24010B_005MA,C24010B_005EA,C24010B_006MA,C24010B_006EA,C24010B_007MA,C24010B_007EA,C24010B_008EA,C24010B_008MA,C24010B_009MA,C24010B_009EA,C24010B_010MA,C24010B_010EA,C24010B_011MA,C24010B_011EA,C24010B_012MA,C24010B_012EA,C24010B_013EA,C24010B_013MA,state
0400000US32,88704,4685,44915,3294,9182,2289,13820,2270,9338,1996,4325,1586,8250,2414,43789,2950,10971,2504,14468,2519,16159,2670,67,83,2124,856,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7495,778,5060,758,1703,791,1313,491,445,413,462,405,1137,552,2435,544,664,364,977,485,643,447,99,168,52,100,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,488836,9517,215494,6292,61943,4655,45564,3640,39174,3439,18730,2096,50083,3622,273342,5917,99795,3848,72027,4634,87489,4180,1424,680,12607,1736,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18052,2030,11201,1597,3072,1167,3557,1088,1755,613,1646,817,1171,582,6851,1406,2190,850,1614,736,2593,1104,135,178,319,377,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1226428,12836,544915,8060,128110,6090,144186,6330,110626,6001,61698,4711,100295,5449,681513,8926,221250,5932,247389,6743,189317,5853,3352,976,20205,2086,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,815268,14333,351188,9121,75094,6511,69838,5656,60065,4979,39783,3917,106408,5665,464080,8866,153600,6987,128147,6902,130179,6038,3429,1101,48725,4711,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3182,786,1850,479,371,272,754,437,323,240,62,67,340,219,1332,569,349,245,326,180,650,518,0,143,7,13,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,502458,8648,224972,6727,48109,4146,50386,3991,44171,3895,21556,3054,60750,4347,277486,4760,83020,4560,82071,4431,86805,3985,1609,591,23981,2413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,103532,4582,48415,2877,10046,1638,10225,1622,8644,1504,7052,1451,12448,1649,55117,3017,16003,1990,16219,2024,18886,1804,504,451,3505,1114,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25813,2067,13621,1562,4009,1247,2854,840,2394,915,626,390,3738,1436,12192,1594,4039,1319,3149,884,3658,1077,262,279,1084,697,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,481738,9260,214040,6200,47343,3982,62113,4320,36596,3333,19761,2580,48227,3651,267698,5682,82075,4422,89309,4568,79405,4810,976,514,15933,2506,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27294,2389,13602,1536,4004,1027,3790,987,2702,930,997,481,2109,891,13692,1596,4085,1167,4483,1154,4331,915,0,207,793,445,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,483610,9214,212937,5692,31845,3860,40743,3625,32093,3868,28350,3243,79906,4244,270673,6207,69925,4688,74341,4909,85225,4695,1669,783,39513,3249,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,423043,9409,185337,5509,34126,3621,39241,3330,35698,4173,17470,2182,58802,3684,237706,6497,71282,5070,60783,4445,78175,5548,1679,806,25787,2901,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1231227,15871,564539,10832,145797,8505,104628,6632,116132,6045,56730,5424,141252,7120,666688,9807,237381,8421,169209,7547,216508,8386,3893,1209,39697,4063,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11391,1728,7639,1181,1898,663,621,449,1271,610,1355,965,2494,700,3752,1023,692,396,1261,642,1682,834,0,192,117,187,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,686830,9191,314599,6250,77514,5500,68602,4768,53263,3352,41725,3875,73495,4442,372231,6471,131508,6353,100502,5259,113152,6038,3930,1349,23139,2651,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,97536,4475,55086,3529,14636,2182,12935,2528,9083,1741,4473,1341,13959,2074,42450,2786,13352,1863,12757,1904,14382,2021,484,392,1475,609,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18761,1860,8912,1627,2351,886,2660,980,1594,696,1007,469,1300,520,9849,1181,3017,915,3920,991,2641,772,45,56,226,176,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,116782,3756,49705,2723,9992,1469,10790,1523,7690,1527,5077,1353,16156,1755,67077,3121,18438,1891,22695,2426,19451,2125,80,96,6413,1292,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,92966,5485,49004,3946,10704,1870,11397,1467,6075,1210,12579,2021,8249,1411,43962,3276,14564,1785,13338,1808,14404,1773,211,170,1445,547,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
