GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002EA,B21001D_002MA,B21001D_003MA,B21001D_003EA,B21001D_004MA,B21001D_004EA,B21001D_005MA,B21001D_005EA,B21001D_006EA,B21001D_006MA,B21001D_007EA,B21001D_007MA,B21001D_008MA,B21001D_008EA,B21001D_009EA,B21001D_009MA,B21001D_010MA,B21001D_010EA,B21001D_011EA,B21001D_011MA,B21001D_012EA,B21001D_012MA,B21001D_013MA,B21001D_013EA,B21001D_014MA,B21001D_014EA,B21001D_015MA,B21001D_015EA,B21001D_016EA,B21001D_016MA,B21001D_017EA,B21001D_017MA,B21001D_018MA,B21001D_018EA,B21001D_019MA,B21001D_019EA,B21001D_020EA,B21001D_020MA,B21001D_021MA,B21001D_021EA,B21001D_022MA,B21001D_022EA,B21001D_023EA,B21001D_023MA,B21001D_024EA,B21001D_024MA,B21001D_025EA,B21001D_025MA,B21001D_026MA,B21001D_026EA,B21001D_027MA,B21001D_027EA,B21001D_028EA,B21001D_028MA,B21001D_029EA,B21001D_029MA,B21001D_030EA,B21001D_030MA,B21001D_031EA,B21001D_031MA,B21001D_032MA,B21001D_032EA,B21001D_033EA,B21001D_033MA,state
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,233132,3635,108734,2445,39093,2145,712,490,38381,2129,48296,1462,983,460,47313,1418,10428,940,349,287,10079,852,8487,883,521,314,7966,875,2430,498,243,222,2187,529,124398,2552,45025,2152,350,384,44675,2060,50019,2279,223,189,49796,2299,14609,1180,0,210,14609,1180,10652,1150,52,94,10600,1169,4093,1001,38,63,4055,990,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,338748,5373,159748,3673,56332,2471,1011,612,55321,2515,67305,2383,1613,663,65692,2380,19330,879,555,362,18775,989,11007,1127,1043,607,9964,1098,5774,890,714,430,5060,902,179000,2845,60040,2095,219,220,59821,2072,73633,2093,66,109,73567,2085,22604,1314,48,84,22556,1304,13523,1150,0,226,13523,1150,9200,1278,0,226,9200,1278,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,36488,1867,16143,1245,6915,1004,450,350,6465,1091,4643,653,100,145,4543,647,2053,739,129,192,1924,737,2062,856,606,465,1456,722,470,318,0,157,470,318,20345,1216,6028,870,0,157,6028,870,8332,706,0,157,8332,706,2903,455,155,246,2748,493,1807,515,0,157,1807,515,1275,491,127,215,1148,466,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,50351,2697,21687,1477,8018,1241,448,460,7570,1249,8886,1272,107,115,8779,1265,2133,786,119,144,2014,782,2070,698,0,201,2070,698,580,402,117,129,463,380,28664,2072,8750,1463,273,378,8477,1449,12059,1700,76,115,11983,1730,3479,858,96,142,3383,832,2719,852,44,81,2675,854,1657,697,0,201,1657,697,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,211596,3952,93303,1994,27264,1171,588,320,26676,1219,32780,1495,2023,883,30757,1739,14857,754,2173,783,12684,994,11621,264,2890,752,8731,790,6781,438,1062,426,5719,455,118293,2532,27983,1597,147,219,27836,1573,42077,1455,186,170,41891,1457,21231,525,256,281,20975,604,17286,489,97,111,17189,509,9716,418,0,211,9716,418,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,65783,2037,29295,1364,11804,1166,116,103,11688,1159,11162,887,560,369,10602,874,3485,414,231,199,3254,422,2086,469,159,140,1927,463,758,340,72,89,686,330,36488,1335,13765,1184,0,161,13765,1184,13017,870,208,188,12809,848,4221,515,70,130,4151,480,4242,512,95,133,4147,525,1243,347,0,161,1243,347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,122835,2850,58547,1543,29582,1711,478,326,29104,1729,20213,1352,482,373,19731,1321,5044,634,388,339,4656,586,2390,660,292,243,2098,614,1318,530,0,151,1318,530,64288,1879,28529,1330,0,151,28529,1330,23267,1345,263,264,23004,1337,6894,1080,33,62,6861,1077,3047,672,0,151,3047,672,2551,628,16,27,2535,632,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,435524,5787,199507,3796,66645,2467,1993,715,64652,2485,81137,1977,4760,1163,76377,2082,24829,1102,1896,676,22933,1285,16624,1187,2689,550,13935,1195,10272,1093,1190,396,9082,1031,236017,3108,69479,2224,785,522,68694,2295,98066,2291,1368,639,96698,2391,32318,1341,210,144,32108,1344,22298,1219,113,123,22185,1213,13856,921,0,206,13856,921,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,64002,2318,29137,1794,11918,1294,320,340,11598,1182,11124,1261,192,193,10932,1217,3257,514,282,234,2975,532,1894,599,230,182,1664,599,944,352,86,101,858,354,34865,1721,11591,1470,0,214,11591,1470,13941,1480,0,214,13941,1480,4754,922,0,214,4754,922,3057,950,0,214,3057,950,1522,550,0,214,1522,550,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,156288,4004,71532,2261,27626,1465,319,249,27307,1502,26322,1367,980,518,25342,1410,9113,917,577,362,8536,924,5963,807,668,406,5295,886,2508,670,228,230,2280,661,84756,2657,28370,1898,83,124,28287,1901,33493,1251,457,325,33036,1335,10661,944,179,217,10482,931,7976,753,36,62,7940,757,4256,798,0,207,4256,798,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,4786504,13466,2218926,8830,717108,6734,12607,1858,704501,6938,786396,4719,21581,2158,764815,5035,328881,2752,14822,1642,314059,3121,230201,2027,21125,1577,209076,2571,156340,1815,23456,2182,132884,2435,2567578,8259,723170,6527,2798,1097,720372,6433,920056,4773,3878,920,916178,4901,406036,2799,1555,571,404481,2819,293979,1720,1200,477,292779,1764,224337,1891,687,317,223650,1854,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,20903,1727,8468,1218,3978,1027,656,662,3322,872,2543,670,197,217,2346,625,1320,530,0,218,1320,530,272,196,59,110,213,168,355,237,20,37,335,234,12435,1124,4343,933,0,218,4343,933,4946,1034,110,103,4836,1047,1544,484,0,218,1544,484,1106,514,0,218,1106,514,496,382,0,218,496,382,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,131206,1534,62264,1088,23686,999,0,207,23686,999,24705,892,212,191,24493,924,7194,288,169,170,7025,319,5077,737,108,129,4969,737,1602,666,324,326,1278,619,68942,1169,24150,1103,70,112,24080,1114,28672,705,0,207,28672,705,8185,434,0,207,8185,434,5129,618,0,207,5129,618,2806,477,0,207,2806,477,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,1107252,6886,521939,5161,181121,4006,2745,935,178376,4104,214194,2848,5621,1517,208573,3009,63498,1724,2473,923,61025,1775,42325,1429,2496,806,39829,1475,20801,969,2500,804,18301,1193,585313,3881,191375,3518,1235,524,190140,3537,237489,3378,631,373,236858,3390,75195,1958,603,422,74592,1969,53716,1872,241,237,53475,1847,27538,1630,255,278,27283,1593,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,302029,4340,138965,2458,42528,1660,1330,677,41198,1667,54167,1560,2308,800,51859,1641,21457,585,948,527,20509,710,12631,681,1205,471,11426,824,8182,534,936,441,7246,582,163064,2596,45362,1781,156,186,45206,1800,65122,1375,737,553,64385,1496,24296,1211,302,228,23994,1168,16644,854,771,468,15873,952,11640,785,145,173,11495,810,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,485520,5202,217795,3527,75417,3124,1927,890,73490,3139,78189,2434,3781,1302,74408,2637,29588,1361,1832,687,27756,1511,21186,1697,1746,670,19440,1647,13415,1220,1730,705,11685,1139,267725,3508,73971,2721,1047,641,72924,2821,102012,2429,78,97,101934,2422,41290,2051,87,145,41203,2017,33552,1944,294,271,33258,1917,16900,1479,0,229,16900,1479,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,381183,3860,178181,2389,72674,1728,419,375,72255,1812,65146,1350,716,452,64430,1365,21076,801,469,321,20607,803,12194,655,256,188,11938,674,7091,615,816,621,6275,736,203002,2811,81472,2137,136,149,81336,2122,74335,1326,178,224,74157,1390,22986,895,0,211,22986,895,14423,850,50,82,14373,858,9786,598,0,211,9786,598,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,63314,2330,28485,1641,13318,1199,254,231,13064,1187,9305,805,277,263,9028,851,3051,397,0,193,3051,397,1965,412,341,236,1624,383,846,121,151,122,695,151,34829,1613,14192,1367,106,182,14086,1373,12047,1159,98,163,11949,1130,4264,523,0,193,4264,523,3172,639,140,168,3032,633,1154,108,0,193,1154,108,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,1360966,7912,636608,5072,214917,3174,2445,632,212472,3155,222623,2605,2294,684,220329,2793,100645,1417,1852,638,98793,1418,63250,1196,1765,609,61485,1330,35173,1144,1745,534,33428,1227,724358,4290,233846,2500,625,546,233221,2545,262368,2526,529,288,261839,2501,109561,1275,0,201,109561,1275,69287,1487,57,96,69230,1484,49296,1048,132,161,49164,1040,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,680733,4318,328180,2339,100055,1767,772,480,99283,1754,135516,1428,1302,495,134214,1599,46570,702,331,225,46239,763,28643,1061,1009,471,27634,1274,17396,962,857,386,16539,978,352553,2577,101488,1748,515,383,100973,1741,145245,1262,518,341,144727,1287,51120,1061,41,69,51079,1058,34096,982,18,31,34078,975,20604,794,176,207,20428,823,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
